create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond1.values,parameters.infile_control_cond2,parameters.infile_control_cond2.values,parameters.infile_pileup_cond1,parameters.infile_pileup_cond1.values,parameters.infile_pileup_cond2,parameters.infile_pileup_cond2.values,parameters.maxgap,parameters.minlen,parameters.outputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-13 13:27:29.050603,slurm_normal,1476365508.0,0,1.0,main_w3_handler0,2810806,14073213,False,386458182,bedgraph,422104541,bedgraph,469885997,bedgraph,438163935,bedgraph,,8290087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""1.0""","""SC5314_A19""","""16""","""13""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5befc4dad3b11c923'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52abe96520beda994'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fce176eb3e6be6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5fd257f72bc9d93'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,33519497,1476365288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-13 13:32:02.030972,77683.0,220.0
2016-03-15 17:35:26.638287,slurm_normal,1458063757.0,0,1.0,main_w1_handler2,2589142,12144238,False,554481466,bedgraph,497393540,bedgraph,901503745,bedgraph,618788533,bedgraph,,6361781.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""14""","""12""",23188944,,23188948,,23189078,,23188949,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1458063395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-15 17:42:40.769096,59928.0,362.0
2016-10-13 13:58:59.721568,slurm_normal,1476367295.0,0,1.0,main_w3_handler1,2810806,14073452,False,386458182,bedgraph,422104541,bedgraph,469885997,bedgraph,438163935,bedgraph,,8290335.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""0.01""","""SC5314_A19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5befc4dad3b11c923'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52abe96520beda994'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fce176eb3e6be6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5fd257f72bc9d93'}]","""1000""","""150""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,33519497,1476367160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-13 14:01:37.933688,77683.0,135.0
2016-10-13 13:50:18.818701,slurm_normal,1476366794.0,0,1.0,main_w4_handler0,2810806,14073390,False,386458182,bedgraph,422104541,bedgraph,469885997,bedgraph,438163935,bedgraph,,8290269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""0.1""","""SC5314_A19""","""16""","""13""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5befc4dad3b11c923'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52abe96520beda994'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fce176eb3e6be6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5fd257f72bc9d93'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,33519497,1476366638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-13 13:53:15.704863,77683.0,156.0
2016-10-13 13:54:31.843372,slurm_normal,1476367041.0,0,1.0,main_w3_handler0,2810806,14073418,False,386458182,bedgraph,422104541,bedgraph,469885997,bedgraph,438163935,bedgraph,,8290296.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""0.1""","""SC5314_A19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5befc4dad3b11c923'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52abe96520beda994'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fce176eb3e6be6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5fd257f72bc9d93'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,33519497,1476366886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-13 13:57:24.618915,77683.0,155.0
2016-06-22 18:13:40.851736,slurm_normal,1466619648.0,0,1.0,main_w1_handler0,2737285,13240361,False,796428298,bedgraph,796038938,bedgraph,1060894076,bedgraph,723116773,bedgraph,,7425796.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50afda30575271ab1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dad2cd314524e9d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5167527f5ed1994ce'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594ea6d1c646c7245'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,31023438,1466619246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-22 18:20:52.372285,54046.0,402.0
2016-03-15 19:40:34.625316,slurm_normal,1458071257.0,0,1.0,main_w2_handler1,2589142,12145189,False,583138110,bedgraph,502252917,bedgraph,903677161,bedgraph,618871519,bedgraph,,6363148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""15""","""13""",23851797,,23851790,,23851796,,23851789,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1458070935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-15 19:47:39.761110,59928.0,322.0
2016-05-03 21:56:24.329153,slurm_normal,1462312917.0,0,1.0,main_w1_handler1,2692356,12762456,False,868819927,bedgraph,644098730,bedgraph,596701902,bedgraph,581263609,bedgraph,,6961444.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/340/dataset_15340577.dat""","""1.0""","""dm6_2014""","""22""","""32""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5583da8ad321d75eb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b592bbda0b70672bb0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b017acbc239f4cf8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9ee89cbee96afeb'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,30001823,1462312613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-03 22:02:00.810980,59928.0,304.0
2016-05-05 06:20:59.205164,slurm_normal,1462429855.0,0,1.0,main_w2_handler1,2491715,12788990,False,1007901985,bedgraph,2156800524,bedgraph,1335553034,bedgraph,884133705,bedgraph,,6986613.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aac663aac6f3de83'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59575fdc5daa8dbc5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef6b948f6f96be54'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eed60578eba109f9'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29857834,1462429306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-05 06:30:57.697406,72412.0,549.0
2016-03-16 14:02:17.971650,slurm_normal,1458137037.0,0,1.0,main_w2_handler1,2557147,12155029,False,201333498,bedgraph,186305965,bedgraph,196181505,bedgraph,199681831,bedgraph,,6371720.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23834781,,23834970,,23834819,,23834974,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28980415,1458136977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-16 14:04:01.405877,76207.0,60.0
2016-03-16 15:23:02.626774,slurm_normal,1458143072.0,0,1.0,main_w1_handler1,2557147,12156098,False,2755933602,bedgraph,2448573848,bedgraph,2741413664,bedgraph,2521570126,bedgraph,,6372936.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23822307,,23822199,,23822308,,23822205,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28980415,1458141958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-16 15:44:38.355380,76207.0,1114.0
2016-05-05 18:33:59.149196,slurm_normal,1462474420.0,0,1.0,main_w2_handler1,2491715,12797517,False,2162492117,bedgraph,868074638,bedgraph,1807647891,bedgraph,1900338185,bedgraph,,6997189.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""0.1""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2d2338a401f6ba8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8a213fc8a415dfe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f358d11ea40459f1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55567271283865581'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29857834,1462473285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-05 18:53:50.801246,72412.0,1135.0
2016-06-26 16:07:24.920586,slurm_normal,1466957725.0,0,1.0,main_w2_handler1,2739523,13262621,False,916801819,bedgraph,730053202,bedgraph,1121321079,bedgraph,901076643,bedgraph,,7450440.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56278cc43c8728fd8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5272413794161ba78'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52510b43c174a4a1f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5516d9c60ba084d3b'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,30959893,1466957263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-26 16:15:26.450738,36650.0,462.0
2016-05-06 23:19:31.094369,slurm_normal,1462576954.0,0,1.0,main_w1_handler1,2696874,12811979,False,384941504,bedgraph,396519106,bedgraph,226690177,bedgraph,269938644,bedgraph,,7013542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a695667973613edb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50cdbdc629896fc98'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f674a7e1ca61010'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0c732c2ea911500'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,30078475,1462576810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-06 23:22:36.406127,83951.0,144.0
2016-03-17 17:57:11.457990,slurm_normal,1458238024.0,0,1.0,main_w2_handler0,2635842,12168679,False,885446241,bedgraph,889485123,bedgraph,747078552,bedgraph,719053739,bedgraph,,6385608.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/AgamP3.len""","""1.0""","""AgamP3""","""1""","""1""",23889267,,23888716,,23889266,,23888715,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29045126,1458237548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-17 18:07:08.970370,46190.0,476.0
2016-05-08 20:07:48.470908,slurm_normal,1462738184.0,0,1.0,main_w2_handler1,2611850,12824912,False,102559181,bedgraph,125686074,bedgraph,183983719,bedgraph,233256480,bedgraph,,7025293.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577c35d85a4e2664d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efa7ffa66cf3fa40'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b2f92d206ae54f4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50618eb4c07dc4e7b'}]","""100""","""200""","[""--ofile-both-conditions""]",32.0,,29834991,1462738112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-08 20:09:51.362460,79282.0,72.0
2016-06-27 19:26:26.079788,slurm_normal,1467056754.0,0,1.0,main_w1_handler1,2750777,13270146,False,1297172824,bedgraph,1061074423,bedgraph,852222996,bedgraph,1231636517,bedgraph,,7458590.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5526a65c2128b67ec'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f4aac8566d17393'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3dc42c2a25182a7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c737042f2701e437'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,31111527,1467055767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-27 19:45:55.914256,57741.0,987.0
2016-06-27 20:26:54.081490,slurm_normal,1467059791.0,0,1.0,main_w1_handler0,2750777,13270602,False,1297172824,bedgraph,1061074423,bedgraph,852222996,bedgraph,1231636517,bedgraph,,7459045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5526a65c2128b67ec'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f4aac8566d17393'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3dc42c2a25182a7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c737042f2701e437'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,31114378,1467059239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-27 20:37:10.461746,57741.0,552.0
