create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.addition2.fd,parameters.addition2.fu,parameters.addition2.id,parameters.addition2.iu,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.io,parameters.k,parameters.mdb,parameters.strand,parameters.ties,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-19 14:10:09.024208,slurm_normal,1489932616.0,0,1.0,main_w3_handler1,1120822,15336202,False,,247313,bed,135907,135907,bed,,,,,,,,,bed,9476151.roundup,slurm,,132112168.0,corral-repl,,"""true""",3,b,false,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28826076}]","[{'src': 'hda', 'id': 28825149}]","""false""","""1""","""each""","""""","""first""",32.0,,36538724,1489932612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-03-19 14:10:20.103527,26064.0,4.0
2017-01-10 18:01:32.753778,slurm_normal,1484072750.0,0,1.0,main_w4_handler0,2952036,14733333,False,,169381277,gtf,1148058,1148058,bed,,,,,,,,,bed,8895708.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27880987}]","[{'src': 'hda', 'id': 27880965}]","""false""","""1""","""each""","""""","""all""",32.0,,34656907,1484072728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-10 18:26:05.825677,90802.0,22.0
2017-01-10 18:04:12.731166,slurm_normal,1484075667.0,0,1.0,main_w4_handler1,2952036,14733343,False,,9048704,bed,241844,241844,bed,,,,,,,,,bed,8896419.roundup,slurm,,132112168.0,corral-repl,,"""false""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/strPur4.len""","""strPur4""","[{'src': 'hda', 'id': 27881238}]","[{'src': 'hda', 'id': 27880966}]","""false""","""1""","""each""","""""","""all""",32.0,,34656907,1484075638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-10 19:14:37.957067,90802.0,29.0
2017-01-10 19:15:57.586218,slurm_normal,1484077229.0,0,1.0,main_w3_handler0,2952036,14733691,False,,169381277,gtf,1148058,1148058,bed,,,,,,,,,bed,8896724.roundup,slurm,,132112168.0,corral-repl,,"""false""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27880987}]","[{'src': 'hda', 'id': 27880965}]","""false""","""1""","""each""","""""","""all""",32.0,,34656907,1484077189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-10 19:40:32.807785,90802.0,40.0
2016-10-19 22:02:14.198173,reserved,1476914554.0,0,1.0,main_w4_handler1,2861099,14123426,False,,2492884,bed,2492884,2492884,bed,,,,,,,,,bed,8337919.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54a8c51cb40a8956d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50f26e2cc829cf584'}]","""false""","""1""","""each""","""""","""all""",32.0,,32443707,1476914543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-19 22:02:41.520104,5254.0,11.0
2017-03-20 10:14:41.970380,slurm_normal,1490004891.0,0,1.0,main_w3_handler0,3038121,15341416,False,,28379,bed,12058080,12058080,bed,,,,,,,,,bed,9480856.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28838875}]","[{'src': 'hda', 'id': 28838889}]","""false""","""1""","""each""","""""","""first""",32.0,,36718385,1490004885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-03-20 10:14:53.579450,29502.0,6.0
2017-03-20 11:47:37.403451,slurm_normal,1490010463.0,0,1.0,main_w4_handler0,2958710,15342178,False,,6293,bed6,1063746,1063746,bed6,,,,,,,,,bed6,9481506.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28839946}]","[{'src': 'hda', 'id': 28839843}]","""false""","""1""","""each""","""""","""all""",32.0,,35938421,1490010460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-03-20 11:47:54.016975,14117.0,3.0
2017-03-20 11:51:25.190121,slurm_normal,1490010692.0,0,1.0,main_w3_handler0,2958710,15342206,False,,6293,bed6,1063746,1063746,bed6,,,,,,,,,bed6,9481539.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28839946}]","[{'src': 'hda', 'id': 28839843}]","""true""","""1""","""each""","""""","""all""",32.0,,35938421,1490010689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-03-20 11:51:34.861765,14117.0,3.0
2017-03-10 10:21:09.612898,slurm_normal,1489141281.0,0,1.0,main_w3_handler1,2957319,15261428,False,,1456061,bed,12058080,12058080,bed,,,,,,,,,bed,9407582.roundup,slurm,,132112168.0,corral-repl,,"""true""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28693754}]","[{'src': 'hda', 'id': 28705805}]","""false""","""1""","""each""","""""","""all""",32.0,,36333973,1489141272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-03-10 10:21:24.111646,96018.0,9.0
2016-10-01 01:12:07.014008,slurm_normal,1475284406.0,0,1.0,main_w4_handler0,2567634,13986255,False,,7847590,bed,2033280,2033280,bed,,,,,,,,,bed,8205769.roundup,slurm,,132112168.0,corral-repl,,"""true""",1,ref,false,false,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7e4eb2ed9c73be3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58a82d78be11e8aa8'}]","""false""","""1""","""each""","""""","""all""",32.0,,33371592,1475284391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-01 01:13:32.093115,76930.0,15.0
2016-10-01 01:05:12.202429,slurm_normal,1475283992.0,0,1.0,main_w3_handler0,2567634,13986238,False,,7847590,bed,2033280,2033280,bed,,,,,,,,,bed,8205750.roundup,slurm,,132112168.0,corral-repl,,"""true""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7e4eb2ed9c73be3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58a82d78be11e8aa8'}]","""false""","""1""","""each""","""""","""all""",32.0,,33371592,1475283977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-01 01:06:35.169086,76930.0,15.0
2016-10-01 01:15:49.732001,slurm_normal,1475284786.0,0,1.0,main_w4_handler0,2567634,13986259,False,,2033280,bed,7847590,7847590,bed,,,,,,,,,bed,8205786.roundup,slurm,,132112168.0,corral-repl,,"""true""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58a82d78be11e8aa8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7e4eb2ed9c73be3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33371592,1475284658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-01 01:19:54.896373,76930.0,128.0
2016-10-25 08:43:36.379909,slurm_normal,1477385039.0,0,1.0,main_w3_handler1,2867831,14165711,False,,5503181,bed,9340063,9340063,bed,,,,,,,,,bed,8378187.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55dd96ad07847be32'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:44:00.844865,92152.0,17.0
2016-10-25 08:28:36.237129,slurm_normal,1477384132.0,0,1.0,main_w4_handler0,2867113,14165537,False,,9340063,bed,448418,448418,bed,,,,,,,,,bed,8378085.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c43e00c3add02d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2d835388bfdfdfe'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477384120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:28:55.789056,92152.0,12.0
2016-10-25 08:43:37.245616,slurm_normal,1477385028.0,0,1.0,main_w3_handler1,2867831,14165715,False,,440644,bed,9340063,9340063,bed,,,,,,,,,bed,8378190.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b592731adf75245b2b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:43:49.916833,92152.0,5.0
2016-10-25 08:43:36.849340,slurm_normal,1477385032.0,0,1.0,main_w4_handler1,2867831,14165714,False,,878697,bed,9340063,9340063,bed,,,,,,,,,bed,8378192.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5992b43c1031a3c70'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:43:56.004091,92152.0,8.0
2016-10-25 08:24:38.384153,slurm_normal,1477383894.0,0,1.0,main_w4_handler0,2867113,14165510,False,,9340063,bed,9340063,9340063,bed,,,,,,,,,bed,8378060.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c43e00c3add02d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c43e00c3add02d'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477383880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:24:56.970395,92152.0,14.0
2016-10-25 08:38:48.775812,slurm_normal,1477384749.0,0,1.0,main_w4_handler1,2867831,14165619,False,,9340063,bed,448418,448418,bed,5503181.0,bed,878697.0,bed,440644.0,bed,2705917.0,bed,bed,8378157.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b50d3350c0267016'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55dd96ad07847be32'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5992b43c1031a3c70'}, {'src': 'hda', 'id': 'bbd44e69cb8906b592731adf75245b2b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b2adb6690cded24d'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477384731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:39:11.072032,92152.0,18.0
2016-10-25 08:43:37.624697,slurm_normal,1477385034.0,0,1.0,main_w3_handler0,2867831,14165716,False,,2705917,bed,9340063,9340063,bed,,,,,,,,,bed,8378186.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2adb6690cded24d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:43:57.113455,92152.0,13.0
2016-10-25 08:43:35.953134,slurm_normal,1477385031.0,0,1.0,main_w4_handler1,2867831,14165710,False,,1575265,bed,9340063,9340063,bed,,,,,,,,,bed,8378183.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5329128bde6789150'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:43:55.490550,92152.0,10.0
2016-10-25 08:43:35.489487,slurm_normal,1477385023.0,0,1.0,main_w3_handler0,2867831,14165708,False,,448418,bed,9340063,9340063,bed,,,,,,,,,bed,8378182.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b50d3350c0267016'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea12c7ac4125cbf3'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477385018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 08:43:47.356190,92152.0,5.0
2017-01-11 16:35:26.927356,slurm_normal,1484152950.0,0,1.0,main_w3_handler0,2952036,14741466,False,,16908477,gff3,241844,241844,bed,,,,,,,,,bed,8906289.roundup,slurm,,132111800.0,corral-repl,,"""false""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/strPur4.len""","""strPur4""","[{'src': 'hda', 'id': 27893303}]","[{'src': 'hda', 'id': 27880966}]","""false""","""1""","""each""","""""","""all""",32.0,,34656907,1484152550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-11 16:42:33.018029,90802.0,400.0
2016-10-25 11:27:33.193917,slurm_normal,1477394869.0,0,1.0,main_w4_handler0,2842479,14167647,False,,46358,bed,12058080,12058080,bed,,,,,,,,,bed,8380144.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52d4910be10e4aa23'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fad5565637c7edc'}]","""false""","""1""","""each""","""""","""first""",32.0,,33891417,1477394856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-25 11:27:51.579571,29502.0,13.0
2016-09-30 22:19:34.432104,slurm_normal,1475274170.0,0,1.0,main_w3_handler0,2567634,13985542,False,,2033280,bed,2033280,2033280,bed,,,,,,,,,bed,8205083.roundup,slurm,,132112168.0,corral-repl,,"""true""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d326ec4bb1e6d9eb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d326ec4bb1e6d9eb'}]","""false""","""1""","""each""","""""","""all""",32.0,,33362511,1475274085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-09-30 22:22:56.271230,76930.0,85.0
2016-09-30 22:34:14.775008,slurm_normal,1475275016.0,0,1.0,main_w4_handler1,2567634,13985606,False,,2257730,bed,2257730,2257730,bed,,,,,,,,,bed,8205157.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5088f4fb261c1024c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5088f4fb261c1024c'}]","""false""","""1""","""each""","""""","""all""",32.0,,33362511,1475275002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-09-30 22:36:58.820999,76930.0,14.0
2016-10-26 12:55:38.469622,slurm_normal,1477486575.0,0,1.0,main_w4_handler1,2868501,14180244,False,,9340063,bed,6934910,6934910,bed,,,,,,,,,bed,8392731.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b556d66ee276b3002c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50bd286f0c467f9f7'}]","""false""","""1""","""each""","""""","""all""",32.0,,33876881,1477486545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-26 12:56:18.871800,92152.0,30.0
2016-10-26 13:27:50.707741,slurm_normal,1477488488.0,0,1.0,main_w4_handler0,2868501,14180501,False,,1306068,bed,9340063,9340063,bed,,,,,,,,,bed,8393029.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c55fa2910c536d0d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b556d66ee276b3002c'}]","""true""","""1""","""each""","""""","""all""",32.0,,33876881,1477488473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-10-26 13:28:13.200449,92152.0,15.0
