create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filler,parameters.genome,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.bedgraphs,parameters.tag.inputs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|bedgraphs_0|input,tag|bedgraphs_0|input1,tag|bedgraphs_0|input1_filetype,tag|bedgraphs_0|input_filetype,tag|bedgraphs_1|input,tag|bedgraphs_1|input1,tag|bedgraphs_1|input1_filetype,tag|bedgraphs_1|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-16 17:56:14.885642,slurm_normal,1458152313.0,0,1.0,229,gg,main_w1_handler2,2593961,12158713,False,,195319977.0,195319977.0,,,,,,,,,,,,,,,,,,,,,bedgraph,159167961.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6374731.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302252,23302254",,tag,"""False""",32.0,,28239182,1458151584.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:18:43.552340,78315.0,729.0
2016-03-03 21:35:45.708411,slurm_normal,1457042821.0,0,1.0,3924,tabular,main_w1_handler0,2557147,12013857,False,,1494639290.0,1494639290.0,,,,,,,,,,,,,,,,,,,,,bedgraph,1617516624.0,,,,,,,,,,,,,,,,,,,,,bedgraph,1200593744.0,,,,,,,,,,,,,,,,,,,bedgraph,1417506018.0,bedgraph,,,,,,,,,,,bedgraph,6242420.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",23649610,,"""False""",0,,"23658523,23658525,23658526,23659079",,tag,"""True""",32.0,,28795549,1457041263.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 22:07:04.380245,76207.0,1558.0
2016-03-16 18:23:01.153500,slurm_normal,1458153101.0,0,1.0,266147326,bedgraph,main_w1_handler0,2593961,12158952,False,,198499972.0,198499972.0,,,,,,,,,,,,,,,,,,,,,bedgraph,24255.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6374949.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23872106,,"""False""",0,,"23302248,23302250",,tag,"""False""",32.0,,28239182,1458152955.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:31:45.696145,78315.0,146.0
2016-03-16 18:25:56.885551,slurm_normal,1458153400.0,0,1.0,229,gg,main_w1_handler0,2593961,12158961,False,,181163548.0,181163548.0,,,,,,,,,,,,,,,,,,,,,bedgraph,162205443.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6375015.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302222,23302225",,tag,"""False""",32.0,,28239182,1458153278.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:36:42.287484,78315.0,122.0
2016-03-16 18:28:12.383588,slurm_normal,1458154160.0,0,1.0,229,gg,main_w1_handler1,2593961,12158966,False,,193941494.0,193941494.0,,,,,,,,,,,,,,,,,,,,,bedgraph,170007948.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6375037.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302232,23302234",,tag,"""False""",32.0,,28239182,1458153347.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:49:22.321810,78315.0,813.0
2016-03-16 18:28:29.419847,slurm_normal,1458154525.0,0,1.0,229,gg,main_w1_handler1,2593961,12158967,False,,188249652.0,188249652.0,,,,,,,,,,,,,,,,,,,,,bedgraph,197152662.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6375088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302236,23302238",,tag,"""False""",32.0,,28239182,1458153737.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:55:33.626990,78315.0,788.0
2016-03-16 18:27:48.976004,slurm_normal,1458154261.0,0,1.0,229,gg,main_w2_handler0,2593961,12158965,False,,190558259.0,190558259.0,,,,,,,,,,,,,,,,,,,,,bedgraph,160460329.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6375041.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302210,23302218",,tag,"""False""",32.0,,28239182,1458153368.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-16 18:51:03.678456,78315.0,893.0
2016-03-03 14:54:20.469186,slurm_normal,1457016895.0,0,1.0,15874090,bedgraph,main_w1_handler2,2616201,12008049,False,,5792371.0,5792371.0,,,,,,,,,,,,,,,,,,,,,bedgraph,991979.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6237496.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""N/A""",23645228,,"""False""",0,,"23645227,23645284",,tag,"""True""",32.0,,28779052,1457016886.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 14:54:58.172374,79508.0,9.0
2016-03-03 16:19:23.689190,slurm_normal,1457026183.0,0,1.0,3924,tabular,main_w1_handler1,2557147,12009347,False,,3475098982.0,3475098982.0,,,,,,,,,,,,,,,,,,,,,bedgraph,3180171047.0,,,,,,,,,,,,,,,,,,,,,bedgraph,4041583895.0,,,,,,,,,,,,,,,,,,,bedgraph,2591354295.0,bedgraph,,,,,,,,,,,bedgraph,6239032.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",23649610,,"""False""",0,,"22997314,22997339,22997683,23150102",,tag,"""True""",32.0,,28650522,1457021992.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 17:29:45.980801,76207.0,4191.0
2016-03-03 16:19:46.620968,slurm_normal,1457026822.0,0,1.0,3924,tabular,main_w1_handler2,2557147,12009355,False,,2839985002.0,2839985002.0,,,,,,,,,,,,,,,,,,,,,bedgraph,2597314185.0,,,,,,,,,,,,,,,,,,,,,bedgraph,3311502194.0,,,,,,,,,,,,,,,,,,,bedgraph,2116411498.0,bedgraph,,,,,,,,,,,bedgraph,6239041.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",23649610,,"""False""",0,,"23226430,23226431,23226432,23226433",,tag,"""True""",32.0,,28650522,1457022012.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 17:40:35.985086,76207.0,4810.0
2016-03-03 16:21:06.420096,slurm_normal,1457027216.0,0,1.0,3924,tabular,main_w2_handler0,2557147,12009387,False,,2721980931.0,2721980931.0,,,,,,,,,,,,,,,,,,,,,bedgraph,4819268818.0,,,,,,,,,,,,,,,,,,,,,bedgraph,3128000602.0,,,,,,,,,,,,,,,,,,,bedgraph,3059195417.0,bedgraph,,,,,,,,,,,bedgraph,6239076.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",23649610,,"""False""",0,,"22997328,22997353,22997705,23150114",,tag,"""True""",32.0,,28650522,1457022097.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 17:47:02.369325,76207.0,5119.0
2016-03-03 16:21:26.252718,slurm_normal,1457030276.0,0,1.0,3924,tabular,main_w2_handler0,2557147,12009389,False,,2200693767.0,2200693767.0,,,,,,,,,,,,,,,,,,,,,bedgraph,3922719448.0,,,,,,,,,,,,,,,,,,,,,bedgraph,2537888633.0,,,,,,,,,,,,,,,,,,,bedgraph,2480717360.0,bedgraph,,,,,,,,,,,bedgraph,6240012.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",23649610,,"""False""",0,,"23226434,23226435,23226436,23226437",,tag,"""True""",32.0,,28650522,1457026205.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-03 18:38:01.188434,76207.0,4071.0
2016-05-05 20:24:39.469131,slurm_normal,1462480189.0,0,1.0,665130342,bedgraph,main_w1_handler1,2695955,12798604,False,,246810777.0,246810777.0,,,,,,,,,,,,,,,,,,,,,bedgraph,665130342.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6998300.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e4705dfdd32e8bf'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eed8cb25df14682b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57e4705dfdd32e8bf'}]",tag,"""false""",32.0,,29940791,1462479904.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-05 20:29:51.507911,,285.0
2016-03-17 17:55:59.645782,slurm_normal,1458238997.0,0,1.0,229,gg,main_w2_handler1,2593961,12168672,False,,198499972.0,198499972.0,,,,,,,,,,,,,,,,,,,,,bedgraph,24255.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385808.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302248,23302250",,tag,"""True""",32.0,,28239182,1458238918.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:23:21.062786,78315.0,79.0
2016-03-17 17:58:09.708596,slurm_normal,1458239881.0,0,1.0,229,gg,main_w1_handler1,2593961,12168683,False,,198645516.0,198645516.0,,,,,,,,,,,,,,,,,,,,,bedgraph,183454392.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385915.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889930,23889932",,tag,"""True""",32.0,,28239182,1458239758.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:38:07.131049,78315.0,123.0
2016-03-17 17:58:28.388160,slurm_normal,1458240122.0,0,1.0,229,gg,main_w1_handler1,2593961,12168689,False,,195505994.0,195505994.0,,,,,,,,,,,,,,,,,,,,,bedgraph,159335462.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889937,23889941",,tag,"""True""",32.0,,28239182,1458240022.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:42:04.447364,78315.0,100.0
2016-03-17 17:57:04.647880,slurm_normal,1458239721.0,0,1.0,229,gg,main_w2_handler0,2593961,12168678,False,,181448406.0,181448406.0,,,,,,,,,,,,,,,,,,,,,bedgraph,162455086.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385897.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889894,23889897",,tag,"""True""",32.0,,28239182,1458239602.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:35:22.864043,78315.0,119.0
2016-03-17 17:56:31.849180,slurm_normal,1458239869.0,0,1.0,229,gg,main_w2_handler1,2593961,12168676,False,,190614079.0,190614079.0,,,,,,,,,,,,,,,,,,,,,bedgraph,160679452.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385911.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889882,23889891",,tag,"""True""",32.0,,28239182,1458239732.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:37:56.188979,78315.0,137.0
