create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.datasets,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_chromCol,parameters.input1_column_types,parameters.input1_columns,parameters.input1_dbkey,parameters.input1_endCol,parameters.input1_nameCol,parameters.input1_startCol,parameters.input1_strandCol,parameters.input2_column_types,parameters.input2_columns,parameters.input2_dbkey,parameters.score_source_type.__current_case__,parameters.score_source_type.datasets,parameters.score_source_type.datasets.__class__,parameters.score_source_type.datasets.value,parameters.score_source_type.input2,parameters.score_source_type.input2.values,parameters.score_source_type.score_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-17 23:23:01.214939,slurm_normal,1466215439.0,0.0,,1.0,main_w1_handler0,2742045,13197558,False,,24,bed,2104522175.0,wig,7382269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a588960694d446e2'}]",user,32.0,,30890320.0,1466206657.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 02:04:01.527533,77829.0,8782.0
2016-06-17 23:20:50.600852,slurm_normal,1466210615.0,0.0,,1.0,main_w1_handler1,2742045,13197550,False,,24,bed,874454449.0,wig,7382266.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520e7140fb34ae6b0'}]",user,32.0,,30890320.0,1466206654.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 00:43:37.116418,77829.0,3961.0
2016-06-17 23:23:04.419911,slurm_normal,1466210801.0,0.0,,1.0,main_w2_handler0,2742045,13197563,False,,24,bed,874454449.0,wig,7382268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520e7140fb34ae6b0'}]",user,32.0,,30890320.0,1466206655.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 00:46:42.694673,77829.0,4146.0
2016-06-17 23:23:01.952984,slurm_normal,1466223475.0,0.0,,1.0,main_w2_handler0,2742045,13197559,False,,24,bed,3125666125.0,wig,7382416.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba23a65d8b024e7c'}]",user,32.0,,30890320.0,1466210626.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 04:17:56.472974,77829.0,12849.0
2016-06-17 23:25:47.760797,slurm_normal,1466226379.0,0.0,,1.0,main_w1_handler0,2742045,13197593,False,,24,bed,1601445294.0,wig,7382599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d916c800e956dc6d'}]",user,32.0,,30890320.0,1466219609.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 05:06:20.827271,77829.0,6770.0
2016-06-17 23:25:48.580569,slurm_normal,1466225721.0,0.0,,1.0,main_w2_handler0,2742045,13197594,False,,24,bed,1739423843.0,wig,7382574.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd5b4b46db2b0e8f'}]",user,32.0,,30890320.0,1466218067.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 04:55:25.159791,77829.0,7654.0
2016-06-17 23:25:46.887335,slurm_normal,1466227364.0,0.0,,1.0,main_w1_handler0,2742045,13197591,False,,24,bed,3125666125.0,wig,7382519.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba23a65d8b024e7c'}]",user,32.0,,30890320.0,1466214300.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 05:22:45.575227,77829.0,13064.0
2016-06-17 23:25:47.373274,slurm_normal,1466229720.0,0.0,,1.0,main_w1_handler0,2742045,13197592,False,,24,bed,2712099174.0,wig,7382573.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3db25f5d0a54075'}]",user,32.0,,30890320.0,1466218067.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 06:02:02.438786,77829.0,11653.0
2016-06-18 09:03:52.732964,slurm_normal,1466250092.0,0.0,,1.0,main_w2_handler0,2742045,13198871,False,,114,bed,1253862953.0,wig,7383544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5220af3ff3384531a'}]",user,32.0,,30890320.0,1466244507.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 11:41:34.260101,77829.0,5585.0
2016-06-18 08:37:40.301884,slurm_normal,1466257579.0,0.0,,1.0,main_w1_handler0,2742045,13198835,False,,24,bed,4411979244.0,wig,7383314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523c23e7bf1f784d7'}]",user,32.0,,30890320.0,1466239075.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 13:46:21.226708,77829.0,18504.0
2016-06-18 09:03:54.605343,slurm_normal,1466261256.0,0.0,,1.0,main_w1_handler1,2742045,13198876,False,,114,bed,1739423843.0,wig,7383808.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd5b4b46db2b0e8f'}]",user,32.0,,30890320.0,1466253783.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 14:47:39.581849,77829.0,7473.0
2016-06-18 09:03:52.291421,slurm_normal,1466259037.0,0.0,,1.0,main_w1_handler1,2742045,13198870,False,,114,bed,4411979244.0,wig,7383347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523c23e7bf1f784d7'}]",user,32.0,,30890320.0,1466240646.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 14:10:38.769744,77829.0,18391.0
2016-06-18 09:03:54.963145,slurm_normal,1466244501.0,0.0,,1.0,main_w2_handler1,2742045,13198877,False,,114,bed,874454449.0,wig,7383345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520e7140fb34ae6b0'}]",user,32.0,,30890320.0,1466240646.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 10:08:23.272298,77829.0,3855.0
2016-06-18 09:03:53.892176,slurm_normal,1466252324.0,0.0,,1.0,main_w1_handler0,2742045,13198874,False,,114,bed,2712099174.0,wig,7383348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3db25f5d0a54075'}]",user,32.0,,30890320.0,1466240646.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 12:18:46.422252,77829.0,11678.0
2016-06-18 09:03:53.075935,slurm_normal,1466253776.0,0.0,,1.0,main_w1_handler1,2742045,13198872,False,,114,bed,2104522175.0,wig,7383545.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a588960694d446e2'}]",user,32.0,,30890320.0,1466244510.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 12:42:58.332779,77829.0,9266.0
2016-06-18 09:03:55.276937,slurm_normal,1466253912.0,0.0,,1.0,main_w1_handler0,2742045,13198878,False,,114,bed,1217858312.0,wig,7383546.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e04a312b5cb00c1a'}]",user,32.0,,30890320.0,1466244510.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 12:45:13.777863,77829.0,9402.0
2016-06-17 23:25:45.505926,slurm_normal,1466219603.0,0.0,,1.0,main_w2_handler0,2742045,13197587,False,,24,bed,1253862953.0,wig,7382520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5220af3ff3384531a'}]",user,32.0,,30890320.0,1466214300.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 03:13:24.473695,77829.0,5303.0
2016-06-18 08:37:39.568192,slurm_normal,1466256057.0,0.0,,1.0,main_w1_handler1,2742045,13198834,False,,24,bed,3955132092.0,wig,7383313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d88930937690c29'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526f56c0a6202464a'}]",user,32.0,,30890320.0,1466239068.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 13:21:00.500798,77829.0,16989.0
2016-06-18 09:03:53.535451,slurm_normal,1466266767.0,0.0,,1.0,main_w2_handler0,2742045,13198873,False,,114,bed,3125666125.0,wig,7383807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba23a65d8b024e7c'}]",user,32.0,,30890320.0,1466253783.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 16:19:28.432905,77829.0,12984.0
2016-06-18 09:03:51.834654,slurm_normal,1466256895.0,0.0,,1.0,main_w2_handler0,2742045,13198869,False,,114,bed,3955132092.0,wig,7383346.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526f56c0a6202464a'}]",user,32.0,,30890320.0,1466240646.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 13:34:59.318846,77829.0,16249.0
2016-06-18 09:03:54.248223,slurm_normal,1466262865.0,0.0,,1.0,main_w2_handler0,2742045,13198875,False,,114,bed,1601445294.0,wig,7383920.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5127c9bfcdcd914c3'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d916c800e956dc6d'}]",user,32.0,,30890320.0,1466256065.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-18 15:14:28.125848,77829.0,6800.0
2016-01-23 01:53:42.963690,slurm_normal,1453514043.0,0.0,,1.0,main_w1_handler2,2563774,11584616,False,,2338021,bed,1533871.0,wig,5850239.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",23012746,,,,,,,,,,,,,1.0,,,,23012720.0,,user,32.0,,27393703.0,1453514035.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-01-23 01:54:06.543375,,8.0
2016-02-10 15:21:41.269967,slurm_normal,1455127043.0,0.0,,1.0,main_w1_handler1,2593837,11778959,False,,385946,interval,212936542.0,wig,6031374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",23253895,,,,,,,,,,,,,1.0,,,,23281671.0,,user,32.0,,28236139.0,1455117771.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-02-10 17:57:28.463525,39954.0,9272.0
2016-02-10 15:21:11.133208,slurm_normal,1455128771.0,0.0,,1.0,main_w1_handler0,2593837,11778952,False,,385946,interval,189825548.0,wig,6031364.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",23253895,,,,,,,,,,,,,1.0,,,,23281681.0,,user,32.0,,28236139.0,1455117697.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-02-10 18:26:17.831064,39954.0,11074.0
2016-02-16 04:52:51.344364,slurm_normal,1455598420.0,0.0,,1.0,main_w2_handler1,2519628,11840900,False,,650,bed,,,6086571.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg17.len""",,"""hg17""",23366287,,,,,,,,,,,,,0.0,/galaxy/data/binned_scores/hg17/phastCons17way/ba,,,,,cached,32.0,,26447114.0,1455598412.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-02-16 04:53:43.831086,,8.0
2016-02-16 05:13:52.760417,slurm_normal,1455599694.0,0.0,,1.0,main_w1_handler1,2519628,11840952,False,,650,bed,,,6086755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg17.len""",,"""hg17""",23366287,,,,,,,,,,,,,0.0,/galaxy/data/binned_scores/hg17/phastCons17way/ba,,,,,cached,32.0,,26447114.0,1455599684.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-02-16 05:15:00.648129,,10.0
2016-02-16 04:50:39.451403,slurm_normal,1455598302.0,0.0,,1.0,main_w2_handler1,2519628,11840897,False,,650,bed,,,6086549.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""",,"""hg18""",23366287,,,,,,,,,,,,,0.0,/galaxy/data/binned_scores/hg18/phastCons17way/ba,,,,,cached,32.0,,26447114.0,1455598276.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-02-16 04:51:45.720397,,26.0
2016-06-20 17:31:30.895645,slurm_normal,1466444021.0,0.0,,1.0,main_w1_handler1,2741116,13212955,False,,6546,bed,5821726.0,wig,7397505.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""",,"""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5adabe920e5f4ae41'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e81643c9ba8943f3'}]",user,32.0,,29725929.0,1466443900.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-20 17:33:54.402822,40066.0,121.0
2016-06-21 09:16:04.887145,slurm_normal,1466512090.0,0.0,,1.0,main_w2_handler0,2744578,13222056,False,,677,bed,621515509.0,wig,7406466.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2deea266544b385'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e495218c296702b6'}]",user,32.0,,30966968.0,1466500577.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-21 12:28:14.642359,78444.0,11513.0
2016-06-21 09:15:31.678916,slurm_normal,1466515289.0,0.0,,1.0,main_w1_handler1,2744578,13222053,False,,677,bed,633510272.0,wig,7406462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2deea266544b385'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5678b2d7d520a480b'}]",user,32.0,,30966968.0,1466500544.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-21 13:21:32.003890,78444.0,14745.0
2016-03-01 12:17:57.851354,slurm_normal,1456843463.0,0.0,,1.0,main_w2_handler1,2593837,11979890,False,,1354,bedgraph,441314655.0,wig,6211603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"""mm9""",23569038,,,,,,,,,,,,,1.0,,,,23570469.0,,user,32.0,,28723976.0,1456834694.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-03-01 14:44:30.125473,39954.0,8769.0
2016-05-04 04:26:49.374849,slurm_normal,1462337323.0,0.0,,1.0,main_w1_handler1,2692256,12764456,False,,32,bed,1336138149.0,wig,6966348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e5301dd4b65a23b'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe54c624ad2d1b57'}]",user,32.0,,29999176.0,1462336056.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-05-04 04:48:47.002968,,1267.0
2016-06-22 13:25:53.147363,slurm_normal,1466615272.0,0.0,,1.0,main_w2_handler1,2744578,13236145,False,,1204,bed,621515509.0,wig,7421506.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5fbc6bbbf1f501d'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e495218c296702b6'}]",user,32.0,,30966968.0,1466601969.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-06-22 17:07:53.934461,78444.0,13303.0
