bed_data,bed_data_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_data,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.key_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
16264310,bed,,,2015-06-19 11:36:45.427932,slurm_normal,1434713893.0,0,1.0,main_w1_handler0,2348919,9691229,False,,12400009,vcf,4000348.roundup,slurm,,132112168.0,corral-repl,,,20067914,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067909,"""!""",32.0,,23709056,1434713879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 11:38:16.936167,64892.0,14.0
16264310,bed,,,2015-06-19 11:59:49.863818,slurm_normal,1434715303.0,0,1.0,main_w2_handler0,2348932,9691277,False,,12400009,vcf,4000396.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""hg19""",32.0,,23709056,1434715287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:01:45.831673,64892.0,16.0
16264310,bed,,,2015-06-19 12:27:15.153168,slurm_normal,1434716877.0,0,1.0,main_w2_handler0,2348932,9691389,False,,12400009,vcf,4000493.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""HumanGenomehg19""",32.0,,23709056,1434716864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:28:00.114271,64892.0,13.0
16264310,bed,,,2015-06-19 12:16:16.941202,slurm_normal,1434716222.0,0,1.0,main_w2_handler1,2348932,9691317,False,,12400009,vcf,4000432.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""HumanGenomehg19=1;""",32.0,,23709056,1434716208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:17:04.319535,64892.0,14.0
16264310,bed,,,2015-06-19 12:07:15.878800,slurm_normal,1434715676.0,0,1.0,main_w1_handler1,2348932,9691298,False,,12400009,vcf,4000414.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""BED-features""",32.0,,23709056,1434715664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:07:58.528513,64892.0,12.0
16264310,bed,,,2015-06-19 12:18:40.606486,slurm_normal,1434716362.0,0,1.0,main_w2_handler1,2348932,9691329,False,,12400009,vcf,4000445.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""HumanGenomehg19=1:""",32.0,,23709056,1434716348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:19:25.678745,64892.0,14.0
16264310,bed,,,2015-06-19 12:23:40.819220,slurm_normal,1434716705.0,0,1.0,main_w1_handler1,2348932,9691351,False,,12400009,vcf,4000466.roundup,slurm,,132112168.0,corral-repl,,,20067988,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""[HumanGenomehg19]=1""",32.0,,23709056,1434716645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 12:25:07.720347,64892.0,60.0
478635,bed,,,2015-06-19 16:54:26.679096,slurm_normal,1434732965.0,0,1.0,main_w1_handler0,2349170,9693907,False,,12497742,vcf,4002635.roundup,slurm,,132112168.0,corral-repl,,,20071699,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071716,"""BED-features9""",32.0,,23709056,1434732949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:56:09.546067,64892.0,16.0
18514733,bed,,,2015-06-19 13:27:40.698670,slurm_normal,1434720543.0,0,1.0,main_w1_handler0,2348932,9692002,False,,12400009,vcf,4001036.roundup,slurm,,132112168.0,corral-repl,,,20069053,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067933,"""BED-features""",32.0,,23709056,1434720529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 13:29:08.215269,64892.0,14.0
19954304,bed,,,2015-04-07 15:54:34.444347,slurm_normal,1428422120.0,0,1.0,main_w1_handler0,2260310,9160545,False,,29951586,vcf,3442333.roundup,slurm,,132112168.0,corral-repl,,,19176326,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19160690,"""BED-features""",32.0,,22263322,1428422102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-07 15:55:21.325795,,18.0
13330,bed,,,2015-04-06 19:44:39.958335,slurm_normal,1428360716.0,0,1.0,main_w2_handler0,2257574,9152059,False,,39513342109,vcf,3434751.roundup,slurm,,132112168.0,corral-repl,,,19163659,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19162185,"""BED-features""",32.0,,22206421,1428349509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-06 22:51:59.927719,61869.0,11207.0
18514733,bed,,,2015-06-19 15:00:04.799381,slurm_normal,1434729346.0,0,1.0,main_w1_handler0,2349170,9693253,False,,12947302,vcf,4002268.roundup,slurm,,132112168.0,corral-repl,,,20070800,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20070811,"""BED-features""",32.0,,23709056,1434729327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 15:55:49.043827,64892.0,19.0
627747,bed,,,2015-06-19 17:48:36.325630,slurm_normal,1434736185.0,0,1.0,main_w1_handler0,2349347,9694167,False,,12400009,vcf,4002906.roundup,slurm,,132112168.0,corral-repl,,,20072017,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20072015,"""BED-features""",32.0,,23709056,1434736173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 17:49:48.383184,64892.0,12.0
18514733,bed,,,2015-06-19 14:59:29.461021,slurm_normal,1434729191.0,0,1.0,main_w2_handler0,2349170,9693247,False,,12400009,vcf,4002238.roundup,slurm,,132112168.0,corral-repl,,,20070792,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20070789,"""BED-features""",32.0,,23709056,1434729175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 15:53:16.886484,64892.0,16.0
16264310,bed,,,2015-06-19 14:59:39.892642,slurm_normal,1434729243.0,0,1.0,main_w2_handler0,2349170,9693250,False,,12649979,vcf,4002248.roundup,slurm,,132112168.0,corral-repl,,,20070796,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20070806,"""BED-features""",32.0,,23709056,1434729220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 15:54:05.584463,64892.0,23.0
18514733,bed,,,2015-06-19 14:59:52.947566,slurm_normal,1434729291.0,0,1.0,main_w1_handler2,2349170,9693252,False,,12808201,vcf,4002262.roundup,slurm,,132112168.0,corral-repl,,,20070798,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20070809,"""BED-features""",32.0,,23709056,1434729277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 15:54:56.781096,64892.0,14.0
18514733,bed,,,2015-06-19 15:02:17.672841,slurm_normal,1434729386.0,0,1.0,main_w1_handler1,2349170,9693261,False,,13086403,vcf,4002271.roundup,slurm,,132112168.0,corral-repl,,,20070818,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20070812,"""BED-features""",32.0,,23709056,1434729370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 15:56:28.601654,64892.0,16.0
7763148,bed,,,2015-06-19 16:52:10.054218,slurm_normal,1434732795.0,0,1.0,main_w2_handler0,2349170,9693872,False,,12400009,vcf,4002596.roundup,slurm,,132112168.0,corral-repl,,,20071667,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071665,"""BED-features1""",32.0,,23709056,1434732782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:53:17.058263,64892.0,13.0
12058080,bed,,,2015-04-05 16:31:02.653583,slurm_normal,1428251494.0,0,1.0,main_w2_handler0,2260310,9145109,False,,29951586,vcf,3427992.roundup,slurm,,132112168.0,corral-repl,,,19153065,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19153063,"""BED-features""",32.0,,22263322,1428251476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-05 16:31:36.943371,,18.0
7763148,bed,,,2015-06-19 16:54:05.928759,slurm_normal,1434732882.0,0,1.0,main_w1_handler2,2349170,9693898,False,,12400009,vcf,4002608.roundup,slurm,,132112168.0,corral-repl,,,20071667,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071665,"""BED-features7""",32.0,,23709056,1434732867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:54:44.883654,64892.0,15.0
7540097,bed,,,2015-06-19 16:54:47.358188,slurm_normal,1434733045.0,0,1.0,main_w1_handler1,2349170,9693917,False,,12559737,vcf,4002649.roundup,slurm,,132112168.0,corral-repl,,,20071708,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071728,"""BED-features11""",32.0,,23709056,1434733033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:57:27.084720,64892.0,12.0
2740,bed,,,2015-06-19 16:54:16.447938,slurm_normal,1434732922.0,0,1.0,main_w2_handler0,2349170,9693900,False,,12497595,vcf,4002619.roundup,slurm,,132112168.0,corral-repl,,,20071673,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071714,"""BED-features8""",32.0,,23709056,1434732908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:55:25.576353,64892.0,14.0
627747,bed,,,2015-06-19 16:55:02.162485,slurm_normal,1434733078.0,0,1.0,main_w2_handler0,2349170,9693922,False,,12633148,vcf,4002650.roundup,slurm,,132112168.0,corral-repl,,,20071737,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071733,"""BED-features12""",32.0,,23709056,1434733066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:58:01.846575,64892.0,12.0
6040311,bed,,,2015-06-19 16:54:36.416304,slurm_normal,1434733009.0,0,1.0,main_w1_handler0,2349170,9693912,False,,12501691,vcf,4002646.roundup,slurm,,132112168.0,corral-repl,,,20071703,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071723,"""BED-features10""",32.0,,23709056,1434732995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:56:50.380263,64892.0,14.0
7171056,bed,,,2015-06-19 16:55:13.773466,slurm_normal,1434733114.0,0,1.0,main_w2_handler0,2349170,9693925,False,,12645734,vcf,4002654.roundup,slurm,,132112168.0,corral-repl,,,20071741,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20071739,"""BED-features13""",32.0,,23709056,1434733101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 16:58:35.719646,64892.0,13.0
32951858,bed,,,2015-04-06 13:49:40.292853,slurm_normal,1428328214.0,0,1.0,main_w1_handler0,2260310,9149633,False,,29951586,vcf,3432453.roundup,slurm,,132112168.0,corral-repl,,,19159488,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19153063,"""BED-features""",32.0,,22263322,1428328194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-06 13:50:16.448968,,20.0
600926,bed,,,2015-06-19 18:17:26.259553,slurm_normal,1434737891.0,0,1.0,main_w2_handler1,2349364,9694548,False,,12400009,vcf,4003223.roundup,slurm,,132112168.0,corral-repl,,,20072373,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20072282,"""BED1-features""",32.0,,23709056,1434737878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 18:18:15.028358,64892.0,13.0
600926,bed,,,2015-06-19 18:33:57.047536,slurm_normal,1434738885.0,0,1.0,main_w1_handler2,2349364,9694622,False,,12400009,vcf,4003344.roundup,slurm,,132112168.0,corral-repl,,"""be958b1c16b111e5b9e1005056a51846""",20072373,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20072282,"""BED-features""",32.0,,23709056,1434738873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-19 18:34:48.829337,64892.0,12.0
12367306,bed,,,2015-04-07 14:03:37.013316,slurm_normal,1428415454.0,0,1.0,main_w1_handler1,2260310,9158260,False,,29951586,vcf,3440354.roundup,slurm,,132112168.0,corral-repl,,,19173443,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19160690,"""--key option""",32.0,,22263322,1428415437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-07 14:04:16.815284,,17.0
20753280,bed,,,2015-04-07 15:40:10.220092,slurm_normal,1428421289.0,0,1.0,main_w1_handler1,2260310,9160072,False,,29951586,vcf,3441984.roundup,slurm,,132112168.0,corral-repl,,,19175925,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19160690,"""-key option""",32.0,,22263322,1428421270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-07 15:41:33.140505,,19.0
20753280,bed,,,2015-04-07 16:15:49.121290,slurm_normal,1428423410.0,0,1.0,main_w1_handler1,2260310,9160856,False,,29951586,vcf,3442615.roundup,slurm,,132112168.0,corral-repl,,,19176830,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19160690,"""--key option""",32.0,,22263322,1428423392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-07 16:16:51.799193,,18.0
19882084,bed,,,2015-04-07 16:23:57.345737,slurm_normal,1428423891.0,0,1.0,main_w1_handler1,2260310,9160908,False,,29951586,vcf,3442722.roundup,slurm,,132112168.0,corral-repl,,,19176881,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19160690,"""BED-features""",32.0,,22263322,1428423872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-07 16:24:53.703611,,19.0
15901974,bed,,,2015-04-09 22:04:52.386689,slurm_normal,1428617130.0,0,1.0,main_w1_handler1,2260310,9186892,False,,16229650,vcf,3467779.roundup,slurm,,132112168.0,corral-repl,,,19213865,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19210730,"""BED-features""",32.0,,22263322,1428617115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-09 22:05:34.475987,,15.0
15901974,bed,,,2015-04-09 22:05:03.556148,slurm_normal,1428617222.0,0,1.0,main_w1_handler1,2260310,9186906,False,,15221949,vcf,3467791.roundup,slurm,,132112168.0,corral-repl,,,19213865,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19215624,"""BED-features""",32.0,,22263322,1428617207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-09 22:07:04.367091,,15.0
15901974,bed,,,2015-04-09 22:04:08.359282,slurm_normal,1428617088.0,0,1.0,main_w1_handler0,2260310,9186817,False,,16181442,vcf,3467757.roundup,slurm,,132112168.0,corral-repl,,,19213865,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19210725,"""BED-features""",32.0,,22263322,1428617072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-09 22:04:51.096894,,16.0
30430,bed,,,2015-04-17 00:13:25.961066,slurm_normal,1429229653.0,0,1.0,main_w2_handler0,2177479,9251026,False,,1433794,vcf,12688.rodeo,slurm,,16332488.0,corral-repl,,,19323284,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18334575,"""BED-features""",2.0,,22486279,1429229647.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-17 00:14:16.234416,44221.0,6.0
600,bed,,,2015-04-16 13:27:39.737205,slurm_normal,1429191227.0,0,1.0,main_w1_handler0,2269854,9245556,False,,1946149384,vcf,3528540.roundup,slurm,,132112168.0,corral-repl,,,19314035,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19302719,"""BED-features""",32.0,,22527663,1429190873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-16 13:33:54.952237,62311.0,354.0
600,bed,,,2015-04-16 13:32:33.140860,slurm_normal,1429204756.0,0,1.0,main_w1_handler1,2272332,9245609,False,,1523282,vcf,6401.rodeo,slurm,,16332488.0,corral-repl,,,19314148,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19314050,"""BED-features""",2.0,,22527663,1429204750.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-04-16 17:19:22.861968,62311.0,6.0
7171056,bed,,,2015-06-22 12:23:58.200333,slurm_normal,1434975930.0,0,1.0,main_w2_handler1,2351676,9705517,False,,12497742,vcf,4013664.roundup,slurm,,132112168.0,corral-repl,,"""8c69179218d911e5844c005056a52a46""",20090206,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20090347,"""BED-features3""",32.0,,23709056,1434975917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-22 12:25:32.292606,64892.0,13.0
2740,bed,,,2015-06-22 12:23:55.289911,slurm_normal,1434975868.0,0,1.0,main_w2_handler0,2351676,9705515,False,,12400009,vcf,4013659.roundup,slurm,,132112168.0,corral-repl,,"""8c69179218d911e5844c005056a52a46""",20090199,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20090187,"""BED-features1""",32.0,,23709056,1434975856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-22 12:24:30.706182,64892.0,12.0
18514733,bed,,,2015-06-22 13:11:51.185703,slurm_normal,1434979487.0,0,1.0,main_w2_handler1,2351721,9705940,False,,974509314,vcf,4014089.roundup,slurm,,132112168.0,corral-repl,,"""36a85f9618e011e5931e005056a51846""",20090812,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20090811,"""BED-features3""",32.0,,23709056,1434979276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-22 13:24:49.712789,64892.0,211.0
627747,bed,,,2015-06-22 12:23:59.339344,slurm_normal,1434975963.0,0,1.0,main_w1_handler1,2351676,9705518,False,,12590489,vcf,4013671.roundup,slurm,,132112168.0,corral-repl,,"""8c69179218d911e5844c005056a52a46""",20090208,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20090348,"""BED-features4""",32.0,,23709056,1434975950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-22 12:26:06.587593,64892.0,13.0
6040311,bed,,,2015-06-22 12:24:01.064017,slurm_normal,1434976032.0,0,1.0,main_w1_handler1,2351676,9705520,False,,12669225,vcf,4013682.roundup,slurm,,132112168.0,corral-repl,,"""8c69179218d911e5844c005056a52a46""",20090195,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20090350,"""BED-features6""",32.0,,23709056,1434976016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-22 12:27:14.380043,64892.0,16.0
