create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-23 07:21:12.981587,slurm_normal,1487834487.0,0,92548719,fasta,1.0,main_w4_handler1,3006912,15115657,False,,9270135.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28475297}]",32.0,,36237396,1487834476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 07:21:29.411498,,11.0
2017-02-22 12:09:07.969232,slurm_normal,1487765367.0,0,121529823,fasta,1.0,main_w3_handler0,2942775,15106043,False,,9261071.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460314}]",32.0,,34457239,1487765353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:09:32.323518,79607.0,14.0
2017-02-23 05:59:53.103935,slurm_normal,1487829627.0,0,68331792,fasta,1.0,main_w3_handler1,3006912,15115206,False,,9269744.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474526}]",32.0,,36237396,1487829599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 06:00:29.345983,,28.0
2017-02-23 06:01:18.154059,slurm_normal,1487829700.0,0,68331815,fasta,1.0,main_w3_handler1,3006912,15115215,False,,9269749.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474709}]",32.0,,36237396,1487829686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 06:01:43.915210,,14.0
2017-03-31 07:44:02.139194,slurm_normal,1490946250.0,0,8601,fasta,1.0,main_w3_handler0,523367,15442696,False,,9574095.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28997537}]",32.0,,36191582,1490946245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-03-31 07:44:13.750698,10411.0,5.0
2017-04-23 17:27:27.863622,slurm_normal,1492968528.0,0,101969435,fasta,1.0,main_w4_handler0,3066879,15655254,False,,9771875.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29326142}]",32.0,,37450917,1492968504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-04-23 17:30:08.112553,79460.0,24.0
2017-02-22 12:04:57.350875,slurm_normal,1487765123.0,0,121539796,fasta,1.0,main_w4_handler0,2942775,15106021,False,,9261051.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460303}]",32.0,,34457239,1487765104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:05:26.883463,79607.0,19.0
2017-02-22 12:08:34.060682,slurm_normal,1487765329.0,0,121539831,fasta,1.0,main_w3_handler1,2942775,15106040,False,,9261068.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460311}]",32.0,,34457239,1487765318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:08:53.542994,79607.0,11.0
2017-02-22 12:08:56.124295,slurm_normal,1487765355.0,0,121524811,fasta,1.0,main_w3_handler1,2942775,15106042,False,,9261070.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460313}]",32.0,,34457239,1487765341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:09:20.704064,79607.0,14.0
2017-02-22 12:05:28.397868,slurm_normal,1487765149.0,0,121524795,fasta,1.0,main_w3_handler0,2942775,15106024,False,,9261054.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460304}]",32.0,,34457239,1487765135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:05:53.248971,79607.0,14.0
2017-02-22 12:05:54.791542,slurm_normal,1487765172.0,0,121524786,fasta,1.0,main_w3_handler0,2942775,15106029,False,,9261058.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460305}]",32.0,,34457239,1487765161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:06:18.146600,79607.0,11.0
2017-02-22 12:08:44.052931,slurm_normal,1487765345.0,0,121539823,fasta,1.0,main_w3_handler0,2942775,15106041,False,,9261069.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460312}]",32.0,,34457239,1487765328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:09:10.883683,79607.0,17.0
2017-02-22 12:06:17.692188,slurm_normal,1487765195.0,0,121539862,fasta,1.0,main_w3_handler0,2942775,15106031,False,,9261059.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460306}]",32.0,,34457239,1487765182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:06:40.682609,79607.0,13.0
2017-02-22 12:07:49.425238,slurm_normal,1487765284.0,0,121539843,fasta,1.0,main_w3_handler1,2942775,15106037,False,,9261063.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460310}]",32.0,,34457239,1487765273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:08:10.003093,79607.0,11.0
2017-02-22 12:09:22.406179,slurm_normal,1487765377.0,0,121539812,fasta,1.0,main_w4_handler0,2942775,15106045,False,,9261073.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460315}]",32.0,,34457239,1487765366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:09:42.393316,79607.0,11.0
2017-02-22 12:06:56.729219,slurm_normal,1487765237.0,0,121539851,fasta,1.0,main_w4_handler1,2942775,15106033,False,,9261061.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460309}]",32.0,,34457239,1487765226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:07:20.366819,79607.0,11.0
2017-02-22 12:06:36.928980,slurm_normal,1487765217.0,0,121539856,fasta,1.0,main_w4_handler1,2942775,15106032,False,,9261060.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28460307}]",32.0,,34457239,1487765204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-22 12:07:04.777250,79607.0,13.0
2017-02-23 07:07:15.971321,slurm_normal,1487833769.0,0,92649201,fasta,1.0,main_w4_handler1,3006912,15115609,False,,9270062.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474955}]",32.0,,36237396,1487833673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 07:09:32.615785,,96.0
2017-02-23 07:07:24.474685,slurm_normal,1487833806.0,0,92649228,fasta,1.0,main_w4_handler1,3006912,15115610,False,,9270074.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474963}]",32.0,,36237396,1487833796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 07:10:09.329143,,10.0
2017-02-23 06:01:34.364234,slurm_normal,1487829739.0,0,68331830,fasta,1.0,main_w4_handler1,3006912,15115217,False,,9269752.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474714}]",32.0,,36237396,1487829727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 06:02:22.794723,,12.0
2017-02-23 06:00:10.230165,slurm_normal,1487829642.0,0,68331796,fasta,1.0,main_w3_handler1,3006912,15115207,False,,9269745.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474527}]",32.0,,36237396,1487829632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 06:00:44.474851,,10.0
2017-02-23 05:58:22.364509,slurm_normal,1487829521.0,0,68331769,fasta,1.0,main_w4_handler1,3006912,15115197,False,,9269737.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474521}]",32.0,,36237396,1487829509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 05:58:44.383092,,12.0
2017-02-23 05:58:58.677964,slurm_normal,1487829552.0,0,68331782,fasta,1.0,main_w3_handler0,3006912,15115202,False,,9269741.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28474524}]",32.0,,36237396,1487829543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-23 05:59:15.930716,,9.0
2017-02-28 16:32:25.850319,slurm_normal,1488299558.0,0,3906264,tabular,1.0,main_w3_handler0,3011322,15168689,False,,9319646.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28526461}]",32.0,,36251520,1488299549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-28 16:32:47.482084,74111.0,9.0
2017-02-28 16:32:26.361923,slurm_normal,1488299561.0,0,2519656,tabular,1.0,main_w4_handler1,3011322,15168690,False,,9319648.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28526462}]",32.0,,36251520,1488299549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-02-28 16:32:48.142922,74111.0,12.0
2017-03-17 13:48:21.175373,slurm_normal,1489758532.0,0,67062257,fasta,1.0,main_w3_handler0,2846825,15324571,False,,9465387.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28792679}]",32.0,,36624046,1489758509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-03-17 13:48:53.848126,52895.0,23.0
2017-04-23 07:01:19.760307,slurm_normal,1492930894.0,0,1997,tabular,1.0,main_w4_handler1,2975803,15653748,False,,9770470.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29323691}]",32.0,,36526393,1492930888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-04-23 07:01:36.231898,96391.0,6.0
2017-04-23 17:24:37.311155,slurm_normal,1492968323.0,0,181021692,fasta,1.0,main_w3_handler0,3066879,15655241,False,,9771864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29326141}]",32.0,,37450917,1492968289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-04-23 17:25:25.579559,79460.0,34.0
2017-04-24 05:02:00.933546,slurm_normal,1493010154.0,0,87799371,fasta,1.0,main_w3_handler1,3066879,15658335,False,,9774680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29330900}]",32.0,,37450917,1493010134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-04-24 05:02:36.929880,79460.0,20.0
2017-04-24 05:01:15.798444,slurm_normal,1493010119.0,0,155845072,fasta,1.0,main_w3_handler1,3066879,15658332,False,,9774677.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29330897}]",32.0,,37450917,1493010087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-04-24 05:02:03.075682,79460.0,32.0
2017-06-12 14:50:06.801594,slurm_normal,1497279057.0,0,15416,html,1.0,main_w4_handler1,3151140,16082513,False,,10169218.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29997510}]",32.0,,38607972,1497279030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-12 14:51:00.496082,89708.0,27.0
2017-06-13 10:18:03.682374,slurm_normal,1497349108.0,0,33049,fasta,1.0,main_w4_handler1,3152824,16089076,False,,10175126.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30007726}]",32.0,,38628258,1497349103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-13 10:18:31.561952,,5.0
2017-06-14 08:46:36.407219,slurm_normal,1497430026.0,0,206433,fasta,1.0,main_w3_handler1,3152824,16097508,False,,10182546.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30024013}]",32.0,,38628258,1497430022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-14 08:47:09.334414,,4.0
2017-06-14 08:20:38.014330,slurm_normal,1497428464.0,0,24935,fasta,1.0,main_w4_handler1,3152824,16097345,False,,10182425.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30023743}]",32.0,,38628258,1497428460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-14 08:21:08.688342,,4.0
2017-06-14 13:08:02.454993,slurm_normal,1497446802.0,0,7230,fasta,1.0,main_w3_handler0,3151140,16099401,False,,10184241.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29997134}]",32.0,,38651042,1497446796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-14 13:57:41.516963,89708.0,6.0
2017-06-14 08:04:43.785831,slurm_normal,1497427505.0,0,44433,fasta,1.0,main_w3_handler0,3152824,16097181,False,,10182316.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30023410}]",32.0,,38628258,1497427501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-14 08:05:08.790037,,4.0
2017-06-14 08:45:50.373595,slurm_normal,1497429984.0,0,172209,fasta,1.0,main_w4_handler1,3152824,16097503,False,,10182539.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30024004}]",32.0,,38628258,1497429981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-14 08:46:30.926079,,3.0
2017-06-15 11:09:58.678369,slurm_normal,1497525023.0,0,1476,tabular,1.0,main_w3_handler0,3126503,16107828,False,,10191385.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30038710}]",32.0,,38417677,1497525014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-15 11:10:27.080370,86767.0,9.0
2017-06-15 11:06:37.699464,slurm_normal,1497524814.0,0,1476,tabular,1.0,main_w3_handler0,3126503,16107816,False,,10191370.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30038710}]",32.0,,38417677,1497524808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_reverse_seqs/1.20.0,1.20.0,,2017-06-15 11:06:59.887373,86767.0,6.0
