create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.addition2.fd,parameters.addition2.fu,parameters.addition2.id,parameters.addition2.iu,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.io,parameters.k,parameters.mdb,parameters.overlap_with.__current_case__,parameters.overlap_with.inputB.values,parameters.overlap_with.source,parameters.strand,parameters.ties,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-26 20:34:47.731539,slurm_normal,1519677319.0,0,7680.0,1.0,main_w4_handler1,3320392,18526903,False,,48190,bed,2958228,2958228,bed,,,bed,12622838,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34081162}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519677313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 20:35:23.222840,115950.0,6.0
2018-02-26 20:09:30.431744,slurm_normal,1519675786.0,0,7680.0,1.0,main_w4_handler0,3320392,18526613,False,,4178,bed,2958228,2958228,bed,,,bed,12622636,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34080401}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519675779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 20:09:47.551532,115950.0,7.0
2018-02-26 21:37:04.977766,slurm_normal,1519681075.0,0,7680.0,1.0,main_w3_handler0,3320392,18528272,False,,34262,bed,2958228,2958228,bed,,,bed,12624420,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34083559}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519681065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 21:37:59.432363,115950.0,10.0
2018-02-26 21:41:36.196829,slurm_normal,1519681313.0,0,7680.0,1.0,main_w4_handler0,3320392,18528312,False,,21499,bed,2958228,2958228,bed,,,bed,12624471,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34083623}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519681307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 21:41:56.054924,115950.0,6.0
2018-02-27 13:46:28.873293,slurm_normal,1519739223.0,0,7680.0,1.0,main_w3_handler0,3320392,18535221,False,,1187,bed,2958228,2958228,bed,,,bed,12631774,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34095421}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44196607,1519739219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-27 13:47:06.436746,115950.0,4.0
2018-02-27 13:42:41.357434,slurm_normal,1519738974.0,0,7680.0,1.0,main_w4_handler0,3320392,18535172,False,,6407,bed,2958228,2958228,bed,,,bed,12631727,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34095265}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44196607,1519738971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-27 13:42:55.494638,115950.0,3.0
2018-02-27 20:55:40.896220,slurm_normal,1519764959.0,0,7680.0,1.0,main_w4_handler1,2886279,18540325,False,,24101,bed,2888405,2888405,bed,,,bed,12636695,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34103699}]","""true""","""2""","""each""",1,"[{'src': 'hda', 'id': 34103698}]",history,"""""","""all""",32.0,,43943959,1519764955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-27 20:56:03.610228,94242.0,4.0
2018-02-27 20:48:55.308573,slurm_normal,1519764610.0,0,7680.0,1.0,main_w4_handler1,2886279,18540276,False,,29037,bed,2888405,2888405,bed,,,bed,12636637,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34103701}]","""true""","""2""","""each""",1,"[{'src': 'hda', 'id': 34103698}]",history,"""""","""all""",32.0,,43943959,1519764605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-27 20:50:27.226398,94242.0,5.0
2018-02-27 21:05:43.589172,slurm_normal,1519765571.0,0,7680.0,1.0,main_w4_handler0,2886279,18540380,False,,29037,bed,2888405,2888405,bed,,,bed,12636786,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34103701}]","""true""","""1""","""each""",1,"[{'src': 'hda', 'id': 34103698}]",history,"""""","""all""",32.0,,43943959,1519765568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-27 21:06:15.253546,94242.0,3.0
2018-02-28 09:52:37.125380,slurm_normal,1519811569.0,0,7680.0,1.0,main_w4_handler1,3437788,18545641,False,,80096,bed,7766,7766,bed,,,bed,12642278,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34061316}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34112058}]",history,"""""","""all""",32.0,,43914664,1519811565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-28 09:52:51.923984,99535.0,4.0
2018-03-01 17:07:08.486681,slurm_normal,1519927155.0,0,7680.0,1.0,main_w3_handler0,3444613,18566822,False,,6407,bed,2958228,2958228,bed,,,bed,12662226,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34149988}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34149987}]",history,"""""","""all""",32.0,,44053761,1519927150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-01 17:59:17.947738,122465.0,5.0
