create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,microsat_in_read,microsat_in_read_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.lengthofbasetocheckquality,parameters.microsat_in_read,parameters.microsat_in_read.values,parameters.qualitycutoff,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-02 07:00:31.473580,slurm_normal,1459580700.0,0,,1.0,main_w2_handler1,2617052,12319316,False,,6526143.roundup,slurm,,132112168.0,1296618902,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",24108988,,"""20""",32.0,,28123383,1459580452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-04-02 07:05:02.950657,62597.0,248.0
2016-04-07 22:19:39.014258,slurm_normal,1460067599.0,0,,1.0,main_w1_handler0,2661617,12376487,False,,6573968.roundup,slurm,,132112168.0,19719898,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",24197735,,"""20""",32.0,,29484479,1460067594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-04-07 22:20:01.960218,,5.0
2016-04-07 22:19:58.554971,slurm_normal,1460067625.0,0,,1.0,main_w2_handler0,2661617,12376489,False,,6573977.roundup,slurm,,132112168.0,19719898,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",24197735,,"""20""",32.0,,29484479,1460067619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-04-07 22:20:28.559876,,6.0
2016-06-06 13:56:55.947603,slurm_normal,1465221456.0,0,,1.0,main_w1_handler1,2269777,13085010,False,,7269148.roundup,slurm,,132112168.0,43798840,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587cc67db26685fb6'}]","""20""",32.0,,29732174,1465221445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-06-06 13:57:39.795610,62307.0,11.0
2016-07-26 10:40:57.913875,slurm_normal,1469529733.0,0,,1.0,main_w2_handler0,2776188,13496540,False,,7711808.roundup,slurm,,132112168.0,267131,tabular,corral-repl,,"""6e706ce8531d11e68ee6005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505019584ec1c1cf5'}]","""0""",32.0,,31725824,1469529728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-07-26 10:42:16.524378,35017.0,5.0
2017-01-18 19:56:33.184227,slurm_normal,1484769435.0,0,,1.0,main_w4_handler0,2960405,14803764,False,,8967012.roundup,slurm,,132112168.0,163035700,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27983970}]","""20""",32.0,,35453196,1484769398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-18 19:57:19.889812,98271.0,37.0
2016-12-02 04:55:55.986821,slurm_normal,1480654585.0,0,,1.0,main_w3_handler1,2914935,14469289,False,,8662846.roundup,slurm,,132112168.0,57441400,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27468470}]","""20""",32.0,,34587550,1480654561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-02 04:56:33.377516,,24.0
2017-01-18 17:04:51.884791,slurm_normal,1484759135.0,0,,1.0,main_w3_handler1,2958970,14802420,False,,8965648.roundup,slurm,,132112168.0,163035700,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27978363}]","""20""",32.0,,35453196,1484759096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-18 17:05:38.602476,98271.0,39.0
2017-01-19 15:06:31.047057,slurm_normal,1484838437.0,0,,1.0,main_w4_handler0,2960489,14820052,False,,8981660.roundup,slurm,,132112168.0,161053480,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 28001544}]","""20""",32.0,,35453196,1484838394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-19 15:07:19.746959,98271.0,43.0
2017-01-20 13:07:37.123496,slurm_normal,1484917666.0,0,,1.0,main_w3_handler0,2961767,14829100,False,,8989521.roundup,slurm,,132112168.0,12795544,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 28017295}]","""20""",32.0,,35453196,1484917660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-20 13:07:49.552271,98271.0,6.0
2016-12-24 20:11:03.844721,slurm_normal,1482610271.0,0,,1.0,main_w3_handler1,2938987,14643518,False,,8818594.roundup,slurm,,132112168.0,55666,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 27738597}]","""5""",32.0,,35063690,1482610265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-24 20:11:13.021820,,6.0
2016-12-24 20:09:47.237704,slurm_normal,1482610196.0,0,,1.0,main_w4_handler0,2938987,14643517,False,,8818592.roundup,slurm,,132112168.0,55666,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""30""",,"[{'src': 'hda', 'id': 27738597}]","""30""",32.0,,35063690,1482610190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-24 20:09:57.574985,,6.0
2016-12-24 20:14:31.947122,slurm_normal,1482610479.0,0,,1.0,main_w3_handler1,2938987,14643527,False,,8818602.roundup,slurm,,132112168.0,13917,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 27738613}]","""10""",32.0,,35063690,1482610475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-24 20:14:40.525438,,4.0
2016-12-24 20:13:32.905955,slurm_normal,1482610422.0,0,,1.0,main_w3_handler0,2938987,14643525,False,,8818599.roundup,slurm,,132111800.0,13917,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27738613}]","""20""",32.0,,35063690,1482610416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-24 20:13:44.243903,,6.0
2016-12-24 20:07:24.145964,slurm_normal,1482610053.0,0,,1.0,main_w4_handler1,2938987,14643513,False,,8818587.roundup,slurm,,132111800.0,55666,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27738597}]","""20""",32.0,,35063690,1482610047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-24 20:07:34.482591,,6.0
2016-12-28 21:12:06.513430,slurm_normal,1482959534.0,0,,1.0,main_w4_handler0,2938855,14659642,False,,8832905.roundup,slurm,,132112168.0,6430359,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27763436}]","""20""",32.0,,35062337,1482959530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-28 21:12:16.788897,97378.0,4.0
2016-12-29 10:56:13.688087,slurm_normal,1483008982.0,0,,1.0,main_w4_handler1,2938855,14661914,False,,8834939.roundup,slurm,,132112168.0,393818,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27766091}]","""20""",32.0,,35098847,1483008978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2016-12-29 10:56:24.038932,97378.0,4.0
2017-01-25 03:49:06.125798,slurm_normal,1485316153.0,0,,1.0,main_w3_handler0,2965885,14862732,False,,9022365.roundup,slurm,,132112168.0,5997093,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 28070914}]","""20""",32.0,,35544772,1485316149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-25 03:49:16.831158,98271.0,4.0
2017-01-06 08:13:55.507261,slurm_normal,1483690446.0,0,,1.0,main_w4_handler0,2947861,14701570,False,,8871765.roundup,slurm,,132112168.0,7319742,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 27830356}]","""10""",32.0,,35198509,1483690440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-06 08:14:10.232020,97658.0,6.0
2017-01-25 21:03:39.782556,slurm_normal,1485378230.0,0,,1.0,main_w4_handler1,2968117,14871902,False,,9031212.roundup,slurm,,132112168.0,5521283,tabular,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 28081393}]","""20""",32.0,,35544772,1485378222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-01-25 21:03:51.999666,98271.0,8.0
2017-11-27 19:44:35.801447,slurm_normal,1511811892.0,0,,1.0,main_w3_handler0,3335948,17608980,False,,11668909,slurm,,132112168.0,24918683,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 32569489}]","""20""",32.0,,42202989,1511811885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-11-27 19:44:57.555278,61346.0,7.0
2017-11-27 19:44:36.247486,slurm_normal,1511811890.0,0,,1.0,main_w4_handler0,3335948,17608981,False,,11668908,slurm,,132112168.0,25058882,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 32569491}]","""20""",32.0,,42202989,1511811881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-11-27 19:44:52.494018,61346.0,9.0
2017-11-29 17:35:06.113974,slurm_normal,1511976931.0,0,,1.0,main_w4_handler1,3335948,17640875,False,,11700813,slurm,,132112168.0,23431242,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 32629016}]","""20""",32.0,,42202989,1511976922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2017-11-29 17:35:33.151270,61346.0,9.0
2018-03-06 21:20:01.543473,slurm_normal,1520371216.0,0,7680.0,1.0,main_w3_handler1,3335948,18630400,False,,12726707,slurm,,132112168.0,4498540,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""20""",,"[{'src': 'hda', 'id': 34249845}]","""20""",32.0,,44068407,1520371209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2018-03-06 21:20:19.107509,61346.0,7.0
2018-03-08 13:04:23.638044,slurm_normal,1520514280.0,0,7680.0,1.0,main_w4_handler1,3335948,18656963,False,,12752897,slurm,,132112168.0,4498540,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 34249845}]","""20""",32.0,,44068407,1520514276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2018-03-08 13:04:41.771890,61346.0,4.0
2018-03-08 13:47:14.802568,slurm_normal,1520516847.0,0,7680.0,1.0,main_w4_handler1,3335948,18657368,False,,12753305,slurm,,132112168.0,24918683,tabular,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5""",,"[{'src': 'hda', 'id': 32569489}]","""20""",32.0,,44068407,1520516842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0,1.0.0,,2018-03-08 13:47:28.967612,61346.0,5.0
