create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-11 18:30:35.326145,slurm_normal,1460399507.0,0.0,1.0,main_w2_handler1,2665757,12420549,False,,608946,fasta,6621782.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24258701,,"""gff""",32.0,,29551005,1460399466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-04-11 18:31:53.541453,,41.0
2016-07-21 07:17:14.167760,slurm_normal,1469085479.0,0.0,1.0,main_w2_handler0,2771890,13459416,False,,77864,txt,7673670.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc909899b250d1bd'}]","""table""",32.0,,31608743,1469085474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-07-21 07:18:00.894582,,5.0
2016-09-23 12:53:53.202885,slurm_normal,1474635321.0,0.0,1.0,main_w4_handler0,2822285,13924934,False,,1451,fasta,8147263.roundup,slurm,,132112168.0,corral-repl,,"""c7274f44818c11e6bec3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544773365bd51ec1b'}]","""gff""",32.0,,33121667,1474635309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-09-23 12:55:23.329818,90329.0,12.0
2016-07-25 00:58:10.566783,slurm_normal,1469408312.0,0.0,1.0,main_w1_handler0,2771435,13481468,False,,22594869,fasta,7697374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590024185af2f4c62'}]","""table""",32.0,,31593243,1469408305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-07-25 00:58:35.192866,,7.0
2016-07-25 07:55:36.120592,slurm_normal,1469433353.0,0.0,1.0,main_w2_handler1,2774914,13482457,False,,1378969,txt,7698365.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57faf197b5d6fd447'}]","""table""",32.0,,31593243,1469433348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-07-25 07:55:55.649372,,5.0
2016-07-25 07:55:02.346667,slurm_normal,1469433320.0,0.0,1.0,main_w1_handler0,2774914,13482454,False,,77864,txt,7698364.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8a2126d27143d9a'}]","""table""",32.0,,31593243,1469433315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-07-25 07:55:22.040898,,5.0
2016-09-06 04:52:22.521616,slurm_normal,1473137558.0,0.0,1.0,main_w3_handler0,2796298,13785233,False,,24261216,fasta,8006815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509b21c80a778637c'}]","""gff""",32.0,,32367503,1473137551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-09-06 04:52:40.455302,88711.0,7.0
2016-10-10 12:31:17.918629,slurm_normal,1476102857.0,0.0,1.0,main_w4_handler0,2849061,14044545,False,,3878,fasta,8261905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d8e6282cd47bae6'}]","""gff""",32.0,,33568444,1476102792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-10-10 12:34:21.130265,,65.0
2016-12-12 02:36:18.025698,slurm_normal,1481510185.0,0.0,1.0,main_w4_handler1,2878756,14545342,False,,1377002,txt,8727678.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27587248}]","""gff""",32.0,,34794330,1481510180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-12 02:36:26.953352,2298.0,5.0
2016-12-12 02:38:34.078706,slurm_normal,1481510321.0,0.0,1.0,main_w4_handler0,2878756,14545353,False,,1377002,txt,8727690.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27587248}]","""excel""",32.0,,34794330,1481510316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-12 02:38:43.031938,2298.0,5.0
2016-12-10 18:54:59.576075,slurm_normal,1481396106.0,0.0,1.0,main_w4_handler1,2878756,14539577,False,,26570,fasta,8722612.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577527}]","""gff""",32.0,,34513809,1481396102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 18:55:08.038684,2298.0,4.0
2016-12-10 18:58:08.091627,slurm_normal,1481396296.0,0.0,1.0,main_w3_handler1,2878756,14539586,False,,26570,fasta,8722618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577527}]","""excel""",32.0,,34513809,1481396291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 18:58:18.552943,2298.0,5.0
2016-12-10 18:25:26.526552,slurm_normal,1481394334.0,0.0,1.0,main_w3_handler1,2878756,14539462,False,,44,bed,8722500.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577272}]","""gff""",32.0,,34513809,1481394329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 18:25:35.608400,2298.0,5.0
2016-12-10 19:30:48.859278,slurm_normal,1481398257.0,0.0,1.0,main_w3_handler0,2878756,14539730,False,,26664,fasta,8722747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577873}]","""feattable""",32.0,,34513809,1481398251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 19:30:59.531646,2298.0,6.0
2016-12-10 19:29:46.695712,slurm_normal,1481398197.0,0.0,1.0,main_w4_handler1,2878756,14539713,False,,26664,fasta,8722730.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577873}]","""gff""",32.0,,34513809,1481398190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 19:29:58.385016,2298.0,7.0
2016-12-10 19:31:29.182893,slurm_normal,1481398298.0,0.0,1.0,main_w4_handler0,2878756,14539733,False,,26664,fasta,8722750.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27577873}]","""excel""",32.0,,34513809,1481398292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2016-12-10 19:31:39.526675,2298.0,6.0
2017-03-23 15:27:01.708196,slurm_normal,1490282829.0,0.0,1.0,main_w3_handler1,3042864,15376837,False,,353,fasta,9514792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28895238}]","""gff""",32.0,,36812531,1490282825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-03-23 15:27:10.930531,,4.0
2017-01-26 11:03:27.145179,slurm_normal,1485428616.0,0.0,1.0,main_w4_handler0,2942775,14876365,False,,273285,fasta,9036031.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28091371}]","""gff""",32.0,,34457239,1485428612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-01-26 11:03:39.013930,79607.0,4.0
2017-01-26 11:04:07.519376,slurm_normal,1485428654.0,0.0,1.0,main_w3_handler0,2942775,14876373,False,,273285,fasta,9036039.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28091371}]","""excel""",32.0,,34457239,1485428650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-01-26 11:04:16.716705,79607.0,4.0
2017-01-30 16:30:34.409082,slurm_normal,1485793964.0,0.0,1.0,main_w4_handler1,2974768,14906476,False,,246044,fasta,9062398.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28140052}]","""gff""",32.0,,35673852,1485793958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-01-30 16:32:46.159436,31162.0,6.0
2014-10-08 08:37:44.123356,roundup_single,1412757479.0,0.0,1.0,main_w1_handler0,1926809,7946181,False,,636,fasta,1923884,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17160738,,"""gff""",32.0,,17457440,1412757477.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-10-08 08:38:00.675688,7843.0,2.0
2014-11-10 21:58:52.850018,rodeo_normal,1415656751.0,0.0,1.0,main_w2_handler1,1908687,8138737,False,,226935,fasta,1976831.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17484836,,"""gff""",32.0,,17192791,1415656739.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-11-10 21:59:13.039423,11898.0,12.0
2014-11-14 06:28:59.892939,rodeo_normal,1415946550.0,0.0,1.0,main_w2_handler0,2115755,8165869,False,,8705,fasta,207724.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17508478,,"""gff""",2.0,,18485951,1415946546.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-11-14 06:29:13.662627,55763.0,4.0
2014-11-24 17:33:27.551593,rodeo_normal,1416850432.0,0.0,1.0,main_w1_handler1,2128392,8240446,False,,624607,bed,313472.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",17666509,,"""gff""",1.0,,19752584,1416850428.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-11-24 17:33:55.420775,,4.0
2014-11-24 17:49:57.394856,rodeo_normal,1416851413.0,0.0,1.0,main_w1_handler1,2128392,8240516,False,,624607,bed,313545.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",17666509,,"""excel""",2.0,,19752584,1416851411.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-11-24 17:50:16.562475,,2.0
2014-12-09 13:31:05.497058,rodeo_normal,1418131929.0,0.0,1.0,main_w2_handler0,342188,8380023,False,,507047061,fasta,511809.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17877148,,"""gff""",2.0,,19970701,1418131872.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2014-12-09 13:32:19.796282,4715.0,57.0
2015-02-20 13:52:25.903703,rodeo_normal,1424440360.0,0.0,1.0,main_w2_handler1,2208161,8776025,False,,24914734,fasta,2849268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18552823,,"""table""",32.0,,19921119,1424440354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2015-02-20 13:52:42.843489,51782.0,6.0
2017-04-18 16:23:30.616878,slurm_normal,1492532670.0,0.0,1.0,main_w3_handler0,3077818,15615678,False,,51,fasta,9733827.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29260990}]","""excel""",32.0,,37398238,1492532666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-04-18 16:24:52.555644,,4.0
2017-04-18 15:13:32.981141,slurm_normal,1492531819.0,0.0,1.0,main_w4_handler0,3077818,15615052,False,,51,fasta,9733745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29260990}]","""gff""",32.0,,37398238,1492531814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-04-18 16:14:02.390455,,5.0
2017-12-18 12:28:21.103752,slurm_normal,1513600117.0,0.0,1.0,main_w3_handler1,3369116,17836966,False,,1324546,fasta,11910873,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32982990}]","""gff""",32.0,,42328143,1513600113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0,5.0.0,,2017-12-18 12:28:39.824541,82098.0,4.0
