chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.description,parameters.disp_name,parameters.firstorf,parameters.html_out1,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.lastorf,parameters.length,parameters.margin,parameters.mstart,parameters.number,parameters.offset,parameters.orfminsize,parameters.out_format2,parameters.reverse,parameters.table,parameters.uppercase,parameters.width,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-09 00:19:17.968961,slurm_normal,1520554771.0,0.0,7680.0,1.0,main_w4_handler0,3457486,18665821,False,,382,fasta,12761792,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34309973}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44492124,1520554768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-09 00:19:33.181403,123675.0,3.0
,,2018-03-09 18:06:47.308720,slurm_normal,1520618824.0,0.0,7680.0,1.0,main_w4_handler1,3455704,18675060,False,,479,fasta,12771218,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34328320}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44434642,1520618820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-09 18:07:06.549232,,4.0
,,2018-02-08 14:21:34.359780,slurm_normal,1518099711.0,0.0,7680.0,1.0,main_w4_handler0,3421528,18315989,False,,122491,fasta,12399242,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 33743032}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,43717175,1518099708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-08 14:21:54.234925,121430.0,3.0
,,2018-03-09 22:22:23.753890,slurm_normal,1520634155.0,0.0,7680.0,1.0,main_w4_handler0,3458857,18677904,False,,460,fasta,12774158,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34332842}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44523959,1520634152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-09 22:22:37.920882,123776.0,3.0
,,2018-03-09 22:24:47.114267,slurm_normal,1520634301.0,0.0,7680.0,1.0,main_w3_handler1,3458857,18677910,False,,460,fasta,12774165,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34332842}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44523959,1520634298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-09 22:25:03.133572,123776.0,3.0
,,2018-02-13 20:54:52.938195,slurm_normal,1518555309.0,0.0,7680.0,1.0,main_w4_handler0,2937618,18373239,False,,91908974,fasta,12457830,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""yes""","""yes""","""no""","""no""",,"[{'src': 'hda', 'id': 33839705}]",,"""no""","""0""","""10""","""no""","""no""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,43646650,1518555306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-13 20:55:15.313467,86275.0,3.0
,,2018-02-13 20:58:44.336973,slurm_normal,1518555541.0,0.0,7680.0,1.0,main_w4_handler0,2937618,18373394,False,,91908974,fasta,12457898,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""yes""","""yes""","""no""","""no""",,"[{'src': 'hda', 'id': 33839705}]",,"""no""","""0""","""10""","""no""","""no""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,43646650,1518555539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-13 20:59:03.587809,86275.0,2.0
,,2018-02-22 16:20:15.925404,slurm_normal,1519316430.0,0.0,7680.0,1.0,main_w4_handler0,3434677,18485761,False,,2048,fasta,12580937,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34016408}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519316427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-22 16:20:32.590799,,3.0
,,2018-02-22 16:33:45.871824,slurm_normal,1519317267.0,0.0,7680.0,1.0,main_w4_handler1,3434677,18485993,False,,2054,fasta,12581178,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34016033}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519317264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-22 16:34:29.649256,,3.0
,,2018-02-22 17:31:54.083478,slurm_normal,1519320726.0,0.0,7680.0,1.0,main_w3_handler1,3434677,18486822,False,,16335,fasta,12582057,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34018043}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519320723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-22 17:32:08.958127,,3.0
,,2018-02-23 10:20:24.244120,slurm_normal,1519381237.0,0.0,7680.0,1.0,main_w4_handler0,3434677,18495048,False,,19297,fasta,12590620,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34030464}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519381234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-23 10:20:40.364263,,3.0
,,2018-02-23 11:41:05.093568,slurm_normal,1519386074.0,0.0,7680.0,1.0,main_w3_handler1,3434677,18495455,False,,3107,fasta,12591031,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34031021}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519386072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-23 11:41:17.436885,,2.0
,,2018-02-23 11:37:50.144160,slurm_normal,1519385882.0,0.0,7680.0,1.0,main_w3_handler1,3434677,18495438,False,,3158,fasta,12591020,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34031025}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44005746,1519385879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-23 11:38:04.866806,,3.0
,,2018-02-27 03:23:18.428614,slurm_normal,1519701809.0,0.0,7680.0,1.0,main_w4_handler0,3443654,18530943,False,,445,fasta,12627351,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34083314}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44180942,1519701807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 03:23:30.591518,122863.0,2.0
,,2018-02-27 03:16:29.151989,slurm_normal,1519701399.0,0.0,7680.0,1.0,main_w4_handler1,3443654,18530927,False,,445,fasta,12627317,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34083314}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44180942,1519701396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 03:16:40.555961,122863.0,3.0
,,2018-02-27 03:21:59.895684,slurm_normal,1519701728.0,0.0,7680.0,1.0,main_w4_handler1,3443654,18530941,False,,2391,fasta,12627345,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34083304}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44180942,1519701725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 03:22:09.393395,122863.0,3.0
,,2018-02-27 05:02:12.741502,slurm_normal,1519707742.0,0.0,7680.0,1.0,main_w3_handler1,3443966,18531322,False,,478,fasta,12627790,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34088426}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44187382,1519707740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 05:02:24.479168,122879.0,2.0
,,2018-02-27 19:23:09.950701,slurm_normal,1519759404.0,0.0,7680.0,1.0,main_w4_handler0,3443966,18539181,False,,478,fasta,12635533,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34088426}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44187382,1519759401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 19:23:27.568816,122879.0,3.0
,,2018-02-27 19:29:31.567586,slurm_normal,1519759782.0,0.0,7680.0,1.0,main_w3_handler1,3443966,18539246,False,,478,fasta,12635621,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""no""",,"[{'src': 'hda', 'id': 34088426}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44187382,1519759779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-27 19:29:44.056838,122879.0,3.0
,,2018-02-28 08:34:32.030966,slurm_normal,1519806887.0,0.0,7680.0,1.0,main_w4_handler0,3444042,18545110,False,,5895,fasta,12641695,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34111325}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""150""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44188314,1519806884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-28 08:34:49.604458,122884.0,3.0
,,2018-02-28 08:37:14.003104,slurm_normal,1519807051.0,0.0,7680.0,1.0,main_w3_handler1,3444042,18545134,False,,5895,fasta,12641713,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""no""",,"[{'src': 'hda', 'id': 34111325}]",,"""no""","""0""","""10""","""no""","""yes""","""1""","""150""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44188314,1519807048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-02-28 08:37:33.012248,122884.0,3.0
,,2018-03-01 00:28:08.569844,slurm_normal,1519864102.0,0.0,7680.0,1.0,main_w4_handler0,3447105,18557875,False,,461,fasta,12654014,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34132038}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44244938,1519864098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-01 00:28:23.917960,123052.0,4.0
,,2018-03-01 00:39:18.531473,slurm_normal,1519864770.0,0.0,7680.0,1.0,main_w4_handler1,3447105,18557948,False,,461,fasta,12654362,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34132038}]",,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""no""","""0""","""""","""60""",32.0,,44244938,1519864767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-01 00:39:32.148812,123052.0,3.0
,,2018-03-01 00:42:41.771099,slurm_normal,1519864972.0,0.0,7680.0,1.0,main_w4_handler1,3447105,18557976,False,,461,fasta,12654441,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""yes""","""no""",,"[{'src': 'hda', 'id': 34132038}]",,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,44244938,1519864969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2018-03-01 00:42:54.154747,123052.0,3.0
,,2015-03-19 14:35:52.321671,rodeo_normal,1426775771.0,0.0,,1.0,main_w1_handler0,2239020,8988515,False,,224444,fasta,3241740.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",18875632,,,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,21752148,1426775769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-03-19 14:36:13.461608,1589.0,2.0
,,2015-04-22 12:18:05.824211,slurm_normal,1429705124.0,0.0,,1.0,main_w1_handler1,1651135,9299038,False,,14916902,fasta,3615429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",19416358,,,"""yes""","""0""","""10""","""yes""","""yes""","""1""","""100""","""fasta""","""yes""","""0""","""""","""60""",32.0,,22639102,1429705121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-04-22 12:18:57.336725,40335.0,3.0
,,2015-04-22 12:06:37.627280,slurm_normal,1429704442.0,0.0,,1.0,main_w2_handler1,1651135,9298838,False,,14916902,fasta,3615235.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",19416358,,,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,22639102,1429704438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-04-22 12:07:44.960394,40335.0,4.0
,,2015-04-22 12:10:37.399034,slurm_normal,1429704664.0,0.0,,1.0,main_w2_handler0,1651135,9298907,False,,14916902,fasta,3615309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",19416358,,,"""yes""","""0""","""10""","""no""","""yes""","""1""","""100""","""fasta""","""yes""","""0""","""""","""60""",32.0,,22639102,1429704660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-04-22 12:11:11.206545,40335.0,4.0
,,2015-04-22 12:51:24.121757,slurm_normal,1429707116.0,0.0,,1.0,main_w2_handler1,1651135,9299237,False,,14916902,fasta,3615846.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",19416358,,,"""yes""","""0""","""10""","""no""","""no""","""1""","""100""","""fasta""","""yes""","""0""","""""","""60""",32.0,,22639102,1429707113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-04-22 12:52:04.758680,40335.0,3.0
,,2015-05-22 11:42:02.411775,slurm_normal,1432294978.0,0.0,,1.0,main_w2_handler0,2316079,9518665,False,,1502,fasta,3839177.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""no""",19789517,,,"""yes""","""0""","""10""","""no""","""yes""","""1""","""1""","""fasta""","""yes""","""0""","""""","""60""",32.0,,23238700,1432294932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0,5.0.0,,2015-05-22 11:43:00.271293,36889.0,46.0
