chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,main,main_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.main_lab,parameters.main|__identifier__,parameters.sets,parameters.sets_0|set|__identifier__,parameters.sets_1|set|__identifier__,parameters.sets_2|set|__identifier__,parameters.universe.__current_case__,parameters.universe.main,parameters.universe.main.values,parameters.universe.type_select,processor_count,runner_name,session_id,sets_0|set,sets_0|set_filetype,sets_1|set,sets_1|set_filetype,sets_2|set,sets_2|set_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-22 14:38:08.683689,slurm_normal,1492871908.0,0,,1.0,main_w4_handler1,2972772,15650284,False,,9767488.roundup,slurm,,429041.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29075457}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 28205249}]",explicit,32.0,,37447886,432598,tabular,,,,,1492871901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-22 14:38:31.684214,95800.0,7.0
,,2017-04-26 14:28:22.550829,slurm_normal,1493216913.0,0,,1.0,main_w3_handler1,3015148,15682068,False,,9796282.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/018/dataset_19018887.dat""","""Vicia faba""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29366914}]}, ""lab"": ""VCF combiine""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29367003}]}, ""lab"": ""BAM concat""}]",,,,1,,,implicit,32.0,,36302756,180910726,tabular,81332457.0,tabular,,,1493216905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-26 14:28:37.339226,100852.0,8.0
,,2017-04-28 00:34:37.904483,slurm_normal,1493339699.0,0,,1.0,main_w3_handler0,3088094,15696987,False,,9810013.roundup,slurm,,29872452.0,fastqsanger,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29392030}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29392030}]",explicit,32.0,,37580159,29872452,fastqsanger,,,,,1493339681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-28 00:35:01.269102,83791.0,18.0
,,2017-04-28 01:25:19.906907,slurm_normal,1493342735.0,0,,1.0,main_w3_handler0,3082660,15697129,False,,9810163.roundup,slurm,,590753.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29376504}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29376504}]",explicit,32.0,,37387483,590753,tabular,,,,,1493342722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-28 01:25:37.186324,77814.0,13.0
,,2017-04-29 14:52:55.809014,slurm_normal,1493477589.0,0,,1.0,main_w3_handler0,3083899,15707233,False,,9819561.roundup,slurm,,2251200.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29405890}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29405888}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29405890}]",explicit,32.0,,37568821,2251200,tabular,2230555.0,tabular,,,1493477583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-29 14:53:15.438951,70388.0,6.0
,,2017-04-30 20:25:40.843056,slurm_normal,1493583950.0,0,,1.0,main_w3_handler1,1978567,15712164,False,,9823819.roundup,slurm,,517.0,fasta,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 16085191}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 16085191}]",explicit,32.0,,37672756,517,fasta,,,,,1493583944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-04-30 20:25:51.768713,8316.0,6.0
,,2017-06-08 13:33:28.049781,slurm_normal,1496928833.0,0,,1.0,main_w4_handler1,3019578,16053274,False,,10143026.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29951542}]}, ""lab"": ""B vs A""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29951543}]}, ""lab"": ""C vs a""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29951544}]}, ""lab"": ""D vs A""}]",,,,1,,,implicit,32.0,,38308728,2204,tabular,41078.0,tabular,58748.0,tabular,1496928827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-06-08 13:33:57.477873,99983.0,6.0
,,2017-06-08 14:37:36.586836,slurm_normal,1496932687.0,0,,1.0,main_w4_handler1,3019578,16054103,False,,10143672.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29951542}]}, ""lab"": ""B vs A""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29952825}]}, ""lab"": ""C vs B""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29952834}]}, ""lab"": ""D vs C""}]",,,,1,,,implicit,32.0,,38308728,2204,tabular,254741.0,tabular,16626.0,tabular,1496932680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-06-08 14:38:09.336807,99983.0,7.0
,,2017-05-08 01:44:10.766622,slurm_normal,1494207862.0,0,,1.0,main_w3_handler0,3101839,15775544,False,,9882181.roundup,slurm,,847.0,fasta,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29510934}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29510934}]",explicit,32.0,,37821699,847,fasta,,,,,1494207853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-08 01:44:24.705215,105420.0,9.0
,,2017-05-08 08:15:31.326988,slurm_normal,1494231342.0,0,,1.0,main_w3_handler0,3102056,15777435,False,,9883926.roundup,slurm,,8.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29513360}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29513360}]",explicit,32.0,,37824756,8,tabular,,,,,1494231336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-08 08:15:44.694783,,6.0
,,2017-05-08 13:31:08.385001,slurm_normal,1494250278.0,0,,1.0,main_w4_handler0,3101839,15779433,False,,9885748.roundup,slurm,,847.0,fasta,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29516289}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29516289}]",explicit,32.0,,37821699,847,fasta,,,,,1494250270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-08 13:31:20.127947,105420.0,8.0
,,2017-05-08 14:09:43.338310,slurm_normal,1494252594.0,0,,1.0,main_w3_handler0,3101839,15779749,False,,9885997.roundup,slurm,,2095.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29516465}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29516465}]",explicit,32.0,,37821699,2095,tabular,,,,,1494252589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-08 14:09:58.014284,105420.0,5.0
,,2017-06-11 08:46:52.904131,slurm_normal,1497170839.0,0,,1.0,main_w4_handler0,3139252,16073623,False,,10161294.roundup,slurm,,64382.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29983415}]}, ""lab"": ""Fkh2""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29983416}]}, ""lab"": ""Sak1""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29983417}]}, ""lab"": ""Sep1""}]",,,,0,,"[{'src': 'hda', 'id': 29983430}]",explicit,32.0,,38425629,254,tabular,182.0,tabular,10.0,tabular,1497170828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-06-11 08:47:20.244726,100750.0,11.0
,,2017-05-09 08:37:38.094162,slurm_normal,1494319302.0,0,,1.0,main_w4_handler0,3102284,15787788,False,,9893773.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29529118}]}, ""lab"": ""1-C2+2-D2""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29529120}]}, ""lab"": ""2-D2""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29529123}]}, ""lab"": ""1-C2""}]",,,,1,,,implicit,32.0,,36610180,12197,tabular,48910.0,tabular,37822.0,tabular,1494319295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 08:46:47.119536,85228.0,7.0
,,2017-05-09 12:43:28.747479,slurm_normal,1494333825.0,0,,1.0,main_w3_handler1,1946267,15793431,False,,9897900.roundup,slurm,,13042.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29520794}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29520794}]",explicit,32.0,,37837158,13042,tabular,,,,,1494333814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 12:43:48.795377,50285.0,11.0
,,2017-05-09 13:02:08.554386,slurm_normal,1494334947.0,0,,1.0,main_w4_handler1,1946267,15793562,False,,9898260.roundup,slurm,,13042.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29520794}]}, ""lab"": ""Matrix""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29520794}]}, ""lab"": ""Habitat""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29520794}]}, ""lab"": ""Season""}]",,,,0,,"[{'src': 'hda', 'id': 29520794}]",explicit,32.0,,37837158,13042,tabular,13042.0,tabular,13042.0,tabular,1494334938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 13:02:32.559520,50285.0,9.0
,,2017-05-09 13:04:16.463404,slurm_normal,1494335070.0,0,,1.0,main_w4_handler1,1946267,15793584,False,,9898316.roundup,slurm,,14178.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536339}]}, ""lab"": ""Sediment""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536339}]}, ""lab"": ""Water""}]",,,,0,,"[{'src': 'hda', 'id': 29536339}]",explicit,32.0,,37837158,14178,tabular,14178.0,tabular,,,1494335062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 13:04:32.742901,50285.0,8.0
,,2017-05-09 13:15:54.021799,slurm_normal,1494335772.0,0,,1.0,main_w3_handler0,1946267,15793652,False,,9898655.roundup,slurm,,7304610.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536463}]}, ""lab"": ""Sediment""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536463}]}, ""lab"": ""Water""}]",,,,0,,"[{'src': 'hda', 'id': 29536463}]",explicit,32.0,,37837158,7304610,tabular,7304610.0,tabular,,,1494335763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 13:16:16.376208,50285.0,9.0
,,2017-05-09 13:17:27.195521,slurm_normal,1494335859.0,0,,1.0,main_w4_handler0,1946267,15793657,False,,9898695.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536463}]}, ""lab"": ""Sediment""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536463}]}, ""lab"": ""Water""}]",,,,1,,,implicit,32.0,,37837158,7304610,tabular,7304610.0,tabular,,,1494335854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 13:17:43.607239,50285.0,5.0
,,2017-05-09 13:46:56.626735,slurm_normal,1494337708.0,0,,1.0,main_w4_handler1,3104042,15793883,False,,9899445.roundup,slurm,,3068100.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29536556}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29536556}]",explicit,32.0,,37852896,3068100,tabular,,,,,1494337703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 13:49:26.436839,,5.0
,,2017-06-12 18:22:17.120634,slurm_normal,1497291758.0,0,,1.0,main_w3_handler0,3151458,16084640,False,,10171235.roundup,slurm,,648034.0,fastqsanger,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30000936}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 30000936}]",explicit,32.0,,38614301,648034,fastqsanger,,,,,1497291752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-06-12 18:22:41.331238,104801.0,6.0
,,2017-05-09 15:34:29.590021,slurm_normal,1494344094.0,0,,1.0,main_w3_handler1,3104223,15795135,False,,9900983.roundup,slurm,,82171.0,fasta,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29539092}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29539024}]",explicit,32.0,,37854883,0,tabular,,,,,1494344084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-09 15:34:58.393916,,10.0
,,2017-06-13 06:21:28.478258,slurm_normal,1497334910.0,0,,1.0,main_w3_handler1,3152145,16087811,False,,10173952.roundup,slurm,,177978.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30004617}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 30004617}]",explicit,32.0,,38622390,177978,tabular,,,,,1497334905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-06-13 06:21:54.794441,,5.0
,,2017-05-10 18:26:20.364823,slurm_normal,1494440843.0,0,,1.0,main_w3_handler1,3106038,15804779,False,,9909675.roundup,slurm,,,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29552941}]}, ""lab"": ""Group""}]",,,,1,,,implicit,32.0,,37884427,10769,tabular,,,,,1494440810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-10 18:27:27.362578,,33.0
,,2017-05-10 18:22:56.307462,slurm_normal,1494440641.0,0,,1.0,main_w3_handler1,3106038,15804749,False,,9909646.roundup,slurm,,10769.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29552941}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29552941}]",explicit,32.0,,37884427,10769,tabular,,,,,1494440631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-10 18:24:05.866512,,10.0
,,2017-05-10 21:55:23.964410,slurm_normal,1494454143.0,0,,1.0,main_w4_handler1,3090671,15806091,False,,9910803.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29554952}]}, ""lab"": ""all chr19""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29554603}]}, ""lab"": ""differentiation-specific""}]",,,,0,,"[{'src': 'hda', 'id': 29555017}]",explicit,32.0,,36238746,20603,tabular,1529.0,tabular,,,1494454138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-10 22:09:08.344077,7462.0,5.0
,,2017-05-11 07:59:02.954450,slurm_normal,1494489554.0,0,,1.0,main_w4_handler1,3097699,15810038,False,,9914433.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560410}]}, ""lab"": ""chr19""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560160}]}, ""lab"": ""chr19 - CTCF u DIF""}]",,,,0,,"[{'src': 'hda', 'id': 29560381}]",explicit,32.0,,37898816,20603,tabular,1529.0,tabular,,,1494489549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 07:59:18.601866,100749.0,5.0
,,2017-05-11 08:00:21.504738,slurm_normal,1494489631.0,0,,1.0,main_w4_handler1,3097686,15810051,False,,9914438.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560399}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560255}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560380}]",explicit,32.0,,37898790,20603,tabular,1529.0,tabular,,,1494489626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:00:36.115885,101047.0,5.0
,,2017-05-11 08:03:23.066049,slurm_normal,1494489809.0,0,,1.0,main_w4_handler1,3097697,15810074,False,,9914462.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560159}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560649}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560378}]",explicit,32.0,,37898804,1529,tabular,20603.0,tabular,,,1494489805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:03:33.632667,100926.0,4.0
,,2017-05-11 08:08:22.979836,slurm_normal,1494490110.0,0,,1.0,main_w4_handler1,3097686,15810108,False,,9914490.roundup,slurm,,20603.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560255}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560251}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560399}]",explicit,32.0,,37898790,1529,tabular,308.0,tabular,,,1494490106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:08:32.589384,101047.0,4.0
,,2017-05-11 07:57:28.599360,slurm_normal,1494489476.0,0,,1.0,main_w3_handler0,3097699,15810027,False,,9914417.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560410}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560160}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560381}]",explicit,32.0,,37898816,20603,tabular,1529.0,tabular,,,1494489469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 07:58:08.000371,100749.0,7.0
,,2017-05-11 08:01:49.064403,slurm_normal,1494489718.0,0,,1.0,main_w4_handler0,3097688,15810061,False,,9914449.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560630}]}, ""lab"": ""Chr19""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560167}]}, ""lab"": ""CTCF_DIFF""}]",,,,0,,"[{'src': 'hda', 'id': 29560379}]",explicit,32.0,,37898843,20603,tabular,1529.0,tabular,,,1494489714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:02:02.081226,100750.0,4.0
,,2017-05-11 08:02:44.733912,slurm_normal,1494489775.0,0,,1.0,main_w4_handler0,3097686,15810071,False,,9914459.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560399}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560251}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560380}]",explicit,32.0,,37898790,20603,tabular,308.0,tabular,,,1494489769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:02:59.084011,101047.0,6.0
,,2017-05-11 08:03:42.029401,slurm_normal,1494489830.0,0,,1.0,main_w3_handler0,3097686,15810076,False,,9914464.roundup,slurm,,701349.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560399}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560255}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560380}]",explicit,32.0,,37898790,20603,tabular,1529.0,tabular,,,1494489825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:03:55.608004,101047.0,5.0
,,2017-05-11 08:23:26.183918,slurm_normal,1494491014.0,0,,1.0,main_w3_handler1,3106090,15810299,False,,9914600.roundup,slurm,,1790.0,tabular,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""",,"[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 29560912}]}, ""lab"": ""Group""}]",,,,0,,"[{'src': 'hda', 'id': 29560912}]",explicit,32.0,,37750721,1790,tabular,,,,,1494491010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-05-11 08:23:38.726298,6676.0,4.0
