create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.eightyseven,parameters.input1,parameters.input1.values,parameters.mean,parameters.minsd,parameters.out_format1,parameters.sd,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-18 12:09:28.018847,rodeo_normal,1416312578.0,0.0,1.0,main_w2_handler1,2121953,8192571,False,,2673916,fasta,245342.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""no""",17589982,,"""238.71""","""2.5""","""motif""","""293.61""",1.0,,19576038.0,1416312572.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-11-18 12:09:41.961210,,6.0
2014-09-22 14:35:22.277962,roundup_single,1411396533.0,0.0,1.0,main_w2_handler0,1917762,7826264,False,,2263136,fasta,1810924,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",15628365,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,16739420.0,1411396531.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-09-22 14:35:35.747478,40619.0,2.0
2014-09-29 16:27:54.545035,roundup_single,1412008090.0,0.0,1.0,main_w2_handler1,2069976,7895834,False,,113114,fasta,1876141,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",17086775,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,17286272.0,1412008083.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-09-29 16:28:12.788788,,7.0
2017-05-08 19:13:12.735861,slurm_normal,1494270799.0,0.0,1.0,main_w3_handler0,3102826,15783353,False,,7581,fasta,9889666.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29521637}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,37837426.0,1494270795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-08 19:13:22.935953,105500.0,4.0
2014-10-08 16:25:39.577851,roundup_single,1412785560.0,0.0,1.0,main_w2_handler0,2079426,7948625,False,,35113,fasta,1926302,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",17172541,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,17467570.0,1412785557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-10-08 16:26:02.103982,54024.0,3.0
2014-10-27 14:17:30.878164,rodeo_normal,1414419467.0,0.0,1.0,main_w2_handler1,2098926,8049279,False,,13884665,fasta,81244.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""no""",17347302,,"""238.71""","""2.5""","""motif""","""293.61""",2.0,,17950331.0,1414419459.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-10-27 14:17:50.688614,,8.0
2015-01-31 19:18:35.479665,rodeo_normal,1422731936.0,0.0,1.0,main_w1_handler0,2171322,8643801,False,,48618,fasta,2606234.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",18360396,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,20458466.0,1422731933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-01-31 19:18:58.516403,,3.0
2014-12-07 06:32:49.989334,rodeo_normal,1417933985.0,0.0,1.0,main_w2_handler0,2139731,8364037,False,,23336899,fasta,2253634.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",17853068,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,19916612.0,1417933976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2014-12-07 06:33:06.749390,56973.0,9.0
2015-02-09 22:24:02.036445,rodeo_normal,1423520685.0,0.0,1.0,main_w2_handler0,2198330,8689710,False,,265342,fasta,2692882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",18455066,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,21083762.0,1423520682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-09 22:24:47.981443,46451.0,3.0
2015-02-10 16:51:18.801907,rodeo_normal,1423587120.0,0.0,1.0,main_w2_handler0,2194538,8695063,False,,20119,fasta,2703203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18447432,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,20989545.0,1423587105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-10 16:52:04.643854,,15.0
2015-02-10 19:07:29.458387,rodeo_normal,1423595266.0,0.0,1.0,main_w2_handler1,2181976,8696364,False,,20119,fasta,2705531.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18465586,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,20610137.0,1423595264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-10 19:07:48.061547,58678.0,2.0
2015-02-13 14:30:19.115675,rodeo_normal,1423837837.0,0.0,1.0,main_w1_handler1,2205229,8720395,False,,13811,fasta,2749449.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""no""",18504274,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,21241381.0,1423837835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-13 14:30:40.783993,38665.0,2.0
2015-02-26 07:35:51.232887,rodeo_normal,1424936164.0,0.0,1.0,main_w1_handler1,2170055,8818150,False,,258607,fasta,2925189.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18641462,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,20434021.0,1424936161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-26 07:36:06.366099,,3.0
2015-02-28 13:47:02.814229,rodeo_normal,1425131233.0,0.0,1.0,main_w1_handler1,2196283,8833129,False,,11370676,fasta,2953756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18677403,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,21032455.0,1425131229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-02-28 13:47:15.452330,,4.0
2017-03-07 02:45:48.197749,slurm_normal,1488854764.0,0.0,1.0,main_w4_handler1,3016994,15225788,False,,24338433,fasta,9374241.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28597622}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,36474020.0,1488854751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-03-07 02:46:06.707920,101250.0,13.0
2017-05-08 20:50:08.188173,slurm_normal,1494276631.0,0.0,1.0,main_w3_handler1,3102826,15784171,False,,7581,fasta,9890458.roundup,slurm,,132112168.0,corral-repl,,"""e52ddc46342f11e79176005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29521637}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,,1494276627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-08 20:50:33.354556,105500.0,4.0
2017-03-16 03:34:02.753961,slurm_normal,1489635249.0,0.0,1.0,main_w4_handler1,3033547,15309062,False,,890,fasta,9451192.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28779118}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,36652313.0,1489635246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-03-16 03:34:12.528217,,3.0
2017-05-08 19:32:38.105185,slurm_normal,1494271977.0,0.0,1.0,main_w3_handler0,3102826,15783508,False,,7581,fasta,9889811.roundup,slurm,,132112168.0,corral-repl,,"""0ca036bc342511e79e3d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29521637}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,,1494271972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-08 19:32:59.450407,105500.0,5.0
2017-07-05 00:12:04.056120,slurm_normal,1499213537.0,0.0,1.0,main_w4_handler0,3182084,16258181,False,,32003,fasta,10330048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""no""",,"[{'src': 'hda', 'id': 30296682}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,39099106.0,1499213533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-07-05 00:12:22.506607,,4.0
2017-07-31 17:42:14.742280,slurm_normal,1501522949.0,0.0,1.0,main_w3_handler1,3208006,16470875,False,,2384393,fasta,10539157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 30699951}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,39620771.0,1501522945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-07-31 17:42:31.057730,,4.0
2017-08-03 12:05:17.926174,slurm_normal,1501761935.0,0.0,1.0,main_w3_handler0,3208006,16497160,False,,1919741,fasta,10566747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 30746405}]","""238.71""","""2.5""","""excel""","""293.61""",32.0,,39620771.0,1501761930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-08-03 12:05:36.088140,,5.0
2017-08-03 12:09:18.404621,slurm_normal,1501762173.0,0.0,1.0,main_w4_handler0,3208006,16497193,False,,1919741,fasta,10566771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 30746405}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,39620771.0,1501762168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-08-03 12:09:34.801948,,5.0
2017-09-11 23:37:31.287860,slurm_normal,1505173081.0,0.0,1.0,main_w4_handler0,3249462,16790760,False,,21427265,fasta,10859236.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 31187646}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,40416979.0,1505173065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-09-11 23:38:05.925405,110063.0,16.0
