chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.input_type.__current_case__,parameters.input_type.genome.values,parameters.input_type.input.values,parameters.input_type.input_type_select,parameters.input|__identifier__,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-07 08:22:34.289802,slurm_normal,1491553522.0,0,,1.0,,,main_w3_handler0,3063234,15516070,False,,737086179,bam,9642808.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29112033}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37183374.0,1491553358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-07 08:25:26.146385,,164.0
,,2017-04-06 23:01:01.422578,slurm_normal,1491520077.0,0,,1.0,,,main_w3_handler1,2418892,15513381,False,,2102238044,bam,9640178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29108794}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37172945.0,1491519665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-06 23:07:59.431327,68237.0,412.0
17.0,len,2017-05-09 11:30:48.640568,slurm_normal,1494329464.0,0,,1.0,,,main_w3_handler0,2784836,15792940,False,,8352766,bam,9896399.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/180/dataset_17180043.dat""","""false""","""e.coli_full""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29535372}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,36707460.0,1494329458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-05-09 11:31:06.599497,88155.0,6.0
,,2017-04-08 23:59:19.886439,slurm_normal,1491696045.0,0,,1.0,,,main_w3_handler1,2985409,15532224,False,,1331340404,bam,9658451.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29135830}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37164384.0,1491695963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-09 00:00:46.218818,60010.0,82.0
,,2017-04-09 01:27:02.665926,slurm_normal,1491701291.0,0,,1.0,41.0,tabular,main_w4_handler1,2761634,15532419,False,,2415679,bed,9658615.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","""false""",0,"[{'src': 'hda', 'id': 29136856}]","[{'src': 'hda', 'id': 29136497}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37220709.0,1491701287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-09 01:29:51.547261,87168.0,4.0
,,2017-04-09 16:40:52.959540,slurm_normal,1491756524.0,0,,1.0,,,main_w4_handler1,2418892,15534910,False,,1882389997,bam,9660674.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29140609}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37232272.0,1491756055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-09 16:48:46.883696,68237.0,469.0
,,2017-06-25 11:09:51.656150,slurm_normal,1498389086.0,0,,1.0,1270.0,tabular,main_w4_handler0,3152365,16180263,False,,189431040,bed,10255749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",0,"[{'src': 'hda', 'id': 30135851}]","[{'src': 'hda', 'id': 30005953}]",bed,,0,,bg,0.157386527,false,"""false""","""""","""false""",32.0,,38623847.0,1498389002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-25 11:11:29.583758,75605.0,84.0
,,2017-06-25 11:09:31.991732,slurm_normal,1498389103.0,0,,1.0,1270.0,tabular,main_w4_handler0,3152365,16180253,False,,358266163,bed,10255742.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",0,"[{'src': 'hda', 'id': 30135851}]","[{'src': 'hda', 'id': 30005952}]",bed,,0,,bg,0.083496074,false,"""false""","""""","""false""",32.0,,38623847.0,1498388981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-25 11:11:46.588526,75605.0,122.0
,,2017-06-25 11:10:28.404525,slurm_normal,1498389128.0,0,,1.0,1270.0,tabular,main_w4_handler1,3152365,16180266,False,,247507875,bed,10255754.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",0,"[{'src': 'hda', 'id': 30135851}]","[{'src': 'hda', 'id': 30005955}]",bed,,0,,bg,0.120862835,false,"""false""","""""","""false""",32.0,,38623847.0,1498389070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-25 11:12:11.359474,75605.0,58.0
,,2017-06-25 11:10:43.626272,slurm_normal,1498389146.0,0,,1.0,1270.0,tabular,main_w4_handler1,3152365,16180276,False,,238897434,bed,10255755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",0,"[{'src': 'hda', 'id': 30135851}]","[{'src': 'hda', 'id': 30005956}]",bed,,0,,bg,0.125069148,false,"""false""","""""","""false""",32.0,,38623847.0,1498389095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-25 11:12:28.569709,75605.0,51.0
,,2017-04-12 00:18:53.929673,slurm_normal,1491956448.0,0,,1.0,188725976.0,bed,main_w4_handler0,3028373,15560758,False,,188725976,bed,9684447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29173382}]","[{'src': 'hda', 'id': 29173382}]",bed,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37278940.0,1491956354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-12 00:20:50.515776,29461.0,94.0
,,2017-04-12 14:53:21.384853,slurm_normal,1492009402.0,0,,1.0,,,main_w3_handler1,2418892,15566125,False,,2242351774,bam,9689628.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29187959}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37293784.0,1492008815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-12 15:03:32.265643,68237.0,587.0
,,2017-06-06 05:15:30.061488,slurm_normal,1496726420.0,0,,1.0,,,main_w4_handler0,3089657,16022760,False,,1797743957,bam,10114478.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29387800}]",bam,,0,,bg,0.2332,false,"""false""","""""","""false""",32.0,,37032143.0,1496726141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 05:20:22.686946,97264.0,279.0
,,2017-06-06 05:16:10.431134,slurm_normal,1496726508.0,0,,1.0,,,main_w4_handler1,3089657,16022761,False,,2270135868,bam,10114480.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29388701}]",bam,,0,,bg,0.20201,false,"""false""","""""","""false""",32.0,,37032143.0,1496726184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 05:21:52.060637,97264.0,324.0
,,2017-06-06 07:12:24.802430,slurm_normal,1496733553.0,0,,1.0,2428560685.0,bed,main_w4_handler0,3090482,16023596,False,,2428560685,bed,10115243.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",0,"[{'src': 'hda', 'id': 29904771}]","[{'src': 'hda', 'id': 29904771}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37620705.0,1496733160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 07:19:15.202395,83897.0,393.0
,,2017-06-06 07:21:30.799129,slurm_normal,1496736130.0,0,,1.0,1843178052.0,bedgraph,main_w4_handler1,3090482,16023637,False,,3103969832,bed,10115431.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",0,"[{'src': 'hda', 'id': 29904823}]","[{'src': 'hda', 'id': 29904905}]",bed,,1,0,hist,,,"""false""","""""","""false""",32.0,,37620705.0,1496735595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 08:02:12.426687,83897.0,535.0
,,2017-06-06 11:39:39.004304,slurm_normal,1496749678.0,0,,1.0,1405.0,tabular,main_w4_handler1,2703397,16025565,False,,9287343214,bed,10117123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29900091}]","[{'src': 'hda', 'id': 29908205}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,38460449.0,1496749195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 11:48:01.797299,84314.0,483.0
,,2017-04-13 14:29:01.078644,slurm_normal,1492094206.0,0,,1.0,,,main_w3_handler0,2418892,15576574,False,,1663670868,bam,9699423.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29203565}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37310691.0,1492093765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-13 14:37:55.916204,68237.0,441.0
,,2017-04-13 20:05:28.682011,slurm_normal,1492114165.0,0,,1.0,,,main_w3_handler1,3040022,15581612,False,,275147705,bam,9702905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29211239}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,36599380.0,1492114143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-13 20:09:27.895947,48630.0,22.0
,,2017-04-13 20:05:14.373672,slurm_normal,1492114510.0,0,,1.0,,,main_w4_handler1,3040022,15581604,False,,374037476,bam,9703001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29211231}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,36599380.0,1492114474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-13 20:15:27.729707,48630.0,36.0
,,2017-06-06 13:32:37.227338,slurm_normal,1496756057.0,0,,1.0,1405.0,tabular,main_w3_handler1,2703397,16026795,False,,7714610,bed,10117993.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29900091}]","[{'src': 'hda', 'id': 29902670}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,38378426.0,1496755974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 13:34:20.083204,84314.0,83.0
,,2017-04-13 22:30:20.368969,slurm_normal,1492122867.0,0,,1.0,,,main_w3_handler0,2418892,15582804,False,,1284783827,bam,9705056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29212470}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37317798.0,1492122640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-13 22:34:29.057795,68237.0,227.0
,,2017-04-14 16:38:46.378593,slurm_normal,1492187949.0,0,,1.0,,,main_w3_handler0,3070910,15588120,False,,4662139,bam,9710085.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""true""",1,,"[{'src': 'hda', 'id': 29215923}]",bam,,0,,bg,1.0,false,"""false""","""-strand +""","""false""",32.0,,37297576.0,1492187943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-14 16:39:11.536133,97825.0,6.0
,,2017-04-14 18:21:25.576842,slurm_normal,1492194411.0,0,,1.0,,,main_w4_handler1,2418892,15588719,False,,3320015109,bam,9710594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29221093}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37334436.0,1492194102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-14 18:26:53.763751,68237.0,309.0
,,2017-06-06 19:57:00.715358,slurm_normal,1496779471.0,0,,1.0,,,main_w4_handler1,2418892,16031021,False,,634941002,bam,10121988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29917152}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,38486171.0,1496779339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-06 20:04:38.145532,68237.0,132.0
,,2017-04-15 17:19:44.777424,slurm_normal,1492276881.0,0,,1.0,,,main_w3_handler0,3063234,15594907,False,,464820091,bam,9716114.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29231446}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,37331305.0,1492276801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-15 17:21:24.398223,100478.0,80.0
,,2017-04-15 17:16:39.523949,slurm_normal,1492276683.0,0,,1.0,,,main_w4_handler1,3063234,15594903,False,,428996579,bam,9716109.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29231294}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,37331305.0,1492276610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-15 17:18:04.800654,100478.0,73.0
,,2017-04-15 18:53:55.384195,slurm_normal,1492282763.0,0,,1.0,,,main_w4_handler0,2418892,15595211,False,,2457843404,bam,9716392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29231772}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37351275.0,1492282449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-15 18:59:26.212286,68237.0,314.0
,,2017-04-20 13:26:35.910526,slurm_normal,1492694924.0,0,,1.0,,,main_w3_handler1,2974277,15635307,False,,24809276,bam,9753248.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29293086}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,35675436.0,1492694866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-20 13:29:16.369995,60860.0,58.0
,,2017-04-20 13:47:12.049962,slurm_normal,1492696411.0,0,,1.0,,,main_w3_handler1,3080516,15635448,False,,262999268,bam,9753475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29293285}]",bam,,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,36599380.0,1492696386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-20 13:54:48.010464,48630.0,25.0
,,2017-04-17 10:05:00.839565,slurm_normal,1492423561.0,0,,1.0,,,main_w3_handler1,3075816,15604198,False,,31340848,bam,9724235.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29243135}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37369766.0,1492423520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-17 10:06:04.469605,,41.0
