bands,bands_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome_fasta,genome_fasta_filetype,handler,history_id,id,imported,info,input_karyotype,input_karyotype_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.ideogram.ideogram_labels.parallel,parameters.ideogram.ideogram_labels.show_label,parameters.ideogram.radius,parameters.ideogram.spacing,parameters.ideogram.thickness,parameters.reference_genome.__current_case__,parameters.reference_genome.bands.values,parameters.reference_genome.fasta_indexes,parameters.reference_genome.input_karyotype.values,parameters.reference_genome.reference_genome_source,parameters.sec_links.data,parameters.sec_tdd.data,parameters.ticks.color,parameters.ticks.multiplier,parameters.ticks.radius,parameters.ticks.show_ticks,parameters.ticks.tick_group,processor_count,runner_name,sec_links|data_0|data_source,sec_links|data_0|data_source_filetype,sec_tdd|data_0|data_source,sec_tdd|data_0|data_source1,sec_tdd|data_0|data_source1_filetype,sec_tdd|data_0|data_source2,sec_tdd|data_0|data_source2_filetype,sec_tdd|data_0|data_source3,sec_tdd|data_0|data_source3_filetype,sec_tdd|data_0|data_source4,sec_tdd|data_0|data_source4_filetype,sec_tdd|data_0|data_source5,sec_tdd|data_0|data_source5_filetype,sec_tdd|data_0|data_source6,sec_tdd|data_0|data_source6_filetype,sec_tdd|data_0|data_source7,sec_tdd|data_0|data_source7_filetype,sec_tdd|data_0|data_source_filetype,sec_tdd|data_1|data_source,sec_tdd|data_1|data_source1,sec_tdd|data_1|data_source1_filetype,sec_tdd|data_1|data_source_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-06 10:29:11.196990,slurm_normal,1520332180.0,0,7680.0,1.0,6487265.0,fasta,main_w3_handler0,3393783,18621295,False,,,,12717582,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,[],[],#000000,0.001,1.0,false,[],32.0,,,,,,,,,,,,,,,,,,,,,,,,43243548,1520332161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-03-06 10:29:42.289154,72169,19.0
,,2018-02-24 00:28:21.319617,slurm_normal,1519432149.0,0,7680.0,1.0,381956675.0,fasta,main_w4_handler1,3440849,18504113,False,,,,12600006,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,[],[],#000000,0.001,1.0,false,[],32.0,,,,,,,,,,,,,,,,,,,,,,,,44130352,1519432112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-24 00:29:12.265953,122698,37.0
,,2018-02-24 00:32:48.981803,slurm_normal,1519432448.0,0,7680.0,1.0,381956675.0,fasta,main_w3_handler1,3440849,18504132,False,,,,12600029,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",true,true,0.9,0.005,10.0,,,,,,[],[],#ff0000,0.001,1.0,true,"[{'format': '%d', 'spacing': '5000.0', 'label_offset': '10.0', 'show_tick_labels': 'false', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,,,,,,,,,,,,,,,,,,,,,,,44130352,1519432379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-24 00:34:11.494594,122698,69.0
,,2018-02-27 15:46:56.389226,slurm_normal,1519746514.0,0,7680.0,1.0,9357207.0,fasta,main_w4_handler1,3444867,18536911,False,,,,12633360,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34098320}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.8', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,0.001,1.0,false,[],32.0,,4309.0,txt,,,,,,,,,,,,,,,,,,,,,43051392,1519746470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 15:48:37.125338,91803,44.0
,,2018-02-27 16:34:49.268099,slurm_normal,1519749457.0,0,7680.0,1.0,9357056.0,fasta,main_w4_handler0,3444954,18537563,False,,,,12634059,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34099284}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.8', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,0.001,1.0,false,[],32.0,,1361223.0,tabular,,,,,,,,,,,,,,,,,,,,,43206917,1519749312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 16:37:40.367509,21457,145.0
,,2018-02-27 16:14:58.527030,slurm_normal,1519748206.0,0,7680.0,1.0,9305785.0,fasta,main_w4_handler0,3444778,18537375,False,,,,12633834,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34099007}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.8', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,0.001,1.0,false,[],32.0,,9357207.0,fasta,,,,,,,,,,,,,,,,,,,,,43051392,1519748142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 16:16:49.940426,91803,64.0
,,2018-02-27 16:26:15.943377,slurm_normal,1519748870.0,0,7680.0,1.0,174451931.0,fasta,main_w3_handler0,3439004,18537498,False,,,,12633983,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,[],[],#000000,0.001,1.0,false,[],32.0,,,,,,,,,,,,,,,,,,,,,,,,43206917,1519748831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 16:27:53.821351,21457,39.0
,,2018-02-27 17:47:22.093072,slurm_normal,1519753686.0,0,7680.0,1.0,13988814.0,fasta,main_w3_handler1,3444974,18538229,False,,,,12634799,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34100429}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.8', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,0.001,1.0,false,[],32.0,,2091.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519753653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 17:48:10.559813,91803,33.0
,,2018-02-27 17:50:09.534954,slurm_normal,1519753846.0,0,7680.0,1.0,13988814.0,fasta,main_w3_handler1,3444974,18538239,False,,,,12634813,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,true,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34100429}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.95', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,5e-06,1.0,true,"[{'format': '%d', 'spacing': '5000000.0', 'label_offset': '10.0', 'show_tick_labels': 'true', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,2091.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519753821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 17:50:49.001809,91803,25.0
,,2018-02-27 19:41:36.714628,slurm_normal,1519760534.0,0,7680.0,1.0,13988815.0,fasta,main_w4_handler1,3445168,18539365,False,,,,12635773,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,true,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': 'flat=yes', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34102207}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.95', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,1e-06,1.0,false,"[{'format': '%d', 'spacing': '5000000.0', 'label_offset': '10.0', 'show_tick_labels': 'true', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,2141.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519760506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 19:42:16.523339,91803,28.0
,,2018-02-27 19:47:39.792554,slurm_normal,1519760890.0,0,7680.0,1.0,13988815.0,fasta,main_w3_handler1,3445181,18539414,False,,,,12635845,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,true,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34102313}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.95', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,1e-06,1.0,false,"[{'format': '%d', 'spacing': '5000000.0', 'label_offset': '10.0', 'show_tick_labels': 'true', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,2141.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519760865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 19:48:12.909738,91803,25.0
,,2018-02-27 20:10:35.731845,slurm_normal,1519762271.0,0,7680.0,1.0,13988815.0,fasta,main_w3_handler1,3445203,18539715,False,,,,12636124,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,true,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34102875}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.95', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,1e-06,1.0,true,"[{'format': '%d', 'spacing': '5000000.0', 'label_offset': '10.0', 'show_tick_labels': 'true', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,2141.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519762247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-27 20:11:13.398723,91803,24.0
,,2018-02-28 03:42:17.035020,slurm_normal,1519789369.0,0,7680.0,1.0,9124469.0,fasta,main_w3_handler0,3445201,18543396,False,,,,12639939,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,0.9,0.005,10.0,,,,,,[],[],#000000,0.001,1.0,false,[],32.0,,,,,,,,,,,,,,,,,,,,,,,,44039215,1519789349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-28 03:42:51.733370,122407,20.0
,,2018-02-28 22:37:13.047709,slurm_normal,1519857509.0,0,7680.0,1.0,13988815.0,fasta,main_w3_handler1,3447037,18556056,False,,,,12652624,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,true,0.9,0.005,10.0,,,,,,"[{'linktype': {'twist': '', 'ribbon': 'yes', '__current_case__': 0}, 'data_source': {'values': [{'src': 'hda', 'id': 34130331}]}, 'color': '#000000', 'sec_link_rule': {'rules': []}, 'thickness': '15.0', 'radius': '0.95', 'bezier_radius': '0.1', '__index__': 0, 'advanced': {'bezier_radius_purity': '0.75', 'perturbation': {'__current_case__': 1, 'perturb': 'no'}, 'crest': '0.5', 'zdepth': ''}}]",[],#000000,1e-06,1.0,true,"[{'format': '%d', 'spacing': '500.0', 'label_offset': '10.0', 'show_tick_labels': 'true', '__index__': 0, 'label_size': '20.0', 'size': '10.0'}]",32.0,,2135.0,tabular,,,,,,,,,,,,,,,,,,,,,43051392,1519857440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph/0.9-RC2,0.9-RC2,,2018-02-28 22:38:32.147784,91803,69.0
