chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB18,inputB18_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-28 20:32:11.818415,slurm_normal,1454013184.0,0,1.0,main_w1_handler0,2575846,11625892,False,,2164420,bed,2029413,2029413,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,5889868.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23019880,,"""23073005""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,27549256.0,1454013178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-01-28 20:33:16.549301,76977.0,6.0
,,2016-01-28 19:01:35.526762,slurm_normal,1454007716.0,0,1.0,main_w1_handler0,2554724,11625418,False,,13210,bed,1115019,1115019,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,5889385.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23061215,,"""22750097""",,"""False""","""False""","[""-wa"", ""-wb"", ""-loj""]","""False""","""False""","""""",32.0,,27169371.0,1454007712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-01-28 19:02:02.313064,,4.0
,,2016-01-28 20:31:54.718021,slurm_normal,1454013138.0,0,1.0,main_w2_handler1,2575846,11625889,False,,2164420,bed,2124915,2124915,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,5889861.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23019880,,"""23072127""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,27549256.0,1454013129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-01-28 20:32:25.683469,76977.0,9.0
,,2016-04-26 10:51:04.133061,slurm_normal,1461667882.0,0,1.0,main_w1_handler1,2681904,12622050,False,,4250128,bed,6651643,6651643,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f808150d016642d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2a642fba93623ed'}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",32.0,,29565737.0,1461667872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:51:24.132163,69385.0,10.0
,,2016-03-10 03:15:19.935178,slurm_normal,1457579779.0,0,1.0,main_w1_handler1,2557147,12091961,False,,0,bed,2452684,2452684,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6316454.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23772813,,"""23544348""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28903436.0,1457579774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 03:16:21.072779,76207.0,5.0
,,2016-04-26 10:35:07.369672,slurm_normal,1461666923.0,0,1.0,main_w1_handler1,2684642,12621975,False,,32492,bed,22219,22219,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1192cde636ac01c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53bc4e0658ecca6ff'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,28233161.0,1461666920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:35:25.826086,7462.0,3.0
,,2016-04-26 10:48:18.890246,slurm_normal,1461667720.0,0,1.0,main_w1_handler1,2683744,12622042,False,,6718141,bed,6057128,6057128,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824875.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574f73689624a3508'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfe4d006112988b1'}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",32.0,,29565737.0,1461667710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:48:41.362118,69385.0,10.0
,,2016-04-26 10:46:35.403206,slurm_normal,1461667645.0,0,1.0,main_w1_handler2,2644056,12622032,False,,793367,bed,124307,124307,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824864.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f9889968c9664a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52131304b227ed86f'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461667642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:47:27.630739,,3.0
,,2016-04-26 10:46:58.525648,slurm_normal,1461667646.0,0,1.0,main_w1_handler0,2644056,12622036,False,,793367,bed,784441,784441,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f9889968c9664a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5668aac3ffd939493'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461667642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:47:28.568678,,4.0
,,2016-04-26 11:31:46.556199,slurm_normal,1461670323.0,0,1.0,main_w1_handler2,2644056,12622295,False,,167474,bed,46205,46205,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6825421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534d6fc280bfcfb85'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5311b4f73a376c6c6'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461670320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 11:32:06.223821,,3.0
,,2016-04-26 11:30:41.015743,slurm_normal,1461670252.0,0,1.0,main_w1_handler1,2644056,12622290,False,,46205,bed,167474,167474,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6825397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5311b4f73a376c6c6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534d6fc280bfcfb85'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461670249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 11:30:54.901820,,3.0
,,2016-04-26 10:46:25.319621,slurm_normal,1461667621.0,0,1.0,main_w1_handler1,2644056,12622030,False,,793367,bed,167474,167474,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6824858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f9889968c9664a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534d6fc280bfcfb85'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461667618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 10:47:02.824642,,3.0
,,2016-04-26 11:32:44.412586,slurm_normal,1461670380.0,0,1.0,main_w1_handler2,2644056,12622298,False,,124307,bed,46205,46205,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6825437.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52131304b227ed86f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5311b4f73a376c6c6'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461670378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 11:33:03.069575,,2.0
,,2016-03-10 03:26:32.783889,slurm_normal,1457580449.0,0,1.0,main_w2_handler1,2557147,12091993,False,,2719516,bed,2452684,2452684,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6316541.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23772904,,"""23544348""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28903436.0,1457580440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 03:27:32.710474,76207.0,9.0
,,2016-03-10 03:35:18.444392,slurm_normal,1457580942.0,0,1.0,main_w1_handler1,2557147,12092011,False,,2719516,bed,2452684,2452684,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6316576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23772904,,"""23544348""",,"""False""","""False""","[""-wao""]","""False""","""False""","""""",32.0,,28903436.0,1457580934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 03:35:45.804309,76207.0,8.0
,,2016-04-26 14:00:28.914454,slurm_normal,1461679246.0,0,1.0,main_w2_handler0,2644056,12623457,False,,124307,bed,152882,152882,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6826874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52131304b227ed86f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea99258ee7fe4f4e'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461679243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 14:00:47.852818,,3.0
,,2016-04-26 15:19:16.774697,slurm_normal,1461684029.0,0,1.0,main_w2_handler0,2683800,12624429,False,,3756074,bed,4304,4304,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6827476.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b6a661f7aeaadbf'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ae862405d64b12e'}]","""false""","""false""","[""-wa"", ""-wb""]","""false""","""false""","""""",32.0,,29810299.0,1461683972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 15:20:32.339028,,57.0
,,2016-03-10 03:55:20.788507,slurm_normal,1457582146.0,0,1.0,main_w1_handler1,2557147,12092072,False,,4823601,bed,2452684,2452684,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6316657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23396626,,"""23544348""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28903436.0,1457582141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 03:55:51.147446,76207.0,5.0
,,2016-04-26 13:47:16.687424,slurm_normal,1461678453.0,0,1.0,main_w1_handler1,2644056,12623312,False,,167474,bed,152882,152882,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6826706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534d6fc280bfcfb85'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea99258ee7fe4f4e'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29163485.0,1461678450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 13:47:34.376926,,3.0
,,2016-03-10 09:13:22.105385,slurm_normal,1457601227.0,0,1.0,main_w2_handler0,2619360,12093463,False,,63840901,bed,5670,5670,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6317974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""True""",23644432,,"""23775219""",,"""False""","""False""","[""-wa"", ""-wb""]","""False""","""False""","""""",32.0,,28873977.0,1457601220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 09:13:50.621485,80073.0,7.0
,,2016-01-29 16:34:23.616176,slurm_normal,1454085367.0,0,1.0,main_w1_handler1,2533718,11632926,False,,2376980,bed,86,86,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,5896132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""""","""False""",23082883,,"""23082749""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,26704029.0,1454085341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-01-29 16:36:13.771040,,26.0
,,2016-03-10 09:15:23.347657,slurm_normal,1457601364.0,0,1.0,main_w2_handler1,2619360,12093471,False,,63840901,bed,9690,9690,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6317983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""True""",23644432,,"""23775235""",,"""False""","""False""","[""-wa"", ""-wb""]","""False""","""False""","""""",32.0,,28873977.0,1457601337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-10 09:16:11.561332,80073.0,27.0
,,2016-04-26 15:04:24.260463,slurm_normal,1461683089.0,0,1.0,main_w1_handler2,2668459,12624117,False,,36613,bed,39596,39596,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6827345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b8a86d2f8cc0326'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5339d306671cae70b'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29836680.0,1461683079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 15:04:52.131742,81977.0,10.0
,,2016-04-26 16:18:59.844801,slurm_normal,1461687560.0,0,1.0,main_w2_handler1,2682083,12625100,False,,8324849,bed,3111373,3111373,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6828441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56596b4da6b6c69ef'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d36877143c53cdc'}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",32.0,,29565737.0,1461687551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 16:19:25.609082,69385.0,9.0
,,2016-01-29 16:47:21.472172,slurm_normal,1454086069.0,0,1.0,main_w2_handler0,2533718,11633016,False,,2376980,bed,86,86,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,5896254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""""","""False""",23082883,,"""23082749""",,"""True""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,26704029.0,1454086061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-01-29 16:47:59.572706,,8.0
,,2016-04-26 15:19:44.413935,slurm_normal,1461684084.0,0,1.0,main_w2_handler0,2683800,12624430,False,,3756074,bed,13332,13332,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6827484.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b6a661f7aeaadbf'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d605960a3fcd71bf'}]","""false""","""false""","[""-wa"", ""-wb""]","""false""","""false""","""""",32.0,,29810299.0,1461684057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-04-26 15:21:26.227515,,27.0
