beds_0|input,beds_0|input1,beds_0|input1_filetype,beds_0|input_filetype,beds_10|input,beds_10|input1,beds_10|input1_filetype,beds_10|input_filetype,beds_11|input,beds_11|input1,beds_11|input1_filetype,beds_11|input_filetype,beds_12|input,beds_12|input1,beds_12|input1_filetype,beds_12|input_filetype,beds_13|input,beds_13|input1,beds_13|input1_filetype,beds_13|input_filetype,beds_14|input,beds_14|input1,beds_14|input1_filetype,beds_14|input_filetype,beds_15|input,beds_15|input1,beds_15|input1_filetype,beds_15|input_filetype,beds_16|input,beds_16|input1,beds_16|input1_filetype,beds_16|input_filetype,beds_17|input,beds_17|input1,beds_17|input1_filetype,beds_17|input_filetype,beds_1|input,beds_1|input1,beds_1|input1_filetype,beds_1|input_filetype,beds_2|input,beds_2|input1,beds_2|input1_filetype,beds_2|input_filetype,beds_3|input,beds_3|input1,beds_3|input1_filetype,beds_3|input_filetype,beds_4|input,beds_4|input1,beds_4|input1_filetype,beds_4|input_filetype,beds_5|input,beds_5|input1,beds_5|input1_filetype,beds_5|input_filetype,beds_6|input,beds_6|input1,beds_6|input1_filetype,beds_6|input_filetype,beds_7|input,beds_7|input1,beds_7|input1_filetype,beds_7|input_filetype,beds_8|input,beds_8|input1,beds_8|input1_filetype,beds_8|input_filetype,beds_9|input,beds_9|input1,beds_9|input1_filetype,beds_9|input_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs1_filetype,inputs2,inputs2_filetype,inputs3,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cluster,parameters.dbkey,parameters.filler,parameters.genome,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.beds,parameters.tag.inputs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|beds_0|input,tag|beds_0|input1,tag|beds_0|input1_filetype,tag|beds_0|input_filetype,tag|beds_1|input,tag|beds_1|input1,tag|beds_1|input1_filetype,tag|beds_1|input_filetype,tag|beds_2|input,tag|beds_2|input1,tag|beds_2|input1_filetype,tag|beds_2|input_filetype,tag|beds_3|input,tag|beds_3|input1,tag|beds_3|input1_filetype,tag|beds_3|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-29 20:58:11.169371,slurm_normal,1451422743.0,0,1.0,1514065,bed,main_w1_handler0,2550895,11346231,False,,1716736.0,1716736.0,,,,,,,,,,,,,,,,,,,bed,1716741.0,bed,1716746.0,bed,1716741.0,bed,,,,,,,,,,,bed,5619881.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",22681948,,"""True""",0,,"22683083,22683084,22683085,22683086",,tag,"""True""",32.0,,26301143,1451422733.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2015-12-29 20:59:08.262358,45336.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-29 20:55:16.004869,slurm_normal,1451422591.0,0,1.0,1514065,bed,main_w1_handler2,2550895,11346210,False,,1716736.0,1716736.0,,,,,,,,,,,,,,,,,,,bed,1716741.0,bed,1716746.0,bed,1716741.0,bed,,,,,,,,,,,bed,5619865.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",22681948,,"""False""",0,,"22683083,22683084,22683085,22683086",,tag,"""True""",32.0,,26301143,1451422582.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2015-12-29 20:56:34.646944,45336.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-29 20:58:14.388155,slurm_normal,1451422746.0,0,1.0,1725528,bed,main_w1_handler1,2550895,11346232,False,,1716736.0,1716736.0,,,,,,,,,,,,,,,,,,,bed,1716741.0,bed,1716746.0,bed,1716741.0,bed,,,,,,,,,,,bed,5619882.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",22681949,,"""True""",0,,"22683083,22683084,22683085,22683086",,tag,"""True""",32.0,,26301143,1451422736.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2015-12-29 20:59:09.838953,45336.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-04 16:43:11.191547,slurm_normal,1454604226.0,0,1.0,743785,bed,main_w2_handler0,2575618,11711542,False,,743785.0,743785.0,,,,,,,,,,,,,,,,,,,bed,157957.0,bed,,,,,,,,,,,,,,,bed,5969388.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10Patch1.len""","""False""","""mm10Patch1""","""N/A""",23186724,,"""False""",0,,"23186724,23187305",,tag,"""True""",32.0,,27680456,1454604220.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-04 16:43:49.102662,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04 01:21:32.113332,slurm_normal,1451870533.0,0,1.0,781816,bed,main_w2_handler1,2537172,11368182,False,,2162061.0,2162061.0,,,,,,,,,,,,,,,,,,,bed,13832637.0,bed,,,,,,,,,,,,,,,bed,5640664.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""False""","""mm10""","""N/A""",22725055,,"""False""",0,,"22677262,22713409",,tag,"""True""",32.0,,26782685,1451870523.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-04 01:22:15.908061,75260.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04 19:59:18.283448,slurm_normal,1451937619.0,0,1.0,144684,tabular,main_w1_handler1,2554990,11373604,False,,954.0,954.0,2545.0,bed,2884.0,bed,,,,,,,,,,,,,,,bed,893.0,bed,942.0,bed,1097.0,bed,1174.0,bed,942.0,bed,866.0,bed,1073.0,bed,896.0,bed,bed,5646023.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",22733392,,"""False""",0,,"22733282,22733283,22733286,22733287,22733288,22733289,22733290,22733291,22733292,22733293,22733294",,tag,"""True""",32.0,,27172562,1451937592.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-04 20:00:27.462355,68909.0,27.0
54.0,54.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,55.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-05 09:09:52.726689,slurm_normal,1451985049.0,0,1.0,55,bed,main_w1_handler2,2555492,11376523,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648823.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",22738067,,"""False""",1,"[{'__index__': 0, 'custom_name': '', 'input': '22738066'}, {'__index__': 1, 'custom_name': '', 'input': '22738067'}]",,,custom,"""True""",32.0,,26790390,1451985045.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-05 09:10:53.605267,74925.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-12 14:15:29.782964,slurm_normal,1452608254.0,0,1.0,155,interval,main_w1_handler2,2563163,11476287,False,,33.0,33.0,100.0,bed,337.0,bed,201.0,bed,,,,,,,,,,,,,bed,134.0,bed,307.0,bed,99.0,bed,1338.0,bed,168.0,bed,205.0,bed,67.0,bed,303.0,bed,bed,5739887.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",22863287,,"""False""",0,,"22863338,22863339,22863340,22863341,22863342,22863343,22863344,22863345,22863346,22863347,22863348,22863349",,tag,"""False""",32.0,,27346088,1452608250.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-12 14:17:37.752227,68909.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-11 20:47:35.697468,slurm_normal,1452545408.0,0,1.0,1614,interval,main_w2_handler1,2562417,11464539,False,,133.0,133.0,1543.0,bed,2472.0,bed,2160.0,bed,,,,,,,,,,,,,bed,1707.0,bed,3205.0,bed,1090.0,bed,8282.0,bed,2222.0,bed,1235.0,bed,1299.0,bed,3648.0,bed,bed,5730259.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",22849403,,"""False""",0,,"22849420,22849422,22849425,22849426,22849427,22849428,22849429,22849430,22849431,22849432,22849433,22849434",,tag,"""False""",32.0,,27346088,1452545385.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-11 20:50:13.559837,68909.0,23.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-11 17:17:50.022415,slurm_normal,1457716707.0,0,1.0,2905488,bed,main_w1_handler1,2626168,12108611,False,,5088588.0,5088588.0,,,,,,,,,,,,,,,,,,,bed,2905488.0,bed,,,,,,,,,,,,,,,bed,6332325.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23796872,,"""False""",0,,"23796870,23796872",,tag,"""True""",32.0,,28882319,1457716698.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-03-11 17:18:32.022384,80125.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-13 15:55:56.787830,slurm_normal,1452700592.0,0,1.0,63277,bed,main_w1_handler2,2061238,11492233,False,,63277.0,63277.0,,,,,,,,,,,,,,,,,,,bed,815166.0,bed,725945.0,bed,,,,,,,,,,,,,bed,5758175.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""True""","""mm9""","""N/A""",22883825,,"""False""",0,,"22883825,22883826,22883829",,tag,"""True""",32.0,,27199439,1452700582.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-13 15:56:37.178104,52265.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-15 17:02:06.704692,slurm_normal,1452877439.0,0,1.0,584,tabular,main_w2_handler0,2567180,11518996,False,,341853.0,341853.0,,,,,,,,,,,,,,,,,,,bed,253195.0,bed,167010.0,bed,554169.0,bed,153157.0,bed,450154.0,bed,217327.0,bed,,,,,bed,5783648.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",22920544,,"""False""",0,,"22920370,22920373,22920375,22920377,22920379,22920381,22920382",,tag,"""False""",32.0,,26962990,1452877410.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-15 17:04:03.323930,6515.0,29.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-15 17:24:04.210329,slurm_normal,1452878676.0,0,1.0,584,tabular,main_w1_handler2,2567180,11519121,False,,51229.0,51229.0,,,,,,,,,,,,,,,,,,,bed,54249.0,bed,13710.0,bed,81684.0,bed,6212.0,bed,113703.0,bed,15251.0,bed,,,,,bed,5783927.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",22920544,,"""False""",0,,"22920798,22920799,22920800,22920801,22920802,22920803,22920804",,tag,"""False""",32.0,,26962990,1452878662.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-01-15 17:24:46.313674,6515.0,14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-11 19:56:08.633907,slurm_normal,1457726215.0,0,1.0,2905488,bed,main_w1_handler2,2626137,12110056,False,,4740796.0,4740796.0,,,,,,,,,,,,,,,,,,,bed,2905488.0,bed,,,,,,,,,,,,,,,bed,6333675.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23802379,,"""False""",0,,"23802375,23802379",,tag,"""False""",32.0,,28882311,1457726198.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-03-11 19:56:57.054283,80124.0,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-11 19:57:38.928256,slurm_normal,1457726306.0,0,1.0,4740796,bed,main_w1_handler2,2626137,12110066,False,,4740796.0,4740796.0,,,,,,,,,,,,,,,,,,,bed,2905488.0,bed,,,,,,,,,,,,,,,bed,6333683.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23802375,,"""False""",0,,"23802375,23802379",,tag,"""False""",32.0,,28882311,1457726297.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-03-11 19:58:28.342399,80124.0,9.0
