bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,conditions1,conditions1_filetype,conditions2,conditions2_filetype,conditions3,conditions3_filetype,conditions4,conditions4_filetype,conditions5,conditions5_filetype,conditions6,conditions6_filetype,conditions_0|samples,conditions_0|samples1,conditions_0|samples10,conditions_0|samples10_filetype,conditions_0|samples11,conditions_0|samples11_filetype,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples6,conditions_0|samples6_filetype,conditions_0|samples7,conditions_0|samples7_filetype,conditions_0|samples8,conditions_0|samples8_filetype,conditions_0|samples9,conditions_0|samples9_filetype,conditions_0|samples_filetype,conditions_10|samples,conditions_10|samples1,conditions_10|samples1_filetype,conditions_10|samples2,conditions_10|samples2_filetype,conditions_10|samples3,conditions_10|samples3_filetype,conditions_10|samples_filetype,conditions_11|samples,conditions_11|samples1,conditions_11|samples1_filetype,conditions_11|samples2,conditions_11|samples2_filetype,conditions_11|samples3,conditions_11|samples3_filetype,conditions_11|samples_filetype,conditions_12|samples,conditions_12|samples1,conditions_12|samples1_filetype,conditions_12|samples2,conditions_12|samples2_filetype,conditions_12|samples3,conditions_12|samples3_filetype,conditions_12|samples4,conditions_12|samples4_filetype,conditions_12|samples_filetype,conditions_13|samples,conditions_13|samples1,conditions_13|samples1_filetype,conditions_13|samples2,conditions_13|samples2_filetype,conditions_13|samples3,conditions_13|samples3_filetype,conditions_13|samples_filetype,conditions_14|samples,conditions_14|samples1,conditions_14|samples1_filetype,conditions_14|samples2,conditions_14|samples2_filetype,conditions_14|samples3,conditions_14|samples3_filetype,conditions_14|samples_filetype,conditions_15|samples,conditions_15|samples1,conditions_15|samples1_filetype,conditions_15|samples2,conditions_15|samples2_filetype,conditions_15|samples_filetype,conditions_16|samples,conditions_16|samples1,conditions_16|samples1_filetype,conditions_16|samples2,conditions_16|samples2_filetype,conditions_16|samples3,conditions_16|samples3_filetype,conditions_16|samples_filetype,conditions_17|samples,conditions_17|samples1,conditions_17|samples1_filetype,conditions_17|samples2,conditions_17|samples2_filetype,conditions_17|samples3,conditions_17|samples3_filetype,conditions_17|samples_filetype,conditions_18|samples,conditions_18|samples1,conditions_18|samples1_filetype,conditions_18|samples2,conditions_18|samples2_filetype,conditions_18|samples3,conditions_18|samples3_filetype,conditions_18|samples_filetype,conditions_19|samples,conditions_19|samples1,conditions_19|samples1_filetype,conditions_19|samples2,conditions_19|samples2_filetype,conditions_19|samples3,conditions_19|samples3_filetype,conditions_19|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples10,conditions_1|samples10_filetype,conditions_1|samples11,conditions_1|samples11_filetype,conditions_1|samples12,conditions_1|samples12_filetype,conditions_1|samples13,conditions_1|samples13_filetype,conditions_1|samples14,conditions_1|samples14_filetype,conditions_1|samples15,conditions_1|samples15_filetype,conditions_1|samples16,conditions_1|samples16_filetype,conditions_1|samples17,conditions_1|samples17_filetype,conditions_1|samples18,conditions_1|samples18_filetype,conditions_1|samples19,conditions_1|samples19_filetype,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples20,conditions_1|samples20_filetype,conditions_1|samples21,conditions_1|samples21_filetype,conditions_1|samples22,conditions_1|samples22_filetype,conditions_1|samples23,conditions_1|samples23_filetype,conditions_1|samples24,conditions_1|samples24_filetype,conditions_1|samples25,conditions_1|samples25_filetype,conditions_1|samples26,conditions_1|samples26_filetype,conditions_1|samples27,conditions_1|samples27_filetype,conditions_1|samples28,conditions_1|samples28_filetype,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples6,conditions_1|samples6_filetype,conditions_1|samples7,conditions_1|samples7_filetype,conditions_1|samples8,conditions_1|samples8_filetype,conditions_1|samples9,conditions_1|samples9_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples6,conditions_2|samples6_filetype,conditions_2|samples7,conditions_2|samples7_filetype,conditions_2|samples8,conditions_2|samples8_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples4,conditions_3|samples4_filetype,conditions_3|samples5,conditions_3|samples5_filetype,conditions_3|samples6,conditions_3|samples6_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples6,conditions_4|samples6_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples4,conditions_5|samples4_filetype,conditions_5|samples5,conditions_5|samples5_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples3,conditions_8|samples3_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples3,conditions_9|samples3_filetype,conditions_9|samples_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples4,in_type|conditions_1|samples4_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples2,in_type|conditions_2|samples2_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples2,in_type|conditions_3|samples2_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples2,in_type|conditions_4|samples2_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples2,in_type|conditions_5|samples2_filetype,in_type|conditions_5|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.hits_norm,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_reps_for_js_test,parameters.advanced_settings.num_frag_assign_draws,parameters.advanced_settings.num_frag_count_draws,parameters.advanced_settings.sAdvanced,parameters.advanced_settings.time_series,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index.__class__,parameters.bias_correction.seq_source.index.value,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.conditions_0|samples,parameters.conditions_10|samples,parameters.conditions_11|samples,parameters.conditions_12|samples,parameters.conditions_13|samples,parameters.conditions_14|samples,parameters.conditions_15|samples,parameters.conditions_16|samples,parameters.conditions_17|samples,parameters.conditions_18|samples,parameters.conditions_19|samples,parameters.conditions_1|samples,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.conditions_4|samples,parameters.conditions_5|samples,parameters.conditions_6|samples,parameters.conditions_7|samples,parameters.conditions_8|samples,parameters.conditions_9|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.gtf_input.values,parameters.gtf_input|__identifier__,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.in_type|conditions_0|samples,parameters.in_type|conditions_1|samples,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,2327958236.0,2327958236.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353971767.0,2353971767.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-16 16:00:35.295648,slurm_multi_dynamic_walltime,1442432697.0,0,,6.0,118028435,gtf,main_w2_handler2,2423225,10335629,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4619958,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,bosTau6,,,cached,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""",,,,,,,,,,,,,,,,,,,,,"""bosTau6""","""blind""","""0.05""","""False""",21134476,,,0,"[{'__index__': 0, 'name': 'H population', 'samples': '21086264'}, {'__index__': 1, 'name': '50CSH population', 'samples': '21086285'}]",BAM,,,"""No""","""No""","""""","""classic-fpkm""","""10""","""True""","""False""",32.0,,,,25179732.0,1442426223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-16 19:45:07.177563,67320,6474.0
,,,,,,,,,,,,,,,,321704531.0,321704531.0,,,,,bam,197665489.0,bam,321522250.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375400269.0,375400269.0,,,,,,,,,,,,,,,,,,,,,bam,144780619.0,,,,,,,,,,,,,,,,,,,bam,376877547.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-06 23:42:32.435309,slurm_multi_dynamic_walltime,1436227154.0,0,,6.0,38477760,gtf,main_w2_handler2,2343909,9799435,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100702,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""__collection_reduce__|3244""",,,,,,,,,,,"""__collection_reduce__|3252""",,,,,,,,,"""rn5""","""blind""","""0.05""","""True""",20015224,,,0,"[{'__index__': 0, 'name': 'Wnt_D3', 'samples': '20015095,20015096,20015098'}, {'__index__': 1, 'name': 'Wnt_1on1off_D3', 'samples': '20015140,20015141,20015142'}]",BAM,,,"""Yes""","""No""","""--no-length-correction""","""classic-fpkm""","""10""","""False""","""False""",32.0,,,,23304164.0,1436226188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-06 23:59:28.270977,64189,966.0
,,,,,,,,,,,,,,,,372155150.0,372155150.0,,,,,bam,907863735.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195049653.0,195049653.0,,,,,,,,,,,,,,,,,,,,,bam,475429918.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,505292326.0,505292326.0,bam,1225742097.0,bam,,,,,,,,,,,,,bam,362177758.0,362177758.0,bam,862986692.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-06 21:36:25.048324,slurm_multi_dynamic_walltime,1436227538.0,0,,6.0,79251847,gtf,main_w2_handler2,2246042,9798937,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100156,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,0,Yes,0.0,mm10,,,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,,,,,,,,,,,,,,,"""mm10""","""pooled""","""0.05""","""False""",20241713,,,0,"[{'__index__': 0, 'name': 'MyD88_UI', 'samples': '20224668,20224688'}, {'__index__': 1, 'name': 'MyD88_Nc', 'samples': '20224723,20224738'}, {'__index__': 2, 'name': 'MyD88_TgROP16', 'samples': '20224747,20224767'}, {'__index__': 3, 'name': 'MyD88_TgRH', 'samples': '20224774,20224782'}]",BAM,,,"""No""","""Yes""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,23970651.0,1436218633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-07 00:05:53.222903,38345,8905.0
,,,,,,,,,,,,,,,,321704531.0,321704531.0,,,,,bam,197665489.0,bam,321522250.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375400269.0,375400269.0,,,,,,,,,,,,,,,,,,,,,bam,144780619.0,,,,,,,,,,,,,,,,,,,bam,376877547.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-07 00:23:35.110809,slurm_multi_dynamic_walltime,1436229489.0,0,,6.0,38477760,gtf,main_w2_handler2,2343909,9799520,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100799,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""__collection_reduce__|3244""",,,,,,,,,,,"""__collection_reduce__|3252""",,,,,,,,,"""rn5""","""blind""","""0.05""","""True""",20015224,,,0,"[{'__index__': 0, 'name': 'Wnt_3D', 'samples': '20015095,20015096,20015098'}, {'__index__': 1, 'name': 'Wnt_1on2off_D3', 'samples': '20015140,20015141,20015142'}]",BAM,,,"""No""","""No""","""--no-length-correction""","""geometric""","""10""","""False""","""False""",32.0,,,,23304164.0,1436228643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-07 00:38:21.182281,64189,846.0
,,,,,,,,,,,,,,,,5498867.0,5498867.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796148.0,5796148.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-17 14:31:57.467707,slurm_multi_dynamic_walltime,1434551763.0,0,,6.0,0,gtf,main_w2_handler2,2346355,9674132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3983889,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20040758,,,0,"[{'__index__': 0, 'name': 'tumor', 'samples': '20040710'}, {'__index__': 1, 'name': 'normal', 'samples': '20040736'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23677137.0,1434551759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-17 14:36:13.794476,57312,4.0
,,,,,,,,,,,,,,,,110564514.0,110564514.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101901232.0,101901232.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-07 00:16:51.971591,slurm_multi_dynamic_walltime,1436229034.0,0,,6.0,145612404,gtf,main_w2_handler2,2365401,9799513,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100793,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,,,,,,,,,,,,,,,"""mm10""","""pooled""","""0.05""","""False""",20242855,,,0,"[{'__index__': 0, 'name': 'Sample 12', 'samples': '20233412'}, {'__index__': 1, 'name': 'Sample 15', 'samples': '20233427'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23988344.0,1436228250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-07 00:30:44.811693,65601,784.0
,,,,,,,,,,,,,,,,5498867.0,5498867.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796148.0,5796148.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-17 14:57:48.829230,slurm_multi_dynamic_walltime,1434553653.0,0,,6.0,11464492,gtf,main_w2_handler2,2346388,9674510,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984212,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20041286,,,0,"[{'__index__': 0, 'name': 'tumor', 'samples': '20041149'}, {'__index__': 1, 'name': 'normal', 'samples': '20041177'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23653126.0,1434553505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-17 15:07:41.104436,63551,148.0
,,,,,,,,,,,,,,,,4933466321.0,4933466321.0,,,,,bam,4960196671.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419058902.0,5419058902.0,,,,,,,,,,,,,,,,,,,,,bam,5493411213.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-06 22:26:01.123755,slurm_multi_dynamic_walltime,1436229938.0,0,,6.0,300380675,gtf,main_w2_handler2,1937125,9799086,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100338,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,,,,,,,,,,,,,,,,,"""hg38""","""pooled""","""0.05""","""False""",20242155,,,0,"[{'__index__': 0, 'name': 'HCC4006', 'samples': '20155965,20156079'}, {'__index__': 1, 'name': 'CD44', 'samples': '20155853,20155901'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23616099.0,1436221603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-07 00:45:49.777142,49961,8335.0
,,,,,,,,,,,,,,,,5498867.0,5498867.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796148.0,5796148.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-17 14:58:16.641359,slurm_multi_dynamic_walltime,1434553812.0,0,,6.0,11464492,gtf,main_w2_handler2,2346355,9674512,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984226,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20041291,,,0,"[{'__index__': 0, 'name': 'TUMOR', 'samples': '20041189'}, {'__index__': 1, 'name': 'NORMAL', 'samples': '20041210'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23677137.0,1434553664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-17 15:10:25.550706,57312,148.0
,,,,,,,,,,,,,,,,4156392194.0,4156392194.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595491816.0,4595491816.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-17 13:36:24.623590,slurm_multi_dynamic_walltime,1434559301.0,0,,6.0,175790985,gtf,main_w2_handler2,2238543,9673274,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982954,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,hg38,,,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,,,,,,,,,,,,,,,,,"""hg38""","""pooled""","""0.05""","""True""",20025287,,,0,"[{'__index__': 0, 'name': 'c', 'samples': '19821023'}, {'__index__': 1, 'name': 'KD', 'samples': '19821040'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,23155032.0,1434548220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-17 16:42:02.258519,60845,11081.0
,,,,,,,,,,,,,,,,4964547548.0,4964547548.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4286177540.0,4286177540.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-17 13:25:30.447975,slurm_multi_dynamic_walltime,1434559979.0,0,,6.0,180133209,gtf,main_w2_handler2,2299825,9673174,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982837,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,hg38,,,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,,,,,,,,,,,,,,,,,"""hg38""","""pooled""","""0.05""","""True""",20026926,,,0,"[{'__index__': 0, 'name': 'C', 'samples': '19818858'}, {'__index__': 1, 'name': 'KD', 'samples': '19818866'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,23177553.0,1434547561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-17 16:53:14.508600,63307,12418.0
