chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-25 11:06:49.700569,slurm_normal,1480072828.0,0,1.0,main_w3_handler0,2869718,14429693,False,,6848972,bed,1199030695,bed,8631316.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407448}]","""1e-09""","""-A""","""""",32.0,,33452524,1480072783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:20:30.622527,12752.0,45.0
,,2016-11-25 11:06:48.693630,slurm_normal,1480072885.0,0,1.0,main_w4_handler1,2869718,14429691,False,,6848972,bed,449629921,bed,8631331.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407446}]","""1e-09""","""-A""","""""",32.0,,33452524,1480072855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:21:27.741387,12752.0,30.0
,,2016-11-25 11:06:55.236197,slurm_normal,1480072994.0,0,1.0,main_w3_handler0,2869718,14429703,False,,6848972,bed,146912803,bed,8631355.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407471}]","""1e-09""","""-A""","""""",32.0,,33452524,1480072984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:23:15.867829,12752.0,10.0
,,2016-11-25 11:06:55.703894,slurm_normal,1480073394.0,0,1.0,main_w3_handler0,2869718,14429704,False,,6848972,bed,678143304,bed,8631408.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407473}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:29:56.058625,12752.0,32.0
,,2016-11-25 11:06:50.597003,slurm_normal,1480072886.0,0,1.0,main_w3_handler1,2869718,14429694,False,,6848972,bed,399143086,bed,8631330.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407449}]","""1e-09""","""-A""","""""",32.0,,33452524,1480072855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:21:28.931196,12752.0,31.0
,,2016-11-25 11:06:57.132380,slurm_normal,1480073464.0,0,1.0,main_w4_handler0,2869718,14429707,False,,6848972,bed,191876087,bed,8631413.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407478}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:31:07.941734,12752.0,12.0
,,2016-11-25 11:32:56.515194,slurm_normal,1480073600.0,0,1.0,main_w4_handler0,2869718,14429934,False,,113500823,bed,6848972,bed,8631429.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407437}]","[{'src': 'hda', 'id': 27407314}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:33:22.795311,12752.0,22.0
,,2016-11-25 11:06:47.713897,slurm_normal,1480073292.0,0,1.0,main_w4_handler0,2869718,14429689,False,,6848972,bed,166968651,bed,8631397.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407441}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:28:13.167446,12752.0,22.0
,,2016-11-25 11:06:57.527586,slurm_normal,1480073344.0,0,1.0,main_w4_handler0,2869718,14429708,False,,6848972,bed,137993017,bed,8631404.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407479}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:29:14.368383,12752.0,15.0
,,2016-11-25 11:06:57.886409,slurm_normal,1480073475.0,0,1.0,main_w3_handler1,2869718,14429709,False,,6848972,bed,27432938,bed,8631417.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407636}]","""1e-09""","""-A""","""""",32.0,,33452524,1480073468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:31:17.205476,12752.0,7.0
,,2016-11-25 12:50:02.912190,slurm_normal,1480078246.0,0,1.0,main_w4_handler0,2869718,14430560,False,,6848972,bed,1090771857,bed,8631923.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408720}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:50:48.730995,12752.0,39.0
,,2016-11-25 12:50:04.822258,slurm_normal,1480078298.0,0,1.0,main_w4_handler0,2869718,14430564,False,,6848972,bed,1095294496,bed,8631930.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408724}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:51:38.710474,12752.0,45.0
,,2016-11-25 12:50:02.162455,slurm_normal,1480078350.0,0,1.0,main_w3_handler1,2869718,14430559,False,,6848972,bed,1091011879,bed,8631935.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408719}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:52:32.221654,12752.0,33.0
,,2016-11-25 12:50:03.348469,slurm_normal,1480078500.0,0,1.0,main_w3_handler1,2869718,14430561,False,,6848972,bed,1090933044,bed,8631969.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408721}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:55:02.736217,12752.0,40.0
,,2016-11-25 12:50:03.787767,slurm_normal,1480078260.0,0,1.0,main_w4_handler0,2869718,14430562,False,,6848972,bed,1078832269,bed,8631925.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408722}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:51:03.704137,12752.0,50.0
,,2016-11-25 12:50:01.440788,slurm_normal,1480078259.0,0,1.0,main_w3_handler1,2869718,14430558,False,,6848972,bed,1068695386,bed,8631924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408718}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:51:00.449434,12752.0,52.0
,,2016-11-25 12:50:04.266398,slurm_normal,1480078445.0,0,1.0,main_w4_handler1,2869718,14430563,False,,6848972,bed,1090876904,bed,8631957.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408723}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:54:07.551698,12752.0,44.0
,,2016-11-25 12:50:05.488218,slurm_normal,1480078565.0,0,1.0,main_w4_handler0,2869718,14430565,False,,6848972,bed,1091503499,bed,8631982.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408725}]","""1e-09""","""-A""","""""",32.0,,33452524,1480078529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:56:07.386915,12752.0,36.0
,,2016-11-29 10:34:07.096802,slurm_normal,1480415655.0,0,1.0,main_w4_handler0,2845112,14443037,False,,344188,bed,2279554,bed,8640423.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27429574}]","[{'src': 'hda', 'id': 27406999}]","""1e-09""","""-A""","""""",32.0,,33464717,1480415651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-29 10:34:17.675584,91606.0,4.0
,,2016-11-29 10:44:00.374685,slurm_normal,1480416476.0,0,1.0,main_w3_handler1,2845112,14443090,False,,344188,bed,2279554,bed,8640479.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27429574}]","[{'src': 'hda', 'id': 27406999}]","""1e-09""","""""","""""",32.0,,33464717,1480416467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-29 10:50:14.345098,91606.0,9.0
,,2016-11-29 11:26:36.104941,slurm_normal,1480418810.0,0,1.0,main_w4_handler0,2818933,14443550,False,,12490,bed,16261,bed,8640831.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27430261}]","[{'src': 'hda', 'id': 27430263}]","""1e-09""","""""","""""",32.0,,32934458,1480418800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-29 11:26:51.287240,,10.0
,,2016-11-29 13:23:43.518727,slurm_normal,1480427075.0,0,1.0,main_w4_handler0,2910944,14445041,False,,344188,bed,2327544,bed,8641977.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27432124}]","[{'src': 'hda', 'id': 27430585}]","""1e-09""","""""","""""",32.0,,33464717,1480426593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-29 13:46:30.260886,91606.0,482.0
,,2016-12-02 11:39:07.615562,slurm_normal,1480678756.0,0,1.0,main_w4_handler1,2818933,14471807,False,,16261,bed,15361,bed,8665072.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27366470}]","[{'src': 'hda', 'id': 27472007}]","""1e-09""","""""","""""",32.0,,32934458,1480678752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-02 11:39:17.977019,,4.0
,,2016-12-02 05:26:28.829463,slurm_normal,1480656400.0,0,1.0,main_w4_handler1,1779156,14469504,False,,6430952,bed,5113981,bed,8663099.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27073039}]","[{'src': 'hda', 'id': 27468865}]","""1e-09""","""-A""","""""",32.0,,33615604,1480656394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-02 05:26:42.411069,13223.0,6.0
,,2016-12-02 05:33:15.954874,slurm_normal,1480656805.0,0,1.0,main_w4_handler0,1779156,14469540,False,,5113981,bed,6430952,bed,8663127.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27468865}]","[{'src': 'hda', 'id': 27073039}]","""1e-09""","""-A""","""""",32.0,,33615604,1480656798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-02 05:33:26.858150,13223.0,7.0
,,2017-01-18 17:34:22.113337,slurm_normal,1484760869.0,0,1.0,main_w3_handler1,2391817,14802655,False,,16996,bed,18786,bed,8965945.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27973939}]","[{'src': 'hda', 'id': 27981413}]","""1e-09""","""""","""""",32.0,,33960058,1484760865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-01-18 17:34:31.630507,66993.0,4.0
,,2017-01-18 17:26:11.905691,slurm_normal,1484760382.0,0,1.0,main_w4_handler1,2391817,14802596,False,,25345,bed,18786,bed,8965881.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978948}]","[{'src': 'hda', 'id': 27981413}]","""1e-09""","""""","""""",32.0,,33960058,1484760377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-01-18 17:26:26.032701,66993.0,5.0
,,2017-02-22 08:26:19.909695,slurm_normal,1487751987.0,0,1.0,main_w4_handler1,3005160,15103435,False,,21804,bed,14280,bed,9258521.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28456569}]","[{'src': 'hda', 'id': 28456570}]","""1e-09""","""-A""","""""",32.0,,36213949,1487751982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-02-22 08:26:29.464452,30225.0,5.0
,,2016-12-05 15:32:38.313200,slurm_normal,1480951977.0,0,1.0,main_w3_handler1,2919037,14493386,False,,33050,bed,10569,bed,8681085.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27507377}]","[{'src': 'hda', 'id': 27507378}]","""1.0""","""-A""","""""",32.0,,34068154,1480951965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-05 15:33:07.466976,63217.0,12.0
,,2016-12-08 15:38:51.253150,slurm_normal,1481211555.0,0,1.0,main_w3_handler1,2919037,14517512,False,,50233,bed,23894,bed,8700196.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27542611}]","[{'src': 'hda', 'id': 27542502}]","""1e-09""","""-A""","""""",32.0,,34068154,1481211550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-08 15:39:17.547955,63217.0,5.0
,,2017-03-22 15:54:03.503292,slurm_normal,1490198681.0,0,1.0,main_w4_handler0,2788464,15367584,False,,75798,bed,18786,bed,9506304.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28881084}]","[{'src': 'hda', 'id': 28618355}]","""0.01""","""-A""","""""",32.0,,36330861,1490198643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 16:04:48.626640,66832.0,38.0
,,2017-03-22 15:27:15.755144,slurm_normal,1490196449.0,0,1.0,main_w4_handler1,2788464,15367325,False,,453413,bed,18786,bed,9505982.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28880592}]","[{'src': 'hda', 'id': 28618355}]","""0.01""","""-A""","""""",32.0,,36330861,1490196442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 15:27:39.620086,66832.0,7.0
,,2016-12-08 22:37:50.503838,slurm_normal,1481236688.0,0,1.0,main_w4_handler1,2808912,14522992,False,,37490,bed,37413,bed,8705618.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27550314}]","[{'src': 'hda', 'id': 27549167}]","""1e-09""","""""","""""",32.0,,34734393,1481236684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-08 22:38:09.931713,89381.0,4.0
,,2016-12-08 22:26:44.522703,slurm_normal,1481236030.0,0,1.0,main_w3_handler0,2808912,14522851,False,,29858,bed,37413,bed,8705489.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27549168}]","[{'src': 'hda', 'id': 27549167}]","""1e-09""","""""","""""",32.0,,34734393,1481236008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-08 22:27:11.820336,89381.0,22.0
,,2017-03-13 19:39:55.798154,slurm_normal,1489434136.0,0,1.0,main_w4_handler0,3018561,15284883,False,,259675,bed,122800105,bed,9428855.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28741289}]","[{'src': 'hda', 'id': 28719529}]","""1e-09""","""-A""","""""",32.0,,35369360,1489434123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-13 19:43:02.305253,98128.0,13.0
,,2017-03-22 15:35:18.935910,slurm_normal,1490196957.0,0,1.0,main_w4_handler1,2788464,15367428,False,,227976,bed,18786,bed,9506090.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28880924}]","[{'src': 'hda', 'id': 28618355}]","""0.01""","""-A""","""""",32.0,,36330861,1490196937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 15:35:59.959137,66832.0,20.0
,,2017-03-22 15:54:05.522821,slurm_normal,1490198870.0,0,1.0,main_w3_handler0,2788464,15367585,False,,74311,bed,18786,bed,9506318.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28881088}]","[{'src': 'hda', 'id': 28618355}]","""0.01""","""-A""","""""",32.0,,36330861,1490198822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 16:07:52.293463,66832.0,48.0
,,2017-03-22 18:19:31.070090,slurm_normal,1490206784.0,0,1.0,main_w4_handler0,2788464,15369029,False,,4886919,bed,11119009,bed,9507555.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28881087}]","[{'src': 'hda', 'id': 28880416}]","""1e-09""","""""","""""",32.0,,36330861,1490206775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:19:49.025730,66832.0,9.0
,,2017-03-22 18:19:46.805263,slurm_normal,1490207082.0,0,1.0,main_w3_handler0,2788464,15369031,False,,4907934,bed,4248630,bed,9507557.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883072}]","[{'src': 'hda', 'id': 28880422}]","""1e-09""","""""","""""",32.0,,36330861,1490206797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:24:48.840524,66832.0,285.0
,,2017-03-22 18:36:27.813522,slurm_normal,1490207969.0,0,1.0,main_w4_handler1,2788464,15369189,False,,4886919,bed,11119009,bed,9507684.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28881087}]","[{'src': 'hda', 'id': 28880416}]","""1e-09""","""-A""","""""",32.0,,36330861,1490207927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:39:38.822484,66832.0,42.0
,,2017-03-22 18:20:45.263367,slurm_normal,1490207377.0,0,1.0,main_w3_handler1,2788464,15369059,False,,4847028,bed,3820764,bed,9507595.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883074}]","[{'src': 'hda', 'id': 28880420}]","""1e-09""","""""","""""",32.0,,36330861,1490207108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:29:41.289819,66832.0,269.0
,,2017-03-22 18:36:52.437125,slurm_normal,1490208019.0,0,1.0,main_w3_handler0,2788464,15369191,False,,4416980,bed,4248630,bed,9507705.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883273}]","[{'src': 'hda', 'id': 28880422}]","""1e-09""","""-A""","""""",32.0,,36330861,1490208006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:40:21.706642,66832.0,13.0
,,2017-03-22 18:40:02.658962,slurm_normal,1490208035.0,0,1.0,main_w3_handler0,2788464,15369210,False,,3968167,bed,3820764,bed,9507710.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883275}]","[{'src': 'hda', 'id': 28880420}]","""1e-09""","""-A""","""""",32.0,,36330861,1490208025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:40:39.000506,66832.0,10.0
,,2017-03-22 18:44:48.830295,slurm_normal,1490208537.0,0,1.0,main_w4_handler0,2788464,15369252,False,,3627231,bed,8238224,bed,9507755.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883296}]","[{'src': 'hda', 'id': 28880417}]","""1e-09""","""-A""","""""",32.0,,36330861,1490208301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:49:25.407743,66832.0,236.0
,,2017-03-22 18:48:14.108970,slurm_normal,1490208616.0,0,1.0,main_w3_handler1,2788464,15369288,False,,3577335,bed,8051098,bed,9507801.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883346}]","[{'src': 'hda', 'id': 28880419}]","""1e-09""","""-A""","""""",32.0,,36330861,1490208602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:50:21.369410,66832.0,14.0
,,2017-03-22 18:49:02.701338,slurm_normal,1490208885.0,0,1.0,main_w3_handler1,2788464,15369297,False,,3122522,bed,7394828,bed,9507812.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28883382}]","[{'src': 'hda', 'id': 28880146}]","""1e-09""","""-A""","""""",32.0,,36330861,1490208632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-03-22 18:54:48.648367,66832.0,253.0
,,2016-12-13 23:53:06.564967,slurm_normal,1481673193.0,0,1.0,main_w3_handler1,2919248,14570127,False,,1141465,bed,1261026,bed,8749239.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{'src': 'hda', 'id': 27624488}]","[{'src': 'hda', 'id': 27624489}]","""1e-09""","""""","""""",32.0,,34838146,1481673189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-12-13 23:53:15.397870,60196.0,4.0
