create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.block,parameters.chromInfo,parameters.codon,parameters.count,parameters.dbkey,parameters.inframe,parameters.input1,parameters.input1.values,parameters.maximum,parameters.minimum,parameters.out_format1,parameters.point,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-31 15:27:17.446696,slurm_normal,1490974047.0,0.0,1.0,main_w3_handler0,3026619,15449093,False,,28498,fasta,9579783.roundup,slurm,,132112168.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""1""","""?""","""no""",,"[{'src': 'hda', 'id': 29007669}]","""10""","""1""","""fasta""","""4""",32.0,,36551572,1490974043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2017-03-31 15:27:30.793824,17859.0,4.0
2017-04-03 09:31:12.420696,slurm_normal,1491211881.0,0.0,1.0,main_w4_handler1,3026619,15469612,False,,28498,fasta,9599226.roundup,slurm,,132112168.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""1""","""?""","""no""",,"[{'src': 'hda', 'id': 29007669}]","""10""","""1""","""fasta""","""4""",32.0,,36551572,1491211877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2017-04-03 09:31:22.949575,17859.0,4.0
2017-04-03 09:06:10.033351,slurm_normal,1491210376.0,0.0,1.0,main_w3_handler0,3026619,15469389,False,,28498,fasta,9598979.roundup,slurm,,132112168.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""1""","""?""","""no""",,"[{'src': 'hda', 'id': 29007669}]","""10""","""1""","""fasta""","""1""",32.0,,36551572,1491210372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2017-04-03 09:06:17.541297,17859.0,4.0
2017-04-03 09:03:00.939174,slurm_normal,1491210190.0,0.0,1.0,main_w3_handler1,3026619,15469368,False,,28498,fasta,9598956.roundup,slurm,,132112168.0,corral-repl,,"""4""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""1""","""?""","""no""",,"[{'src': 'hda', 'id': 29007669}]","""10""","""1""","""fasta""","""0""",32.0,,36551572,1491210185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2017-04-03 09:03:12.521239,17859.0,5.0
2017-04-03 09:04:33.296568,slurm_normal,1491210281.0,0.0,1.0,main_w3_handler1,3026619,15469378,False,,29095,fasta,9598968.roundup,slurm,,132112168.0,corral-repl,,"""4""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""1""","""?""","""no""",,"[{'src': 'hda', 'id': 29037114}]","""1""","""1""","""fasta""","""0""",32.0,,36551572,1491210278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2017-04-03 09:04:43.334897,17859.0,3.0
2015-01-19 07:37:29.417210,rodeo_normal,1421653132.0,0.0,1.0,main_w2_handler0,2177539,8566648,False,,51876,fasta,2500655.roundup,slurm,,132112068.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/salmEnte_PARATYPI_ATC.len""","""0""","""8""","""salmEnte_PARATYPI_ATC""","""no""",18240259,,"""10""","""1""","""fasta""","""0""",32.0,,20552294,1421653128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-19 07:38:53.989008,,4.0
2015-01-19 07:35:04.191226,rodeo_normal,1421652919.0,0.0,1.0,main_w2_handler0,2177539,8566645,False,,51876,fasta,2500647.roundup,slurm,,132112068.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/salmEnte_PARATYPI_ATC.len""","""0""","""4""","""salmEnte_PARATYPI_ATC""","""no""",18240259,,"""10""","""1""","""fasta""","""1""",32.0,,20552294,1421652915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-19 07:35:21.657550,,4.0
2015-01-19 21:46:19.598430,rodeo_normal,1421703996.0,0.0,1.0,main_w1_handler1,2177539,8571165,False,,84905,fasta,2508171.roundup,slurm,,132112264.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""10""","""?""","""no""",18246411,,"""10""","""1""","""fasta""","""4""",32.0,,20552294,1421703994.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-19 21:46:39.084081,,2.0
2015-01-19 21:50:42.963930,rodeo_normal,1421704257.0,0.0,1.0,main_w2_handler1,2177539,8571221,False,,83431,fasta,2508219.roundup,slurm,,132112264.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""15""","""?""","""no""",18246416,,"""10""","""1""","""fasta""","""4""",32.0,,20552294,1421704254.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-19 21:50:57.873249,,3.0
2015-01-20 22:25:29.501052,rodeo_normal,1421792746.0,0.0,1.0,main_w1_handler0,2177539,8576464,False,,42060,fasta,2518158.roundup,slurm,,132112264.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""20""","""?""","""no""",18253610,,"""10""","""1""","""fasta""","""4""",32.0,,20552294,1421792744.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-20 22:25:48.308820,,2.0
2015-01-20 22:21:25.187114,rodeo_normal,1421792509.0,0.0,1.0,main_w1_handler1,2177539,8576452,False,,42681,fasta,2518130.roundup,slurm,,132112264.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""10""","""?""","""no""",18253605,,"""10""","""1""","""fasta""","""0""",32.0,,20552294,1421792506.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2015-01-20 22:21:51.954990,,3.0
2014-11-20 11:38:09.534539,rodeo_normal,1416483503.0,0.0,1.0,main_w1_handler0,2124269,8210008,False,,23849691,fasta,2064741.roundup,slurm,,132112068.0,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""0""","""1""","""?""","""no""",17618014,,"""10""","""1""","""fasta""","""0""",32.0,,19618132,1416483498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0,5.0.0,,2014-11-20 11:38:28.349946,,5.0
