chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
37.0,len,2015-03-14 01:19:13.604902,rodeo_normal,1426295968.0,0.0,,1.0,main_w1_handler1,2233498,8946980,False,,5449944,fasta,3164196.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/677/dataset_10677766.dat""","""?""",18855447,,32.0,,21673299,1426295965.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-03-14 01:19:31.676210,60696.0,3.0
209891.0,len,2017-02-21 06:55:02.859819,slurm_normal,1487660114.0,0.0,,1.0,main_w4_handler1,3003541,15092867,False,,234829,fasta,9247903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/915/dataset_18915900.dat""","""?""",,"[{'src': 'hda', 'id': 28439385}]",32.0,,36186948,1487660108.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-02-21 06:55:16.743802,100560.0,6.0
209891.0,len,2017-02-21 06:55:39.859838,slurm_normal,1487660148.0,0.0,,1.0,main_w3_handler0,3003541,15092870,False,,13241218,fasta,9247907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/915/dataset_18915900.dat""","""?""",,"[{'src': 'hda', 'id': 28439366}]",32.0,,36186948,1487660142.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-02-21 06:55:50.957588,100560.0,6.0
15.0,len,2017-04-04 02:32:29.810316,slurm_normal,1491273159.0,0.0,,1.0,main_w3_handler0,3040298,15478122,False,,84922597,fasta,9606973.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/450/dataset_19450008.dat""","""?""",,"[{'src': 'hda', 'id': 28865546}]",32.0,,36757597,1491273153.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-04 02:32:40.706702,102505.0,6.0
51.0,len,2017-02-22 17:43:24.662074,slurm_normal,1487785435.0,0.0,,1.0,main_w3_handler1,3002580,15109971,False,,16952,fasta,9264795.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/939/dataset_18939285.dat""","""?""",,"[{'src': 'hda', 'id': 28460918}]",32.0,,36177766,1487785415.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-02-22 17:43:56.789945,99983.0,20.0
32.0,len,2017-04-04 04:03:42.670660,slurm_normal,1491278629.0,0.0,,1.0,main_w3_handler0,3057100,15478565,False,,5565515,fasta,9607325.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/450/dataset_19450325.dat""","""?""",,"[{'src': 'hda', 'id': 29055578}]",32.0,,37088860,1491278625.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-04 04:03:50.909128,103470.0,4.0
,,2017-02-27 03:27:40.092953,slurm_normal,1488166067.0,0.0,,1.0,main_w3_handler0,3006566,15150421,False,,2166,fasta,9302477.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28470433}]",32.0,,36231419,1488166064.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-02-27 03:27:48.338002,100723.0,3.0
15.0,len,2017-04-04 15:33:10.461662,slurm_normal,1491320264.0,0.0,,1.0,main_w3_handler0,3025729,15483204,False,,84922597,fasta,9611345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/456/dataset_19456889.dat""","""?""",,"[{'src': 'hda', 'id': 28698797}]",32.0,,37083764,1491320253.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-04 15:38:29.241012,101781.0,11.0
19.0,len,2017-06-04 09:45:17.412037,slurm_normal,1496569532.0,0.0,,1.0,main_w4_handler1,3136278,16008481,False,,4100746,fasta,10101859.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/145/dataset_20145024.dat""","""ccna1000_v1""",,"[{'src': 'hda', 'id': 29851221}]",32.0,,38427871,1496569527.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-06-04 09:45:33.710085,106908.0,5.0
19.0,len,2017-04-04 20:51:06.673062,slurm_normal,1491339084.0,0.0,,1.0,main_w4_handler0,3034899,15488138,False,,865346,fasta,9616001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/463/dataset_19463015.dat""","""?""",,"[{'src': 'hda', 'id': 29069713}]",32.0,,36931748,1491339080.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-04 20:51:28.580724,102243.0,4.0
15.0,len,2017-03-03 09:42:05.625110,slurm_normal,1488534134.0,0.0,,1.0,main_w3_handler0,3017722,15197805,False,,9951,fasta,9348180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/062/dataset_19062280.dat""","""?""",,"[{'src': 'hda', 'id': 28600406}]",32.0,,36408644,1488534130.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-03 09:42:16.210719,101297.0,4.0
121.0,len,2017-03-04 14:26:49.069593,slurm_normal,1488637669.0,0.0,,1.0,main_w3_handler1,3011769,15207231,False,,2094276498,fasta,9357132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/034/dataset_19034522.dat""","""?""",,"[{'src': 'hda', 'id': 28531427}]",32.0,,36418752,1488637612.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-04 14:27:50.886438,86713.0,57.0
780167.0,len,2017-03-05 02:31:27.991370,slurm_normal,1488681103.0,0.0,,1.0,main_w3_handler1,3015900,15209765,False,,544923705,fasta,9359388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/074/dataset_19074903.dat""","""?""",,"[{'src': 'hda', 'id': 28581047}]",32.0,,36435660,1488681091.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-05 02:31:44.084029,99438.0,12.0
25.0,len,2017-03-05 18:42:23.924195,slurm_normal,1488739350.0,0.0,,1.0,main_w4_handler0,1991943,15213317,False,,252057,fasta,9362400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/086/dataset_19086110.dat""","""?""",,"[{'src': 'hda', 'id': 28626889}]",32.0,,34945382,1488739346.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-05 18:42:32.273302,51652.0,4.0
,,2017-04-05 13:44:25.505299,slurm_normal,1491399873.0,0.0,,1.0,main_w3_handler1,3054062,15494742,False,,19095911,fasta,9622385.roundup,slurm,,132112168.0,corral-repl,,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29005267}]",32.0,,37124349,1491399870.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-05 13:44:35.742044,90526.0,3.0
19.0,len,2017-04-05 14:05:53.401025,slurm_normal,1491401161.0,0.0,,1.0,main_w3_handler1,2953065,15494878,False,,2566898,fasta,9622582.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/472/dataset_19472379.dat""","""?""",,"[{'src': 'hda', 'id': 28326113}]",32.0,,37128121,1491401156.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-05 14:06:03.887495,97937.0,5.0
235.0,len,2017-03-06 16:42:47.310643,slurm_normal,1488818576.0,0.0,,1.0,main_w3_handler1,3020597,15221507,False,,24243,fasta,9370251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/098/dataset_19098501.dat""","""eboVir3""",,"[{'src': 'hda', 'id': 28640105}]",32.0,,36462770,1488818572.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-06 16:42:59.107068,101487.0,4.0
38.0,len,2017-03-07 10:04:16.658905,slurm_normal,1488881064.0,0.0,,1.0,main_w4_handler0,3017631,15227706,False,,10589,fasta,9376022.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/108/dataset_19108380.dat""","""?""",,"[{'src': 'hda', 'id': 28650541}]",32.0,,36477460,1488881060.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-07 10:04:27.068619,101292.0,4.0
96985.0,len,2017-03-07 22:47:47.041344,slurm_normal,1488926931.0,0.0,,1.0,main_w3_handler0,3019670,15236562,False,,3249912778,fasta,9384830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/119/dataset_19119597.dat""","""?""",,"[{'src': 'hda', 'id': 28665516}]",32.0,,35849155,1488926871.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-07 22:48:56.321241,99522.0,60.0
21853.0,len,2017-03-08 07:53:22.178850,slurm_normal,1488959632.0,0.0,,1.0,main_w4_handler0,3013320,15240213,False,,989646973,fasta,9388216.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/125/dataset_19125669.dat""","""?""",,"[{'src': 'hda', 'id': 28549906}]",32.0,,36462859,1488959604.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-08 07:53:54.227692,62534.0,28.0
39905.0,len,2017-03-11 00:32:42.324374,slurm_normal,1489192371.0,0.0,,1.0,main_w4_handler1,3026951,15267984,False,,145942215,fasta,9413840.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/162/dataset_19162403.dat""","""?""",,"[{'src': 'hda', 'id': 28713205}]",32.0,,36564194,1489192365.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-11 00:32:54.294655,101861.0,6.0
17.0,len,2017-03-15 17:10:14.323290,slurm_normal,1489597878.0,0.0,,1.0,main_w4_handler0,3032660,15305126,False,,13741,fasta,9447023.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/210/dataset_19210453.dat""","""?""",,"[{'src': 'hda', 'id': 28769222}]",32.0,,36638924,1489597875.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-15 17:12:15.823101,38729.0,3.0
49.0,len,2017-03-16 14:41:42.635532,slurm_normal,1489675317.0,0.0,,1.0,main_w4_handler1,3031277,15314052,False,,6264506,fasta,9455720.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/223/dataset_19223556.dat""","""?""",,"[{'src': 'hda', 'id': 28784993}]",32.0,,36660248,1489675307.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 14:42:03.492739,102197.0,10.0
1570.0,len,2017-03-16 13:05:07.715371,slurm_normal,1489669740.0,0.0,,1.0,main_w3_handler1,3034128,15312572,False,,38992415,fasta,9454435.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/221/dataset_19221282.dat""","""?""",,"[{'src': 'hda', 'id': 28784593}]",32.0,,36325217,1489669604.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 13:09:02.273008,99983.0,136.0
20.0,len,2017-03-16 15:00:27.360596,slurm_normal,1489676704.0,0.0,,1.0,main_w4_handler0,3031277,15314430,False,,6264419,fasta,9455951.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/224/dataset_19224230.dat""","""?""",,"[{'src': 'hda', 'id': 28788612}]",32.0,,36660248,1489676647.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 15:07:34.173013,102197.0,57.0
194156.0,len,2017-03-16 16:05:30.179180,slurm_normal,1489680800.0,0.0,,1.0,main_w4_handler0,3025527,15315060,False,,4995802,fasta,9456371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/195/dataset_19195778.dat""","""?""",,"[{'src': 'hda', 'id': 28697139}]",32.0,,36540680,1489680796.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 16:25:03.393998,97878.0,4.0
12.0,len,2017-03-16 17:18:13.200221,slurm_normal,1489684707.0,0.0,,1.0,main_w3_handler0,3034472,15315935,False,,163891,fasta,9456762.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/225/dataset_19225988.dat""","""?""",,"[{'src': 'hda', 'id': 28789784}]",32.0,,36664081,1489684696.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 17:18:28.492779,102206.0,11.0
38.0,len,2017-03-16 18:54:14.665576,slurm_normal,1489691224.0,0.0,,1.0,main_w4_handler1,526742,15316493,False,,3050501,fasta,9457751.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/227/dataset_19227135.dat""","""?""",,"[{'src': 'hda', 'id': 28788839}]",32.0,,36662592,1489691188.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-16 19:07:09.172376,10597.0,36.0
320.0,len,2017-03-17 14:01:40.667928,slurm_normal,1489759394.0,0.0,,1.0,main_w4_handler1,2910771,15324624,False,,14323643,fasta,9465466.roundup,slurm,,132112168.0,corral-repl,,1,"""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",,"[{'src': 'hda', 'id': 27509959}]",32.0,,36667515,1489759389.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-17 14:04:36.386834,95902.0,5.0
15.0,len,2017-04-07 06:05:20.785496,slurm_normal,1491545128.0,0.0,,1.0,main_w3_handler0,3051420,15515162,False,,84922597,fasta,9641965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/498/dataset_19498250.dat""","""?""",,"[{'src': 'hda', 'id': 28976200}]",32.0,,37181067,1491545123.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-07 06:05:30.738637,103194.0,5.0
20.0,len,2017-03-18 01:21:44.915788,slurm_normal,1489802310.0,0.0,,1.0,main_w4_handler0,3033211,15328828,False,,4699745,fasta,9469676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/245/dataset_19245144.dat""","""?""",,"[{'src': 'hda', 'id': 28809872}]",32.0,,36573049,1489802306.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-03-18 02:27:47.768519,98016.0,4.0
25.0,len,2017-04-08 10:15:51.863566,slurm_normal,1491646558.0,0.0,,1.0,main_w3_handler0,3063705,15529540,False,,4404,fasta,9656238.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/516/dataset_19516209.dat""","""?""",,"[{'src': 'hda', 'id': 29131881}]",32.0,,37188818,1491646554.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-08 10:15:59.769960,103781.0,4.0
25.0,len,2017-04-08 09:13:42.376358,slurm_normal,1491642902.0,0.0,,1.0,main_w4_handler0,3063705,15529407,False,,3669,fasta,9656148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/516/dataset_19516209.dat""","""?""",,"[{'src': 'hda', 'id': 29116917}]",32.0,,37188818,1491642898.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-08 09:15:12.351297,103781.0,4.0
1358.0,len,2017-04-10 04:56:54.954034,slurm_normal,1491800335.0,0.0,,1.0,main_w4_handler0,3060112,15537976,False,,8326193153,fasta,9663471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/528/dataset_19528999.dat""","""?""",,"[{'src': 'hda', 'id': 29093306}]",32.0,,37120924,1491800218.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-10 04:59:16.576845,103625.0,117.0
,,2017-04-10 14:07:34.480108,slurm_normal,1491833303.0,0.0,,1.0,main_w3_handler0,3064101,15541163,False,,2310310,fasta,9666395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/neisMeni_MC58_1.len""","""neisMeni_MC58_1""",,"[{'src': 'hda', 'id': 29102271}]",32.0,,36370451,1491833299.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-10 14:08:37.514738,101147.0,4.0
20.0,len,2017-04-10 15:00:23.839154,slurm_normal,1491836430.0,0.0,,1.0,main_w3_handler1,3022600,15541501,False,,2300779,fasta,9666701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/533/dataset_19533547.dat""","""neisMeni_MC58_1""",,"[{'src': 'hda', 'id': 29150692}]",32.0,,36370451,1491836426.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-10 15:00:33.299514,101147.0,4.0
17.0,len,2017-04-11 20:06:26.852248,slurm_normal,1491941229.0,0.0,,1.0,main_w4_handler0,3047788,15559213,False,,2384,fasta,9682869.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/556/dataset_19556451.dat""","""?""",,"[{'src': 'hda', 'id': 29171289}]",32.0,,36909688,1491941225.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-11 20:07:13.246279,102982.0,4.0
17.0,len,2017-04-13 09:13:12.141734,slurm_normal,1492074817.0,0.0,,1.0,main_w3_handler0,2887612,15573251,False,,6368878,fasta,9696375.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/575/dataset_19575350.dat""","""?""",,"[{'src': 'hda', 'id': 27181612}]",32.0,,37306496,1492074813.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-13 09:13:40.741143,92969.0,4.0
412.0,len,2017-04-14 00:36:29.259348,slurm_normal,1492130230.0,0.0,,1.0,main_w4_handler0,3055831,15583743,False,,677897281,fasta,9705874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/482/dataset_19482816.dat""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 29092820}]",32.0,,37143020,1492130208.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-14 00:37:12.823835,101980.0,22.0
1106261.0,len,2017-04-14 18:18:19.815382,slurm_normal,1492193930.0,0.0,,1.0,main_w3_handler1,3053109,15588713,False,,826291046,fasta,9710589.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/567/dataset_19567427.dat""","""?""",,"[{'src': 'hda', 'id': 29160754}]",32.0,,36996237,1492193916.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-14 18:18:52.403248,103292.0,14.0
2173.0,len,2017-04-18 14:51:37.359423,slurm_normal,1492529921.0,0.0,,1.0,main_w3_handler0,3060112,15614783,False,,8496513023,fasta,9733415.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/631/dataset_19631476.dat""","""?""",,"[{'src': 'hda', 'id': 29245141}]",32.0,,37120924,1492529774.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-18 15:55:51.662946,103625.0,147.0
10.0,len,2017-04-19 00:41:41.446820,slurm_normal,1492562519.0,0.0,,1.0,main_w3_handler0,3031486,15620049,False,,135616,fasta,9739111.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/639/dataset_19639693.dat""","""?""",,"[{'src': 'hda', 'id': 29251598}]",32.0,,37402301,1492562515.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-19 00:42:01.845272,102042.0,4.0
1203540.0,len,2017-04-19 09:13:47.543638,slurm_normal,1492593254.0,0.0,,1.0,main_w4_handler1,3072939,15622697,False,,111132311,fasta,9741602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/643/dataset_19643542.dat""","""?""",,"[{'src': 'hda', 'id': 29257583}]",32.0,,37423629,1492593243.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-19 09:14:18.392152,104110.0,11.0
10.0,len,2017-04-19 17:38:03.977116,slurm_normal,1492623522.0,0.0,,1.0,main_w4_handler0,3031486,15627622,False,,148641,fasta,9746374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/639/dataset_19639693.dat""","""?""",,"[{'src': 'hda', 'id': 29251621}]",32.0,,37434102,1492623502.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-19 17:38:46.007295,102042.0,20.0
39190.0,len,2017-04-20 08:00:57.712346,slurm_normal,1492675300.0,0.0,,1.0,main_w3_handler1,3067208,15632900,False,,957733191,fasta,9751005.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/657/dataset_19657702.dat""","""?""",,"[{'src': 'hda', 'id': 29289245}]",32.0,,37451235,1492675273.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-20 08:01:52.191879,102541.0,27.0
18.0,len,2017-04-20 09:02:58.731314,slurm_normal,1492678990.0,0.0,,1.0,main_w3_handler0,3079225,15633376,False,,156845,fasta,9751443.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/658/dataset_19658475.dat""","""?""",,"[{'src': 'hda', 'id': 29289062}]",32.0,,37451055,1492678986.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-20 09:03:12.220110,98003.0,4.0
521480.0,len,2017-04-21 07:27:32.767007,slurm_normal,1492759699.0,0.0,,1.0,main_w4_handler1,3080145,15642296,False,,9112783,fasta,9759926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/670/dataset_19670469.dat""","""?""",,"[{'src': 'hda', 'id': 29291770}]",32.0,,37452143,1492759694.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-04-21 07:28:23.006943,58764.0,5.0
19.0,len,2017-06-07 15:37:41.771911,slurm_normal,1496849878.0,0.0,,1.0,main_w4_handler1,3143699,16041742,False,,5244,fasta,10131807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/217/dataset_20217543.dat""","""?""",,"[{'src': 'hda', 'id': 29933023}]",32.0,,38503816,1496849875.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-06-07 15:38:07.522926,107259.0,3.0
352.0,len,2017-06-07 11:22:38.787098,slurm_normal,1496834816.0,0.0,,1.0,main_w4_handler1,3143321,16039358,False,,14789716089,fasta,10129511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/213/dataset_20213355.dat""","""?""",,"[{'src': 'hda', 'id': 29928411}]",32.0,,38498152,1496834575.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2017-06-07 11:27:02.189468,106990.0,241.0
