chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format2,parameters.score,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-23 13:41:05.841075,rodeo_normal,1427118117.0,0.0,,1.0,main_w1_handler1,2246032,9013600,False,,3048,fasta,3289299.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18960099,,"""gff""","""17""",32.0,,21968107.0,1427118086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-03-23 13:42:00.046967,,31.0
,,2015-03-30 14:46:11.097253,rodeo_normal,1427729151.0,0.0,,1.0,main_w1_handler1,2166549,9087205,False,,76902,fasta,3373274.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19063563,,"""gff""","""17""",32.0,,20370892.0,1427729148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-03-30 15:25:54.400027,,3.0
,,2015-04-30 10:53:44.422735,slurm_normal,1430406565.0,0.0,,1.0,main_w2_handler0,2287291,9367828,False,,38693057,fasta,3705302.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19523173,,"""gff""","""17""",32.0,,22403907.0,1430406230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-04-30 15:09:32.708489,57539.0,335.0
,,2015-05-20 05:50:47.210557,slurm_normal,1432101091.0,0.0,,1.0,main_w1_handler1,2263198,9501520,False,,707845,fasta,3823017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19761861,,"""gff""","""17""",32.0,,22517770.0,1432101085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-05-20 05:51:38.839061,62407.0,6.0
,,2015-05-16 04:27:31.212695,slurm_normal,1431750476.0,0.0,,1.0,main_w1_handler1,2263198,9482167,False,,982893,fasta,3806133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19727572,,"""gff""","""17""",32.0,,22517770.0,1431750471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-05-16 04:27:58.903913,62407.0,5.0
27872.0,len,2015-08-08 08:03:08.780967,slurm_normal,1439021120.0,0.0,,1.0,main_w2_handler0,1959680,10082871,False,,135017062,fasta,4359795.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/115/dataset_12115193.dat""","""?""",20664269,,"""gff""","""17""",32.0,,24344154.0,1439021040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-08-08 08:05:25.448517,50669.0,80.0
,,2015-10-06 16:40:30.911054,slurm_normal,1444149668.0,0.0,,1.0,main_w2_handler1,2461771,10511252,False,,1568,fasta,4786653.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21414993,,"""gff""","""17""",32.0,,25527158.0,1444149647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-10-06 16:41:11.198426,36889.0,21.0
,,2015-10-09 10:38:15.523535,slurm_normal,1444387122.0,0.0,,1.0,main_w1_handler2,2465743,10534229,False,,59455103,fasta,4808348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21452961,,"""gff""","""200""",32.0,,25590143.0,1444387116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-10-09 10:38:46.854056,,6.0
,,2015-11-08 07:27:24.065705,slurm_normal,1446967662.0,0.0,,1.0,main_w1_handler2,2496580,10843735,False,,2768,fasta,5098465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21914503,,"""gff""","""200""",32.0,,26163958.0,1446967652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2015-11-08 07:27:43.609629,72762.0,10.0
,,2016-01-27 15:57:31.696911,slurm_normal,1453910453.0,0.0,,1.0,main_w2_handler0,2578706,11615510,False,,1889,fasta,5880072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23058416,,"""gff""","""17""",32.0,,26849037.0,1453910274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-01-27 16:00:58.094245,2298.0,179.0
,,2016-05-08 17:48:47.771431,slurm_normal,1462729776.0,0.0,,1.0,main_w1_handler2,2698376,12823102,False,,608946,fasta,7023976.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9f173e81797e534'}]","""gff""","""17""",32.0,,30091994.0,1462729773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-05-08 17:49:40.455791,,3.0
,,2016-03-08 22:03:38.007354,slurm_normal,1457474681.0,0.0,,1.0,main_w1_handler2,2626335,12075051,False,,17623,fasta,6298912.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23747116,,"""gff""","""17""",32.0,,28648575.0,1457474672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-03-08 22:04:50.146755,78699.0,9.0
,,2016-03-08 22:14:17.223203,slurm_normal,1457475324.0,0.0,,1.0,main_w1_handler0,2626335,12075367,False,,17623,fasta,6299178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23747425,,"""gff""","""17""",32.0,,28648575.0,1457475317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-03-08 22:15:28.392974,78699.0,7.0
,,2016-04-04 08:43:39.410988,slurm_normal,1459759442.0,0.0,,1.0,main_w1_handler1,2656591,12330933,False,,10939,fasta,6537301.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24132083,,"""gff""","""8""",32.0,,29401308.0,1459759431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-04-04 08:44:07.364517,,11.0
,,2016-06-02 06:24:07.547612,slurm_normal,1464848687.0,0.0,,1.0,main_w1_handler0,2724168,13046848,False,,6347163,fasta,7232418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c84ee1c9050e5cb'}]","""gff""","""17""",32.0,,30551637.0,1464848678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-06-02 06:24:49.065120,28094.0,9.0
,,2016-07-21 07:06:16.472808,slurm_normal,1469084832.0,0.0,,1.0,main_w1_handler1,2771871,13459303,False,,1081337,fasta,7673571.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59284134fce67f498'}]","""gff""","""17""",32.0,,31608566.0,1469084828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-07-21 07:07:15.018348,,4.0
,,2016-09-23 12:58:05.423046,slurm_normal,1474636270.0,0.0,,1.0,main_w4_handler1,2822287,13925124,False,,1359,fasta,8147613.roundup,slurm,,132112168.0,corral-repl,,"""5d8c2c52818d11e6a8b7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5503b9ae803e2571e'}]","""gff""","""17""",32.0,,33121682.0,1474636264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-09-23 13:11:12.719431,90331.0,6.0
,,2016-08-23 08:32:22.336836,slurm_normal,1471941213.0,0.0,,1.0,main_w4_handler1,2799027,13703406,False,,54000000,fasta,7919573.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f5093ea6ddf1a15'}]","""gff""","""17""",32.0,,32436963.0,1471941160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-08-23 08:33:36.881170,88867.0,53.0
,,2016-09-29 14:33:45.192579,slurm_normal,1475159738.0,0.0,,1.0,main_w3_handler0,2837415,13974574,False,,59455099,fasta,8193837.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6ddb23fbba14d53'}]","""gff""","""17""",32.0,,33328156.0,1475159705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-09-29 14:35:47.395162,,33.0
,,2016-10-25 21:15:07.693303,slurm_normal,1477430151.0,0.0,,1.0,main_w4_handler1,2864686,14173530,False,,59455081,fasta,8386150.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56eea129f0c035c51'}]","""gff""","""17""",32.0,,33852921.0,1477430114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-25 21:15:55.501824,92800.0,37.0
,,2016-10-25 21:16:23.439835,slurm_normal,1477430211.0,0.0,,1.0,main_w3_handler0,2864686,14173541,False,,59455081,fasta,8386166.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56eea129f0c035c51'}]","""gff""","""200""",32.0,,33852921.0,1477430190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-25 21:16:59.505488,92800.0,21.0
,,2016-10-25 21:46:39.041340,slurm_normal,1477432037.0,0.0,,1.0,main_w3_handler1,2864686,14173767,False,,30862428,fasta,8386387.roundup,slurm,,132112168.0,corral-repl,,"""7ffb65d69afc11e68114005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dfc4904d23bdc86'}]","""gff""","""17""",32.0,,33852921.0,1477432010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-25 21:47:19.908119,92800.0,27.0
,,2016-10-25 16:40:18.455156,slurm_normal,1477413648.0,0.0,,1.0,main_w4_handler1,2841182,14171056,False,,59455081,fasta,8383860.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582bf8da540783942'}]","""gff""","""17""",32.0,,33895103.0,1477413622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-25 16:40:51.651622,91468.0,26.0
,,2016-09-06 04:46:36.211953,slurm_normal,1473137221.0,0.0,,1.0,main_w3_handler0,2796298,13785228,False,,24261216,fasta,8006811.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509b21c80a778637c'}]","""gff""","""17""",32.0,,32367503.0,1473137207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-09-06 04:47:02.894235,88711.0,14.0
,,2016-10-03 17:48:02.542098,slurm_normal,1475517387.0,0.0,,1.0,main_w4_handler1,2837630,13998431,False,,47377356,fasta,8217491.roundup,slurm,,132112168.0,corral-repl,,"""84a7bdf4899111e68a9b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c4229ed4924f093'}]","""gff""","""17""",32.0,,33424827.0,1475516930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-03 17:56:29.510498,91218.0,457.0
,,2016-10-09 17:50:25.085589,slurm_normal,1476035461.0,0.0,,1.0,main_w4_handler0,2700355,14039850,False,,133457,fasta,8257260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56304b7888a857fc9'}]","""gff""","""17""",32.0,,33559566.0,1476035456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-09 17:51:04.759326,6102.0,5.0
,,2016-10-09 18:09:58.448976,slurm_normal,1476036633.0,0.0,,1.0,main_w4_handler0,2700355,14039904,False,,133457,fasta,8257316.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56304b7888a857fc9'}]","""gff""","""17""",32.0,,33559566.0,1476036630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-10-09 18:10:36.087197,6102.0,3.0
22348.0,len,2016-11-06 21:35:53.963637,slurm_normal,1478468658.0,0.0,,1.0,main_w4_handler0,2871876,14266469,False,,990744229,fasta,8474884.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/709/dataset_17709438.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542c1d076d382c440'}]","""gff""","""17""",32.0,,33947225.0,1478468246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-11-06 21:44:19.496227,74690.0,412.0
,,2016-11-07 21:05:47.243428,slurm_normal,1478555604.0,0.0,,1.0,main_w3_handler1,2878756,14277733,False,,883630,fasta,8486133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547e500a29b2b5cc7'}]","""gff""","""1""",32.0,,34053155.0,1478555586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-11-07 21:53:27.473542,2298.0,18.0
,,2016-11-08 02:39:11.286074,slurm_normal,1478573680.0,0.0,,1.0,main_w3_handler0,2878756,14279326,False,,2022775,fasta,8487815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5769f28d080d1d3f2'}]","""gff""","""1""",32.0,,34053155.0,1478573673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-11-08 02:54:43.955453,2298.0,7.0
,,2016-12-26 10:56:44.025468,slurm_normal,1482749813.0,0.0,,1.0,main_w3_handler0,2939580,14647015,False,,14717,fasta,8821354.roundup,slurm,,132111800.0,corral-repl,,"""f714f9cecb5911e6bd6d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27744231}]","""gff""","""17""",32.0,,,1482749808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-12-26 10:56:54.796710,92800.0,5.0
,,2016-12-29 20:14:13.752645,slurm_normal,1483042467.0,0.0,,1.0,main_w4_handler0,2860088,14664087,False,,873023,fasta,8836799.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27770241}]","""gff""","""1""",32.0,,34513809.0,1483042460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-12-29 20:14:30.713341,2298.0,7.0
,,2016-12-30 15:49:45.534236,slurm_normal,1483112994.0,0.0,,1.0,main_w4_handler0,2860088,14666984,False,,883630,fasta,8839319.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27775734}]","""gff""","""1""",32.0,,34513809.0,1483112989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2016-12-30 15:49:56.437997,2298.0,5.0
,,2017-01-26 11:01:31.139871,slurm_normal,1485428498.0,0.0,,1.0,main_w3_handler1,2942775,14876337,False,,273285,fasta,9036000.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28091371}]","""gff""","""17""",32.0,,34457239.0,1485428494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2017-01-26 11:01:42.441159,79607.0,4.0
8.0,len,2014-11-02 17:23:01.208800,rodeo_normal,1414948997.0,0.0,,1.0,main_w1_handler1,2104786,8085994,False,,156465,fasta,111566.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/main/files/009/564/dataset_9564686.dat""","""156405_v1""",17404011,,"""gff""","""17""",2.0,,17882456.0,1414948993.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2014-11-02 17:23:21.079558,52881.0,4.0
,,2017-04-03 16:08:50.630864,slurm_normal,1491235746.0,0.0,,1.0,main_w4_handler1,3057298,15473421,False,,10727,fasta,9602523.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29047246}]","""gff""","""17""",32.0,,36980800.0,1491235742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2017-04-03 16:09:11.219060,19376.0,4.0
,,2014-11-13 14:33:07.626139,rodeo_normal,1415889195.0,0.0,,1.0,main_w2_handler1,2117315,8159100,False,,1882,fasta,2002694.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17527149,,"""gff""","""17""",32.0,,18060956.0,1415889192.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2014-11-13 14:33:17.072809,13758.0,3.0
,,2014-11-21 15:06:18.240398,rodeo_normal,1416582528.0,0.0,,1.0,main_w1_handler1,2102365,8219909,False,,942138424,fasta,2077835.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/braFlo1.len""","""braFlo1""",17634731,,"""gff""","""17""",32.0,,18032166.0,1416582389.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2014-11-21 15:08:57.196826,55144.0,139.0
,,2014-12-05 01:03:42.144323,rodeo_normal,1417741438.0,0.0,,1.0,main_w2_handler0,2138720,8323443,False,,1604,fasta,425792.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17792107,,"""gff""","""17""",1.0,,19913499.0,1417741432.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2014-12-05 01:04:00.981679,,6.0
,,2014-12-09 12:50:40.634675,rodeo_normal,1418129450.0,0.0,,1.0,main_w1_handler1,2142661,8379556,False,,1334,fasta,2273002.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",17877676,,"""gff""","""17""",32.0,,19785640.0,1418129447.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0,5.0.0,,2014-12-09 12:50:54.661054,10514.0,3.0
