bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2225583527,bam,2016-10-10 23:32:04.942603,slurm_multi,1476173437.0,0,6.0,main_w4_handler2,2771636,14049159,False,,8268600,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e0fff8c25557335'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476168000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 08:10:39.285343,73080,5437.0
2679670023,bam,2016-10-10 20:06:22.261423,slurm_multi,1476136577.0,0,6.0,main_w4_handler2,2771636,14048154,False,,8265850,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50de9c08d3fd06b38'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476130270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-10 21:56:19.828098,73080,6307.0
2224627671,bam,2016-10-10 23:32:00.582696,slurm_multi,1476149037.0,0,6.0,main_w3_handler2,2771636,14049154,False,,8266833,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7c4d5508b826c2f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476142506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 01:24:00.559334,73080,6531.0
2304610858,bam,2016-10-10 23:32:01.578177,slurm_multi,1476155747.0,0,6.0,main_w3_handler2,2771636,14049155,False,,8267334,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5316621d1b7d9ac1e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476149294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 03:15:49.272617,73080,6453.0
2348028554,bam,2016-10-10 23:32:02.516979,slurm_multi,1476162013.0,0,6.0,main_w3_handler2,2771636,14049156,False,,8267789,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa1fccdb750e1045'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476155944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 05:00:16.095918,73080,6069.0
1996493828,bam,2016-10-10 23:32:03.340651,slurm_multi,1476167788.0,0,6.0,main_w3_handler2,2771636,14049157,False,,8268234,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd21b10dd8590a5c'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476162284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 06:36:30.961804,73080,5504.0
2208772606,bam,2016-10-10 23:32:04.113986,slurm_multi,1476179451.0,0,6.0,main_w3_handler2,2771636,14049158,False,,8269212,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545dc16e3e68d45c2'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476173613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 09:50:55.287767,73080,5838.0
2151507848,bam,2016-10-10 23:32:05.607007,slurm_multi,1476185431.0,0,6.0,main_w3_handler2,2771636,14049160,False,,8270074,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a91a58c8a49a920d'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476179630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 11:30:34.387251,73080,5801.0
2620432278,bam,2016-10-10 23:32:06.374948,slurm_multi,1476191796.0,0,6.0,main_w3_handler2,2771636,14049161,False,,8270868,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd6e9c7d4224c353'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476185700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 13:16:39.153531,73080,6096.0
2727035257,bam,2016-10-10 23:32:07.064773,slurm_multi,1476197737.0,0,6.0,main_w4_handler2,2771636,14049162,False,,8272054,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e2ecaee6468104f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476192022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 14:55:40.665507,73080,5715.0
2906687347,bam,2016-10-10 23:32:07.579809,slurm_multi,1476203834.0,0,6.0,main_w3_handler2,2771636,14049163,False,,8272749,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb194eaefc2bea1c'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476198003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 16:37:18.896428,73080,5831.0
3190935757,bam,2016-10-10 23:32:08.216347,slurm_multi,1476209963.0,0,6.0,main_w3_handler2,2771636,14049164,False,,8273353,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7864c240081713e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1476204122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-11 18:19:26.531690,73080,5841.0
