chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-10 15:10:39.057023,slurm_normal_16gb,1457622722.0,0,,1.0,main_w2_handler0,2628781,12096398,False,,29777570,bam,6320781.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23780502,,,"""LENIENT""",32.0,,28914323.0,1457622655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-10 15:12:04.857903,78873.0,67.0
,,2017-01-09 21:26:59.830285,slurm_normal,1483997231.0,0,,1.0,main_w4_handler0,2950926,14719674,False,,93,bam,8888592.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27859366}]",,"""LENIENT""",32.0,,35273155.0,1483997225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2017-01-09 21:27:15.281328,96665.0,6.0
,,2016-09-07 15:59:14.296846,slurm_normal_16gb,1473294680.0,0,,1.0,main_w4_handler1,2812038,13799559,False,,11812861040,bam,8022563.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5723067f0137b5c1c'}]",,"""LENIENT""",32.0,,32065860.0,1473289616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-09-08 00:31:23.613634,73652.0,5064.0
,,2016-04-27 14:49:00.645856,slurm_normal_16gb,1461769212.0,0,,1.0,main_w2_handler1,2679206,12646253,False,,826915001,bam,6851690.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe58d3799b4a7d8d'}]",,"""LENIENT""",32.0,,29183917.0,1461769055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 15:00:20.015557,81363.0,157.0
,,2016-04-27 14:48:05.293357,slurm_normal_16gb,1461768729.0,0,,1.0,main_w1_handler0,2679206,12646232,False,,705146829,bam,6851539.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568f06ea3f3902598'}]",,"""LENIENT""",32.0,,29183917.0,1461768502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 14:52:13.502879,81363.0,227.0
,,2016-04-27 14:48:18.099409,slurm_normal_16gb,1461768765.0,0,,1.0,main_w1_handler1,2679206,12646236,False,,916325878,bam,6851550.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ef669549cb01b36'}]",,"""LENIENT""",32.0,,29183917.0,1461768525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 14:52:48.464207,81363.0,240.0
,,2016-04-27 14:48:45.175625,slurm_normal_16gb,1461769050.0,0,,1.0,main_w1_handler1,2679206,12646241,False,,613746996,bam,6851630.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a850df711321fe9'}]",,"""LENIENT""",32.0,,29183917.0,1461768783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 14:57:32.658963,81363.0,267.0
,,2016-04-27 14:49:12.629453,slurm_normal_16gb,1461769241.0,0,,1.0,main_w1_handler0,2679206,12646255,False,,2499460,bam,6851724.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50adbef2b1fc24bc9'}]",,"""LENIENT""",32.0,,29183917.0,1461769236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 15:00:44.263747,81363.0,5.0
,,2016-04-27 14:48:29.037437,slurm_normal_16gb,1461769331.0,0,,1.0,main_w2_handler0,2679206,12646237,False,,919969047,bam,6851618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512ccf4689793ba25'}]",,"""LENIENT""",32.0,,29183917.0,1461768742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 15:02:17.338297,81363.0,589.0
,,2016-04-27 14:48:52.767258,slurm_normal_16gb,1461769810.0,0,,1.0,main_w1_handler1,2679206,12646248,False,,2400730832,bam,6851723.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dbb04c9b0928254'}]",,"""LENIENT""",32.0,,29183917.0,1461769226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-27 15:10:12.630461,81363.0,584.0
,,2016-03-11 09:07:13.676625,slurm_normal_16gb,1457687288.0,0,,1.0,main_w1_handler0,2626962,12104096,False,,29777569,bam,6328056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23792509,,,"""LENIENT""",32.0,,28894063.0,1457687274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-11 09:08:11.710109,79502.0,14.0
,,2016-03-11 09:12:56.982440,slurm_normal_16gb,1457687646.0,0,,1.0,main_w1_handler0,2629964,12104128,False,,29474839,bam,6328090.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23792540,,,"""LENIENT""",32.0,,28933692.0,1457687610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-11 09:14:08.976589,79360.0,36.0
,,2016-03-11 09:59:58.431739,slurm_normal_16gb,1457690877.0,0,,1.0,main_w2_handler1,2630048,12104606,False,,1797,bam,6328621.roundup,slurm,,132112168.0,corral-repl,,"""f4ab4734e76f11e5aac8005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23793746,,,"""LENIENT""",32.0,,27585767.0,1457690873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-11 10:08:00.776103,77191.0,4.0
,,2016-03-11 15:01:05.899873,slurm_normal_16gb,1457708501.0,0,,1.0,main_w2_handler1,2629094,12107021,False,,31949020,bam,6330985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23797284,,,"""LENIENT""",32.0,,28792246.0,1457708491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-11 15:01:43.504720,78945.0,10.0
,,2016-06-17 21:52:42.602039,slurm_normal_16gb,1466200383.0,0,,1.0,main_w2_handler1,2730421,13196744,False,,31773213,bam,7381358.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5576572722c459806'}]",,"""LENIENT""",32.0,,30932873.0,1466200373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-06-17 21:53:08.099193,85610.0,10.0
,,2016-04-28 09:13:07.743630,slurm_normal_16gb,1461836280.0,0,,1.0,main_w1_handler2,2652624,12664679,False,,7284792650,bam,6866186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5472e7774f42893db'}]",,"""LENIENT""",32.0,,29675633.0,1461834818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 09:38:02.660961,81721.0,1462.0
,,2016-09-08 12:03:38.422292,slurm_normal_16gb,1473336361.0,0,,1.0,main_w3_handler0,2813351,13805462,False,,28225594,bam,8026155.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8341f7c1f97decc'}]",,"""LENIENT""",32.0,,32730625.0,1473336351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-09-08 12:06:04.454702,89385.0,10.0
,,2016-04-28 10:24:47.392630,slurm_normal_16gb,1461839140.0,0,,1.0,main_w2_handler1,2678620,12665471,False,,13559564,bam,6867766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d10d23902318550'}]",,"""LENIENT""",32.0,,29729529.0,1461839133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 10:25:43.477104,83088.0,7.0
,,2016-04-28 10:24:56.134602,slurm_normal_16gb,1461839150.0,0,,1.0,main_w1_handler0,2678620,12665472,False,,13559564,bam,6867770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d10d23902318550'}]",,"""STRICT""",32.0,,29729529.0,1461839140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 10:25:52.329903,83088.0,10.0
,,2016-04-28 13:58:35.742740,slurm_normal_16gb,1461851969.0,0,,1.0,main_w1_handler1,2674273,12670689,False,,78497830,bam,6871264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590aef278cf1aa641'}]",,"""LENIENT""",32.0,,29704172.0,1461851951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 13:59:34.805466,73902.0,18.0
,,2016-04-28 13:52:51.932911,slurm_normal_16gb,1461852097.0,0,,1.0,main_w1_handler0,2679224,12670660,False,,3151528011,bam,6871157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556f4f105d9f0e2b5'}]",,"""LENIENT""",32.0,,29622228.0,1461851606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 14:01:42.767508,57113.0,491.0
,,2016-04-28 15:09:29.853721,slurm_normal_16gb,1461856793.0,0,,1.0,main_w2_handler1,2679224,12672415,False,,3917663382,bam,6872788.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c370cfcd24c3786'}]",,"""LENIENT""",32.0,,29622228.0,1461856206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 15:19:56.001451,57113.0,587.0
,,2016-03-12 02:02:28.468797,slurm_normal_16gb,1457748191.0,0,,1.0,main_w2_handler0,2629725,12112224,False,,25639354,bam,6335655.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23805520,,,"""LENIENT""",32.0,,28679902.0,1457748178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-12 02:03:13.482669,79477.0,13.0
,,2016-04-28 12:41:37.158540,slurm_normal_16gb,1461847660.0,0,,1.0,main_w1_handler2,2679224,12668619,False,Job output deleted by user before job completed.,1299831310,bam,6869917.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f1b52d1535d618c'}]",,"""LENIENT""",32.0,,29622228.0,1461847426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-04-28 12:47:42.052179,57113.0,234.0
,,2016-02-12 08:23:14.500090,slurm_normal_16gb,1455265438.0,0,,1.0,main_w1_handler0,2597358,11798477,False,,6131,bam,6053224.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23308290,,,"""LENIENT""",32.0,,27585767.0,1455265433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-12 08:24:01.524345,77191.0,5.0
,,2016-02-11 22:40:05.089169,slurm_normal_16gb,1455230582.0,0,,1.0,main_w1_handler1,2596853,11795991,False,,29777188,bam,6050745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23304794,,,"""LENIENT""",32.0,,27576717.0,1455230452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-11 22:43:07.240689,77171.0,130.0
,,2016-03-12 16:15:59.403690,slurm_normal_16gb,1457799407.0,0,,1.0,main_w1_handler0,2629725,12114326,False,,23979532,bam,6337701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23809233,,,"""LENIENT""",32.0,,28958878.0,1457799398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-12 16:16:51.721284,79477.0,9.0
,,2016-02-12 00:13:14.103175,slurm_normal_16gb,1455236028.0,0,,1.0,main_w1_handler0,2596429,11796569,False,,23925952,bam,6051312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23305689,,,"""LENIENT""",32.0,,28295289.0,1455236015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-12 00:13:51.192778,77209.0,13.0
,,2017-04-08 11:55:56.059893,slurm_normal,1491652570.0,0,,1.0,main_w3_handler1,3064697,15529858,False,,29686389,bam,9656518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29132444}]",,"""LENIENT""",32.0,,37209449.0,1491652559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2017-04-08 11:56:12.782225,103809.0,11.0
,,2016-02-12 09:24:29.196350,slurm_normal_16gb,1455269114.0,0,,1.0,main_w2_handler0,2597426,11798711,False,,29747856,bam,6053455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23308720,,,"""LENIENT""",32.0,,26924736.0,1455269103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-12 09:25:17.709295,75641.0,11.0
,,2016-03-12 17:29:46.682174,slurm_normal_16gb,1457803835.0,0,,1.0,main_w1_handler0,2631341,12114716,False,,6914469,bam,6337992.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23809572,,,"""LENIENT""",32.0,,28826099.0,1457803827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-12 17:30:38.643039,73509.0,8.0
,,2016-03-12 19:22:39.505173,slurm_normal_16gb,1457810937.0,0,,1.0,main_w1_handler0,2631341,12115132,False,,2992,bam,6338412.roundup,slurm,,132112168.0,corral-repl,,"""c6026a16e88711e5a562005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23810332,,,"""LENIENT""",32.0,,28960956.0,1457810929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-12 19:28:59.529063,73509.0,8.0
,,2016-03-12 17:59:46.925782,slurm_normal_16gb,1457805610.0,0,,1.0,main_w1_handler2,2631341,12114769,False,,1764,bam,6338066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23809814,,,"""LENIENT""",32.0,,28826099.0,1457805605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-12 18:00:13.360227,73509.0,5.0
,,2017-04-08 13:15:34.988226,slurm_normal,1491659789.0,0,,1.0,main_w4_handler0,3064789,15530111,False,,29746798,bam,9656817.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29132775}]",,"""LENIENT""",32.0,,37209449.0,1491659779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2017-04-08 13:56:31.127976,103809.0,10.0
,,2016-02-14 12:50:11.246621,slurm_normal_16gb,1455454414.0,0,,1.0,main_w1_handler1,2599135,11820241,False,,29760076,bam,6069644.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23335349,,,"""LENIENT""",32.0,,27959489.0,1455454397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 12:53:36.091446,77584.0,17.0
,,2016-02-14 15:47:19.252699,slurm_normal_16gb,1455464887.0,0,,1.0,main_w1_handler0,2599219,11821193,False,,29760092,bam,6070548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23336813,,,"""LENIENT""",32.0,,27959489.0,1455464866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 15:48:09.515066,77584.0,21.0
,,2016-02-14 16:39:37.113416,slurm_normal_16gb,1455476024.0,0,,1.0,main_w1_handler1,2569426,11821694,False,,43644251338,bam,6070756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23246617,,,"""LENIENT""",32.0,,27642573.0,1455468008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 18:53:47.375521,15157.0,8016.0
,,2016-02-14 20:42:45.053201,slurm_normal_16gb,1455482611.0,0,,1.0,main_w2_handler0,2599378,11822484,False,,21142708,bam,6071574.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23339792,,,"""LENIENT""",32.0,,28366005.0,1455482597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 20:43:34.565707,77849.0,14.0
,,2016-02-14 22:30:11.236089,slurm_normal_16gb,1455489065.0,0,,1.0,main_w1_handler2,2599403,11822930,False,,21142704,bam,6072054.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23340463,,,"""LENIENT""",32.0,,28366005.0,1455489052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 22:31:08.770736,77849.0,13.0
,,2016-02-14 22:08:53.642612,slurm_normal_16gb,1455487788.0,0,,1.0,main_w1_handler1,2599403,11822862,False,,14311435,bam,6071966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",23340316,,,"""LENIENT""",32.0,,28366005.0,1455487764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-02-14 22:09:50.839241,77849.0,24.0
