chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accession,parameters.chromInfo,parameters.dbkey,parameters.description,parameters.disname,parameters.gi,parameters.heading,parameters.html_out1,parameters.input1,parameters.input1.values,parameters.length,parameters.pgc,parameters.type,parameters.usa,parameters.version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-27 17:33:45.511275,slurm_normal,1477589633.0,0.0,,1.0,main_w3_handler1,2871783,14193038,False,,17303,fasta,8405341.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545eb0851aadc0580'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33949874.0,1477589629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 17:33:55.118022,,4.0
,,2016-10-27 18:22:38.780732,slurm_normal,1477592572.0,0.0,,1.0,main_w4_handler0,2871858,14193398,False,,59455081,fasta,8405665.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""yes""","""yes""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5978ec4d957f2f263'}]","""yes""","""yes""","""yes""","""yes""","""yes""",32.0,,33951348.0,1477592563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:22:53.329042,,9.0
,,2016-10-26 17:42:28.144717,slurm_normal,1477503765.0,0.0,,1.0,main_w4_handler1,2870083,14182641,False,,32537678,fasta,8395226.roundup,slurm,,132112168.0,corral-repl,,"""90068ce29ba311e68a99005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549e16d09352f0fc6'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33923319.0,1477503754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-26 17:42:49.060964,91466.0,11.0
,,2016-10-27 17:31:45.812714,slurm_normal,1477589541.0,0.0,,1.0,main_w3_handler0,2871795,14193010,False,,12829,fasta,8405314.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4681f10003832cc'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33949932.0,1477589509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 17:32:22.578323,,32.0
,,2016-10-26 17:50:49.606819,slurm_normal,1477504269.0,0.0,,1.0,main_w4_handler1,2870210,14182748,False,,31814941,fasta,8395351.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fce893e0254f617f'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33216775.0,1477504257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-26 17:51:13.711044,,12.0
,,2016-10-27 17:30:43.718831,slurm_normal,1477589454.0,0.0,,1.0,main_w4_handler0,2871793,14193005,False,,17303,fasta,8405309.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed94bb091a1e1fff'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33949927.0,1477589449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 17:30:56.926595,,5.0
,,2016-10-27 17:43:21.978146,slurm_normal,1477590238.0,0.0,,1.0,main_w3_handler1,2870210,14193118,False,,59455081,fasta,8405395.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c27467377da0fd4d'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33924992.0,1477590207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 17:43:59.594437,91739.0,31.0
,,2016-10-27 17:36:45.827270,slurm_normal,1477589821.0,0.0,,1.0,main_w3_handler1,2866921,14193060,False,,59455081,fasta,8405363.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c65a6ca06c092c77'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33923320.0,1477589810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 17:37:04.605702,91741.0,11.0
,,2016-10-26 18:55:30.117637,slurm_normal,1477508139.0,0.0,,1.0,main_w3_handler0,2870314,14183213,False,,10701,fasta,8395866.roundup,slurm,,132112168.0,corral-repl,,"""c3c39f169bad11e68bfc005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f707322f99b433c1'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33728982.0,1477508136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-26 18:55:43.935800,91225.0,3.0
,,2016-10-27 18:25:24.460368,slurm_normal,1477592736.0,0.0,,1.0,main_w3_handler1,2838625,14193455,False,,12829,fasta,8405705.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6a3c00d7f05670d'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33354179.0,1477592731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:25:39.438936,,5.0
,,2016-10-27 22:14:01.579393,slurm_normal,1477606696.0,0.0,,1.0,main_w3_handler1,2837433,14195179,False,,17303,fasta,8407008.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c957fb3753e7a293'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33412513.0,1477606691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 22:18:19.704613,91216.0,5.0
,,2016-10-27 18:09:34.279055,slurm_normal,1477591784.0,0.0,,1.0,main_w4_handler1,2871841,14193315,False,,171957,fasta,8405586.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502bca471f89cd144'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33951031.0,1477591778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:09:46.543949,91220.0,6.0
,,2016-10-03 12:55:59.154270,slurm_normal,1475499452.0,0.0,,1.0,main_w4_handler1,2841134,13995769,False,,59455099,fasta,8215024.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56fef07af48d64266'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416916.0,1475499443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 12:57:36.493434,,9.0
,,2016-10-27 18:19:56.483761,slurm_normal,1477592409.0,0.0,,1.0,main_w4_handler1,2871708,14193372,False,,59455081,fasta,8405643.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a65ca819dd55f1df'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33947584.0,1477592400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:20:11.341051,,9.0
,,2016-10-27 18:22:04.032939,slurm_normal,1477592538.0,0.0,,1.0,main_w4_handler1,2871854,14193392,False,,59455081,fasta,8405660.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""yes""","""yes""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dcd41a095a03dca2'}]","""yes""","""yes""","""yes""","""yes""","""yes""",32.0,,33951312.0,1477592529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:22:20.189980,,9.0
,,2016-10-03 12:55:57.499524,slurm_normal,1475499443.0,0.0,,1.0,main_w4_handler0,2841119,13995768,False,,59455099,fasta,8215022.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee8955bc32d1c29a'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416401.0,1475499435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 12:57:25.159958,,8.0
,,2016-10-03 12:56:00.613941,slurm_normal,1475499511.0,0.0,,1.0,main_w4_handler1,2841131,13995770,False,,59455099,fasta,8215027.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5341a0718ea993457'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416908.0,1475499500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 12:58:32.485836,,11.0
,,2016-10-03 13:12:05.240475,slurm_normal,1475500445.0,0.0,,1.0,main_w3_handler1,2841141,13995906,False,,59455099,fasta,8215131.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507be3c9146033438'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416983.0,1475500426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:14:08.667989,,19.0
,,2016-10-03 13:17:50.974399,slurm_normal,1475500763.0,0.0,,1.0,main_w4_handler1,2841163,13995981,False,,59455099,fasta,8215197.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b0c170b27f6c6fa'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417285.0,1475500732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:19:24.947789,,31.0
,,2016-10-03 13:10:28.073304,slurm_normal,1475500341.0,0.0,,1.0,main_w4_handler1,2841143,13995893,False,,59455099,fasta,8215122.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f492c77c5e195773'}]","""yes""","""no""","""no""","""no""","""no""",32.0,,33416995.0,1475500301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:12:24.104625,,40.0
,,2016-10-03 13:14:17.224399,slurm_normal,1475500597.0,0.0,,1.0,main_w4_handler0,2841149,13995935,False,,59455099,fasta,8215166.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d587ab3607736de'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417181.0,1475500551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:16:38.246725,,46.0
,,2016-10-03 13:11:43.009280,slurm_normal,1475500443.0,0.0,,1.0,main_w3_handler1,2841140,13995899,False,Job output deleted by user before job completed.,59455099,fasta,8215129.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9f1e9b809825648'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416980.0,1475500423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:14:05.481561,,20.0
,,2016-10-03 13:13:20.577619,slurm_normal,1475500502.0,0.0,,1.0,main_w3_handler1,2841140,13995924,False,,59455099,fasta,8215156.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9f1e9b809825648'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33416980.0,1475500494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:15:05.944701,,8.0
,,2016-10-03 13:17:39.974533,slurm_normal,1475500760.0,0.0,,1.0,main_w3_handler0,2841168,13995976,False,,59455099,fasta,8215203.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d843e29ed8dad068'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417357.0,1475500751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:19:23.037205,,9.0
,,2016-10-03 13:18:23.225654,slurm_normal,1475500789.0,0.0,,1.0,main_w3_handler0,2841168,13995986,False,,59455099,fasta,8215211.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d843e29ed8dad068'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417357.0,1475500783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:19:52.473343,,6.0
,,2016-10-03 13:19:35.137810,slurm_normal,1475500859.0,0.0,,1.0,main_w3_handler0,2841164,13996000,False,,59455099,fasta,8215222.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a74bd5290d1ce0ca'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417287.0,1475500838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:21:01.770473,,21.0
,,2016-10-03 13:20:37.254151,slurm_normal,1475500928.0,0.0,,1.0,main_w4_handler1,2841159,13996009,False,,59455099,fasta,8215238.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bbc573c42b98fc36'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417235.0,1475500920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:22:11.644268,,8.0
,,2016-10-03 13:19:36.651910,slurm_normal,1475500848.0,0.0,,1.0,main_w3_handler0,2841182,13996001,False,,59455099,fasta,8215221.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c448524bcff56438'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417482.0,1475500837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:20:52.031004,,11.0
,,2016-10-03 13:19:23.339273,slurm_normal,1475500829.0,0.0,,1.0,main_w4_handler1,2841180,13995997,False,,59455099,fasta,8215216.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c632edcb494fb561'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417469.0,1475500822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:20:32.254374,,7.0
,,2016-10-03 13:19:29.185992,slurm_normal,1475500893.0,0.0,,1.0,main_w3_handler1,2841160,13995998,False,,59455099,fasta,8215225.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab64790af4b38f22'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417283.0,1475500885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:21:34.616489,,8.0
,,2016-10-03 13:19:50.731246,slurm_normal,1475500896.0,0.0,,1.0,main_w3_handler1,2841166,13996005,False,,59455099,fasta,8215226.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa40789e46f7aa82'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417288.0,1475500885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:21:39.285063,,11.0
,,2016-10-27 18:32:35.760343,slurm_normal,1477593172.0,0.0,,1.0,main_w3_handler0,2871841,14193527,False,,59455081,fasta,8405783.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b19cbb232684395'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33951031.0,1477593159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:32:55.671127,91220.0,13.0
,,2016-10-03 13:22:25.570999,slurm_normal,1475501055.0,0.0,,1.0,main_w4_handler0,2841171,13996031,False,,59455099,fasta,8215261.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7b3fe327689c4a9'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417393.0,1475501046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:24:19.261499,,9.0
,,2016-10-03 13:24:03.437671,slurm_normal,1475501182.0,0.0,,1.0,main_w3_handler1,2841162,13996055,False,,59455099,fasta,8215291.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545448d4ad2db1cb2'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417286.0,1475501174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:26:25.797022,,8.0
,,2016-10-03 13:26:46.332297,slurm_normal,1475501284.0,0.0,,1.0,main_w4_handler1,2841161,13996083,False,,59455099,fasta,8215313.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c67f2483154f81a'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417284.0,1475501261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:28:06.587206,,23.0
,,2016-10-27 21:19:35.516150,slurm_normal,1477604844.0,0.0,,1.0,main_w4_handler0,2868230,14194782,False,,59455081,fasta,8406770.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a23b1e2d417e7540'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33894233.0,1477604835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 21:47:29.171562,,9.0
,,2016-10-27 09:04:09.009040,slurm_normal,1477559056.0,0.0,,1.0,main_w3_handler0,2868614,14188505,False,,31814941,fasta,8401012.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc497354944d7403'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33899229.0,1477559051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 09:04:20.069564,,5.0
,,2016-10-03 13:40:55.349254,slurm_normal,1475502179.0,0.0,,1.0,main_w4_handler1,2841213,13996258,False,,47377356,fasta,8215474.roundup,slurm,,132112168.0,corral-repl,,"""01a5e1dc896f11e6b472005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b7e267a6dbaafd3'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33417699.0,1475502172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 13:43:02.243192,91222.0,7.0
,,2016-10-27 18:27:45.816470,slurm_normal,1477592882.0,0.0,,1.0,main_w4_handler0,2838625,14193483,False,,17303,fasta,8405738.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543c2db7040bffdee'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33354179.0,1477592870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:28:04.164144,,12.0
,,2016-10-27 18:44:41.273854,slurm_normal,1477593915.0,0.0,,1.0,main_w3_handler0,2871166,14193597,False,,17303,fasta,8405851.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ceda7cfdf19e7e42'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33941135.0,1477593890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-27 18:45:18.121889,,25.0
,,2016-10-03 14:41:59.457240,slurm_normal,1475505817.0,0.0,,1.0,main_w3_handler0,2841119,13996800,False,,30862428,fasta,8215969.roundup,slurm,,132112168.0,corral-repl,,"""89ee5968897711e6a37d005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5edf9ad599078f89e'}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,33419119.0,1475505808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-10-03 14:43:40.306114,91458.0,9.0
