bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles49,bamfiles49_filetype,bamfiles4_filetype,bamfiles5,bamfiles50,bamfiles50_filetype,bamfiles51,bamfiles51_filetype,bamfiles52,bamfiles52_filetype,bamfiles53,bamfiles53_filetype,bamfiles54,bamfiles54_filetype,bamfiles55,bamfiles55_filetype,bamfiles56,bamfiles56_filetype,bamfiles57,bamfiles57_filetype,bamfiles58,bamfiles58_filetype,bamfiles59,bamfiles59_filetype,bamfiles5_filetype,bamfiles6,bamfiles60,bamfiles60_filetype,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file,parameters.mode.region_file.values,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
992633914,992633914,1768473023.0,bam,1659452527.0,bam,1385448221.0,bam,862839216.0,bam,1886354724.0,bam,,,,,,,,,,,bam,665184712,,,,,,,,,,,,,,,,,,,,,bam,960817840.0,,,,,,,,,,,,,,,,,,,,,bam,925386141.0,,,,,,,,,,,,,,,,,,,,,bam,812119683.0,,,,,,,,,,,,,,,,,,,,,bam,1074518501.0,,,bam,954419392.0,bam,786684196.0,bam,1173592580.0,bam,bam,2016-05-07 20:22:02.584106,slurm_normal,1462658483.0,0,1.0,main_w2_handler0,2697306,12818087,False,,7019209.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569317288f598fbec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51ea10b46efdced19'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59d20ae91f5f6ffc8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b549692e877eceee37'}, {'src': 'hda', 'id': 'bbd44e69cb8906b552c63528190c79cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55a5e008d8e0c598c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b588ad7ea646046d3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54831c37eb1f42f8d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f7fa95584e6851b5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5151c33efa160b7c6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a4bfaaab54264fa5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3a57804f9fa69e0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d4f20f7a644c7c4c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a094fc28db623767'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30084119.0,1462652559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 22:01:25.782462,82005.0,5924.0
327390160,327390160,118071751.0,bam,14922523.0,bam,,,,,,,,,,,,,,,,,bam,67453839,,,,,,,,,,,,,,,,,,,,,bam,110006628.0,,,,,,,,,,,,,,,,,,,,,bam,159751786.0,,,,,,,,,,,,,,,,,,,,,bam,80848335.0,,,,,,,,,,,,,,,,,,,,,bam,2200816.0,,,bam,94897992.0,bam,78816634.0,bam,58938645.0,bam,bam,2016-05-06 15:22:36.478600,slurm_normal,1462548304.0,0,1.0,main_w1_handler1,2400504,12805579,False,,7007041.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51194f8dda92bba2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ab0c4107e23f37f2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51cd6ab234d6d0549'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5453d8e4a8bf65fa2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e087b85bcde9bdb9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51075bbfd4dbadce9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54c9291a691b05105'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a5261b650f4816ec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56a518716201cd608'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bf6b8eb7144d8806'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d57341be3464f8a2'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462548191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 15:25:08.008467,55228.0,113.0
66960942,66960942,131351093.0,bam,,,,,,,,,,,,,,,,,,,bam,42862110,,,,,,,,,,,,,,,,,,,,,bam,791835.0,,,,,,,,,,,,,,,,,,,,,bam,133940807.0,,,,,,,,,,,,,,,,,,,,,bam,53315700.0,,,,,,,,,,,,,,,,,,,,,bam,63329080.0,,,bam,97489403.0,bam,21030822.0,bam,78848174.0,bam,bam,2016-05-06 15:37:19.434695,slurm_normal,1462549535.0,0,1.0,main_w1_handler0,2400504,12805738,False,,7007220.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c692a6609b27c9c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b525bb6ddf1b7dc4f9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5edbfe35bbf021904'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5217108e95f5bfc87'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ad24bae6e64cef3b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51197cb8ed4cd7ac8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2409245f603346e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53490ad35486a7b83'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fd0d92edc2169934'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5437e58c9807c7eec'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462549082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 15:45:39.353235,55228.0,453.0
67830884,67830884,117389035.0,bam,58883641.0,bam,60661226.0,bam,76423942.0,bam,198486872.0,bam,137825032.0,bam,148952985.0,bam,132856665.0,bam,,,,,bam,56475285,,,,,,,,,,,,,,,,,,,,,bam,81153761.0,,,,,,,,,,,,,,,,,,,,,bam,17851868.0,,,,,,,,,,,,,,,,,,,,,bam,36035346.0,,,,,,,,,,,,,,,,,,,,,bam,70270450.0,,,bam,133186054.0,bam,5149336.0,bam,192465111.0,bam,bam,2016-05-06 16:59:01.732865,slurm_normal,1462554124.0,0,1.0,main_w2_handler0,2400504,12806926,False,,7008271.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee114ebd129e8bde'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a7fd28151d9965dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52410fa89d5991662'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d4e51c649d1f282'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f46a3597d09c76f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59a9c9cf14793d5b2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d8d38a95f56ce24d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b589071fb5c6b3c3d9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c6eccefc1234ab4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53aad9408081f8746'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50adb84b7455bd0ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504763a8247aac200'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b1c641109539753'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ef12d532289a4d33'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d0bf004f16263fa4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5621e40b92108e626'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ec4f2be2c1fdbf1e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462553980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 17:02:13.954953,55228.0,144.0
992633914,992633914,1768473023.0,bam,1659452527.0,bam,1843407094.0,bam,1385448221.0,bam,862839216.0,bam,1886354724.0,bam,1497690193.0,bam,,,,,,,bam,665184712,,,,,,,,,,,,,,,,,,,,,bam,960817840.0,,,,,,,,,,,,,,,,,,,,,bam,925386141.0,,,,,,,,,,,,,,,,,,,,,bam,812119683.0,,,,,,,,,,,,,,,,,,,,,bam,1074518501.0,,,bam,954419392.0,bam,786684196.0,bam,1173592580.0,bam,bam,2016-05-07 14:33:17.878963,slurm_normal,1462638952.0,0,1.0,main_w1_handler2,2697306,12816246,False,,7017421.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569317288f598fbec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51ea10b46efdced19'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59d20ae91f5f6ffc8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b549692e877eceee37'}, {'src': 'hda', 'id': 'bbd44e69cb8906b552c63528190c79cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55a5e008d8e0c598c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b588ad7ea646046d3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54831c37eb1f42f8d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f7fa95584e6851b5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5151c33efa160b7c6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a4bfaaab54264fa5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a7845ba08e2b1cc7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3a57804f9fa69e0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d4f20f7a644c7c4c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a094fc28db623767'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5affc03df4b36c483'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30084119.0,1462631627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 16:35:53.901773,82005.0,7325.0
237776297,237776297,,,,,,,,,,,,,,,,,,,,,bam,250997249,,,,,,,,,,,,,,,,,,,,,bam,298192438.0,,,,,,,,,,,,,,,,,,,,,bam,351268912.0,,,,,,,,,,,,,,,,,,,,,bam,166671895.0,,,,,,,,,,,,,,,,,,,,,bam,293868229.0,,,bam,,,,,,,bam,2016-05-07 19:07:06.355658,slurm_normal,1462648139.0,0,1.0,main_w1_handler1,2696874,12817676,False,,7018841.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561a5b8c7f25508b8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5298c88871684b132'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5df4d8c598e5ee3a7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d28ae7c6ccd3d9ef'}, {'src': 'hda', 'id': 'bbd44e69cb8906b513f2ee8ae5f53182'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56076a8b006852752'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""chr10""",32.0,,,,30078878.0,1462648062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 19:09:01.589531,83951.0,77.0
992633914,992633914,,,,,,,,,,,,,,,,,,,,,bam,665184712,,,,,,,,,,,,,,,,,,,,,bam,960817840.0,,,,,,,,,,,,,,,,,,,,,bam,812119683.0,,,,,,,,,,,,,,,,,,,,,bam,1074518501.0,,,,,,,,,,,,,,,,,,,,,bam,954419392.0,,,bam,1173592580.0,bam,1385448221.0,bam,,,bam,2016-05-07 20:20:50.048175,slurm_normal,1462655746.0,0,1.0,main_w1_handler0,2697306,12818082,False,,7019205.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569317288f598fbec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51ea10b46efdced19'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59d20ae91f5f6ffc8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b552c63528190c79cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55a5e008d8e0c598c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b588ad7ea646046d3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f7fa95584e6851b5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3a57804f9fa69e0'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30084119.0,1462652479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 21:15:48.775378,82005.0,3267.0
509943279,509943279,,,,,,,,,,,,,,,,,,,,,bam,174477864,,,,,,,,,,,,,,,,,,,,,bam,614412441.0,,,,,,,,,,,,,,,,,,,,,bam,344077255.0,,,,,,,,,,,,,,,,,,,,,bam,400604173.0,,,,,,,,,,,,,,,,,,,,,bam,192046392.0,,,bam,172539488.0,bam,,,,,bam,2016-05-06 11:58:15.369630,slurm_normal,1462535999.0,0,1.0,main_w1_handler2,2696684,12804211,False,,7004628.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520a0355fb7fa73fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56fdc5cc548495828'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5858e7ee4c7a298ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e740e4bf851b165'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51e85eedd4a59802c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b525b991c134bd6369'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5747213892a29a027'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa88bfa496176ac3'}]",,,,"""true""","""""",32.0,457.0,bed,,29178835.0,1462535943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 12:00:03.310772,,56.0
237776297,237776297,,,,,,,,,,,,,,,,,,,,,bam,250997249,,,,,,,,,,,,,,,,,,,,,bam,298192438.0,,,,,,,,,,,,,,,,,,,,,bam,351268912.0,,,,,,,,,,,,,,,,,,,,,bam,166671895.0,,,,,,,,,,,,,,,,,,,,,bam,293868229.0,,,bam,,,,,,,bam,2016-05-07 20:04:58.592678,slurm_normal,1462652912.0,0,1.0,main_w2_handler0,2696874,12818004,False,,7019103.roundup,slurm,,132112168.0,corral-repl,,,,,1,true,2.0,custom,200,false,1,,,yes,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561a5b8c7f25508b8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5298c88871684b132'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5df4d8c598e5ee3a7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d28ae7c6ccd3d9ef'}, {'src': 'hda', 'id': 'bbd44e69cb8906b513f2ee8ae5f53182'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56076a8b006852752'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30078878.0,1462651542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 20:28:33.887714,83951.0,1370.0
159695546,159695546,223058806.0,bam,,,,,,,,,,,,,,,,,,,bam,126942216,,,,,,,,,,,,,,,,,,,,,bam,350975545.0,,,,,,,,,,,,,,,,,,,,,bam,318748173.0,,,,,,,,,,,,,,,,,,,,,bam,312722815.0,,,,,,,,,,,,,,,,,,,,,bam,301586426.0,,,bam,255941493.0,bam,330452237.0,bam,338303724.0,bam,bam,2016-05-08 18:14:01.559939,slurm_normal,1462731368.0,0,1.0,main_w1_handler0,2400504,12824084,False,,7024229.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51bab1c529309963a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5195cf7d7dbd54a35'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52370e1ea49b9ebb3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53412f25ae0d4ca77'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53bd1d6c3005a03a5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bdea992d5ec2658b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d6981a99a82e2ffe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a11f3f0a03546fb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b564d323a60ff640e0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51b751e2696fce039'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462731272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-08 18:16:11.289668,55228.0,96.0
65596994,65596994,85735648.0,bam,145997282.0,bam,181975402.0,bam,122026089.0,bam,,,,,,,,,,,,,bam,161493927,,,,,,,,,,,,,,,,,,,,,bam,141876717.0,,,,,,,,,,,,,,,,,,,,,bam,21664132.0,,,,,,,,,,,,,,,,,,,,,bam,71880131.0,,,,,,,,,,,,,,,,,,,,,bam,115624715.0,,,bam,117950834.0,bam,26269687.0,bam,182554508.0,bam,bam,2016-05-08 11:00:54.157111,slurm_normal,1462705424.0,0,1.0,main_w2_handler0,2400504,12821316,False,,7022280.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6380097fb00df38'}, {'src': 'hda', 'id': 'bbd44e69cb8906b523f7b39764068308'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52fb7f8788d4da6b0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5560ff95d831daed1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58af8f3b8fbbadf42'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e92b5038dce2227c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b540208000b5ef7299'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a81e6bf28eca60f8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b639b0e4bcbf6ae2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a708d3bd83b003a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5647585e31fda9a46'}, {'src': 'hda', 'id': 'bbd44e69cb8906b527116f40747c9b73'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d35f37ea9c255166'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462705299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-08 11:03:47.783709,55228.0,125.0
751585346,751585346,,,,,,,,,,,,,,,,,,,,,bam,867892926,,,,,,,,,,,,,,,,,,,,,bam,801563297.0,,,,,,,,,,,,,,,,,,,,,bam,732225210.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-10 16:10:50.565895,slurm_normal,1462905634.0,0,1.0,main_w2_handler0,2258142,12845679,False,,7045943.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55ac2bd617f20cfca'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b032eecc2ae18e39'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52e14bafe03e8b944'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52ef4bef0572ebefd'}]","""/galaxy-repl/localdata/chrom/1026b.len""","""1026b""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30137350.0,1462905624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-10 18:40:45.996007,45732.0,10.0
3387944,3387944,,,,,,,,,,,,,,,,,,,,,bam,2463360,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-20 15:39:02.044774,slurm_normal,1458488453.0,0,1.0,main_w2_handler0,2640161,12203906,False,,6415679.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23939286,23939292""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29071697.0,1458488438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-20 15:40:55.148678,80993.0,15.0
434638451,434638451,,,,,,,,,,,,,,,,,,,,,bam,242466490,,,,,,,,,,,,,,,,,,,,,bam,685290419.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-20 20:02:05.416898,slurm_normal,1458504473.0,0,1.0,main_w1_handler1,2639837,12205066,False,,6417662.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23942047,23942048,23942051""",,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,,,BED-file,23942098.0,,,,,"""False""","""""",32.0,476430.0,bed,,29082490.0,1458504412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-20 20:07:55.209397,18128.0,61.0
