chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complement,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.out_format1,parameters.reverse,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-11 09:01:05.651879,slurm_normal,1484125294.0,0.0,,1.0,main_w4_handler1,2951867,14737869,False,,60221847,fasta,8902873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27867563}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:01:37.649593,73248.0,24.0
,,2017-01-11 09:01:16.824165,slurm_normal,1484125353.0,0.0,,1.0,main_w3_handler1,2951867,14737893,False,,136935269,fasta,8902892.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27888105}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:36.754227,73248.0,21.0
,,2017-01-11 09:01:09.243539,slurm_normal,1484125327.0,0.0,,1.0,main_w4_handler1,2951867,14737878,False,,82355231,fasta,8902889.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27867707}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:09.783380,73248.0,10.0
,,2017-01-11 09:01:17.353586,slurm_normal,1484125374.0,0.0,,1.0,main_w3_handler0,2951867,14737894,False,,135764154,fasta,8902897.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27888108}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:56.606605,73248.0,25.0
,,2017-01-11 09:01:08.569194,slurm_normal,1484125340.0,0.0,,1.0,main_w4_handler1,2951867,14737877,False,,79192726,fasta,8902886.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27867696}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:23.420464,73248.0,33.0
,,2017-01-11 09:01:11.902253,slurm_normal,1484125382.0,0.0,,1.0,main_w4_handler0,2951867,14737883,False,,252811433,fasta,8902895.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27886462}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:03:05.699460,73248.0,36.0
,,2017-01-11 09:01:10.920158,slurm_normal,1484125352.0,0.0,,1.0,main_w4_handler1,2951867,14737881,False,,108883193,fasta,8902893.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27867772}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:34.645335,73248.0,18.0
,,2017-01-11 09:01:14.250568,slurm_normal,1484125406.0,0.0,,1.0,main_w4_handler1,2951867,14737888,False,,173559656,fasta,8902909.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27888050}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:03:29.699174,73248.0,26.0
,,2017-01-11 09:01:11.358108,slurm_normal,1484125386.0,0.0,,1.0,main_w4_handler1,2951867,14737882,False,,116815251,fasta,8902899.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27867813}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:03:07.822691,73248.0,26.0
,,2017-01-11 09:01:16.326488,slurm_normal,1484125360.0,0.0,,1.0,main_w3_handler0,2951867,14737892,False,,137471047,fasta,8902890.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 27888099}]",,"""fasta""","""yes""",32.0,,35291321.0,1484125319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2017-01-11 09:02:47.595408,73248.0,41.0
,,2016-08-25 12:59:35.752515,slurm_normal,1472130003.0,0.0,,1.0,main_w3_handler1,2794931,13717396,False,,8658588,fasta,7934369.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5214419f86971da42'}]",,"""fasta""","""yes""",32.0,,31977509.0,1472129991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2016-08-25 13:00:05.316735,14250.0,12.0
,,2016-08-25 12:57:28.283616,slurm_normal,1472129878.0,0.0,,1.0,main_w3_handler1,2794931,13717380,False,,8590550,fasta,7934347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562237c6e319d7b59'}]",,"""fasta""","""yes""",32.0,,31977509.0,1472129865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2016-08-25 12:58:00.658616,14250.0,13.0
,,2016-08-25 12:49:57.787457,slurm_normal,1472129420.0,0.0,,1.0,main_w4_handler1,2794931,13717344,False,,8658588,fasta,7934301.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5214419f86971da42'}]",,"""fasta""","""yes""",32.0,,31977509.0,1472129414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2016-08-25 12:50:21.918932,14250.0,6.0
,,2016-08-25 15:12:33.789090,slurm_normal,1472138033.0,0.0,,1.0,main_w4_handler0,2802146,13718472,False,,4794988,fasta,7935501.roundup,slurm,,132112168.0,corral-repl,,"""57bb8d186ad611e69efc005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c5d468a355592ce'}]",,"""fasta""","""yes""",32.0,,31977509.0,1472138026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2016-08-25 15:13:54.117667,14250.0,7.0
,,2016-08-25 12:45:31.693160,slurm_normal,1472129150.0,0.0,,1.0,main_w4_handler1,2794931,13717299,False,,8590550,fasta,7934263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""yes""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519125ffb6b6a46ab'}]",,"""fasta""","""yes""",32.0,,31977509.0,1472129145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,5.0.0,,2016-08-25 12:45:53.781375,14250.0,5.0
