chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.out_format2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-12-09 16:07:42.531863,slurm_normal,1449677291.0,0.0,1.0,main_w1_handler1,2533449,11128677,False,,1017,fasta,1150,fasta,5393783.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22367746,,22367933,,"""fasta""","""simple""",32.0,,26698478,1449677287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-09 16:08:13.985309,,4.0
,,2015-08-16 23:23:45.507487,slurm_normal,1439767466.0,0.0,1.0,main_w1_handler1,2409240,10130208,False,,16044,fasta,16176,fasta,4402310.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20789433,,20789432,,"""fasta""","""simple""",32.0,,24695213,1439767449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-16 23:24:28.035034,65190.0,17.0
,,2015-08-17 04:39:26.679340,slurm_normal,1439786461.0,0.0,1.0,main_w1_handler1,2409240,10131341,False,,29179,fasta,29115,fasta,4403175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794005,,20794006,,"""fasta""","""simple""",32.0,,24695213,1439786402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:41:05.927157,65190.0,59.0
,,2015-08-17 04:38:51.677609,slurm_normal,1439786375.0,0.0,1.0,main_w1_handler2,2409240,10131324,False,,13818,fasta,13792,fasta,4403170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794004,,20794003,,"""fasta""","""simple""",32.0,,24695213,1439786362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:39:39.999600,65190.0,13.0
,,2015-08-17 04:39:47.141874,slurm_normal,1439786428.0,0.0,1.0,main_w2_handler1,2409240,10131354,False,,13101,fasta,13091,fasta,4403176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794007,,20794008,,"""fasta""","""simple""",32.0,,24695213,1439786414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:40:32.527512,65190.0,14.0
,,2015-08-17 04:40:06.220355,slurm_normal,1439786468.0,0.0,1.0,main_w2_handler0,2409240,10131366,False,,33225,fasta,33177,fasta,4403177.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794009,,20794010,,"""fasta""","""simple""",32.0,,24695213,1439786433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:41:12.117272,65190.0,35.0
,,2015-08-17 04:40:56.176107,slurm_normal,1439786532.0,0.0,1.0,main_w2_handler0,2409240,10131386,False,,29110,fasta,29115,fasta,4403181.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794013,,20794014,,"""fasta""","""simple""",32.0,,24695213,1439786492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:42:14.453220,65190.0,40.0
,,2015-08-17 04:41:13.355687,slurm_normal,1439786520.0,0.0,1.0,main_w2_handler0,2409240,10131394,False,,10001,fasta,9968,fasta,4403182.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794015,,20794016,,"""fasta""","""simple""",32.0,,24695213,1439786510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:42:02.605709,65190.0,10.0
,,2015-08-17 04:38:24.859780,slurm_normal,1439786373.0,0.0,1.0,main_w1_handler1,2409240,10131315,False,,15942,fasta,15880,fasta,4403169.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794002,,20794001,,"""fasta""","""simple""",32.0,,24695213,1439786340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:39:35.631069,65190.0,33.0
,,2015-08-17 04:40:27.414733,slurm_normal,1439786470.0,0.0,1.0,main_w2_handler0,2409240,10131377,False,,13563,fasta,13570,fasta,4403178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794011,,20794012,,"""fasta""","""simple""",32.0,,24695213,1439786453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:41:12.962234,65190.0,17.0
,,2015-08-17 04:37:36.441919,slurm_normal,1439786293.0,0.0,1.0,main_w1_handler2,2409240,10131298,False,,2552,fasta,2553,fasta,4403167.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20794000,,20793999,,"""fasta""","""simple""",32.0,,24695213,1439786285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 04:38:15.594857,65190.0,8.0
,,2015-08-17 07:56:58.209424,slurm_normal,1439798257.0,0.0,1.0,main_w1_handler0,2409240,10131993,False,,14555,fasta,2551,fasta,4403735.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20793931,,20796737,,"""fasta""","""simple""",32.0,,24695213,1439798253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-17 07:57:39.012185,65190.0,4.0
,,2015-08-18 03:04:23.836807,slurm_normal,1439867096.0,0.0,1.0,main_w1_handler2,2411199,10138411,False,,824,fasta,809,fasta,4409363.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",20807457,,20807456,,"""fasta""","""simple""",32.0,,24695213,1439867092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-08-18 03:04:58.946188,65190.0,4.0
,,2015-10-28 17:44:36.527698,slurm_normal,1446054302.0,0.0,1.0,main_w1_handler0,2443067,10756316,False,,180430556,fasta,180430556,fasta,5015513.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21784813,,21784813,,"""fasta""","""simple""",32.0,,25948436,1446054292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-28 17:45:05.407356,48770.0,10.0
,,2015-10-07 12:31:35.785112,slurm_normal,1444221119.0,0.0,1.0,main_w1_handler0,2463373,10518615,False,,298,fasta,296,fasta,4793565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21428215,,21428202,,"""fasta""","""fasta""",32.0,,25548456,1444221115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-07 12:32:02.538858,,4.0
,,2015-10-07 12:33:18.453038,slurm_normal,1444221219.0,0.0,1.0,main_w1_handler2,2463373,10518643,False,,298,fasta,296,fasta,4793594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21428215,,21428202,,"""fasta""","""simple""",32.0,,25548456,1444221215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-07 12:33:45.139882,,4.0
,,2015-10-07 12:33:40.776917,slurm_normal,1444221256.0,0.0,1.0,main_w1_handler1,2463373,10518650,False,,302,fasta,300,fasta,4793600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21428214,,21428201,,"""fasta""","""simple""",32.0,,25548456,1444221247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-07 12:34:20.260824,,9.0
,,2015-10-07 23:13:39.682560,slurm_normal,1444259641.0,0.0,1.0,main_w2_handler0,2461139,10524874,False,,4419254,fasta,4428223,fasta,4799344.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21436374,,21431098,,"""fasta""","""simple""",32.0,,25512826,1444259637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-07 23:14:04.498463,,4.0
,,2015-12-11 13:41:53.486496,slurm_normal,1449841346.0,0.0,1.0,main_w2_handler1,2535748,11155732,False,,1985,fasta,1906,fasta,5420544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22415670,,22415688,,"""fasta""","""simple""",32.0,,26748128,1449841339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-11 13:42:28.596545,,7.0
,,2015-12-11 13:49:15.825314,slurm_normal,1449841795.0,0.0,1.0,main_w2_handler0,2535748,11155781,False,,1985,fasta,1906,fasta,5420745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22415670,,22415688,,"""fasta""","""simple""",32.0,,26748128,1449841788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-11 13:49:57.065920,,7.0
,,2015-10-18 11:10:58.776472,slurm_normal,1445166676.0,0.0,1.0,main_w1_handler2,2465006,10619860,False,,10216,bed,4781,bed,4889203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",21580967,,21580966,,"""fasta""","""simple""",32.0,,25573059,1445166671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-10-18 11:11:18.373327,,5.0
,,2015-12-14 11:30:39.756768,slurm_normal,1450092676.0,0.0,1.0,main_w2_handler0,2537688,11171058,False,,1913,fasta,1979,fasta,5440345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22440679,,22440687,,"""fasta""","""simple""",32.0,,26791169,1450092672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-14 11:31:20.881967,,4.0
,,2015-12-14 12:24:30.833726,slurm_normal,1450095897.0,0.0,1.0,main_w1_handler0,2537688,11171478,False,,1985,fasta,1906,fasta,5440772.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22441203,,22441252,,"""fasta""","""simple""",32.0,,26791169,1450095893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-14 12:25:02.642377,,4.0
,,2015-12-14 12:19:50.557793,slurm_normal,1450095623.0,0.0,1.0,main_w2_handler0,2537688,11171457,False,,1913,fasta,1979,fasta,5440747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22441201,,22441240,,"""fasta""","""simple""",32.0,,26791169,1450095616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-14 12:20:26.037102,,7.0
,,2015-12-14 12:54:35.312167,slurm_normal,1450097711.0,0.0,1.0,main_w1_handler0,2537688,11171699,False,,1985,fasta,1906,fasta,5441001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22441485,,22441491,,"""fasta""","""simple""",32.0,,26791169,1450097704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-14 12:55:19.151290,,7.0
,,2015-12-14 13:35:20.181604,slurm_normal,1450100149.0,0.0,1.0,main_w1_handler1,2537688,11171932,False,,1985,fasta,1906,fasta,5441213.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22441870,,22441909,,"""fasta""","""simple""",32.0,,26791169,1450100143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-14 13:35:52.117892,,6.0
,,2015-11-16 08:03:42.782412,slurm_normal,1447661044.0,0.0,1.0,main_w1_handler0,2507975,10911876,False,,2486,fasta,1273,gg,5165284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22016635,,22016606,,"""fasta""","""simple""",32.0,,26294444,1447661040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-16 08:04:06.008191,,4.0
,,2015-11-16 08:21:25.604230,slurm_normal,1447662294.0,0.0,1.0,main_w1_handler0,2507975,10912117,False,,1267,gg,1273,gg,5165507.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22016605,,22016606,,"""fasta""","""simple""",32.0,,26294444,1447662105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-16 08:24:56.995022,,189.0
,,2015-11-16 08:00:41.374751,slurm_normal,1447660865.0,0.0,1.0,main_w1_handler2,2507975,10911855,False,,1223,gg,1267,gg,5165259.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22016591,,22016605,,"""fasta""","""simple""",32.0,,26294444,1447660860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-16 08:01:10.202097,,5.0
,,2015-11-16 08:51:08.570225,slurm_normal,1447663890.0,0.0,1.0,main_w1_handler1,2507975,10912360,False,,3746,fasta,1263,gg,5165782.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22017281,,22016597,,"""fasta""","""simple""",32.0,,26294834,1447663886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-16 08:51:32.425295,64486.0,4.0
,,2015-11-16 08:49:05.122877,slurm_normal,1447663765.0,0.0,1.0,main_w1_handler2,2507975,10912328,False,,2529,fasta,1223,gg,5165748.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22016988,,22016591,,"""fasta""","""simple""",32.0,,26294834,1447663760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-16 08:49:28.292894,64486.0,5.0
,,2015-11-18 15:03:17.904241,slurm_normal,1447859029.0,0.0,1.0,main_w2_handler0,2511087,10936682,False,,1255,fasta,1205,fasta,5191815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",22052531,,22052545,,"""fasta""","""simple""",32.0,,26333738,1447859013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-11-18 15:03:52.504056,73714.0,16.0
,,2015-12-31 10:45:47.510852,slurm_normal,1451558794.0,0.0,1.0,main_w2_handler1,2544347,11353468,False,,35082517,bam,65984769,fasta,5626300.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""5.0""","""50.0""",22697763,,22698022,,"""fasta""","""simple""",32.0,,27098388,1451558787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-12-31 10:46:36.913171,75284.0,7.0
,,2016-03-11 19:09:42.449120,slurm_normal,1457723443.0,0.0,1.0,main_w2_handler0,2630382,12109716,False,,10598,fasta,10598,fasta,6333306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",23801862,,23801862,,"""fasta""","""simple""",32.0,,28940079,1457723420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-03-11 19:10:46.823441,80448.0,23.0
,,2016-02-25 22:16:21.074826,slurm_normal,1456438904.0,0.0,1.0,main_w1_handler2,2519828,11945945,False,Job output deleted by user before job completed.,452,fasta,167,fasta,6176144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",23521112,,23521132,,"""fasta""","""simple""",32.0,,28626751,1456438676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-02-25 22:21:47.554058,73167.0,228.0
,,2016-02-25 22:17:28.162594,slurm_normal,1456438706.0,0.0,1.0,main_w2_handler1,2519828,11945948,False,,452,fasta,167,fasta,6176148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",23521112,,23521132,,"""fasta""","""simple""",32.0,,28626751,1456438701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-02-25 22:18:30.403523,73167.0,5.0
,,2016-04-06 12:42:58.930151,slurm_normal,1459946598.0,0.0,1.0,main_w2_handler0,2658491,12352969,False,,186945,fasta,186945,fasta,6557527.roundup,slurm,,132112168.0,corral-repl,,"""173f3546fbf511e5bcab005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",24165803,,24165803,,"""fasta""","""simple""",32.0,,29440688,1459946591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-06 12:43:21.757246,82008.0,7.0
,,2016-04-11 18:29:29.886779,slurm_normal,1460399422.0,0.0,1.0,main_w1_handler0,2665762,12420531,False,,608946,fasta,608946,fasta,6621768.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",24258828,,24258828,,"""fasta""","""simple""",32.0,,29551010,1460399414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-11 18:30:27.472235,,8.0
,,2016-04-10 20:35:25.306600,slurm_normal,1460320563.0,0.0,1.0,main_w2_handler0,2664525,12411266,False,,541,fasta,1223,fasta,6610828.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",24245709,,24245712,,"""fasta""","""simple""",32.0,,29534980,1460320559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-10 20:36:06.172423,,4.0
