create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_vcf,parameters.primer_length,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-10-29 12:22:46.776868,rodeo_normal,1414585384.0,0,1.0,main_w1_handler1,2100338,8062361,False,,6382628,vcf,92445.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17366286,"""150""",1,17358692,history,2.0,558727609.0,fasta,,18003411,1414585374.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-29 12:23:08.159522,53146.0,10.0
2015-02-16 14:13:08.316171,rodeo_normal,1424096010.0,0,1.0,main_w1_handler0,2175738,8734980,False,,20709,vcf,2775449.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18525552,"""140""",0,sacCer3,cached,32.0,,,,21276133,1424096006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-02-16 14:13:33.179210,18058.0,4.0
2014-09-12 09:10:41.678191,roundup_single,1410513051.0,0,1.0,main_w1_handler1,2047879,7721748,False,,20043,vcf,1707460,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16757575,"""50""",0,hg19,cached,32.0,,,,16897663,1410513049.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-09-12 09:10:54.453227,52932.0,2.0
2014-10-30 04:25:10.306105,rodeo_normal,1414643125.0,0,1.0,main_w2_handler1,1870685,8069828,False,,17179849,vcf,97583.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17376062,"""35""",1,17376005,history,2.0,35869269.0,fasta,,17347640,1414643120.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-30 04:25:30.141157,44788.0,5.0
2014-10-08 14:32:11.849663,roundup_single,1412778743.0,0,1.0,main_w1_handler0,2027547,7947827,False,,4418972,vcf,1925506,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17171266,"""20""",1,16522113,history,32.0,379466370.0,fasta,,17461848,1412778740.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-08 14:32:25.295822,49852.0,3.0
2014-10-12 09:46:47.899930,rodeo_normal,1413107226.0,0,1.0,main_w2_handler0,2079213,7967828,False,,11096,vcf,10582.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/main/files/008/349/dataset_8349221.dat""","""Lu_200-w80""",17203423,"""40""",1,17203409,history,2.0,323180038.0,fasta,,17146067,1413107219.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-12 09:47:09.856799,49301.0,7.0
2014-10-12 10:23:49.167782,rodeo_normal,1413109438.0,0,1.0,main_w2_handler1,2079213,7967877,False,,2331,vcf,10643.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/main/files/008/349/dataset_8349221.dat""","""Lu_200-w80""",17203506,"""20""",1,17203426,history,2.0,2496.0,fasta,,17146067,1413109434.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-12 10:24:00.847997,49301.0,4.0
2014-10-13 09:12:59.288525,rodeo_normal,1413191596.0,0,1.0,main_w2_handler1,2029591,7970677,False,,18230220,vcf,13397.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17208321,"""20""",1,17207796,history,2.0,303112793.0,fasta,,17566049,1413191589.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-13 09:13:18.159828,52406.0,7.0
2014-10-13 11:47:24.522567,rodeo_normal,1413200863.0,0,1.0,main_w2_handler0,2029591,7971587,False,,17962124,vcf,14174.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17209508,"""20""",1,17207796,history,2.0,303112793.0,fasta,,17566049,1413200853.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-13 11:47:47.294192,52406.0,10.0
2015-01-19 00:48:32.451375,rodeo_normal,1421628535.0,0,1.0,main_w1_handler1,2165276,8565731,False,,27671233,vcf,2498896.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18224371,"""20""",1,18214378,history,32.0,381956675.0,fasta,,18124944,1421628525.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-01-19 00:48:56.861719,49852.0,10.0
2014-10-14 05:55:14.315392,rodeo_normal,1413266136.0,0,1.0,main_w2_handler0,2029591,7977018,False,,10495012,vcf,17795.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17216901,"""20""",1,17207796,history,2.0,303112793.0,fasta,,17585852,1413266125.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-14 05:55:38.839713,52406.0,11.0
2014-10-14 05:42:54.718592,rodeo_normal,1413265390.0,0,1.0,main_w2_handler1,2029591,7976907,False,,10495012,vcf,17762.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17216901,"""20""",1,17207796,history,2.0,303112793.0,fasta,,17585852,1413265380.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-14 05:43:13.971909,52406.0,10.0
2014-10-14 09:54:15.798230,rodeo_normal,1413280476.0,0,1.0,main_w1_handler0,2084908,7978448,False,,1156405,vcf,19363.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17219248,"""150""",1,17218941,history,2.0,558727609.0,fasta,,17596170,1413280468.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-14 09:54:39.943762,,8.0
2014-10-14 09:36:30.233330,rodeo_normal,1413279406.0,0,1.0,main_w2_handler0,2084908,7978399,False,,1156405,vcf,19316.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17219161,"""150""",1,17218941,history,2.0,558727609.0,fasta,,17596170,1413279399.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-14 09:36:50.331233,,7.0
2015-01-22 09:35:11.738843,rodeo_normal,1421919330.0,0,1.0,main_w2_handler0,2136423,8584955,False,,71925,vcf,2530946.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""",18239642,"""100""",1,17764418,history,32.0,379466370.0,fasta,,18124944,1421919326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-01-22 09:35:32.484356,49852.0,4.0
2014-10-17 09:11:38.864576,rodeo_normal,1413537118.0,0,1.0,main_w1_handler1,1805498,7997191,False,,596160,vcf,34962.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",15223623,"""250""",0,hg19,cached,2.0,,,,17677683,1413537107.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-17 09:12:04.597594,45149.0,11.0
2015-01-22 09:24:24.274529,rodeo_normal,1421918684.0,0,1.0,main_w1_handler0,2136423,8584915,False,,71925,vcf,2530874.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""",18239642,"""20""",1,17764418,history,32.0,379466370.0,fasta,,18124944,1421918682.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-01-22 09:24:46.675169,49852.0,2.0
2014-10-21 16:50:10.224967,rodeo_normal,1413910308.0,0,1.0,main_w2_handler0,2092781,8018316,False,,441614817,vcf,53883.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/main/files/008/349/dataset_8349221.dat""","""Lu_200-w80""",17295505,"""100""",1,17295512,history,2.0,323180038.0,fasta,,17146067,1413910225.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-21 16:51:53.762823,49301.0,83.0
2015-01-24 22:39:46.678477,rodeo_normal,1422139202.0,0,1.0,main_w1_handler1,2181540,8600672,False,,14908,vcf,2556397.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18287615,"""20""",0,Homo_sapiens_nuHg19_mtrCRS,cached,32.0,,,,20605653,1422139199.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-01-24 22:40:04.689984,58661.0,3.0
2014-10-27 14:29:15.269241,rodeo_normal,1414420331.0,0,1.0,main_w2_handler0,2095045,8049321,False,,866376727,vcf,81273.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/main/files/008/349/dataset_8349221.dat""","""Lu_200-w80""",17347455,"""100""",1,17347420,history,2.0,323180038.0,fasta,,17146067,1414420167.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-10-27 14:32:15.751688,49301.0,164.0
2014-11-19 16:07:29.908044,rodeo_normal,1416413273.0,0,1.0,main_w1_handler1,1869351,8203736,False,,38305939,vcf,261914.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17606525,"""60""",1,15231560,history,2.0,546024591.0,fasta,,19589944,1416413257.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-11-19 16:07:56.709015,30357.0,16.0
2014-11-25 13:50:19.761605,rodeo_normal,1416923436.0,0,1.0,main_w2_handler1,2086527,8246693,False,,13658821,vcf,322208.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",17341439,"""10""",1,17346840,history,2.0,102291840.0,fasta,,17683846,1416923429.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2014-11-25 13:50:39.698948,52518.0,7.0
2015-02-03 13:07:45.864986,rodeo_normal,1422968958.0,0,1.0,main_w2_handler1,2152077,8656162,False,,17180309,vcf,2629783.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18360437,"""20""",0,hg_g1k_v37,cached,32.0,,,,20955912,1422968891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-02-03 13:09:20.916882,43909.0,67.0
2015-02-15 20:32:45.661414,rodeo_normal,1424032555.0,0,1.0,main_w1_handler0,2207212,8730378,False,,866376727,vcf,2767674.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/008/349/dataset_8349221.dat""","""Lu_200-w80""",18518992,"""50""",1,18518991,history,32.0,323180038.0,fasta,,19974185,1424032391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-02-15 20:35:57.374484,49301.0,164.0
2015-02-22 12:21:02.927345,rodeo_normal,1424607680.0,0,1.0,main_w1_handler0,2212901,8786545,False,,1037351,vcf,2868310.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18595898,"""20""",1,18582777,history,32.0,3199905909.0,fasta,,21372725,1424607671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-02-22 12:21:21.476147,58799.0,9.0
2015-03-04 15:49:58.482561,rodeo_normal,1425484210.0,0,1.0,main_w2_handler0,2215219,8863696,False,,626877,vcf,3011511.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18724794,"""20""",1,18709983,history,32.0,835714844.0,fasta,,21556595,1425484204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-04 15:50:15.923026,60032.0,6.0
2015-03-09 01:15:18.456558,rodeo_normal,1425863729.0,0,1.0,main_w1_handler0,2221022,8893246,False,,152373,vcf,3064020.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18704551,"""20""",0,hg19,cached,32.0,,,,21438385,1425863725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-09 01:15:30.971873,22347.0,4.0
2015-03-09 01:19:02.518125,rodeo_normal,1425863957.0,0,1.0,main_w1_handler1,2221022,8893294,False,,152373,vcf,3064107.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18704551,"""300""",0,hg19,cached,32.0,,,,21438385,1425863952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-09 01:19:18.944288,22347.0,5.0
2015-03-10 19:08:36.749298,rodeo_normal,1426014526.0,0,1.0,main_w2_handler1,2146214,8910908,False,,8403,vcf,3096640.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",18805770,"""20""",1,18627414,history,32.0,3996720.0,fasta,,20017281,1426014523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-10 19:08:47.717063,57365.0,3.0
2015-03-12 12:02:33.465387,rodeo_normal,1426161793.0,0,1.0,main_w2_handler1,1957158,8927134,False,,995988,vcf,3128250.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18828734,"""5""",0,hg19,cached,32.0,,,,20931169,1426161770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-12 12:03:16.434394,48464.0,23.0
2015-03-12 15:25:11.598284,rodeo_normal,1426173947.0,0,1.0,main_w1_handler1,1959733,8932738,False,,7827858,vcf,3138436.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18833392,"""5""",0,hg19,cached,32.0,,,,20931169,1426173923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-12 15:25:49.549508,48464.0,24.0
2015-03-13 16:26:06.789468,rodeo_normal,1426264049.0,0,1.0,main_w2_handler0,1959733,8943917,False,,4404609,vcf,3158790.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18836745,"""5""",0,hg19,cached,32.0,,,,20931169,1426263978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfprimers/vcfprimers/0.0.2,0.0.2,,2015-03-13 16:27:31.917385,48464.0,71.0
