create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.comments,parameters.dbkey,parameters.inputFile,parameters.inputFile|__identifier__,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-19 19:52:59.884439,slurm_normal_16gb,1442692411.0,0,1.0,main_w1_handler1,2444696,10361304,False,,12567053,bam,4643276.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Mother"", ""__index__"": 0}]","""hg19""",21175363,,"""LENIENT""",32.0,,25280262,1442692406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-09-19 19:53:35.632718,69236.0,5.0
2015-09-19 19:58:24.768533,slurm_normal_16gb,1442692731.0,0,1.0,main_w2_handler1,2444696,10361313,False,,13455362,bam,4643289.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Father"", ""__index__"": 0}]","""hg19""",21175365,,"""LENIENT""",32.0,,25280262,1442692724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-09-19 19:58:54.295665,69236.0,7.0
2015-09-19 19:58:41.327846,slurm_normal_16gb,1442692754.0,0,1.0,main_w1_handler1,2444696,10361314,False,,10137616,bam,4643291.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Mother"", ""__index__"": 0}]","""hg19""",21175366,,"""LENIENT""",32.0,,25280262,1442692749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-09-19 19:59:17.868996,69236.0,5.0
2015-08-25 16:05:54.993488,slurm_normal_16gb,1440520980.0,0,1.0,main_w2_handler1,2415821,10197565,False,,3173572997,bam,4468294.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/012/203/dataset_12203125.dat""","[{""comment"": ""MERGED 269 329boB2ng_L001_R2_001_GMD_STAGE1_2 268 329boB20ng_L001_R2_001_GMD_STAGE1_2 267 329boB100ng_L001_R2_001_GMD_STAGE1_2 266 329_S1_L001_R2_001_GMD_STAGE1_2 265 329nextera_S1_L001_R2_001_GMD_STAGE1_2 264 329_miS1_L001_R2_001_GM_chr2RDF_STAGE1_2"", ""__index__"": 0}]","""dm6_iso_all""",20902113,,"""LENIENT""",32.0,,24758913,1440520836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-08-25 16:43:02.697702,58185.0,144.0
2015-09-14 21:08:25.468391,slurm_normal_16gb,1442264935.0,0,1.0,main_w1_handler2,2388680,10318396,False,,10104976,bam,4602773.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{""comment"": """", ""__index__"": 0}]","""?""",21109257,,"""LENIENT""",32.0,,25176874,1442264930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-09-14 21:08:57.371787,65834.0,5.0
2015-12-23 10:31:50.658685,slurm_normal_16gb,1450866804.0,0,1.0,main_w2_handler1,2545949,11314886,False,,205404712,bam,5593431.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{""comment"": ""A aim33"", ""__index__"": 0}]","""?""",22620552,"""A4_S4_L001__001""","""LENIENT""",32.0,,26922950,1450866791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-23 10:33:27.014570,75175.0,13.0
2015-12-23 10:31:49.906240,slurm_normal_16gb,1450866753.0,0,1.0,main_w2_handler1,2545949,11314885,False,,188557127,bam,5593430.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{""comment"": ""A aim33"", ""__index__"": 0}]","""?""",22620543,"""A1_S1_L001__001""","""LENIENT""",32.0,,26922950,1450866743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-23 10:32:36.577877,75175.0,10.0
2015-12-27 19:24:18.438207,slurm_normal_16gb,1451244365.0,0,1.0,main_w1_handler2,2549538,11337955,False,,10137594,bam,5613833.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Mother R1/R2 NA12878"", ""__index__"": 0}]","""hg19""",22669795,,"""LENIENT""",32.0,,26877256,1451244299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-27 19:26:08.552592,74930.0,66.0
2015-12-27 19:21:35.212853,slurm_normal_16gb,1451244144.0,0,1.0,main_w2_handler1,2549538,11337947,False,,13455362,bam,5613825.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Father R1/R2 NA12877"", ""__index__"": 0}]","""hg19""",22669788,,"""LENIENT""",32.0,,26877256,1451244135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-27 19:22:30.820700,74930.0,9.0
2015-12-27 19:24:55.861716,slurm_normal_16gb,1451244387.0,0,1.0,main_w1_handler1,2549538,11337957,False,,10166775,bam,5613838.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Daughter R1/R2 NA12880"", ""__index__"": 0}]","""hg19""",22669818,,"""LENIENT""",32.0,,26877256,1451244383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-27 19:26:32.155882,74930.0,4.0
2015-12-26 21:59:30.225681,slurm_normal_16gb,1451167278.0,0,1.0,main_w1_handler0,2548950,11331120,False,,15191071,bam,5608140.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","[{""comment"": ""Daughter NA12880"", ""__index__"": 0}]","""papHam""",22660160,,"""LENIENT""",32.0,,26877256,1451167227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-26 22:01:20.642300,74930.0,51.0
2015-12-26 21:56:09.639277,slurm_normal_16gb,1451167018.0,0,1.0,main_w2_handler1,2548950,11331115,False,,13440848,bam,5608135.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""comment"": ""Father NA12877"", ""__index__"": 0}]","""hg19""",22660157,,"""LENIENT""",32.0,,26877256,1451167013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-26 21:57:04.355301,74930.0,5.0
2015-12-26 21:58:59.056298,slurm_normal_16gb,1451167215.0,0,1.0,main_w1_handler2,2548950,11331119,False,,15270039,bam,5608139.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","[{""comment"": ""Mother NA12878"", ""__index__"": 0}]","""papHam""",22660158,,"""LENIENT""",32.0,,26877256,1451167162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2015-12-26 22:00:17.153325,74930.0,53.0
2016-01-17 10:19:35.297248,slurm_normal_16gb,1453026001.0,0,1.0,main_w1_handler2,2543864,11528599,False,,1399,bam,5796041.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{""comment"": """", ""__index__"": 0}]","""?""",22857087,,"""LENIENT""",32.0,,26916627,1453025996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/1.126.0,1.126.0,,2016-01-17 10:20:05.373603,,5.0
