chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allpartials,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.menu,parameters.out_format1,parameters.overlap,parameters.unfavoured,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-07-06 14:02:00.777411,slurm_normal,1436191362.0,0.0,1.0,main_w2_handler0,2363486,9796100,False,,22538984,fasta,4098013.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""feattable""","""no""","""no""",32.0,,23970348,1436191343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 14:02:44.498005,,19.0
,,2015-07-06 13:57:40.771738,slurm_normal,1436191108.0,0.0,1.0,main_w2_handler0,2363486,9796087,False,,22538984,fasta,4097995.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""table""","""no""","""no""",32.0,,23970348,1436191089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 13:58:30.098555,,19.0
,,2015-07-06 14:08:48.955895,slurm_normal,1436191774.0,0.0,1.0,main_w1_handler2,2363486,9796114,False,,22538984,fasta,4098027.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""swiss""","""no""","""no""",32.0,,23970348,1436191755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 14:09:37.419045,,19.0
,,2015-07-06 13:09:16.577179,slurm_normal,1436188205.0,0.0,1.0,main_w1_handler0,2363486,9795889,False,,22538984,fasta,4097801.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""excel""","""no""","""no""",32.0,,23970348,1436188185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 13:10:08.342366,,20.0
,,2015-07-06 13:11:19.523432,slurm_normal,1436188328.0,0.0,1.0,main_w2_handler0,2363486,9795890,False,,22538984,fasta,4097803.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""seqtable""","""no""","""no""",32.0,,23970348,1436188310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 13:12:09.472885,,18.0
,,2015-07-06 14:29:27.257603,slurm_normal,1436193009.0,0.0,1.0,main_w1_handler2,2363486,9796173,False,,22538984,fasta,4098097.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""seqtable""","""no""","""no""",32.0,,23970348,1436192993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 14:30:12.001987,,16.0
,,2015-07-06 14:20:29.527505,slurm_normal,1436192475.0,0.0,1.0,main_w2_handler1,2363486,9796148,False,,22538984,fasta,4098069.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20222565,,"""1""","""excel""","""no""","""no""",32.0,,23970348,1436192454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-07-06 14:21:19.265769,,21.0
,,2015-12-03 16:47:36.922749,slurm_normal,1449161283.0,0.0,1.0,main_w1_handler1,2527540,11079755,False,,415916,fasta,5332516.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22284151,,"""1""","""seqtable""","""no""","""no""",32.0,,26567274,1449161277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2015-12-03 16:48:05.128460,,6.0
,,2016-02-04 20:47:19.530693,slurm_normal,1454618874.0,0.0,1.0,main_w2_handler1,2335575,11713231,False,,761,fasta,5971031.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23189948,,"""1""","""seqtable""","""no""","""no""",32.0,,28106782,1454618864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-04 20:47:59.042728,58541.0,10.0
,,2016-02-04 20:54:54.116149,slurm_normal,1454619319.0,0.0,1.0,main_w1_handler2,2335575,11713290,False,,2280,fasta,5971096.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23190006,,"""1""","""seqtable""","""no""","""no""",32.0,,28106782,1454619311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-04 20:55:26.763345,58541.0,8.0
,,2016-01-22 20:14:44.851061,slurm_normal,1453493703.0,0.0,1.0,main_w1_handler2,2486821,11583080,False,,550,fasta,5848646.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23011107,,"""1""","""seqtable""","""no""","""no""",32.0,,27667661,1453493698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-01-22 20:15:05.652281,66216.0,5.0
,,2016-01-22 20:14:40.177519,slurm_normal,1453493707.0,0.0,1.0,main_w2_handler1,2486821,11583078,False,,310,fasta,5848647.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23011106,,"""1""","""seqtable""","""no""","""no""",32.0,,27667661,1453493701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-01-22 20:15:17.276008,66216.0,6.0
,,2016-02-22 20:14:43.436323,slurm_normal,1456172558.0,0.0,1.0,main_w1_handler1,2486821,11902895,False,,550,fasta,6141384.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461595,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:22:42.512008,66216.0,10.0
,,2016-02-22 20:14:45.946177,slurm_normal,1456172334.0,0.0,1.0,main_w1_handler2,2486821,11902897,False,,292,fasta,6141343.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461598,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:18:59.996055,66216.0,59.0
,,2016-02-22 20:14:40.857047,slurm_normal,1456172334.0,0.0,1.0,main_w2_handler1,2486821,11902891,False,,322,fasta,6141341.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461590,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:18:56.946629,66216.0,60.0
,,2016-02-22 20:14:38.574557,slurm_normal,1456172560.0,0.0,1.0,main_w1_handler1,2486821,11902890,False,,485,fasta,6141385.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461582,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:22:42.745130,66216.0,11.0
,,2016-02-22 20:14:44.651215,slurm_normal,1456172582.0,0.0,1.0,main_w2_handler0,2486821,11902896,False,,310,fasta,6141387.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461596,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:23:07.596361,66216.0,24.0
,,2016-02-22 20:14:42.313708,slurm_normal,1456172334.0,0.0,1.0,main_w2_handler0,2486821,11902893,False,,307,fasta,6141340.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23461593,,"""1""","""excel""","""no""","""no""",32.0,,28548303,1456172274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-02-22 20:18:59.724750,66216.0,60.0
,,2016-03-14 15:51:48.634229,slurm_normal,1457970735.0,0.0,1.0,main_w1_handler0,2633103,12128401,False,,294,fasta,6348172.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23829495,,"""7""","""seqtable""","""no""","""no""",32.0,,28982423,1457970731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-03-14 15:52:21.341435,,4.0
12.0,len,2016-09-15 13:17:59.601935,slurm_normal,1473945528.0,0.0,1.0,main_w3_handler0,2819978,13856308,False,,505,fasta,8079410.roundup,slurm,,132112168.0,corral-repl,,"""cf69644a7b4611e69217005056a51846""","""no""","""/galaxy-repl/main/files/017/180/dataset_17180684.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587dff24b0f0e946e'}]","""1""","""seqtable""","""no""","""no""",32.0,,32971925,1473945525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-15 13:18:51.130264,90179.0,3.0
,,2016-09-19 14:11:25.969088,slurm_normal,1474294404.0,0.0,1.0,main_w3_handler1,2824780,13883981,False,,453368006,fasta,8107339.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d0187126a235f7a'}]","""1""","""seqtable""","""no""","""no""",32.0,,32962644,1474294307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-19 14:13:25.476435,89403.0,97.0
,,2016-09-19 14:18:45.169263,slurm_normal,1474294774.0,0.0,1.0,main_w3_handler0,2824780,13884031,False,,453368006,fasta,8107410.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d0187126a235f7a'}]","""1""","""seqtable""","""no""","""no""",32.0,,32962644,1474294746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-19 14:19:36.015959,89403.0,28.0
,,2016-09-19 14:22:19.411201,slurm_normal,1474295020.0,0.0,1.0,main_w4_handler0,2824780,13884071,False,,453368006,fasta,8107460.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d0187126a235f7a'}]","""1""","""seqtable""","""yes""","""yes""",32.0,,32962644,1474294958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-19 14:23:45.198987,89403.0,62.0
,,2016-04-11 18:29:36.513144,slurm_normal,1460399424.0,0.0,1.0,main_w1_handler1,2665765,12420535,False,,608946,fasta,6621767.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",24258626,,"""1""","""seqtable""","""no""","""no""",32.0,,29551013,1460399414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-04-11 18:30:26.480567,,10.0
,,2016-09-23 13:08:12.525305,slurm_normal,1474636259.0,0.0,1.0,main_w4_handler0,2830445,13925293,False,,3594,fasta,8147606.roundup,slurm,,132112168.0,corral-repl,,"""c77e3fdc818e11e68602005056a51846""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffbbe6004e829223'}]","""1""","""seqtable""","""no""","""no""",32.0,,33121697,1474636228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-23 13:11:01.993684,90330.0,31.0
,,2016-09-23 12:58:09.152326,slurm_normal,1474636477.0,0.0,1.0,main_w4_handler0,2822287,13925135,False,,505,fasta,8147655.roundup,slurm,,132112168.0,corral-repl,,"""5d8c2c52818d11e6a8b7005056a51846""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f422f8e0b7bd98a'}]","""1""","""seqtable""","""no""","""no""",32.0,,33121682,1474636471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-09-23 13:14:39.894763,90331.0,6.0
,,2016-06-09 15:16:56.942577,slurm_normal,1465485454.0,0.0,1.0,main_w2_handler0,2733999,13123273,False,,11373253,fasta,7306896.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597fbfe704815c9ab'}]","""2""","""table""","""no""","""no""",32.0,,30036929,1465485443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-06-09 15:17:46.298149,62051.0,11.0
,,2016-06-09 15:17:53.776770,slurm_normal,1465485555.0,0.0,1.0,main_w1_handler0,2733999,13123279,False,,11373253,fasta,7306918.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514148d5d4295d1a0'}]","""2""","""seqtable""","""no""","""no""",32.0,,30036929,1465485537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-06-09 15:19:22.827255,62051.0,18.0
,,2014-11-07 13:27:56.791620,rodeo_normal,1415366906.0,0.0,1.0,main_w2_handler0,2091093,8120409,False,,29731107,fasta,146796.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""seqtable""","""no""","""no""",2.0,,17082268,1415366885.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:28:30.824284,,21.0
,,2014-11-07 13:49:31.119108,rodeo_normal,1415368208.0,0.0,1.0,main_w1_handler0,2091093,8120515,False,,29731107,fasta,146956.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""tagseq""","""no""","""no""",1.0,,17082268,1415368184.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:50:09.995819,,24.0
,,2014-11-07 13:47:13.532118,rodeo_normal,1415368069.0,0.0,1.0,main_w2_handler1,2091093,8120499,False,,29731107,fasta,146931.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""feattable""","""no""","""no""",2.0,,17082268,1415368042.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:47:53.685705,,27.0
,,2014-11-07 14:04:46.974464,rodeo_normal,1415369126.0,0.0,1.0,main_w1_handler0,2091093,8120600,False,,29731107,fasta,147078.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""pir""","""no""","""no""",2.0,,17082268,1415369094.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 14:05:30.760473,,32.0
,,2017-05-08 18:28:13.351375,slurm_normal,1494268101.0,0.0,1.0,main_w4_handler1,3102831,15782939,False,,4179,fasta,9889302.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29521908}]","""1""","""seqtable""","""no""","""no""",32.0,,37837475,1494268097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2017-05-08 18:28:25.219958,105501.0,4.0
,,2014-11-03 11:26:19.658469,rodeo_normal,1415013992.0,0.0,1.0,main_w2_handler1,2104600,8089301,False,,447,fasta,114455.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17409331,,"""1""","""seqtable""","""no""","""no""",2.0,,18135134,1415013990.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-03 11:26:36.150152,52593.0,2.0
,,2014-11-07 13:31:01.940342,rodeo_normal,1415367096.0,0.0,1.0,main_w2_handler0,2091093,8120419,False,,29731107,fasta,1956218.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1415367074.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:31:39.286207,,22.0
,,2014-11-07 13:44:51.392914,rodeo_normal,1415367924.0,0.0,1.0,main_w2_handler0,2091093,8120494,False,,29731107,fasta,146922.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""table""","""no""","""no""",2.0,,17082268,1415367901.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:45:26.880016,,23.0
,,2014-11-07 14:01:55.891537,rodeo_normal,1415368961.0,0.0,1.0,main_w1_handler0,2091093,8120582,False,,29731107,fasta,147049.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""gff""","""no""","""no""",2.0,,17082268,1415368927.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 14:02:45.604752,,34.0
,,2014-11-07 13:52:46.170465,rodeo_normal,1415368414.0,0.0,1.0,main_w2_handler1,2091093,8120535,False,,29731107,fasta,1956341.roundup,slurm,,132112068.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""srs""","""no""","""no""",32.0,,17082268,1415368382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:53:37.242828,,32.0
,,2014-11-07 13:55:52.310436,rodeo_normal,1415368586.0,0.0,1.0,main_w1_handler0,2091093,8120541,False,,29731107,fasta,1956352.roundup,slurm,,132112068.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""feattable""","""no""","""no""",32.0,,17082268,1415368562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 13:56:28.796358,,24.0
,,2014-11-07 14:05:59.107719,rodeo_normal,1415369198.0,0.0,1.0,main_w1_handler1,2091093,8120606,False,,29731107,fasta,147090.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17456509,,"""1""","""swiss""","""no""","""no""",2.0,,17082268,1415369173.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-11-07 14:06:41.941647,,25.0
,,2014-10-17 12:37:58.767448,rodeo_normal,1413549493.0,0.0,1.0,main_w1_handler0,2088923,7997949,False,,81609,tabular,35631.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17260339,,"""1""","""seqtable""","""no""","""no""",2.0,,17682506,1413549490.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-10-17 12:38:15.941618,,3.0
