chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.rank_bound,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-01-05 21:52:19.351282,rodeo_normal,1420496117.0,0,1.0,main_w1_handler1,2164868,8501454,False,,115457419,taxonomy,696011.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134512,,"""0""",2.0,,20344977.0,1420496094.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:15:22.812310,57898.0,23.0
,,2015-01-05 21:52:25.417648,rodeo_normal,1420496279.0,0,1.0,main_w1_handler0,2164870,8501457,False,,115457419,taxonomy,696064.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134552,,"""0""",2.0,,20346005.0,1420496263.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:18:03.174885,57899.0,16.0
,,2015-01-05 21:52:25.969689,rodeo_normal,1420496568.0,0,1.0,main_w1_handler0,2164862,8501458,False,,115457419,taxonomy,2419076.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134559,,"""0""",32.0,,20344968.0,1420496552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:22:49.593595,57894.0,16.0
,,2015-01-05 21:52:26.028862,rodeo_normal,1420496434.0,0,1.0,main_w1_handler0,2164848,8501459,False,,115457419,taxonomy,2419016.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134554,,"""0""",32.0,,20344936.0,1420496411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:20:37.410340,57881.0,23.0
,,2015-01-05 21:52:24.902160,rodeo_normal,1420496436.0,0,1.0,main_w1_handler1,2164924,8501455,False,,115457419,taxonomy,696108.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134558,,"""0""",2.0,,20345935.0,1420496417.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:20:44.152229,2273.0,19.0
,,2015-01-05 22:02:29.161977,rodeo_normal,1420496442.0,0,1.0,main_w2_handler1,2164975,8501571,False,,73042146,taxonomy,2419034.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134809,,"""0""",32.0,,20344973.0,1420496434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:20:45.299103,57896.0,8.0
,,2014-10-29 20:49:34.706677,rodeo_normal,1414696932.0,0,1.0,main_w1_handler1,2101587,8065667,False,,471016,taxonomy,101291.rodeo,slurm,,8059880.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370889,,"""0""",1.0,,17334009.0,1414696928.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-10-30 19:22:14.177658,48848.0,4.0
,,2015-01-05 21:52:28.343727,rodeo_normal,1420496460.0,0,1.0,main_w1_handler0,2164860,8501463,False,,115457419,taxonomy,696123.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134563,,"""0""",2.0,,20344962.0,1420496442.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:21:04.845475,57892.0,18.0
,,2015-01-05 21:53:20.021856,rodeo_normal,1420496467.0,0,1.0,main_w2_handler1,2164939,8501494,False,,115457419,taxonomy,2419045.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134560,,"""10""",32.0,,20346157.0,1420496458.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:21:09.469021,57886.0,9.0
,,2014-10-29 20:49:35.943280,rodeo_normal,1414697348.0,0,1.0,main_w1_handler1,2101587,8065668,False,,526091,taxonomy,101350.rodeo,slurm,,16332532.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370890,,"""0""",2.0,,17334009.0,1414697346.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-10-30 19:29:13.363951,48848.0,2.0
,,2015-01-05 21:52:25.383911,rodeo_normal,1420496528.0,0,1.0,main_w1_handler1,2164851,8501456,False,,115457419,taxonomy,2419064.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134562,,"""0""",32.0,,20344945.0,1420496512.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:22:10.838871,57884.0,16.0
,,2014-10-29 20:49:36.683323,rodeo_normal,1414697660.0,0,1.0,main_w1_handler1,2101587,8065669,False,,985850,taxonomy,101397.rodeo,slurm,,16332532.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370891,,"""0""",2.0,,17334009.0,1414697655.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-10-30 19:34:23.428653,48848.0,5.0
,,2015-01-05 21:52:26.333921,rodeo_normal,1420496554.0,0,1.0,main_w2_handler0,2164859,8501460,False,,115457419,taxonomy,696159.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134551,,"""0""",2.0,,20344961.0,1420496532.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:22:37.310265,57893.0,22.0
,,2014-10-29 20:49:37.363664,rodeo_normal,1414697841.0,0,1.0,main_w1_handler0,2101587,8065670,False,,4476174,taxonomy,101421.rodeo,slurm,,8059880.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370893,,"""0""",1.0,,17334009.0,1414697836.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-10-30 19:37:24.483849,48848.0,5.0
,,2015-01-05 21:52:33.889651,rodeo_normal,1420496564.0,0,1.0,main_w2_handler1,2164877,8501465,False,,115457419,taxonomy,2419073.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134564,,"""0""",32.0,,20345850.0,1420496549.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:22:45.470736,57902.0,15.0
,,2015-01-05 21:52:30.063910,rodeo_normal,1420496439.0,0,1.0,main_w2_handler1,2164925,8501464,False,,115457419,taxonomy,2419031.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134555,,"""0""",32.0,,20344935.0,1420496422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:20:42.997490,57880.0,17.0
,,2015-01-05 21:52:27.010452,rodeo_normal,1420496592.0,0,1.0,main_w2_handler1,2164854,8501461,False,,115457419,taxonomy,696170.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134561,,"""0""",2.0,,20344950.0,1420496573.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:23:15.345001,57887.0,19.0
,,2015-01-05 21:52:09.798556,rodeo_normal,1420496634.0,0,1.0,main_w2_handler1,2164962,8501452,False,,115457419,taxonomy,2419102.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134600,,"""0""",32.0,,20345865.0,1420496621.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:23:55.891516,57885.0,13.0
,,2014-10-29 20:49:38.119111,rodeo_normal,1414698833.0,0,1.0,main_w2_handler1,2101587,8065671,False,,10792662,taxonomy,101514.rodeo,slurm,,16332532.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370894,,"""0""",2.0,,17334009.0,1414698829.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-10-30 19:53:57.586707,48848.0,4.0
,,2015-01-05 21:52:27.413258,rodeo_normal,1420496594.0,0,1.0,main_w1_handler1,2164864,8501462,False,,107497805,taxonomy,696173.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134565,,"""0""",2.0,,20344970.0,1420496579.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:23:17.066548,57895.0,15.0
,,2015-01-05 21:53:41.927913,rodeo_normal,1420496632.0,0,1.0,main_w1_handler0,2164711,8501498,False,,115457419,taxonomy,696190.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134566,,"""10""",2.0,,20344939.0,1420496619.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:24:01.108062,57873.0,13.0
,,2015-01-05 21:52:52.862227,rodeo_normal,1420496773.0,0,1.0,main_w1_handler0,2164850,8501468,False,,115457419,taxonomy,696241.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18134557,,"""0""",2.0,,20344941.0,1420496756.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-05 22:26:17.206569,57883.0,17.0
,,2014-12-02 14:27:53.898945,rodeo_normal,1417530494.0,0,1.0,main_w1_handler1,2133545,8298098,False,,22360,taxonomy,392068.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17750666,,"""7""",1.0,,19857746.0,1417530492.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-02 14:28:17.790112,56676.0,2.0
,,2014-11-19 23:03:38.336908,rodeo_normal,1416438476.0,0,1.0,main_w1_handler0,1754635,8206483,False,,39560,taxonomy,265194.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17609898,,"""0""",1.0,,19595288.0,1416438472.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-11-19 23:07:59.600789,37025.0,4.0
,,2015-01-04 21:20:31.547609,rodeo_normal,1420406454.0,0,1.0,main_w2_handler1,2156398,8497323,False,,1898137,taxonomy,688769.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18127432,,"""20""",2.0,,20212741.0,1420406450.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-04 21:20:58.194024,43181.0,4.0
,,2015-01-04 21:32:29.405019,rodeo_normal,1420407854.0,0,1.0,main_w1_handler0,2156398,8497347,False,,1898137,taxonomy,2413633.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18127544,,"""0""",32.0,,20212741.0,1420407850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-04 21:44:16.501691,43181.0,4.0
,,2015-01-04 21:53:05.577086,rodeo_normal,1420409151.0,0,1.0,main_w1_handler0,2156398,8497398,False,,2022476,taxonomy,688949.rodeo,slurm,,16332532.0,corral-repl,,"""0f32962e945c11e484d5005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18127598,,"""0""",2.0,,20212741.0,1420409146.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-04 22:05:54.841161,43181.0,5.0
,,2015-01-04 21:51:11.795804,rodeo_normal,1420409159.0,0,1.0,main_w1_handler0,2156398,8497392,False,,1306322,taxonomy,688951.rodeo,slurm,,16332532.0,corral-repl,,"""cb46f752945b11e48ec7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18127592,,"""0""",2.0,,20212741.0,1420409155.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-04 22:06:01.996237,43181.0,4.0
,,2015-01-04 22:20:58.363391,rodeo_normal,1420410855.0,0,1.0,main_w2_handler1,2156398,8497462,False,,1551831,taxonomy,689077.rodeo,slurm,,16332532.0,corral-repl,,"""f4791124945f11e4a081005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18127679,,"""0""",2.0,,20212741.0,1420410851.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-04 22:34:18.540920,43181.0,4.0
,,2014-09-24 17:23:08.528254,roundup_single,1411579803.0,0,1.0,main_w1_handler0,2063213,7853277,False,,447967415,taxonomy,1835741,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17009495,,"""0""",32.0,,17158034.0,1411579777.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-09-24 17:30:05.866458,53399.0,26.0
,,2014-09-25 03:57:38.832636,roundup_single,1411617480.0,0,1.0,main_w2_handler1,2063809,7856776,False,,21347973,taxonomy,1839904,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17015298,,"""4""",32.0,,17171940.0,1411617471.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-09-25 03:58:02.318779,,9.0
,,2014-12-03 09:20:20.897805,rodeo_normal,1417598449.0,0,1.0,main_w1_handler0,2133899,8308720,False,,13569898,taxonomy,406586.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767334,,"""7""",2.0,,19874109.0,1417598438.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:20:54.156075,56713.0,11.0
,,2015-01-08 03:58:20.874128,rodeo_normal,1420689534.0,0,1.0,main_w1_handler0,2165277,8513870,False,,77605467,taxonomy,715204.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18155667,,"""4""",2.0,,20386203.0,1420689523.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-08 03:58:57.679069,57911.0,11.0
,,2015-01-08 06:04:17.190961,rodeo_normal,1420697082.0,0,1.0,main_w2_handler1,2165277,8514397,False,,82286819,taxonomy,715825.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18156536,,"""4""",2.0,,20386203.0,1420697070.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-01-08 06:04:45.803166,57911.0,12.0
,,2014-10-29 20:51:54.660694,rodeo_normal,1414884690.0,0,1.0,main_w2_handler1,2101590,8065786,False,,604807,taxonomy,109923.rodeo,slurm,,16332532.0,corral-repl,,"""56fad9fa5fad11e482f4005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17371013,,"""0""",2.0,,17334009.0,1414884686.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-11-01 23:31:34.714991,48848.0,4.0
,,2014-09-26 05:35:05.947486,roundup_single,1411709725.0,0,1.0,main_w1_handler0,2066595,7863954,False,,52202472,taxonomy,1843982,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17028711,,"""4""",32.0,,17231765.0,1411709716.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-09-26 05:35:26.815801,34995.0,9.0
,,2014-10-29 20:49:39.342680,rodeo_normal,1414806374.0,0,1.0,main_w1_handler0,2101587,8065673,False,,348579856,taxonomy,107802.rodeo,slurm,,16332532.0,corral-repl,,"""fd5995585fac11e4a9f2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17370896,,"""0""",2.0,,17334009.0,1414806325.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-11-01 01:46:16.593780,48848.0,49.0
,,2014-09-26 08:34:32.454104,roundup_single,1411720550.0,0,1.0,main_w2_handler0,1061386,7864675,False,,742826154,taxonomy,1845591,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17029601,,"""22""",32.0,,17232758.0,1411720485.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-09-26 08:35:53.390692,24604.0,65.0
