chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fraction,parameters.inputA,parameters.inputA.values,parameters.inputA|__identifier__,parameters.inputB,parameters.inputB.values,parameters.invert,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-29 08:35:14.285711,slurm_normal,1430297826.0,0.0,1.0,main_w1_handler0,2239404,9358339,False,,3204075298,bam,428840472,bed,3695127.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19493083,,,19509670,,"""False""","""False""","""True""","""""",32.0,,22774559,1430296999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-04-29 08:57:09.476305,51777.0,827.0
,,2015-11-02 15:25:07.344613,slurm_normal,1446482886.0,0.0,1.0,main_w1_handler0,2490976,10796488,False,,14578889333,bam,129578759,bed,5052154.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",21817455,,,21844435,,"""False""","""False""","""True""","""""",32.0,,24998923,1446477919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-02 16:48:13.887396,68077.0,4967.0
,,2014-10-14 17:57:26.972258,rodeo_normal,1413309468.0,0.0,1.0,main_w2_handler0,2053109,7981609,False,,21794731,bam,69791,bed,22077.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17228315,,,16887751,,"""False""","""False""","""True""","""""",2.0,,16690419,1413309460.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-10-14 17:57:52.475425,35545.0,8.0
,,2015-04-09 16:12:31.468043,slurm_normal,1428595994.0,0.0,1.0,main_w2_handler1,2260364,9181311,False,,19876223,bam,161,bed,3460719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19194423,,,19204644,,"""False""","""False""","""True""","""""",32.0,,22348953,1428595982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-04-09 16:13:18.009279,18083.0,12.0
,,2015-07-20 17:04:19.325538,slurm_normal,1437411894.0,0.0,1.0,main_w1_handler2,2382808,9918405,False,,46754763,bam,6640108,bed,4206169.roundup,slurm,,132112168.0,corral-repl,,"""5a19f55c2f0111e5aa14005056a52a46""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""""",20436238,,,20436187,,"""False""","""False""","""True""","""""",32.0,,23538459,1437411886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-07-20 17:04:58.327664,64623.0,8.0
,,2015-11-10 02:38:18.898682,slurm_normal,1447124394.0,0.0,1.0,main_w1_handler2,2464322,10860174,False,,1658979758,bam,72057,bed,5113998.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1e-9""",21936085,,,21805944,,"""True""","""False""","""True""","""""",32.0,,25962373,1447123649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-10 02:59:56.013744,70743.0,745.0
,,2015-08-31 16:21:06.577818,slurm_normal,1441080787.0,0.0,1.0,main_w1_handler1,2417495,10231513,False,,3411231352,bam,7974063,bed,4512622.roundup,slurm,,132112168.0,corral-repl,,"""46adb1a44ffc11e58121005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20965183,,,20965212,,"""False""","""False""","""True""","""""",32.0,,23724602,1441079088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-09-01 04:13:10.406446,4244.0,1699.0
,,2015-10-03 22:33:57.810112,slurm_normal,1443912160.0,0.0,1.0,main_w2_handler0,2459860,10496970,False,,736724750,bam,193492882,bed,4772801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.01""",21390054,,,21390061,,"""False""","""False""","""True""","""""",32.0,,25350124,1443911894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-03 22:42:42.441956,68077.0,266.0
,,2015-02-20 02:29:23.036856,rodeo_normal,1424400564.0,0.0,1.0,main_w2_handler0,979392,8773302,False,,5202515454,bam,2801937,bed,2844353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",18566217,,,18582328,,"""False""","""False""","""True""","""""",32.0,,21327553,1424399372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-20 02:49:27.053571,9202.0,1192.0
,,2015-10-23 17:56:12.095032,slurm_normal,1445623210.0,0.0,1.0,main_w1_handler1,1372215,10704153,False,,807313320,bam,61308,bed,4966774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",21703296,,,21666849,,"""False""","""False""","""True""","""""",32.0,,25851397,1445622991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-23 18:00:14.706455,32813.0,219.0
,,2015-11-24 09:03:01.447757,slurm_normal,1448355807.0,0.0,1.0,main_w2_handler1,2515871,10992676,False,,1149094,bam,272,bed,5252090.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22138928,,,22124056,,"""False""","""False""","""True""","""""",32.0,,26409400,1448355802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-24 09:03:33.029966,74000.0,5.0
,,2015-06-03 12:33:05.461679,slurm_normal,1433341549.0,0.0,1.0,main_w2_handler0,2329227,9589403,False,,21771962049,bam,45,bed,3901431.roundup,slurm,,132112168.0,corral-repl,,"""a2b29b1409ec11e5af85005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.5""",19862804,,,19894733,,"""False""","""False""","""True""","""""",32.0,,23290014,1433334815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-06-03 14:25:55.702033,38047.0,6734.0
,,2014-11-06 06:19:19.760999,rodeo_normal,1415338077.0,0.0,1.0,main_w2_handler0,2106405,8112786,False,,6688917712,bam,7974063,bed,144012.rodeo,slurm,,8059880.0,corral-repl,,"""d75f0682657c11e4a259005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17444435,,,17419957,,"""False""","""False""","""True""","""""",1.0,,17861983,1415334491.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-07 05:28:01.721920,4244.0,3586.0
,,2015-03-12 02:46:16.395831,rodeo_normal,1426128683.0,0.0,1.0,main_w1_handler1,2234512,8922152,False,,1306102650,bam,2388126,bed,3119167.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",18823551,,,18823601,,"""False""","""False""","""True""","""""",32.0,,21693786,1426128384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-03-12 02:51:24.711995,,299.0
,,2014-11-05 00:13:52.056353,rodeo_normal,1415150297.0,0.0,1.0,main_w2_handler1,2107773,8104215,False,,368010433,bam,275762,bed,126507.rodeo,slurm,,16332532.0,corral-repl,,"""9e222c8e648011e48db0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17430054,,,17242983,,"""False""","""False""","""True""","""""",2.0,,18276343,1415150145.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-05 01:18:22.944103,35536.0,152.0
,,2015-10-13 10:07:40.448409,slurm_normal,1444733384.0,0.0,1.0,main_w1_handler2,2461476,10556813,False,,9709799368,bam,8311776,bed,4830083.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",21494269,,,21411047,,"""False""","""False""","""True""","""""",32.0,,25631509,1444730881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-13 10:49:48.828817,29344.0,2503.0
,,2014-11-09 12:57:51.809406,rodeo_normal,1415620721.0,0.0,1.0,main_w2_handler0,2112394,8130048,False,,6993499417,bam,7974063,bed,166813.rodeo,slurm,,8059880.0,corral-repl,,"""033dc28a681011e4b00d005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17472172,,,17472201,,"""False""","""False""","""True""","""""",1.0,,17861983,1415616856.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-10 11:58:44.894546,4244.0,3865.0
,,2014-11-06 21:37:36.756343,rodeo_normal,1415309912.0,0.0,1.0,main_w1_handler0,2107399,8117027,False,,17810653,bam,8276875,bed,1952339.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""1""",17450212,,,17451305,,"""False""","""False""","""False""","""""",32.0,,18365283,1415309903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-06 21:38:35.196308,55439.0,9.0
,,2014-09-22 17:43:33.066684,roundup_single,1411407972.0,0.0,1.0,main_w2_handler1,2061898,7828401,False,,212275210,bam,275762,bed,1812939,slurm,,132112264.0,corral-repl,,"""f777a246427f11e4ae42005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",16975384,,,16954024,,"""False""","""False""","""True""","""""",32.0,,15496382,1411407869.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-22 17:46:15.140773,35536.0,103.0
,,2015-02-26 02:49:13.735912,rodeo_normal,1424919029.0,0.0,1.0,main_w1_handler0,2218229,8817629,False,,165918950,bam,217072,bed,2923890.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",18652571,,,18639143,,"""False""","""False""","""True""","""""",32.0,,21439489,1424918961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-26 02:50:31.410062,34059.0,68.0
,,2015-10-31 11:21:37.256928,slurm_normal,1446298045.0,0.0,1.0,main_w2_handler0,2490976,10779128,False,,12916430007,bam,188725976,bed,5037353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",21818129,,,21817383,,"""False""","""False""","""False""","""""",32.0,,25354488,1446294572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-31 13:27:27.884694,68077.0,3473.0
,,2015-12-08 02:53:10.940259,slurm_normal,1449543231.0,0.0,1.0,main_w2_handler1,2531526,11115789,False,,6863027,bam,5312521,bed,5381986.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",22345699,,,22346006,,"""False""","""False""","""True""","""""",32.0,,26641372,1449543214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-12-08 02:53:53.140441,,17.0
,,2015-08-30 21:21:56.635606,slurm_normal,1441005816.0,0.0,1.0,main_w2_handler0,2417494,10226959,False,,3859196472,bam,7974063,bed,4503618.roundup,slurm,,132112168.0,corral-repl,,"""236dd93e4f5d11e589e4005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20957351,,,20953161,,"""False""","""False""","""True""","""""",32.0,,24453300,1441003982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-08-31 07:23:40.384696,4244.0,1834.0
,,2015-12-18 08:27:21.080095,slurm_normal,1450427335.0,0.0,1.0,main_w2_handler1,2541929,11219513,False,,1083094855,bam,58204,bed,5494845.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22516647,,,22516699,,"""False""","""False""","""True""","""""",32.0,,26890641,1450427264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-12-18 08:28:59.264447,22363.0,71.0
,,2015-02-03 21:51:32.021623,rodeo_normal,1423000942.0,0.0,1.0,main_w1_handler0,2189880,8659738,False,,1316031691,bam,8266822,bed,2636411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",18355912,,,18402218,,"""False""","""False""","""True""","""""",32.0,,20786559,1423000309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-03 22:02:23.938349,58981.0,633.0
,,2015-06-04 00:50:17.686679,slurm_normal,1433409751.0,0.0,1.0,main_w1_handler0,2329970,9594566,False,,21771962049,bam,41,bed,3907367.roundup,slurm,,132112168.0,corral-repl,,"""a66714940a5311e59242005056a52a46""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.5""",13052266,,,19901358,,"""False""","""False""","""True""","""""",32.0,,23435734,1433403019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-06-04 09:22:36.543448,38047.0,6732.0
,,2016-02-04 10:58:47.540668,slurm_normal,1454583664.0,0.0,1.0,main_w2_handler1,1372215,11709044,False,,493302985,bam,61308,bed,5967039.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.5""",23184104,,,22925995,,"""False""","""False""","""True""","""""",32.0,,27477696,1454583555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-02-04 11:01:08.165816,32813.0,109.0
,,2015-11-10 02:38:52.156093,slurm_normal,1447124759.0,0.0,1.0,main_w1_handler1,2464322,10860180,False,,1830314554,bam,72057,bed,5114010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1e-9""",21936099,,,21805944,,"""True""","""False""","""True""","""""",32.0,,25962373,1447123893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-10 03:06:01.582732,70743.0,866.0
,,2014-09-25 14:45:05.707902,roundup_single,1411656556.0,0.0,1.0,main_w1_handler0,2064270,7859051,False,,420948931,bam,38138900,bed,1841537,slurm,,132112264.0,corral-repl,,"""88f37fda44c211e48efd005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""None""",17006718,,,17017527,,"""False""","""False""","""True""","""""",32.0,,17211612,1411656317.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-25 14:49:18.071714,46265.0,239.0
,,2015-07-22 13:59:38.193286,slurm_normal,1437573981.0,0.0,1.0,main_w1_handler1,2383854,9941748,False,,14463594,bam,63613,bed,4227220.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20478589,,"""EBLANA_R1_combined.fastq""",20475767,,"""True""","""False""","""True""","""""",32.0,,24243558,1437573944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-07-22 14:06:25.055902,57021.0,37.0
,,2016-01-27 22:19:24.395740,slurm_normal,1453933600.0,0.0,1.0,main_w1_handler2,1372215,11617816,False,,1347982014,bam,61308,bed,5882390.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.5""",23061453,,,22925995,,"""False""","""False""","""True""","""""",32.0,,27477696,1453933181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-01-27 22:26:42.365662,32813.0,419.0
,,2014-11-03 05:55:55.908891,rodeo_normal,1414995637.0,0.0,1.0,main_w2_handler1,2104188,8088157,False,,3079499154,bam,7974063,bed,113467.rodeo,slurm,,16332532.0,corral-repl,,"""1355e04a631e11e48a0a005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17403355,,,17399105,,"""False""","""False""","""True""","""""",2.0,,17861983,1414994165.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-03 06:20:40.722015,4244.0,1472.0
,,2015-11-01 16:17:40.366993,slurm_normal,1446397229.0,0.0,1.0,main_w1_handler2,2490976,10788016,False,,14046036209,bam,1185525,bed,5043398.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0.01""",21818121,,,21833818,,"""False""","""False""","""True""","""""",32.0,,25354488,1446394677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-01 17:00:32.126471,68077.0,2552.0
