create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-16 16:36:11.980059,slurm_normal,1502901388.0,0,1.0,main_w4_handler1,2819046,16595191,False,,10667110.roundup,slurm,,2371848,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog Asynch+T,,,,yes,descend,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30894282}]",1,png,false,false,yes,32.0,,39645819.0,1502901380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-16 16:36:32.077735,51642,8.0
2017-08-16 16:48:41.247099,slurm_normal,1502902178.0,0,1.0,main_w4_handler0,2819046,16595355,False,,10667266.roundup,slurm,,4950257,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog Asynch+T,,,,yes,no,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30894565}]",1,png,false,false,yes,32.0,,39645819.0,1502902130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-16 16:49:43.251536,51642,48.0
2017-08-16 16:58:47.022856,slurm_normal,1502902751.0,0,1.0,main_w3_handler0,2819046,16595418,False,,10667332.roundup,slurm,,4303879,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog Asynch+T,,,,yes,no,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30894764}]",1,png,false,false,yes,32.0,,39645819.0,1502902735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-16 16:59:14.702964,51642,16.0
2017-08-23 11:54:17.105515,slurm_normal,1503489290.0,0,1.0,main_w4_handler0,2819046,16639609,False,,10711981.roundup,slurm,,2379040,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog Asynch+T,,,,yes,descend,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30962771}]",1,png,false,false,yes,32.0,,39645819.0,1503489265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-23 11:54:52.266022,51642,25.0
2017-08-23 12:06:01.801007,slurm_normal,1503489993.0,0,1.0,main_w3_handler1,2819046,16639670,False,,10712027.roundup,slurm,,4967056,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog +T,,,,yes,no,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30962923}]",1,png,false,false,yes,32.0,,39645819.0,1503489970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-23 12:06:36.424223,51642,23.0
2017-08-23 12:35:52.259222,slurm_normal,1503491783.0,0,1.0,main_w3_handler1,2819046,16639821,False,,10712172.roundup,slurm,,4321849,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Purples,,25.0,7.5,black,false,Nanog +T,,,,yes,no,mean,,1.0,,,,,yes,plot and heatmap,,,45.0,,72.0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30963011}]",1,png,false,false,yes,32.0,,39645819.0,1503491760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2017-08-23 12:36:26.082723,51642,23.0
2016-10-11 21:04:23.645822,slurm_normal,1476219922.0,0,1.0,main_w3_handler0,2833926,14057925,False,,8275300.roundup,slurm,,14889232,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,TES,12.5,7.5,black,false,,TSS,,,yes,descend,median,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,50.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a300bc71539f586'}]",0,,,,no,32.0,,31606687.0,1476219867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-10-11 21:05:26.073804,85504,55.0
2016-10-11 21:52:29.119223,slurm_normal,1476222871.0,0,1.0,main_w3_handler0,2833926,14058324,False,,8275594.roundup,slurm,,5215540,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,TES,12.5,7.5,black,false,,TSS,,,yes,descend,median,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,50.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcdeb80f5d3c611c'}]",0,,,,no,32.0,,31606687.0,1476222758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-10-11 21:54:51.042209,85504,113.0
2016-10-11 20:59:01.734281,slurm_normal,1476219582.0,0,1.0,main_w3_handler0,2833926,14057910,False,,8275291.roundup,slurm,,14889232,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,TES,12.5,7.5,black,false,,TSS,,,yes,descend,max,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,50.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a300bc71539f586'}]",0,,,,no,32.0,,31606687.0,1476219546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-10-11 20:59:46.018375,85504,36.0
2016-06-16 23:26:24.245315,slurm_normal,1466119616.0,0,1.0,main_w1_handler0,2739622,13188646,False,,7373557.roundup,slurm,,2140834,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,1kb,50.0,20.0,black,true,SR,Midpoint,,H3K4me1 H3K27ac,yes,descend,mean,1kb,1.0,,,,,yes,"plot, heatmap and colorbar",distance from Ascl1 peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bb53ecd3a7f0dff'}]",1,png,true,false,yes,32.0,,30852334.0,1466119601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-16 23:27:06.606357,37946,15.0
2016-06-16 23:26:45.064389,slurm_normal,1466119634.0,0,1.0,main_w2_handler1,2739622,13188649,False,,7373564.roundup,slurm,,2184655,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,1kb,50.0,20.0,black,true,SR,Midpoint,,H3K4me1 H3K27ac,yes,descend,mean,1kb,1.0,,,,,yes,"plot, heatmap and colorbar",distance from Ascl1 peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e72967c3477bf1f3'}]",1,png,true,false,yes,32.0,,30852334.0,1466119616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-16 23:27:16.528771,37946,18.0
2016-09-07 22:18:49.501399,slurm_normal,1473286758.0,0,1.0,main_w4_handler1,2808342,13801878,False,,8022347.roundup,slurm,,2524,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae67f4476acacbb9'}]",1,png,false,false,yes,32.0,,32825341.0,1473286743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 22:19:21.145500,89717,15.0
2016-09-07 22:22:51.733865,slurm_normal,1473287010.0,0,1.0,main_w4_handler1,2808342,13801886,False,,8022364.roundup,slurm,,2524,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,"Whole sample, posterior expressed genes",TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae67f4476acacbb9'}]",0,,,,no,32.0,,32825341.0,1473286989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 22:23:34.808487,89717,21.0
2016-09-07 22:32:56.578847,slurm_normal,1473287600.0,0,1.0,main_w3_handler1,2808342,13801947,False,,8022421.roundup,slurm,,4904,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,winter_r,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0b82808e3b5de76'}]",1,png,false,false,yes,32.0,,32825341.0,1473287588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 22:33:24.069958,89717,12.0
2016-09-07 22:16:37.568557,slurm_normal,1473286779.0,0,1.0,main_w3_handler0,2776915,13801873,False,,8022348.roundup,slurm,,2996130,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577b99c5d02ae4fa8'}]",0,,,,no,32.0,,31745742.0,1473286752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 22:19:46.970005,65128,27.0
2016-09-07 23:17:44.505918,slurm_normal,1473290324.0,0,1.0,main_w3_handler1,2648948,13802362,False,,8022685.roundup,slurm,,22154810,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b942ef83b782ac6'}]",0,,,,no,32.0,,32830213.0,1473290283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 23:18:49.269642,81516,41.0
2016-09-07 23:42:50.548206,slurm_normal,1473291796.0,0,1.0,main_w3_handler0,2778213,13802434,False,,8022882.roundup,slurm,,72769,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,TES,25.0,7.5,black,false,Oct4 G1 hm,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf2b2830c7f28adf'}]",1,png,false,false,yes,32.0,,31779472.0,1473291782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-07 23:43:19.427637,51642,14.0
2016-06-17 10:17:20.626167,slurm_normal,1466158663.0,0,1.0,main_w2_handler0,2739622,13192093,False,,7376844.roundup,slurm,,2140834,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,2.5kb,30.0,15.0,black,true,SR,Midpoint,,H3K4me1 H3K27ac,yes,descend,mean,2.5kb,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from Ascl1 peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bb53ecd3a7f0dff'}]",1,png,true,false,yes,32.0,,30748407.0,1466158650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-17 10:17:45.112518,37946,13.0
2016-06-17 10:17:39.667250,slurm_normal,1466158679.0,0,1.0,main_w2_handler1,2739622,13192097,False,,7376849.roundup,slurm,,1881156,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,2.5kb,30.0,15.0,black,true,SR,Midpoint,,H3K4me1 H3K27ac,yes,descend,mean,2.5kb,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from Ascl1 peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbc4449fbcfbf068'}]",1,png,true,false,yes,32.0,,30748407.0,1466158670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-17 10:18:01.699587,37946,9.0
2016-09-08 05:23:39.512250,slurm_normal,1473312277.0,0,1.0,main_w4_handler0,2813000,13803497,False,,8024019.roundup,slurm,,726183,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Greens,E,25.0,7.5,black,false,,TSS,,,yes,descend,mean,S,1.0,,,,,yes,"plot, heatmap and colorbar",BR,GRO seq,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53de98ec0dcf78c85'}]",1,png,false,false,yes,32.0,,31721770.0,1473312229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-08 05:24:42.873766,65191,48.0
2016-06-17 10:26:31.746759,slurm_normal,1466159213.0,0,1.0,main_w2_handler0,2739622,13192139,False,,7376893.roundup,slurm,,2326879,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,2.5kb,30.0,15.0,black,true,SR,Midpoint,,H3K4me1 H3K27ac,yes,descend,mean,2.5kb,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from Ascl1 peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51633703ad2f9ee91'}]",1,png,true,false,yes,32.0,,30748407.0,1466159202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-17 10:26:55.760972,37946,11.0
