advanced_options|bed_regions,advanced_options|bed_regions_filetype,bed_regions,bed_regions_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_36|input_bam,input_bams_36|input_bam_filetype,input_bams_37|input_bam,input_bams_37|input_bam_filetype,input_bams_38|input_bam,input_bams_38|input_bam_filetype,input_bams_39|input_bam,input_bams_39|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_40|input_bam,input_bams_40|input_bam_filetype,input_bams_41|input_bam,input_bams_41|input_bam_filetype,input_bams_42|input_bam,input_bams_42|input_bam_filetype,input_bams_43|input_bam,input_bams_43|input_bam_filetype,input_bams_44|input_bam,input_bams_44|input_bam_filetype,input_bams_45|input_bam,input_bams_45|input_bam_filetype,input_bams_46|input_bam,input_bams_46|input_bam_filetype,input_bams_47|input_bam,input_bams_47|input_bam_filetype,input_bams_48|input_bam,input_bams_48|input_bam_filetype,input_bams_49|input_bam,input_bams_49|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_50|input_bam,input_bams_50|input_bam_filetype,input_bams_51|input_bam,input_bams_51|input_bam_filetype,input_bams_52|input_bam,input_bams_52|input_bam_filetype,input_bams_53|input_bam,input_bams_53|input_bam_filetype,input_bams_54|input_bam,input_bams_54|input_bam_filetype,input_bams_55|input_bam,input_bams_55|input_bam_filetype,input_bams_56|input_bam,input_bams_56|input_bam_filetype,input_bams_57|input_bam,input_bams_57|input_bam_filetype,input_bams_58|input_bam,input_bams_58|input_bam_filetype,input_bams_59|input_bam,input_bams_59|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_60|input_bam,input_bams_60|input_bam_filetype,input_bams_61|input_bam,input_bams_61|input_bam_filetype,input_bams_62|input_bam,input_bams_62|input_bam_filetype,input_bams_63|input_bam,input_bams_63|input_bam_filetype,input_bams_64|input_bam,input_bams_64|input_bam_filetype,input_bams_65|input_bam,input_bams_65|input_bam_filetype,input_bams_66|input_bam,input_bams_66|input_bam_filetype,input_bams_67|input_bam,input_bams_67|input_bam_filetype,input_bams_68|input_bam,input_bams_68|input_bam_filetype,input_bams_69|input_bam,input_bams_69|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_70|input_bam,input_bams_70|input_bam_filetype,input_bams_71|input_bam,input_bams_71|input_bam_filetype,input_bams_72|input_bam,input_bams_72|input_bam_filetype,input_bams_73|input_bam,input_bams_73|input_bam_filetype,input_bams_74|input_bam,input_bams_74|input_bam_filetype,input_bams_75|input_bam,input_bams_75|input_bam_filetype,input_bams_76|input_bam,input_bams_76|input_bam_filetype,input_bams_77|input_bam,input_bams_77|input_bam_filetype,input_bams_78|input_bam,input_bams_78|input_bam_filetype,input_bams_79|input_bam,input_bams_79|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_80|input_bam,input_bams_80|input_bam_filetype,input_bams_81|input_bam,input_bams_81|input_bam_filetype,input_bams_82|input_bam,input_bams_82|input_bam_filetype,input_bams_83|input_bam,input_bams_83|input_bam_filetype,input_bams_84|input_bam,input_bams_84|input_bam_filetype,input_bams_85|input_bam,input_bams_85|input_bam_filetype,input_bams_86|input_bam,input_bams_86|input_bam_filetype,input_bams_87|input_bam,input_bams_87|input_bam_filetype,input_bams_88|input_bam,input_bams_88|input_bam_filetype,input_bams_89|input_bam,input_bams_89|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_90|input_bam,input_bams_90|input_bam_filetype,input_bams_91|input_bam,input_bams_91|input_bam_filetype,input_bams_92|input_bam,input_bams_92|input_bam_filetype,input_bams_93|input_bam,input_bams_93|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coefficient_for_downgrading,parameters.advanced_options.disable_probabilistic_realignment,parameters.advanced_options.exclude_read_group.__current_case__,parameters.advanced_options.exclude_read_group.exclude_read_groups,parameters.advanced_options.extended_BAQ_computation,parameters.advanced_options.filter_by_flags.__current_case__,parameters.advanced_options.filter_by_flags.exclude_flags,parameters.advanced_options.filter_by_flags.filter_flags,parameters.advanced_options.filter_by_flags.require_flags,parameters.advanced_options.ignore_overlaps,parameters.advanced_options.limit_by_region.__current_case__,parameters.advanced_options.limit_by_region.bed_regions,parameters.advanced_options.limit_by_region.bed_regions.values,parameters.advanced_options.limit_by_region.limit_by_regions,parameters.advanced_options.limit_by_region.region_paste,parameters.advanced_options.max_reads_per_bam,parameters.advanced_options.minimum_base_quality,parameters.advanced_options.minimum_mapping_quality,parameters.advanced_options.region_string,parameters.advanced_options.skip_anomalous_read_pairs,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.input_bams_0|input_bam|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,2015-09-18 15:58:12.599248,slurm_normal,1442593839.0,0,,1.0,main_w1_handler0,2443797,10354923,False,,111502381.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637588.roundup,slurm,,132112168.0,corral-repl,,"""f077a6b65e1d11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165082}]",21164917,,,,history,32.0,1774.0,fasta,,,,,,25162645.0,1442593797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:30:46.020241,68996.0,42.0
,,,,,,2015-09-18 15:58:09.506866,slurm_normal,1442593812.0,0,,1.0,main_w1_handler0,2443797,10354917,False,,112438069.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637576.roundup,slurm,,132112168.0,corral-repl,,"""f077a6b65e1d11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165081}]",21164923,,,,history,32.0,2242.0,fasta,,,,,,25162645.0,1442593769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:30:18.413067,68996.0,43.0
,,,,,,2015-09-18 16:04:07.385309,slurm_normal,1442594826.0,0,,1.0,main_w2_handler1,2443810,10355115,False,,139675796.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637805.roundup,slurm,,132112168.0,corral-repl,,"""cbc65cd05e1e11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165322}]",21164920,,,,history,32.0,1574.0,fasta,,,,,,25162645.0,1442594688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:47:11.474630,68996.0,138.0
,,,,,,2015-09-18 16:09:32.001408,slurm_normal,1442594010.0,0,,1.0,main_w2_handler1,2443814,10355180,False,,73446675.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637631.roundup,slurm,,132112168.0,corral-repl,,"""81475b2c5e1f11e5a5b3005056a51846""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165461}]",21164918,,,,history,32.0,1035.0,fasta,,,,,,25162645.0,1442593980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:33:35.238325,68996.0,30.0
,,,,,,2015-09-18 16:04:15.556887,slurm_normal,1442594802.0,0,,1.0,main_w2_handler1,2443810,10355119,False,,140568484.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637817.roundup,slurm,,132112168.0,corral-repl,,"""cbc65cd05e1e11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165324}]",21164918,,,,history,32.0,1035.0,fasta,,,,,,25162645.0,1442594749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:46:46.336359,68996.0,53.0
,,,,,,2015-09-18 16:04:10.569069,slurm_normal,1442594652.0,0,,1.0,main_w1_handler0,2443810,10355117,False,,141641210.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637786.roundup,slurm,,132112168.0,corral-repl,,"""cbc65cd05e1e11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165323}]",21164919,,,,history,32.0,1476.0,fasta,,,,,,25162645.0,1442594604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:44:16.384804,68996.0,48.0
,,,,,,2015-09-18 16:03:58.349062,slurm_normal,1442594527.0,0,,1.0,main_w1_handler0,2443810,10355109,False,,141637423.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637758.roundup,slurm,,132112168.0,corral-repl,,"""cbc65cd05e1e11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165318}]",21164924,,,,history,32.0,2351.0,fasta,,,,,,25162645.0,1442594502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:42:09.142121,68996.0,25.0
,,,,,,2015-09-18 15:58:35.990554,slurm_normal,1442593960.0,0,,1.0,main_w2_handler0,2443797,10354934,False,,112305217.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637610.roundup,slurm,,132112168.0,corral-repl,,"""f077a6b65e1d11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165086}]",21164918,,,,history,32.0,1035.0,fasta,,,,,,25162645.0,1442593913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:32:47.701732,68996.0,47.0
,,,,,,2015-09-18 16:01:05.589250,slurm_normal,1442594382.0,0,,1.0,main_w2_handler0,2443801,10355023,False,,79327604.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637727.roundup,slurm,,132112168.0,corral-repl,,"""57f3b8485e1e11e59e27005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165198}]",21164920,,,,history,32.0,1574.0,fasta,,,,,,25162645.0,1442594355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:39:46.408959,68996.0,27.0
,,,,,,2015-09-18 16:01:15.168909,slurm_normal,1442594377.0,0,,1.0,main_w1_handler2,2443801,10355027,False,,79688536.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637722.roundup,slurm,,132112168.0,corral-repl,,"""57f3b8485e1e11e59e27005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165200}]",21164918,,,,history,32.0,1035.0,fasta,,,,,,25162645.0,1442594341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:39:43.972523,68996.0,36.0
,,,,,,2015-09-18 16:04:19.621565,slurm_normal,1442594862.0,0,,1.0,main_w1_handler0,2443810,10355121,False,,141079423.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637826.roundup,slurm,,132112168.0,corral-repl,,"""cbc65cd05e1e11e5a2cf005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165325}]",21164921,,,,history,32.0,899.0,fasta,,,,,,25162645.0,1442594810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:47:46.209224,68996.0,52.0
,,,,,,2015-09-18 16:17:17.066917,slurm_normal,1442595154.0,0,,1.0,main_w1_handler0,2443823,10355257,False,,98933012.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637886.roundup,slurm,,132112168.0,corral-repl,,"""a0ec0cd85e2011e5a5b3005056a51846""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165606}]",21164921,,,,history,32.0,899.0,fasta,,,,,,25162645.0,1442595112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:52:36.917584,68996.0,42.0
,,,,,,2015-09-18 16:17:12.598196,slurm_normal,1442595078.0,0,,1.0,main_w2_handler0,2443823,10355253,False,,98775393.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637868.roundup,slurm,,132112168.0,corral-repl,,"""a0ec0cd85e2011e5a5b3005056a51846""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165599}]",21164919,,,,history,32.0,1476.0,fasta,,,,,,25162645.0,1442595048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:51:25.243210,68996.0,30.0
,,,,,,2015-09-18 16:09:27.676373,slurm_normal,1442594918.0,0,,1.0,main_w2_handler1,2443814,10355175,False,,73651882.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637845.roundup,slurm,,132112168.0,corral-repl,,"""81475b2c5e1f11e5a5b3005056a51846""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165456}]",21164920,,,,history,32.0,1574.0,fasta,,,,,,25162645.0,1442594894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:48:42.939902,68996.0,24.0
,,,,,,2015-09-18 16:00:54.249897,slurm_normal,1442594231.0,0,,1.0,main_w1_handler2,2443801,10355014,False,,80387385.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637684.roundup,slurm,,132112168.0,corral-repl,,"""57f3b8485e1e11e59e27005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165195}]",21164923,,,,history,32.0,2242.0,fasta,,,,,,25162645.0,1442594191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:37:15.321159,68996.0,40.0
,,,,,,2015-09-18 16:00:47.667232,slurm_normal,1442594120.0,0,,1.0,main_w1_handler2,2443801,10355009,False,,80279215.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637664.roundup,slurm,,132112168.0,corral-repl,,"""57f3b8485e1e11e59e27005056a52a46""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165193}]",21164924,,,,history,32.0,2351.0,fasta,,,,,,25162645.0,1442594105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:35:24.096594,68996.0,15.0
,,,,,,2015-09-18 16:09:29.941997,slurm_normal,1442594982.0,0,,1.0,main_w2_handler1,2443814,10355177,False,,73764718.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637854.roundup,slurm,,132112168.0,corral-repl,,"""81475b2c5e1f11e5a5b3005056a51846""",0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,500,20,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,True,do_not_perform_genotype_likelihood_computation,True,,1,"[{'__index__': 0, 'input_bam': 21165459}]",21164921,,,,history,32.0,899.0,fasta,,,,,,25162645.0,1442594956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-09-18 16:49:47.620698,68996.0,26.0
