advanced_options|bed_regions,advanced_options|bed_regions_filetype,bed_regions,bed_regions_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_36|input_bam,input_bams_36|input_bam_filetype,input_bams_37|input_bam,input_bams_37|input_bam_filetype,input_bams_38|input_bam,input_bams_38|input_bam_filetype,input_bams_39|input_bam,input_bams_39|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_40|input_bam,input_bams_40|input_bam_filetype,input_bams_41|input_bam,input_bams_41|input_bam_filetype,input_bams_42|input_bam,input_bams_42|input_bam_filetype,input_bams_43|input_bam,input_bams_43|input_bam_filetype,input_bams_44|input_bam,input_bams_44|input_bam_filetype,input_bams_45|input_bam,input_bams_45|input_bam_filetype,input_bams_46|input_bam,input_bams_46|input_bam_filetype,input_bams_47|input_bam,input_bams_47|input_bam_filetype,input_bams_48|input_bam,input_bams_48|input_bam_filetype,input_bams_49|input_bam,input_bams_49|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_50|input_bam,input_bams_50|input_bam_filetype,input_bams_51|input_bam,input_bams_51|input_bam_filetype,input_bams_52|input_bam,input_bams_52|input_bam_filetype,input_bams_53|input_bam,input_bams_53|input_bam_filetype,input_bams_54|input_bam,input_bams_54|input_bam_filetype,input_bams_55|input_bam,input_bams_55|input_bam_filetype,input_bams_56|input_bam,input_bams_56|input_bam_filetype,input_bams_57|input_bam,input_bams_57|input_bam_filetype,input_bams_58|input_bam,input_bams_58|input_bam_filetype,input_bams_59|input_bam,input_bams_59|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_60|input_bam,input_bams_60|input_bam_filetype,input_bams_61|input_bam,input_bams_61|input_bam_filetype,input_bams_62|input_bam,input_bams_62|input_bam_filetype,input_bams_63|input_bam,input_bams_63|input_bam_filetype,input_bams_64|input_bam,input_bams_64|input_bam_filetype,input_bams_65|input_bam,input_bams_65|input_bam_filetype,input_bams_66|input_bam,input_bams_66|input_bam_filetype,input_bams_67|input_bam,input_bams_67|input_bam_filetype,input_bams_68|input_bam,input_bams_68|input_bam_filetype,input_bams_69|input_bam,input_bams_69|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_70|input_bam,input_bams_70|input_bam_filetype,input_bams_71|input_bam,input_bams_71|input_bam_filetype,input_bams_72|input_bam,input_bams_72|input_bam_filetype,input_bams_73|input_bam,input_bams_73|input_bam_filetype,input_bams_74|input_bam,input_bams_74|input_bam_filetype,input_bams_75|input_bam,input_bams_75|input_bam_filetype,input_bams_76|input_bam,input_bams_76|input_bam_filetype,input_bams_77|input_bam,input_bams_77|input_bam_filetype,input_bams_78|input_bam,input_bams_78|input_bam_filetype,input_bams_79|input_bam,input_bams_79|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_80|input_bam,input_bams_80|input_bam_filetype,input_bams_81|input_bam,input_bams_81|input_bam_filetype,input_bams_82|input_bam,input_bams_82|input_bam_filetype,input_bams_83|input_bam,input_bams_83|input_bam_filetype,input_bams_84|input_bam,input_bams_84|input_bam_filetype,input_bams_85|input_bam,input_bams_85|input_bam_filetype,input_bams_86|input_bam,input_bams_86|input_bam_filetype,input_bams_87|input_bam,input_bams_87|input_bam_filetype,input_bams_88|input_bam,input_bams_88|input_bam_filetype,input_bams_89|input_bam,input_bams_89|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_90|input_bam,input_bams_90|input_bam_filetype,input_bams_91|input_bam,input_bams_91|input_bam_filetype,input_bams_92|input_bam,input_bams_92|input_bam_filetype,input_bams_93|input_bam,input_bams_93|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coefficient_for_downgrading,parameters.advanced_options.disable_probabilistic_realignment,parameters.advanced_options.exclude_read_group.__current_case__,parameters.advanced_options.exclude_read_group.exclude_read_groups,parameters.advanced_options.extended_BAQ_computation,parameters.advanced_options.filter_by_flags.__current_case__,parameters.advanced_options.filter_by_flags.exclude_flags,parameters.advanced_options.filter_by_flags.filter_flags,parameters.advanced_options.filter_by_flags.require_flags,parameters.advanced_options.ignore_overlaps,parameters.advanced_options.limit_by_region.__current_case__,parameters.advanced_options.limit_by_region.bed_regions,parameters.advanced_options.limit_by_region.bed_regions.values,parameters.advanced_options.limit_by_region.limit_by_regions,parameters.advanced_options.limit_by_region.region_paste,parameters.advanced_options.max_reads_per_bam,parameters.advanced_options.minimum_base_quality,parameters.advanced_options.minimum_mapping_quality,parameters.advanced_options.region_string,parameters.advanced_options.skip_anomalous_read_pairs,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.input_bams_0|input_bam|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,2017-10-05 09:46:35.860164,slurm_normal,1507197117.0,0,,1.0,main_w3_handler0,3276326,17029527,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085818.roundup,slurm,,132112168.0,corral-repl,,"""ff6339c4a9b111e78400005056ba55fb""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau3.len""","""bosTau3""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31567348}]}}]",bosTau3,,,,cached,32.0,,,105130.0,bam,,,,,1507197108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 09:52:07.174606,78928.0,9.0
,,,,,,2017-10-05 09:03:26.596165,slurm_normal,1507194504.0,0,,1.0,main_w3_handler1,3276240,17029241,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085493.roundup,slurm,,132112168.0,corral-repl,,"""f79cdd22a9ab11e79a1e005056ba55fb""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau3.len""","""bosTau3""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31566919}]}}]",bosTau3,,,,cached,32.0,,,199228.0,bam,,,,,1507194492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 09:08:48.836616,78928.0,12.0
,,,,,,2017-10-05 09:16:52.948918,slurm_normal,1507195253.0,0,,1.0,main_w3_handler1,3276297,17029335,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085592.roundup,slurm,,132112168.0,corral-repl,,"""bd057bd6a9ad11e7adc1005056ba2773""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau3.len""","""bosTau3""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31567078}]}}]",bosTau3,,,,cached,32.0,,,149728.0,bam,,,,,1507195245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 09:21:25.198360,78928.0,8.0
,,,,,,2017-10-05 09:47:51.246315,slurm_normal,1507197235.0,0,,1.0,main_w3_handler1,3276240,17029548,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085838.roundup,slurm,,132112168.0,corral-repl,,"""30d60036a9b211e79d75005056ba55fb""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau3.len""","""bosTau3""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31567387}]}}]",bosTau3,,,,cached,32.0,,,105130.0,bam,,,,,1507197230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 09:54:46.120517,78928.0,5.0
,,,,,,2017-10-05 09:51:26.419352,slurm_normal,1507197404.0,0,,1.0,main_w3_handler1,3276332,17029595,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085870.roundup,slurm,,132112168.0,corral-repl,,"""8ae4d854a9b211e7a48f005056ba55fb""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau3.len""","""bosTau3""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31567431}]}}]",bosTau3,,,,cached,32.0,,,105130.0,bam,,,,,1507197388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 09:57:02.749328,78928.0,16.0
,,,,,,2018-03-02 19:00:54.082906,slurm_normal,1520021162.0,0,7680.0,1.0,main_w4_handler0,3437642,18585190,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12679994,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33997972}]}}]",hg19,,,,cached,32.0,,,960243267.0,bam,,,,44291816.0,1520017280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-03-02 20:06:05.873038,24355.0,3882.0
,,,,,,2017-10-05 11:43:06.894178,slurm_normal,1507204464.0,0,,1.0,main_w4_handler1,3276434,17030136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11086522.roundup,slurm,,132112168.0,corral-repl,,"""3d35bf82a9c211e7adc1005056ba2773""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31568569}]}}]",bosTau6,,,,cached,32.0,,,17017454.0,bam,,,,,1507204410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-05 11:54:36.552944,78928.0,54.0
,,,,,,2018-03-02 19:00:53.220168,slurm_normal,1520019580.0,0,7680.0,1.0,main_w3_handler1,3437642,18585189,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12679989,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33997970}]}}]",hg19,,,,cached,32.0,,,687231801.0,bam,,,,44291816.0,1520017266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-03-02 19:39:44.195763,24355.0,2314.0
,,,,,,2018-03-02 21:11:26.504676,slurm_normal,1520026740.0,0,7680.0,1.0,main_w3_handler1,3437642,18586655,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12681606,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33997970}]}}]",hg19,,,,cached,32.0,,,687231801.0,bam,,,,44297597.0,1520025120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-03-02 21:39:02.587405,24355.0,1620.0
,,,,,,2017-10-08 19:35:25.488244,slurm_normal,1507491418.0,0,,1.0,main_w3_handler0,2322469,17052096,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11108681.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/bosTau8.len""","""bosTau8""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31604949}]}}]",bosTau8,,,,cached,32.0,,,17017522.0,bam,,,,40995804.0,1507491343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-10-08 19:37:07.061951,424.0,75.0
,,,,,,2018-03-02 21:11:27.367388,slurm_normal,1520027616.0,0,7680.0,1.0,main_w3_handler0,3437642,18586656,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12681605,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33997972}]}}]",hg19,,,,cached,32.0,,,960243267.0,bam,,,,44297597.0,1520025120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-03-02 21:53:38.872863,24355.0,2496.0
,,,,,,2017-12-03 20:19:54.010333,slurm_normal,1512336901.0,0,,1.0,main_w4_handler1,3233048,17684146,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11748641,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 32700539}]}}]",,,,"[{'src': 'hda', 'id': 31000958}]",history,32.0,121225325.0,fasta,2062579653.0,bam,,,,42158060.0,1512332404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-12-03 21:35:03.657610,4284.0,4497.0
,,,,,,2017-12-03 20:19:54.850066,slurm_normal,1512340831.0,0,,1.0,main_w3_handler0,3233048,17684147,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11748642,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 32700541}]}}]",,,,"[{'src': 'hda', 'id': 31000958}]",history,32.0,121225325.0,fasta,3592415512.0,bam,,,,42158060.0,1512332407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-12-03 22:40:33.485361,4284.0,8424.0
,,,,,,2017-12-03 20:21:11.625243,slurm_normal,1512348536.0,0,,1.0,main_w4_handler0,3233048,17684153,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11748929,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 32700541}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 32700539}]}}]",,,,"[{'src': 'hda', 'id': 31000958}]",history,32.0,121225325.0,fasta,3592415512.0,bam,2062579653.0,bam,,42158060.0,1512336906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2017-12-04 00:48:59.727494,4284.0,11630.0
,,,,,,2018-01-18 08:04:37.797026,slurm_normal,1516262758.0,0,,1.0,main_w3_handler1,3394624,18069261,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12147804,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33346779}]}}]",Arabidopsis_thaliana_TAIR10,,,,cached,32.0,,,3056931281.0,bam,,,,43272878.0,1516262683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-01-18 08:06:00.589702,109550.0,75.0
,,,,,,2018-01-18 04:15:08.994268,slurm_normal,1516248972.0,0,,1.0,main_w3_handler1,3394624,18068046,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12146478,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33346779}]}}]",Arabidopsis_thaliana_TAIR10,,,,cached,32.0,,,3056931281.0,bam,,,,43262764.0,1516248912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-01-18 04:16:14.192888,109550.0,60.0
,,,,,,2018-01-18 07:50:02.797110,slurm_normal,1516261860.0,0,,1.0,main_w4_handler0,3394624,18069179,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12147741,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33346779}]}}]",Arabidopsis_thaliana_TAIR10,,,,cached,32.0,,,3056931281.0,bam,,,,43272878.0,1516261806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-01-18 07:51:01.797865,109550.0,54.0
,,,,,,2018-01-18 09:15:48.292418,slurm_normal,1516267006.0,0,,1.0,main_w3_handler1,3394624,18070134,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12148641,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33346780}]}}]",Arabidopsis_thaliana_TAIR10,,,,cached,32.0,,,2747537476.0,bam,,,,43272878.0,1516266952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2018-01-18 09:16:47.547789,109550.0,54.0
