corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
56425620,deeptools_coverage_matrix,2016-05-01 20:10:50.887180,slurm_normal,1462133571.0,0,1.0,main_w2_handler1,2691079,12717120,False,,6920938.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""true""","""png""",0,Reds,true,,heatmap,,,"""false""","""false""",32.0,,29977304,1462133483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 20:12:54.189826,57609.0,88.0
56425620,deeptools_coverage_matrix,2016-05-01 19:57:30.699195,slurm_normal,1462132750.0,0,1.0,main_w1_handler1,2691079,12717092,False,,6920796.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""true""","""png""",0,gist_ncar,true,,heatmap,,,"""false""","""false""",32.0,,29977304,1462132676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 19:59:12.583416,57609.0,74.0
56425620,deeptools_coverage_matrix,2016-05-01 20:14:41.785306,slurm_normal,1462133780.0,0,1.0,main_w1_handler2,2691079,12717136,False,,6920964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""false""","""png""",0,Reds,true,,heatmap,,0.6,"""false""","""false""",32.0,,29977304,1462133705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 20:16:22.150056,57609.0,75.0
56425620,deeptools_coverage_matrix,2016-05-01 20:02:14.896533,slurm_normal,1462133073.0,0,1.0,main_w1_handler1,2691079,12717101,False,,6920855.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""true""","""png""",0,gist_ncar,true,,heatmap,,0.5,"""false""","""false""",32.0,,29977304,1462132978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 20:04:36.384082,57609.0,95.0
56425620,deeptools_coverage_matrix,2016-05-01 20:18:02.830927,slurm_normal,1462133979.0,0,1.0,main_w1_handler1,2691079,12717141,False,,6920991.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""false""","""png""",0,autumn_r,true,,heatmap,,0.7,"""false""","""false""",32.0,,29977304,1462133908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 20:19:41.317338,57609.0,71.0
56425620,deeptools_coverage_matrix,2016-05-01 20:22:58.177644,slurm_normal,1462134403.0,0,1.0,main_w2_handler0,2691079,12717154,False,,6921054.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,29977304,1462134209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 20:26:44.952698,57609.0,194.0
79805628,deeptools_coverage_matrix,2016-05-01 23:38:34.782619,slurm_normal,1462146126.0,0,1.0,main_w1_handler1,2686891,12717728,False,,6922977.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff79facdfd1ade35'}]","""spearman""","""mm10""","""true""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""true""",32.0,,29958150,1462145950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 23:42:09.011145,83638.0,176.0
79805628,deeptools_coverage_matrix,2016-05-01 23:38:04.466506,slurm_normal,1462146070.0,0,1.0,main_w2_handler1,2686891,12717724,False,Job output deleted by user before job completed.,6922968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff79facdfd1ade35'}]","""spearman""","""mm10""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""true""",32.0,,29958150,1462145907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-01 23:41:12.528761,83638.0,163.0
8751669,deeptools_coverage_matrix,2016-05-02 08:38:39.351272,slurm_normal,1462194625.0,0,1.0,main_w2_handler1,2688408,12722767,False,,6930749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500bac234b116e2a3'}]","""spearman""","""hg38""","""false""","""png""",0,RdYlBu,false,Spearman correlation ALL,heatmap,,,"""false""","""false""",32.0,,28198923,1462194588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 13:10:29.903253,70838.0,37.0
8751669,deeptools_coverage_matrix,2016-05-02 09:58:44.559773,slurm_normal,1462194662.0,0,1.0,main_w1_handler2,2688408,12730024,False,,6930756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500bac234b116e2a3'}]","""spearman""","""hg38""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,28198923,1462194617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 13:11:06.726536,70838.0,45.0
2756518,deeptools_coverage_matrix,2016-05-02 08:39:00.019735,slurm_normal,1462181855.0,0,1.0,main_w2_handler0,2688408,12722770,False,,6927873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf48ded44ca3c932'}]","""spearman""","""hg38""","""false""","""png""",0,RdYlBu,false,Spearman correlation 5mC,heatmap,,,"""false""","""false""",32.0,,28198923,1462181844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 09:37:38.753956,70838.0,11.0
2797365,deeptools_coverage_matrix,2016-05-02 08:39:20.901046,slurm_normal,1462182430.0,0,1.0,main_w1_handler1,2688408,12722776,False,,6927998.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d313c7e818f6004'}]","""spearman""","""hg38""","""false""","""png""",0,RdYlBu,false,Spearman correlation 5hmC,heatmap,,,"""false""","""false""",32.0,,28198923,1462182422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 09:47:14.433695,70838.0,8.0
2797365,deeptools_coverage_matrix,2016-05-02 09:58:46.041122,slurm_normal,1462183176.0,0,1.0,main_w1_handler2,2688408,12730026,False,,6928107.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d313c7e818f6004'}]","""spearman""","""hg38""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,28198923,1462183157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 09:59:39.141468,70838.0,19.0
2756518,deeptools_coverage_matrix,2016-05-02 09:58:45.269426,slurm_normal,1462183167.0,0,1.0,main_w1_handler0,2688408,12730025,False,,6928103.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf48ded44ca3c932'}]","""spearman""","""hg38""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,28198923,1462183157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 09:59:28.893136,70838.0,10.0
2804199,deeptools_coverage_matrix,2016-05-02 09:58:46.819695,slurm_normal,1462184301.0,0,1.0,main_w1_handler0,2688408,12730027,False,,6928354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532ff3d66f2f328ad'}]","""spearman""","""hg38""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,28198923,1462184289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 10:18:23.619159,70838.0,12.0
2804199,deeptools_coverage_matrix,2016-05-02 08:39:42.489875,slurm_normal,1462184297.0,0,1.0,main_w1_handler0,2688408,12722779,False,,6928353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532ff3d66f2f328ad'}]","""spearman""","""hg38""","""false""","""png""",0,RdYlBu,false,Spearman correlation input,heatmap,,,"""false""","""false""",32.0,,28198923,1462184289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 10:18:19.469325,70838.0,8.0
5109595,deeptools_coverage_matrix,2016-05-02 21:45:46.144100,slurm_normal,1462225592.0,0,1.0,main_w1_handler2,2663268,12740227,False,,6939417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596f51ed925df2675'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29538637,1462225574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 21:46:33.862533,48080.0,18.0
3970224,deeptools_coverage_matrix,2016-05-02 20:38:59.555076,slurm_normal,1462228410.0,0,1.0,main_w2_handler1,2663268,12738521,False,,6940603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8897b8349d1eea4'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""false""",32.0,,29538637,1462228395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:34:00.500296,48080.0,15.0
5130035,deeptools_coverage_matrix,2016-05-02 17:34:34.167563,slurm_normal,1462210637.0,0,1.0,main_w1_handler0,2663268,12735732,False,,6934958.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d95546e9c0d02e72'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""false""",32.0,,29538637,1462210521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 17:37:21.403373,48080.0,116.0
56424849,deeptools_coverage_matrix,2016-05-02 22:41:01.627413,slurm_normal,1462228975.0,0,1.0,main_w1_handler2,2688924,12740956,False,,6940689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58269a8614ffca9dc'}]","""spearman""","""mm9""","""false""","""png""",0,gist_heat_r,false,,heatmap,,0.7,"""true""","""false""",32.0,,30000028,1462228896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:42:58.442948,57609.0,79.0
5130035,deeptools_coverage_matrix,2016-05-02 18:06:21.790890,slurm_normal,1462212542.0,0,1.0,main_w2_handler1,2663268,12736702,False,,6935456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d95546e9c0d02e72'}]","""pearson""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""true""",32.0,,29538637,1462212422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 18:09:05.531915,48080.0,120.0
5130035,deeptools_coverage_matrix,2016-05-02 18:00:15.605354,slurm_normal,1462212194.0,0,1.0,main_w1_handler1,2663268,12736377,False,,6935387.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d95546e9c0d02e72'}]","""pearson""","""mm9""","""false""","""png""",0,coolwarm,true,,heatmap,,,"""false""","""false""",32.0,,29538637,1462212071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 18:03:18.127717,48080.0,123.0
56424849,deeptools_coverage_matrix,2016-05-02 22:14:36.029272,slurm_normal,1462227402.0,0,1.0,main_w2_handler1,2688924,12740585,False,,6940100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58269a8614ffca9dc'}]","""spearman""","""mm9""","""false""","""png""",0,autumn_r,true,,heatmap,,,"""true""","""false""",32.0,,30000028,1462227316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:16:50.427442,57609.0,86.0
5130035,deeptools_coverage_matrix,2016-05-02 18:14:54.113713,slurm_normal,1462213039.0,0,1.0,main_w2_handler0,2663268,12736917,False,,6935624.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d95546e9c0d02e72'}]","""spearman""","""mm9""","""false""","""png""",1,,,,scatterplot,,,"""true""","""true""",32.0,,29538637,1462212921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 18:17:35.520663,48080.0,118.0
56424849,deeptools_coverage_matrix,2016-05-02 22:45:22.312324,slurm_normal,1462229220.0,0,1.0,main_w1_handler1,2688924,12740967,False,,6940737.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58269a8614ffca9dc'}]","""spearman""","""mm9""","""false""","""png""",0,gist_heat_r,true,,heatmap,,0.7,"""false""","""false""",32.0,,30000028,1462229142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:47:01.984310,57609.0,78.0
5130035,deeptools_coverage_matrix,2016-05-02 18:22:49.021078,slurm_normal,1462215530.0,0,1.0,main_w1_handler2,2663268,12736979,False,,6936303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d95546e9c0d02e72'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""false""",32.0,,29538637,1462215396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 18:58:56.397335,48080.0,134.0
56424849,deeptools_coverage_matrix,2016-05-02 22:17:22.063727,slurm_normal,1462227563.0,0,1.0,main_w2_handler1,2688924,12740675,False,,6940195.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58269a8614ffca9dc'}]","""spearman""","""mm9""","""false""","""png""",0,autumn_r,true,,heatmap,,0.7,"""false""","""false""",32.0,,30000028,1462227486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:19:30.048576,57609.0,77.0
56424849,deeptools_coverage_matrix,2016-05-02 22:09:19.145536,slurm_normal,1462227150.0,0,1.0,main_w2_handler0,2688924,12740479,False,,6939937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58269a8614ffca9dc'}]","""spearman""","""mm9""","""true""","""png""",0,autumn,true,,heatmap,,0.7,"""false""","""false""",32.0,,30000028,1462227054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 22:12:43.462263,57609.0,96.0
3970224,deeptools_coverage_matrix,2016-05-02 22:59:42.123322,slurm_normal,1462230055.0,0,1.0,main_w2_handler1,2663268,12741126,False,,6941056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8897b8349d1eea4'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""false""",32.0,,29538637,1462230044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-02 23:00:58.392770,48080.0,11.0
