count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.classify.__current_case__,parameters.classify.cutoff,parameters.classify.iters,parameters.classify.ksize,parameters.classify.method,parameters.classify.probs,parameters.count.values,parameters.count|__identifier__,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.name.values,parameters.relabund,parameters.tax.__current_case__,parameters.tax.source2,parameters.tax.taxonomy.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,taxonomy,taxonomy_filetype,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-01 11:42:54.394471,slurm_normal,1509541006.0,0,3220127,fasta,,1.0,main_w4_handler0,3306884,17284586,False,,11346523,slurm,,132112168.0,,,corral-repl,,"""c31b028cbef911e78f43005056ba55fb""",1,hist,"[{'src': 'hda', 'id': 32000663}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,0,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32000770}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32000771}]",32.0,,,1509540507.0,ok,1023996.0,19877941,mothur.seq.taxonomy,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-01 12:56:50.518336,72172.0,499.0
2247855.0,mothur.count_table,2017-11-02 07:28:56.366821,slurm_normal,1509608252.0,0,17561376,fasta,,1.0,main_w4_handler0,3307905,17295197,False,,11357561,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32017699}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32018043}]",,"""?""","[{'src': 'hda', 'id': 32018042}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32018060}]",32.0,,41627267.0,1509607785.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-02 07:37:37.322468,36706.0,467.0
2247855.0,mothur.count_table,2017-11-02 05:33:23.390466,slurm_normal,1509601365.0,0,17561376,fasta,,1.0,main_w3_handler0,3307676,17294794,False,,11357068,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32016775}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32017169}]",,"""?""","[{'src': 'hda', 'id': 32017168}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32017201}]",32.0,,41627267.0,1509600874.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-02 05:42:50.138698,36706.0,491.0
,,2018-01-08 17:05:17.115138,slurm_normal,1515431173.0,0,1116167,fasta,,1.0,main_w4_handler1,3357006,17974542,False,,12051048,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32797407}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 33218359}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32874398}]",32.0,,43005625.0,1515431120.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-08 17:06:16.021839,77009.0,53.0
220696.0,mothur.count_table,2017-11-04 10:15:57.038193,slurm_normal,1509790669.0,0,1057649,fasta,,1.0,main_w3_handler0,3310785,17325986,False,,11386895,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32062320}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32062302}]",,"""?""","[{'src': 'hda', 'id': 32062301}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32062358}]",32.0,,40381825.0,1509790609.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-04 10:17:57.317492,94887.0,60.0
229914.0,mothur.count_table,2017-11-04 14:38:27.540065,slurm_normal,1509806388.0,0,1113322,fasta,,1.0,main_w3_handler1,3310785,17327419,False,,11388974,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32062320}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32064708}]",,"""?""","[{'src': 'hda', 'id': 32064707}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32062358}]",32.0,,40381825.0,1509806328.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-04 14:39:54.146390,94887.0,60.0
126392.0,mothur.count_table,2017-11-07 14:46:10.842291,slurm_normal,1510066315.0,0,749021,fasta,,1.0,main_w4_handler1,3276720,17366725,False,,11425273,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32113735}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32125472}]",,"""?""","[{'src': 'hda', 'id': 32124970}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32126814}]",32.0,,41090485.0,1510066254.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-07 14:52:09.278329,112972.0,61.0
4648890.0,mothur.count_table,2017-11-07 16:59:22.285265,slurm_normal,1510075440.0,0,37936412,fasta,,1.0,main_w3_handler1,3308920,17370069,False,,11427758,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32034679}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32130488}]",,"""?""","[{'src': 'hda', 'id': 32130486}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32131959}]",32.0,,41628482.0,1510074452.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-07 17:24:24.514790,110821.0,988.0
2208267.0,mothur.count_table,2017-11-07 19:47:49.340126,slurm_normal,1510084740.0,0,377604830,mothur.align,,1.0,main_w3_handler0,3312502,17372364,False,,11430275,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32083964}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32134615}]",,"""?""","[{'src': 'hda', 'id': 32134614}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32135443}]",32.0,,40487806.0,1510084215.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-07 19:59:08.830710,110860.0,525.0
2247855.0,mothur.count_table,2017-11-08 03:10:11.910342,slurm_normal,1510111146.0,0,17561376,fasta,,1.0,main_w4_handler0,3315882,17376481,False,,11437724,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32139339}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32141536}]",,"""?""","[{'src': 'hda', 'id': 32141535}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32141627}]",32.0,,40487806.0,1510110658.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-08 03:19:09.568621,110860.0,488.0
11667.0,mothur.count_table,2017-11-09 12:21:35.828846,slurm_normal,1510230207.0,0,108868,fasta,,1.0,main_w3_handler1,3318049,17395660,False,,11457608,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32192612}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32191143}]",,"""?""","[{'src': 'hda', 'id': 32191142}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32192657}]",32.0,,41878332.0,1510230160.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-09 12:23:31.057493,112972.0,47.0
405021.0,mothur.count_table,2017-11-10 12:52:17.328755,slurm_normal,1510318570.0,0,5109756,fasta,,1.0,main_w3_handler1,3304261,17409545,False,,11471422,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32229427}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32229317}]",,"""?""","[{'src': 'hda', 'id': 32229316}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32229430}]",32.0,,41624007.0,1510318353.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-10 12:56:14.946787,114736.0,217.0
405022.0,mothur.count_table,2017-11-10 15:18:32.987497,slurm_normal,1510327346.0,0,5109756,fasta,,1.0,main_w4_handler1,3318049,17411201,False,,11473060,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32232000}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32232252}]",,"""?""","[{'src': 'hda', 'id': 32232251}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32232314}]",32.0,,41889938.0,1510327126.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-10 15:22:30.107228,112972.0,220.0
229572.0,mothur.count_table,2017-11-10 17:41:05.776394,slurm_normal,1510335745.0,0,1110368,fasta,,1.0,main_w3_handler1,3307154,17412658,False,,11474509,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32233956}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32234261}]",,"""?""","[{'src': 'hda', 'id': 32234260}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32234296}]",32.0,,41917246.0,1510335679.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-10 17:42:28.142527,114886.0,66.0
,,2017-11-13 06:50:15.292821,slurm_normal,1510556173.0,0,13674703,mothur.align,,1.0,main_w3_handler1,3320025,17433907,False,,11491935,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32228955}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,0,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32275379}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32229107}]",32.0,,41952851.0,1510555827.0,ok,1023996.0,19877941,mothur.seq.taxonomy,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-13 06:56:16.412504,72172.0,346.0
359.0,mothur.count_table,2017-11-13 20:12:03.876758,slurm_normal,1510603964.0,0,254,fasta,,1.0,main_w4_handler0,3281996,17441832,False,,11500499,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32290440}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32289952}]",,"""?""","[{'src': 'hda', 'id': 32289951}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32290541}]",32.0,,41193079.0,1510603940.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-13 20:12:49.960608,,24.0
646.0,mothur.count_table,2017-11-14 15:05:34.621911,slurm_normal,1510672002.0,0,550558,mothur.align,,1.0,main_w4_handler0,3323166,17454422,False,,11512094,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32309004}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32305942}]",,"""?""","[{'src': 'hda', 'id': 32305940}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32309103}]",32.0,,41960222.0,1510671974.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 15:06:49.213262,74066.0,28.0
646.0,mothur.count_table,2017-11-14 15:11:01.076100,slurm_normal,1510672313.0,0,550558,mothur.align,,1.0,main_w3_handler1,3323166,17454529,False,,11512206,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32306525}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32305942}]",,"""?""","[{'src': 'hda', 'id': 32305940}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32306661}]",32.0,,41960222.0,1510672279.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 15:11:59.825127,74066.0,34.0
7341.0,mothur.count_table,2017-11-14 15:41:27.293436,slurm_normal,1510674129.0,0,6456513,mothur.align,,1.0,main_w4_handler1,3323166,17455028,False,,11512784,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32306525}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32302547}]",,"""?""","[{'src': 'hda', 'id': 32305221}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32306661}]",32.0,,41960222.0,1510674096.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 15:42:11.469132,74066.0,33.0
2308560.0,mothur.count_table,2017-11-14 21:46:01.409652,slurm_normal,1510696216.0,0,175980398,mothur.align,,1.0,main_w3_handler0,3307116,17459881,False,,11517908,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311417}]","""1_1.fastq""","""?""","[{'src': 'hda', 'id': 32317410}]","""1_1.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510696108.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:50:19.485605,50169.0,108.0
2372108.0,mothur.count_table,2017-11-14 21:45:58.890429,slurm_normal,1510696096.0,0,186541333,mothur.align,,1.0,main_w3_handler1,3307116,17459879,False,,11517889,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311413}]","""2_1.fastq""","""?""","[{'src': 'hda', 'id': 32317404}]","""2_1.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510695971.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:48:19.882493,50169.0,125.0
2993043.0,mothur.count_table,2017-11-14 21:45:52.693844,slurm_normal,1510696235.0,0,261919076,mothur.align,,1.0,main_w4_handler0,3307116,17459872,False,,11517907,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311403}]","""4_2.fastq""","""?""","[{'src': 'hda', 'id': 32317387}]","""4_2.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510696105.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:50:43.227816,50169.0,130.0
2771535.0,mothur.count_table,2017-11-14 21:45:57.852279,slurm_normal,1510696104.0,0,261318274,mothur.align,,1.0,main_w3_handler0,3307116,17459878,False,,11517890,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311411}]","""2_2.fastq""","""?""","[{'src': 'hda', 'id': 32317401}]","""2_2.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510695974.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:48:27.858937,50169.0,130.0
