chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.cfile,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minimum,parameters.uncommon,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
12.0,len,2016-10-06 17:58:40.499333,slurm_normal,1475776898.0,1.0,1.0,main_w4_handler1,2185573,14022947,False,,58185,fasta,8240906.roundup,slurm,,132112168.0,corral-repl,,"""Eath.cut""","""/galaxy-repl/main/files/017/386/dataset_17386115.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514bb8d3dfb38e31b'}]","""0.15""","""no""","""30""",32.0,,32904936,1475776769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-10-06 18:01:45.479757,28313.0,129.0
12.0,len,2016-10-06 17:59:04.842862,slurm_normal,1475776807.0,1.0,1.0,main_w3_handler1,2185573,14022954,False,,61239,fasta,8240913.roundup,slurm,,132112168.0,corral-repl,,"""Eath.cut""","""/galaxy-repl/main/files/017/386/dataset_17386115.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3c36e6fe3ad13cc'}]","""0.15""","""no""","""30""",32.0,,32904936,1475776789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-10-06 18:00:14.327052,28313.0,18.0
12.0,len,2016-10-06 17:59:39.607418,slurm_normal,1475776941.0,1.0,1.0,main_w3_handler1,2185573,14022959,False,,55137,fasta,8240932.roundup,slurm,,132112168.0,corral-repl,,"""Eath.cut""","""/galaxy-repl/main/files/017/386/dataset_17386115.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ad76ecc5249f4b0'}]","""0.15""","""no""","""30""",32.0,,32904936,1475776899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-10-06 18:02:28.863005,28313.0,42.0
,,2016-11-15 11:56:14.664774,slurm_normal,1479210985.0,1.0,1.0,main_w4_handler0,2895053,14343858,False,,8108228,fasta,8549949.roundup,slurm,,132112168.0,corral-repl,,"""Eyeast.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5932001c872a919d6'}]","""0.15""","""yes""","""30""",32.0,,34262987,1479210981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-11-15 11:56:28.642450,,4.0
,,2016-11-15 11:55:54.659309,slurm_normal,1479210964.0,1.0,1.0,main_w3_handler0,2895053,14343853,False,,8108228,fasta,8549943.roundup,slurm,,132112168.0,corral-repl,,"""Eyeast.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5932001c872a919d6'}]","""0.15""","""no""","""30""",32.0,,34262987,1479210959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-11-15 11:56:06.837784,,5.0
,,2016-12-08 20:32:42.144458,slurm_normal,1481229171.0,1.0,1.0,main_w3_handler0,2923655,14521203,False,,2259,fasta,8703887.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27547877}]","""0.15""","""no""","""30""",32.0,,33308499,1481229165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-12-08 20:32:53.067430,90810.0,6.0
,,2016-12-28 21:33:35.195078,slurm_normal,1482960822.0,1.0,1.0,main_w4_handler1,2941197,14659724,False,,13658,fasta,8832990.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27763735}]","""0.15""","""yes""","""30""",32.0,,35104669,1482960818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2016-12-28 21:33:45.680439,,4.0
,,2014-11-21 15:16:44.831993,rodeo_normal,1416583021.0,1.0,1.0,main_w1_handler0,2102365,8220064,False,,9330544,fasta,2078072.roundup,slurm,,132112264.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/braFlo1.len""","""braFlo1""",17634257,,"""0.15""","""no""","""30""",32.0,,18032166,1416583018.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2014-11-21 15:17:07.218256,55144.0,3.0
,,2015-03-05 23:30:56.723163,rodeo_normal,1425598316.0,1.0,1.0,main_w2_handler0,2228601,8875496,False,,5228,fasta,3032659.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18747910,,"""0.15""","""no""","""30""",32.0,,21607902,1425598310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2015-03-05 23:31:58.890842,55287.0,6.0
,,2017-06-09 18:07:10.932399,slurm_normal,1497031657.0,1.0,1.0,main_w4_handler0,3147114,16067155,False,,2886550,fasta,10155625.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29973405}]","""0.15""","""no""","""30""",32.0,,38554450,1497031653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-06-09 18:07:46.086333,,4.0
,,2017-06-19 00:32:35.355592,slurm_normal,1497832371.0,1.0,1.0,main_w3_handler1,3161835,16127589,False,,335003,fasta,10208166.roundup,slurm,,132112168.0,corral-repl,,"""Emouse.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30072699}]","""0.15""","""yes""","""30""",32.0,,38197642,1497832367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-06-19 00:32:54.236094,60835.0,4.0
,,2017-07-31 18:18:00.085558,slurm_normal,1501525103.0,1.0,1.0,main_w3_handler0,3208006,16471468,False,,2384393,fasta,10539565.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30699951}]","""0.15""","""no""","""30""",32.0,,39620771,1501525092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-07-31 18:18:25.491365,,11.0
,,2017-09-17 17:32:45.054144,slurm_normal,1505669575.0,1.0,1.0,main_w4_handler0,2974870,16848554,False,,944633,fasta,10915433.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31281319}]","""0.15""","""no""","""30""",32.0,,40193731,1505669571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-09-17 17:32:58.233141,33225.0,4.0
,,2017-09-21 05:50:21.501321,slurm_normal,1505973036.0,1.0,1.0,main_w3_handler1,3261389,16886050,False,,18290699,fasta,10951626.roundup,slurm,,132112168.0,corral-repl,,"""Eath.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31343296}]","""0.15""","""no""","""30""",32.0,,40707951,1505973032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-09-21 05:50:39.277835,,4.0
,,2017-09-21 18:46:15.867173,slurm_normal,1506019598.0,1.0,1.0,main_w3_handler1,3254777,16892078,False,,1832148,fasta,10960380.roundup,slurm,,132112168.0,corral-repl,,"""Edrosophila.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31351888}]","""0.15""","""yes""","""30""",32.0,,40679184,1506019594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-09-21 18:46:43.258873,100259.0,4.0
,,2017-09-21 18:46:16.083730,slurm_normal,1506019607.0,1.0,1.0,main_w4_handler1,3254777,16892079,False,,47014796,fasta,10960384.roundup,slurm,,132112168.0,corral-repl,,"""Edrosophila.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31354290}]","""0.15""","""yes""","""30""",32.0,,40679184,1506019603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0,5.0.0,,2017-09-21 18:46:59.415419,100259.0,4.0
