chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond1.values,parameters.infile_control_cond2,parameters.infile_control_cond2.values,parameters.infile_pileup_cond1,parameters.infile_pileup_cond1.values,parameters.infile_pileup_cond2,parameters.infile_pileup_cond2.values,parameters.maxgap,parameters.minlen,parameters.outputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-08 17:04:10.594443,slurm_normal,1452274061.0,0,1.0,main_w2_handler1,2537715,11423025,False,1147641153,bedgraph,2261887825,bedgraph,2312244885,bedgraph,707038048,bedgraph,,5685582.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22790718,,22793240,,22790717,,22793239,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27290494,1452272871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-08 17:27:55.875123,29502,1190.0
,,2016-01-08 17:37:43.318353,slurm_normal,1452275446.0,0,1.0,main_w1_handler2,2537715,11423196,False,1273959840,bedgraph,1269816261,bedgraph,727476958,bedgraph,723841810,bedgraph,,5685860.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22790724,,22790730,,22790723,,22790729,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27290494,1452274751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-08 17:50:50.167245,29502,695.0
,,2016-01-07 17:09:58.626753,slurm_normal,1452186808.0,0,1.0,main_w2_handler0,2186322,11407686,False,306340716,bedgraph,349844595,bedgraph,270591043,bedgraph,275312095,bedgraph,,5673877.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""1.0""","""Arabidopsis_thaliana_TAIR10""","""1""","""1""",22778471,,22778036,,22778470,,22778035,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,26568383,1452186623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-07 17:13:31.713416,51951,185.0
,,2016-01-11 17:35:03.779644,slurm_normal,1452534254.0,0,1.0,main_w1_handler1,2213383,11462707,False,817337836,bedgraph,983229362,bedgraph,490120915,bedgraph,723404850,bedgraph,,5727292.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm6ucsc.len""","""1.0""","""dm6ucsc""","""1""","""1""",22131518,,22131525,,22129738,,22131238,,"""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2""]",32.0,,26796261,1452533729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-11 17:44:19.052565,59928,525.0
,,2016-01-11 17:55:39.667190,slurm_normal,1452535347.0,0,1.0,main_w1_handler0,2213383,11462825,False,817337836,bedgraph,983229362,bedgraph,490120915,bedgraph,723404850,bedgraph,,5727707.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm6ucsc.len""","""1.0""","""dm6ucsc""","""1""","""1""",22131518,,22131525,,22129738,,22131238,,"""25""","""50""","[""--ofile-cond1""]",32.0,,26796261,1452534962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-11 18:02:31.051053,59928,385.0
1017559.0,len,2016-01-11 23:00:16.914229,slurm_normal,1452553603.0,0,1.0,main_w2_handler1,2562409,11465535,False,554481466,bedgraph,497393540,bedgraph,903881009,bedgraph,618788533,bedgraph,,5731439.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/901/dataset_13901724.dat""","""1.0""","""dm6""","""1""","""1""",22849177,,22849210,,22849176,,22849209,,"""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27349644,1452553238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-11 23:06:47.095628,59928,365.0
,,2016-01-19 01:16:16.247712,slurm_normal,1453166713.0,0,1.0,main_w1_handler2,2550253,11539946,False,2015023005,bedgraph,2014996104,bedgraph,320699185,bedgraph,198727451,bedgraph,,5806936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",22907686,,22907691,,22907685,,22907690,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27046303,1453166198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 01:25:15.561377,58746,515.0
,,2016-01-15 15:14:12.070278,slurm_normal,1452870908.0,0,1.0,main_w2_handler0,2566862,11513177,False,94968688,bedgraph,94968688,bedgraph,75675564,bedgraph,75675564,bedgraph,,5781658.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/960/dataset_13960733.dat""","""1.0""","""dm6""","""1""","""1""",22913046,,22913046,,22913062,,22913062,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2""]",32.0,,26196976,1452870869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-15 15:15:15.306289,22192,39.0
,,2016-01-15 15:39:43.522346,slurm_normal,1452872477.0,0,1.0,main_w1_handler0,2566862,11516892,False,94968688,bedgraph,94968688,bedgraph,75675564,bedgraph,75675564,bedgraph,,5782088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/960/dataset_13960733.dat""","""0.5""","""dm6""","""1""","""1""",22913046,,22913046,,22913062,,22913062,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2""]",32.0,,26196976,1452872422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-15 15:41:24.039656,22192,55.0
,,2016-02-09 16:00:13.436045,slurm_normal,1455033737.0,0,1.0,main_w1_handler1,2573669,11764687,False,196228947,bedgraph,196228947,bedgraph,146652920,bedgraph,142603626,bedgraph,,6017334.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",23082188,,23082188,,23082186,,23082187,,"""200""","""300""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27833642,1455033640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-09 16:02:30.304613,28108,97.0
,,2016-01-20 20:54:09.051068,slurm_normal,1453323799.0,0,1.0,main_w1_handler1,2562409,11565426,False,497393540,bedgraph,554481466,bedgraph,618788533,bedgraph,903881009,bedgraph,,5830850.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""1""","""1""",22849210,,22849177,,22849209,,22849176,,"""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27474057,1453323405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-20 21:03:25.026976,59928,394.0
,,2016-01-20 21:09:26.025665,slurm_normal,1453324839.0,0,1.0,main_w2_handler1,2562409,11565568,False,497393540,bedgraph,554481466,bedgraph,618788533,bedgraph,903881009,bedgraph,,5831002.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""10.0""","""dm6""","""1""","""1""",22849210,,22849177,,22849209,,22849176,,"""50""","""100""","[""--ofile-both-conditions""]",32.0,,27474057,1453324278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-20 21:20:45.496436,59928,561.0
,,2016-01-25 22:15:33.427459,slurm_normal,1453760527.0,0,1.0,main_w1_handler1,2562409,11601129,False,497393540,bedgraph,554481466,bedgraph,618788533,bedgraph,903881009,bedgraph,,5865860.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""40.0""","""dm6""","""16""","""23""",22849210,,22849177,,22849209,,22849176,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27600425,1453760148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-25 22:22:10.637897,59928,379.0
,,2016-01-26 09:17:41.386608,slurm_normal,1453799900.0,0,1.0,main_w1_handler1,2573293,11604633,False,38306165,bedgraph,37851906,bedgraph,55827719,bedgraph,43912245,bedgraph,,5869696.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""1.0""","""sacCer3""","""1""","""1""",23032272,,23032872,,23032283,,23032254,,"""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27762452,1453799874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-26 09:18:23.937515,10211,26.0
,,2016-01-22 13:47:29.434333,slurm_normal,1453472035.0,0,1.0,main_w2_handler1,2557147,11580528,False,2517375882,bedgraph,1378691602,bedgraph,3475098982,bedgraph,3180171047,bedgraph,,5846208.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,,22997340,,22997314,,22997339,,"""100""","""146""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27628847,1453470470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-22 14:13:57.590995,76207,1565.0
,,2016-01-22 15:34:08.142717,slurm_normal,1453480044.0,0,1.0,main_w1_handler0,2557147,11581279,False,1378691602,bedgraph,1524683284,bedgraph,3180171047,bedgraph,4041583895,bedgraph,,5846892.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997340,,22997684,,22997339,,22997683,,"""100""","""146""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27628847,1453477139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-22 16:27:30.426611,76207,2905.0
,,2016-01-22 15:35:37.323575,slurm_normal,1453481661.0,0,1.0,main_w2_handler1,2557147,11581290,False,2515724045,bedgraph,1524683081,bedgraph,2721980931,bedgraph,3128000602,bedgraph,,5847137.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997329,,22997706,,22997328,,22997705,,"""100""","""146""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27628847,1453479955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-22 16:54:28.560162,76207,1706.0
,,2016-01-22 19:39:19.146559,slurm_normal,1453493624.0,0,1.0,main_w2_handler0,2557147,11582939,False,2517375882,bedgraph,1378691602,bedgraph,3475098982,bedgraph,3180171047,bedgraph,,5848491.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,,22997340,,22997314,,22997339,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27628847,1453491577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-22 20:13:50.327154,76207,2047.0
,,2016-01-25 16:43:11.655106,slurm_normal,1453740235.0,0,1.0,main_w1_handler0,2573293,11598117,False,38306165,bedgraph,37851906,bedgraph,55827719,bedgraph,43912245,bedgraph,,5863264.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""1.0""","""sacCer3""","""1""","""1""",23032272,,23032872,,23032283,,23032254,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27727415,1453740209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-25 16:43:58.057833,10211,26.0
,,2016-01-25 16:50:27.046317,slurm_normal,1453742007.0,0,1.0,main_w2_handler0,2557147,11598184,False,2517375882,bedgraph,1378691602,bedgraph,3475098982,bedgraph,3180171047,bedgraph,,5863321.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,,22997340,,22997314,,22997339,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27628847,1453740644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-25 17:13:35.058763,76207,1363.0
,,2016-01-25 16:52:20.598146,slurm_normal,1453742089.0,0,1.0,main_w2_handler0,2557147,11598195,False,2517375882,bedgraph,1378691602,bedgraph,3475098982,bedgraph,3180171047,bedgraph,,5863330.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,,22997340,,22997314,,22997339,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,27628847,1453740753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-25 17:14:54.043762,76207,1336.0
,,2016-01-26 23:33:05.093653,slurm_normal,1453851514.0,0,1.0,main_w2_handler1,2562409,11611123,False,497393540,bedgraph,554481466,bedgraph,618788533,bedgraph,903881009,bedgraph,,5875849.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""5.0""","""dm6""","""12""","""14""",22849210,,22849177,,22849209,,22849176,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27789174,1453851200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-26 23:38:38.776673,59928,314.0
,,2016-01-27 05:34:47.541248,slurm_normal,1453872944.0,0,1.0,main_w1_handler2,2575879,11612433,False,137483903,bedgraph,139298735,bedgraph,93331516,bedgraph,121885268,bedgraph,,5877134.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",23053948,,23052012,,23053947,,23052011,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27690724,1453872898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-27 05:35:46.396017,57068,46.0
,,2016-01-27 16:14:26.153899,slurm_normal,1453912850.0,0,1.0,main_w1_handler0,2557147,11615617,False,2517375882,bedgraph,1378691602,bedgraph,3475098982,bedgraph,3180171047,bedgraph,,5880186.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,,22997340,,22997314,,22997339,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,27781696,1453911284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-27 16:40:54.237039,76207,1566.0
,,2016-02-10 15:09:20.846978,slurm_normal,1455117409.0,0,1.0,main_w2_handler1,2589142,11778820,False,554481466,bedgraph,497393540,bedgraph,901503745,bedgraph,618788533,bedgraph,,6031138.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""30.0""","""dm6""","""14""","""12""",23188944,,23188948,,23189078,,23188949,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1455116985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-10 15:16:57.000588,59928,424.0
,,2016-02-10 22:56:16.728344,slurm_normal,1455145043.0,0,1.0,main_w1_handler1,2575879,11783145,False,139298735,bedgraph,137483903,bedgraph,121885268,bedgraph,93331516,bedgraph,,6037809.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",23052012,,23053948,,23052011,,23053947,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27690724,1455144995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-10 22:57:27.305046,57068,48.0
,,2016-02-11 14:04:51.181550,slurm_normal,1455200704.0,0,1.0,main_w1_handler1,2582532,11792046,False,1138123931,bedgraph,1213230152,bedgraph,1891560881,bedgraph,2071834612,bedgraph,,6043914.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23112234,,23118156,,23112233,,23118155,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,26265526,1455199517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-11 14:25:11.526794,55649,1187.0
