create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addoverlap,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.overlap,parameters.size,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-17 13:59:47.907066,slurm_normal,1516197595.0,0.0,1.0,main_w3_handler1,3210509,18060154,False,,9182,fasta,12138048,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33350860}]","""fasta""","""100""","""120""",32.0,,42637878.0,1516197591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 13:59:57.893109,8488.0,4.0
2018-01-17 15:30:55.241243,slurm_normal,1516203154.0,0.0,1.0,main_w4_handler0,3210509,18061500,False,,2140,fasta,12139452,slurm,,132112168.0,corral-repl,,"""656adbecfb9b11e7927d005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33352672}]","""fasta""","""100""","""120""",32.0,,,1516203151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 15:32:47.193463,8488.0,3.0
2018-01-17 15:54:30.370664,slurm_normal,1516204508.0,0.0,1.0,main_w4_handler1,3210509,18061864,False,,8273,fasta,12139798,slurm,,132112168.0,corral-repl,,"""b07ae7a0fb9e11e7b35a005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33353135}]","""fasta""","""100""","""120""",32.0,,,1516204504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 15:55:13.448354,8488.0,4.0
2018-01-17 16:18:35.751760,slurm_normal,1516205947.0,0.0,1.0,main_w4_handler1,3210509,18062259,False,,9182,fasta,12140245,slurm,,132112168.0,corral-repl,,"""0e8fbd5efba211e79745005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33353839}]","""fasta""","""100""","""120""",32.0,,,1516205942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:19:11.103448,8488.0,5.0
2018-01-17 16:19:17.402233,slurm_normal,1516205987.0,0.0,1.0,main_w4_handler1,3210509,18062270,False,,12214,fasta,12140264,slurm,,132112168.0,corral-repl,,"""28981d36fba211e7ac5f005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33353860}]","""fasta""","""100""","""120""",32.0,,,1516205983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:19:54.593644,8488.0,4.0
2018-01-17 16:47:16.728297,slurm_normal,1516207663.0,0.0,1.0,main_w4_handler0,3210509,18062655,False,,42058,fasta,12140593,slurm,,132112168.0,corral-repl,,"""10536acefba611e7a206005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354469}]","""fasta""","""100""","""120""",32.0,,,1516207659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:47:47.410201,8488.0,4.0
2018-01-17 16:46:03.161946,slurm_normal,1516207590.0,0.0,1.0,main_w3_handler1,3210509,18062626,False,,10798,fasta,12140552,slurm,,132112168.0,corral-repl,,"""e477622afba511e7b74d005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354413}]","""fasta""","""100""","""120""",32.0,,,1516207586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:46:34.828397,8488.0,4.0
2018-01-17 16:56:10.773665,slurm_normal,1516208199.0,0.0,1.0,main_w3_handler1,3210509,18062739,False,,41680,fasta,12140667,slurm,,132112168.0,corral-repl,,"""4e38aa10fba711e7b280005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354582}]","""fasta""","""100""","""120""",32.0,,,1516208194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:56:44.908515,8488.0,5.0
2018-01-17 17:04:09.913994,slurm_normal,1516208688.0,0.0,1.0,main_w3_handler0,3210509,18063053,False,,18071,fasta,12140802,slurm,,132112168.0,corral-repl,,"""02d728cafba811e78090005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354918}]","""fasta""","""100""","""120""",32.0,,,1516208684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 17:05:09.272666,8488.0,4.0
2018-01-17 16:55:42.582189,slurm_normal,1516208172.0,0.0,1.0,main_w3_handler0,3210509,18062728,False,,10708,fasta,12140656,slurm,,132112168.0,corral-repl,,"""3e35febafba711e78a00005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354572}]","""fasta""","""100""","""120""",32.0,,,1516208168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 16:56:15.978918,8488.0,4.0
2018-01-17 17:00:47.731280,slurm_normal,1516208484.0,0.0,1.0,main_w3_handler1,3210509,18062789,False,,1426,fasta,12140726,slurm,,132112168.0,corral-repl,,"""f4215508fba711e7b280005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33354657}]","""fasta""","""100""","""120""",32.0,,,1516208480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 17:01:36.395194,8488.0,4.0
2018-01-17 17:24:40.966654,slurm_normal,1516209917.0,0.0,1.0,main_w4_handler1,3210509,18063456,False,,3216,fasta,12141254,slurm,,132112168.0,corral-repl,,"""478582fcfbab11e79745005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33355483}]","""fasta""","""100""","""120""",32.0,,,1516209912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 17:25:23.135629,8488.0,5.0
2018-01-17 17:24:59.305941,slurm_normal,1516209935.0,0.0,1.0,main_w4_handler0,3210509,18063465,False,,10641,fasta,12141266,slurm,,132112168.0,corral-repl,,"""5563eb52fbab11e7b280005056ba55fb""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33355492}]","""fasta""","""100""","""120""",32.0,,,1516209931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-17 17:25:43.352530,8488.0,4.0
2018-01-18 13:25:12.897329,slurm_normal,1516281935.0,0.0,1.0,main_w3_handler0,3210509,18071853,False,,1070,fasta,12150373,slurm,,132112168.0,corral-repl,,"""0246b6fefc5311e787a4005056ba2773""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33369767}]","""fasta""","""100""","""120""",32.0,,,1516281932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-18 13:25:42.347433,8488.0,3.0
2018-01-18 13:10:42.390079,slurm_normal,1516281068.0,0.0,1.0,main_w3_handler1,3210509,18071778,False,,2142,fasta,12150311,slurm,,132112168.0,corral-repl,,"""fa3d7cd8fc5011e79bdd005056ba2773""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33369683}]","""fasta""","""100""","""120""",32.0,,,1516281064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-18 13:11:12.214440,8488.0,4.0
2018-01-18 13:11:14.269350,slurm_normal,1516281098.0,0.0,1.0,main_w3_handler0,3210509,18071785,False,,9680,fasta,12150318,slurm,,132112168.0,corral-repl,,"""0cc3367cfc5111e790fe005056ba2773""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33369690}]","""fasta""","""100""","""120""",32.0,,,1516281094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-18 13:11:41.618827,8488.0,4.0
2018-01-18 13:25:33.133977,slurm_normal,1516281962.0,0.0,1.0,main_w4_handler1,3210509,18071861,False,,9268,fasta,12150380,slurm,,132112168.0,corral-repl,,"""0ea581befc5311e78c31005056ba2773""","""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33369775}]","""fasta""","""100""","""120""",32.0,,,1516281959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-18 13:26:08.710048,8488.0,3.0
2018-01-24 17:44:14.050717,slurm_normal,1516816122.0,0.0,1.0,main_w3_handler1,3210509,18146370,False,,26962699,fasta,12226840,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33483306}]","""fasta""","""59""","""60""",32.0,,42637878.0,1516815864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-01-24 17:48:44.012497,8488.0,258.0
2018-02-01 17:24:04.706548,slurm_normal,1517505991.0,0.0,1.0,main_w4_handler1,3405192,18225932,False,,786361598,fasta,12306276,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33614762}]","""fasta""","""0""","""10000""",32.0,,43513755.0,1517505876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-02-01 17:26:32.207878,70073.0,115.0
2018-02-04 17:53:58.929078,slurm_normal,1517766932.0,0.0,1.0,main_w4_handler1,2572687,18251716,False,,78172142,fasta,12333547,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33661729}]","""fasta""","""90""","""100""",32.0,,41893080.0,1517766846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-02-04 17:55:33.701866,63934.0,86.0
2018-02-04 17:52:53.156709,slurm_normal,1517766792.0,0.0,1.0,main_w3_handler1,2572687,18251712,False,,78172142,fasta,12333543,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33661729}]","""fasta""","""10""","""200""",32.0,,41893080.0,1517766779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-02-04 17:53:13.671542,63934.0,13.0
2018-02-04 17:54:08.212217,slurm_normal,1517766961.0,0.0,1.0,main_w4_handler1,2572687,18251717,False,,78172142,fasta,12333549,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33661729}]","""fasta""","""190""","""200""",32.0,,41893080.0,1517766856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-02-04 17:56:04.131773,63934.0,105.0
2018-02-04 17:51:16.223291,slurm_normal,1517766700.0,0.0,1.0,main_w3_handler0,2572687,18251702,False,,78172142,fasta,12333537,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33661729}]","""fasta""","""10""","""100""",32.0,,41893080.0,1517766684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2018-02-04 17:51:41.228863,63934.0,16.0
2015-03-23 14:35:10.403102,rodeo_normal,1427121337.0,0.0,1.0,main_w2_handler1,2245926,9014243,False,,49583282,fasta,3290621.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18961253,,"""fasta""","""0""","""10000""",32.0,,21965261.0,1427121325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-03-23 14:35:42.321490,,12.0
2015-03-23 14:32:29.003482,rodeo_normal,1427121169.0,0.0,1.0,main_w2_handler0,2245926,9014226,False,,32742,fasta,3290522.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18959695,,"""fasta""","""0""","""10000""",32.0,,21965261.0,1427121165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-03-23 14:32:51.806795,,4.0
2015-07-27 13:31:32.479943,slurm_normal,1438003928.0,0.0,1.0,main_w2_handler0,2329301,10006253,False,,219881,fasta,4288461.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560641,,"""fasta""","""83""","""115""",32.0,,23423827.0,1438003924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-27 13:32:13.855797,64433.0,4.0
2015-07-27 13:33:21.817126,slurm_normal,1438004029.0,0.0,1.0,main_w1_handler1,2329301,10006318,False,,38359,fasta,4288491.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20578287,,"""fasta""","""83""","""115""",32.0,,23423827.0,1438004023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-27 13:33:54.532574,64433.0,6.0
2015-07-27 13:24:37.601041,slurm_normal,1438003503.0,0.0,1.0,main_w1_handler0,2329301,10006033,False,,38359,fasta,4288379.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20578287,,"""fasta""","""80""","""115""",32.0,,23423827.0,1438003499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-27 13:25:08.697552,64433.0,4.0
2015-05-20 12:28:44.091240,slurm_normal,1432124945.0,0.0,1.0,main_w1_handler0,2233185,9503739,False,,789028,fasta,3825053.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19766533,,"""fasta""","""18""","""36""",32.0,,21697145.0,1432124941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-20 12:29:12.106497,,4.0
2015-05-20 13:21:49.152808,slurm_normal,1432128120.0,0.0,1.0,main_w2_handler1,2233185,9504346,False,,789028,fasta,3825655.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19766533,,"""fasta""","""18""","""36""",32.0,,21697145.0,1432128117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-20 13:22:04.046323,,3.0
2015-05-20 13:35:54.771820,slurm_normal,1432129022.0,0.0,1.0,main_w1_handler0,2233185,9504467,False,,789028,fasta,3825789.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19766533,,"""fasta""","""18""","""36""",32.0,,21697145.0,1432128999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-20 13:37:05.453283,,23.0
2015-07-28 13:52:33.732024,slurm_normal,1438091581.0,0.0,1.0,main_w2_handler1,2329301,10016784,False,,219881,fasta,4298690.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560641,,"""fasta""","""82""","""115""",32.0,,23423827.0,1438091575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-28 13:53:08.286574,64433.0,6.0
2015-07-28 13:56:12.556824,slurm_normal,1438091794.0,0.0,1.0,main_w2_handler0,2329301,10016860,False,,38359,fasta,4298736.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20578287,,"""fasta""","""82""","""115""",32.0,,23423827.0,1438091789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-28 13:56:35.893694,64433.0,5.0
2015-05-20 17:39:49.567886,slurm_normal,1432143606.0,0.0,1.0,main_w2_handler1,2233185,9506284,False,,38561,fasta,3827483.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19770475,,"""fasta""","""18""","""36""",32.0,,21697145.0,1432143603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-20 17:40:13.445324,,3.0
2015-05-20 17:39:24.411661,slurm_normal,1432143583.0,0.0,1.0,main_w1_handler1,2233185,9506264,False,,750552,fasta,3827480.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19770466,,"""fasta""","""18""","""36""",32.0,,21697145.0,1432143577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-20 17:39:48.489786,,6.0
2015-05-29 14:36:37.816594,slurm_normal,1432910220.0,0.0,1.0,main_w2_handler1,2233185,9562269,False,,38555,fasta,3875764.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19854096,,"""fasta""","""18""","""35""",32.0,,21697145.0,1432910217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-29 14:37:03.869988,,3.0
2015-05-29 14:25:23.606203,slurm_normal,1432909537.0,0.0,1.0,main_w2_handler1,2233185,9562243,False,,751759,fasta,3875736.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19854095,,"""fasta""","""18""","""35""",32.0,,21697145.0,1432909533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-05-29 14:25:43.407940,,4.0
2015-06-30 18:36:54.447333,slurm_normal,1435689437.0,0.0,1.0,main_w1_handler2,2087100,9770193,False,,8037,fasta,4072599.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20195531,,"""fasta""","""85""","""115""",32.0,,22931666.0,1435689428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-30 18:37:21.114548,44552.0,9.0
2015-06-04 18:52:09.888824,slurm_normal,1433444086.0,0.0,1.0,main_w2_handler0,2229849,9599627,False,,410921172,fasta,3910704.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19916427,,"""fasta""","""0""","""7000""",32.0,,23408334.0,1433443959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-04 18:54:50.610134,60634.0,127.0
