create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.report,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-18 19:05:00.121060,rodeo_normal,1424286410.0,0,1.0,main_w1_handler0,1636949,8758231,False,,70871,tabular,2816879.roundup,slurm,,132112168.0,corral-repl,,"""06305fe4b7a111e49a74005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18560721,,"""True""",32.0,,21308972,1424286399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-18 19:06:54.988195,39900,11.0
2015-02-19 10:04:44.109100,rodeo_normal,1424340391.0,0,1.0,main_w2_handler1,1636949,8764780,False,,9073,tabular,2828418.roundup,slurm,,132112168.0,corral-repl,,"""b6e1049cb81e11e4aa15005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570027,,"""True""",32.0,,21308972,1424340382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 10:06:36.225570,39900,9.0
2015-02-19 10:06:44.222027,rodeo_normal,1424340552.0,0,1.0,main_w1_handler1,1636949,8764804,False,,4086,tabular,2828449.roundup,slurm,,132112168.0,corral-repl,,"""feeef5f0b81e11e4b9fd005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570055,,"""True""",32.0,,21308972,1424340547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 10:09:15.009328,39900,5.0
2015-02-19 10:16:50.946815,rodeo_normal,1424341093.0,0,1.0,main_w1_handler1,1636949,8765055,False,,70608,tabular,2828603.roundup,slurm,,132112168.0,corral-repl,,"""687aa6f8b82011e49a74005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570349,,"""True""",32.0,,21308972,1424341087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 10:18:16.062062,39900,6.0
2015-02-19 10:29:24.470044,rodeo_normal,1424341867.0,0,1.0,main_w1_handler1,1636949,8765208,False,,65477,tabular,2828892.roundup,slurm,,132112168.0,corral-repl,,"""2a1b7534b82211e4bd30005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570551,,"""True""",32.0,,21308972,1424341861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 10:31:09.298607,39900,6.0
2015-02-19 11:12:43.759745,rodeo_normal,1424344434.0,0,1.0,main_w1_handler1,1636949,8765439,False,,68426,tabular,2829316.roundup,slurm,,132112168.0,corral-repl,,"""364c6772b82811e48640005056a52a46""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570819,,"""True""",32.0,,21308972,1424344427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 11:13:57.280706,39900,7.0
2015-02-19 11:18:59.265056,rodeo_normal,1424344883.0,0,1.0,main_w1_handler0,1636949,8765474,False,,3997,tabular,2829400.roundup,slurm,,132112168.0,corral-repl,,"""16b784ccb82911e48640005056a52a46""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570867,,"""True""",32.0,,21308972,1424344877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 11:21:24.748113,39900,6.0
2015-02-19 11:16:47.329448,rodeo_normal,1424344713.0,0,1.0,main_w1_handler1,1636949,8765462,False,,8954,tabular,2829374.roundup,slurm,,132112168.0,corral-repl,,"""c861a30cb82811e48d5f005056a52a46""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18570853,,"""True""",32.0,,21308972,1424344709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-19 11:18:34.881784,39900,4.0
2015-02-20 12:17:36.933613,rodeo_normal,1424434968.0,0,1.0,main_w2_handler1,1636949,8775451,False,,13749,tabular,2848133.roundup,slurm,,132112168.0,corral-repl,,"""72976b46b8fa11e4afb1005056a52a46""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18585442,,"""True""",32.0,,21308972,1424434958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-20 12:22:49.855949,39900,10.0
2015-02-24 11:36:01.952349,rodeo_normal,1424777780.0,0,1.0,main_w1_handler1,1636949,8801942,False,,28441,tabular,2895582.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18626012,,"""True""",32.0,,21308972,1424777771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-24 11:36:24.424730,39900,9.0
2015-02-24 11:41:11.709848,rodeo_normal,1424778140.0,0,1.0,main_w2_handler1,1636949,8801984,False,,69943,tabular,2895682.roundup,slurm,,132112168.0,corral-repl,,"""041c6bbcbc1a11e49e89005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18626082,,"""True""",32.0,,21308972,1424778132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-24 11:42:22.779396,39900,8.0
2015-02-25 10:57:58.206412,rodeo_normal,1424861976.0,0,1.0,main_w1_handler0,1636949,8811198,False,,82394,tabular,2911656.roundup,slurm,,132112168.0,corral-repl,,"""25d102eabcdd11e49f13005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",18642019,,"""True""",32.0,,21308972,1424861945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2015-02-25 10:59:39.051903,39900,31.0
2017-03-06 22:02:03.121944,reserved,1488837733.0,0,1.0,main_w4_handler1,3020988,15224241,False,,3451160,tabular,9372836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/CDV_EU716377.len""","""CDV_EU716377""",,"[{'src': 'hda', 'id': 28645571}]","""true""",32.0,,36196859,1488837726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0,1.0,,2017-03-06 22:02:16.681281,5254,7.0
