create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.globaldifferences,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.out_format2,parameters.out_format3,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-16 18:15:09.691500,slurm_normal,1445019386.0,0.0,,1.0,main_w1_handler1,2472421,10602352,False,,1652,fasta,1652,fasta,4869763.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",21565900,,21565824,,"""diffseq""","""gff""","""gff""","""20""",32.0,,25728154,1445019332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-10-16 18:16:34.471131,71354.0,54.0
2015-10-16 18:10:19.964801,slurm_normal,1445019052.0,0.0,,1.0,main_w2_handler1,2472421,10602290,False,,1652,fasta,1652,fasta,4869726.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",21565824,,21565900,,"""diffseq""","""gff""","""gff""","""20""",32.0,,25728154,1445019045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-10-16 18:10:58.659354,71354.0,7.0
2015-10-17 15:32:20.332676,slurm_normal,1445095961.0,0.0,,1.0,main_w2_handler0,2474236,10614494,False,,1652,fasta,1652,fasta,4883187.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",21581092,,21561931,,"""diffseq""","""gff""","""gff""","""20""",32.0,,25725961,1445095953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-10-17 15:32:44.937316,71468.0,8.0
2016-01-10 16:59:52.063629,slurm_normal,1452445225.0,0.0,,1.0,main_w1_handler0,2490418,11441872,False,,79045,fasta,79045,fasta,5707073.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",22823057,,22823057,,"""diffseq""","""gff""","""gff""","""20""",32.0,,26514348,1452445220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-01-10 17:00:26.623863,30421.0,5.0
2016-01-19 23:00:23.373708,slurm_normal,1453244443.0,0.0,,1.0,main_w1_handler0,2566408,11553456,False,,3593,fasta,2258220,fasta,5820012.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""pyrAer1""","""no""",22908350,,22965944,,"""diffseq""","""gff""","""gff""","""20""",32.0,,27306001,1453244436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-01-19 23:00:46.971988,76536.0,7.0
2016-02-12 02:29:54.983906,slurm_normal,1455244245.0,0.0,,1.0,main_w1_handler0,2597288,11797259,False,,605,fasta,875,fasta,6051979.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",23306542,,23306536,,"""diffseq""","""gff""","""gff""","""20""",32.0,,27453530,1455244241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-02-12 02:30:52.531364,76800.0,4.0
2016-02-12 03:40:45.091745,slurm_normal,1455248477.0,0.0,,1.0,main_w1_handler0,2591768,11797630,False,,1898101,fasta,14194,fasta,6052356.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/therTena2.len""","""therTena2""","""no""",23307053,,23307052,,"""diffseq""","""gff""","""gff""","""20""",32.0,,28186653,1455248472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-02-12 03:41:22.148660,76220.0,5.0
2016-02-18 20:27:45.503627,slurm_normal,1455828038.0,0.0,,1.0,main_w2_handler0,2603117,11871816,False,,18840553,fasta,20059437,fasta,6112046.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",23393306,,23393311,,"""diffseq""","""gff""","""gff""","""20""",32.0,,26661509,1455828027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-02-18 20:40:44.138406,5613.0,11.0
2016-10-14 01:03:49.965059,slurm_normal,1476407066.0,0.0,,1.0,main_w3_handler1,2853179,14078037,False,,274496206,fasta,274772598,fasta,8294746.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5433bbd54da3c43bd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558a2a20731986616'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33649594,1476407060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-10-14 01:04:29.649975,,6.0
2016-10-14 01:08:08.486721,slurm_normal,1476407308.0,0.0,,1.0,main_w3_handler0,2853179,14078047,False,,274772598,fasta,274333163,fasta,8294759.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558a2a20731986616'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b43f58c93e7dcf4'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33649594,1476407304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-10-14 01:08:30.171339,,4.0
2016-08-02 08:08:04.754254,slurm_normal,1470125309.0,0.0,,1.0,main_w2_handler0,2782229,13561473,False,,1031,fasta,1220,fasta,7769707.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a97add2a3ab430b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3cd24428fd27d37'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,31903327,1470125302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-08-02 08:08:30.859982,,7.0
2016-11-01 01:49:47.153305,slurm_normal,1477964998.0,0.0,,1.0,main_w3_handler0,2876384,14221681,False,,875,fasta,875,fasta,8431894.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562dae34266e731f0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562dae34266e731f0'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33812620,1477964992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-11-01 01:50:01.819246,91291.0,6.0
2016-11-03 17:18:29.596816,slurm_normal,1478193537.0,0.0,,1.0,main_w4_handler0,2876180,14243387,False,Job output deleted by user before job completed.,175,fasta,175,fasta,8452251.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50753beec5547e60b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50753beec5547e60b'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33580890,1478193514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-11-03 17:19:01.467710,90812.0,23.0
2016-11-03 06:46:14.677472,slurm_normal,1478155618.0,0.0,,1.0,main_w4_handler0,2879112,14238717,False,,781,fasta,605,fasta,8448351.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2a0ae5023cbcfd8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58509270e8a430eb6'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,34060607,1478155582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-11-03 06:47:01.820278,,36.0
2016-11-03 06:41:07.406338,slurm_normal,1478155294.0,0.0,,1.0,main_w3_handler0,2879112,14238690,False,,781,fasta,605,fasta,8448316.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2a0ae5023cbcfd8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58509270e8a430eb6'}]","""diffseq""","""gff""","""gff""","""20""",32.0,,34060607,1478155274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-11-03 06:41:36.692305,,20.0
2016-11-03 17:35:09.415064,slurm_normal,1478194525.0,0.0,,1.0,main_w3_handler0,2879889,14243730,False,,175,fasta,175,fasta,8452627.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d34bab2f57f6271d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1514837afc51969'}]","""diffseq""","""gff""","""gff""","""142""",32.0,,33308139,1478194517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-11-03 17:35:31.970225,91147.0,8.0
2016-12-08 17:13:02.287343,slurm_normal,1481217222.0,0.0,,1.0,main_w4_handler0,2847096,14518829,False,,368,fasta,365,fasta,8701620.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27544520}]",,"[{'src': 'hda', 'id': 27544325}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33533224,1481217188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-12-08 17:13:45.559767,288.0,34.0
2016-12-08 20:46:15.580978,slurm_normal,1481229986.0,0.0,,1.0,main_w4_handler0,2922594,14521455,False,,360,fasta,358,fasta,8704130.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27547993}]",,"[{'src': 'hda', 'id': 27548141}]","""diffseq""","""gff""","""gff""","""20""",32.0,,33308139,1481229981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-12-08 20:46:29.363434,91147.0,5.0
2016-12-10 00:37:57.947712,slurm_normal,1481330286.0,0.0,,1.0,main_w3_handler0,2882823,14536324,False,,681794,fasta,8495,fasta,8719746.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27571381}]",,"[{'src': 'hda', 'id': 27560759}]","""diffseq""","""gff""","""gff""","""20""",32.0,,34600644,1481330282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-12-10 00:38:07.978128,93822.0,4.0
2016-12-17 22:11:51.607211,slurm_normal,1482035417.0,0.0,,1.0,main_w3_handler0,2353085,14600273,False,,5365212,fasta,5379361,fasta,8778405.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27672200}]",,"[{'src': 'hda', 'id': 27672201}]","""diffseq""","""gff""","""gff""","""20""",32.0,,34912306,1482012717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2016-12-18 04:30:20.411104,48313.0,22700.0
2017-02-24 15:35:48.201215,slurm_normal,1487951037.0,0.0,,1.0,main_w3_handler0,3008891,15131312,False,,5468233,fasta,5476442,fasta,9284902.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 28494425}]",,"[{'src': 'hda', 'id': 28494424}]","""diffseq""","""gff""","""gff""","""10""",32.0,,36261678,1487950557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-02-24 15:44:28.812821,,480.0
2017-02-01 16:48:39.171530,slurm_normal,1485967744.0,0.0,,1.0,main_w3_handler1,2976900,14925382,False,,4609270,fasta,4686243,fasta,9081506.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28159574}]",,"[{'src': 'hda', 'id': 28159573}]","""diffseq""","""gff""","""gff""","""20""",32.0,,35728012,1485967730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-02-01 16:49:06.015279,99212.0,14.0
2015-02-09 14:26:59.401156,rodeo_normal,1423492048.0,0.0,,1.0,main_w1_handler1,2192626,8686981,False,,1937,fasta,1946,fasta,2687923.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18450051,,18450227,,"""diffseq""","""gff""","""gff""","""20""",32.0,,21137033,1423492044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-09 14:27:31.799467,59063.0,4.0
2014-09-24 15:04:06.956136,roundup_single,1411571081.0,0.0,,1.0,main_w2_handler0,2031888,7852195,False,,4486039,fasta,4474242,fasta,1834656,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",16478839,,16478845,,"""genbank""","""gff""","""gff""","""20""",32.0,,17184248,1411571065.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-09-24 15:04:44.432270,26534.0,16.0
2014-09-24 15:11:47.726835,roundup_single,1411571531.0,0.0,,1.0,main_w2_handler1,2031888,7852341,False,,4486039,fasta,4474242,fasta,1834680,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",16478839,,16478845,,"""embl""","""embl""","""embl""","""20""",32.0,,17184248,1411571517.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-09-24 15:12:12.985865,26534.0,14.0
2014-09-24 16:55:11.265386,roundup_single,1411577746.0,0.0,,1.0,main_w2_handler1,2031888,7853027,False,,4486039,fasta,4474242,fasta,1835520,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",16478839,,16478845,,"""excel""","""swiss""","""swiss""","""20""",32.0,,17188509,1411577731.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-09-24 16:55:50.450350,26534.0,15.0
2014-11-03 23:05:02.659909,rodeo_normal,1415056025.0,0.0,,1.0,main_w1_handler0,2106152,8094382,False,,20162898,fasta,21377762,fasta,118223.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17416890,,17416517,,"""diffseq""","""gff""","""gff""","""20""",2.0,,18182033,1415056022.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-11-03 23:07:11.440190,55374.0,3.0
2014-11-03 23:08:50.468785,rodeo_normal,1415056143.0,0.0,,1.0,main_w2_handler0,2106152,8094420,False,,20162898,fasta,21377762,fasta,118239.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",17416890,,17416517,,"""diffseq""","""gff""","""gff""","""20""",2.0,,18182033,1415056141.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-11-03 23:09:07.248170,55374.0,2.0
2014-11-12 05:37:28.493532,rodeo_normal,1415770693.0,0.0,,1.0,main_w2_handler0,2115692,8148250,False,,10416,fasta,13369,fasta,1989274.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",17506346,,17506486,,"""diffseq""","""gff""","""gff""","""5""",32.0,,17793589,1415770656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-11-12 05:38:15.255582,,37.0
2014-11-13 14:15:06.307745,rodeo_normal,1415888114.0,0.0,,1.0,main_w1_handler0,2117315,8158919,False,,1882,fasta,1890,fasta,198912.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",17527149,,17527179,,"""diffseq""","""gff""","""gff""","""20""",2.0,,18060956,1415888111.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-11-13 14:15:17.395227,13758.0,3.0
2014-11-14 06:39:04.380087,rodeo_normal,1415947154.0,0.0,,1.0,main_w2_handler0,2115755,8165948,False,,8705,fasta,9059,fasta,2010698.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17508478,,17508483,,"""diffseq""","""gff""","""gff""","""5""",32.0,,18485951,1415947152.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-11-14 06:39:19.171539,55763.0,2.0
2015-02-02 17:01:14.913457,rodeo_normal,1422896496.0,0.0,,1.0,main_w1_handler1,2182774,8651753,False,,1936,fasta,1945,fasta,2621311.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18384894,,18385521,,"""diffseq""","""gff""","""gff""","""20""",32.0,,20620515,1422896492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-02 17:01:39.199777,,4.0
2015-02-02 16:52:59.902052,rodeo_normal,1422896009.0,0.0,,1.0,main_w2_handler0,2182774,8651715,False,,1936,fasta,1945,fasta,2621253.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18384894,,18385521,,"""diffseq""","""gff""","""gff""","""20""",32.0,,20620515,1422896004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-02 16:53:31.153554,,5.0
2015-02-06 03:39:47.184450,rodeo_normal,1423194008.0,0.0,,1.0,main_w2_handler1,2193051,8674486,False,,30,fasta,4819356,fasta,2663563.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18426773,,18423541,,"""diffseq""","""gff""","""gff""","""20""",32.0,,20944637,1423194005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-06 03:40:11.097036,59082.0,3.0
2015-02-13 14:11:27.931119,rodeo_normal,1423836711.0,0.0,,1.0,main_w1_handler0,2205190,8720241,False,,20208,bed,20541,bed,2749196.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""no""",18503904,,18503466,,"""diffseq""","""gff""","""gff""","""20""",32.0,,21238937,1423836708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-13 14:11:54.066505,59098.0,3.0
2015-02-27 17:44:54.430087,rodeo_normal,1425059108.0,0.0,,1.0,main_w2_handler1,2186087,8829743,False,,223365,fasta,41018,fasta,2947476.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",18671759,,18671757,,"""diffseq""","""gff""","""gff""","""20""",32.0,,19975993,1425059103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-27 17:45:12.449815,5613.0,5.0
