chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.input|__identifier__,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-06 23:08:33.958137,slurm_normal,1488841723.0,0,1.0,1984,gg,main_w3_handler0,3021096,15224598,False,,2279141,bed,9373182.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28646113}]",,"""false""","""false""",32.0,,35281812,1488841718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 23:08:46.041865,97829.0,5.0
,,2017-03-08 19:39:16.953285,slurm_normal,1489007619.0,0,1.0,1984,gg,main_w4_handler0,2965479,15245956,False,,12058080,bed,9392552.roundup,slurm,,132112168.0,corral-repl,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28646000}]",,"""false""","""false""",32.0,,36470573,1489007609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-08 21:23:48.963954,97829.0,10.0
,,2017-03-08 16:34:53.103642,slurm_normal,1488996211.0,0,1.0,1984,gg,main_w4_handler0,3021096,15244458,False,,12058080,bed,9391483.roundup,slurm,,132112168.0,corral-repl,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28646102}]",,"""false""","""false""",32.0,,36470573,1488996202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-08 20:49:26.943276,97829.0,9.0
,,2017-03-08 23:48:55.565245,slurm_normal,1489016944.0,0,1.0,1984,gg,main_w3_handler1,3021096,15248411,False,,1813699,bed,9394876.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28680230}]",,"""false""","""false""",32.0,,36470573,1489016939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-08 23:49:05.953052,97829.0,5.0
,,2017-03-08 23:51:12.801885,slurm_normal,1489017081.0,0,1.0,1984,gg,main_w4_handler1,3021096,15248427,False,,1813699,bed,9394895.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,4000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28680230}]",,"""false""","""false""",32.0,,36470573,1489017076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-08 23:51:23.962043,97829.0,5.0
,,2017-04-06 08:23:10.824141,slurm_normal,1491466999.0,0,1.0,802684,bed,main_w3_handler0,2936058,15503843,False,,5168,bed,9631072.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29095662}]","[{'src': 'hda', 'id': 29094593}]",,"""false""","""false""",32.0,,36902656,1491466995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-04-06 08:23:21.877407,65191.0,4.0
,,2017-04-06 08:22:29.537299,slurm_normal,1491466955.0,0,1.0,802684,bed,main_w4_handler1,2936058,15503838,False,,5168,bed,9631035.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29095662}]","[{'src': 'hda', 'id': 29094593}]",,"""false""","""true""",32.0,,36902656,1491466952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-04-06 08:22:36.055536,65191.0,3.0
,,2017-04-06 08:20:29.005391,slurm_normal,1491466836.0,0,1.0,802684,bed,main_w3_handler0,2936058,15503824,False,,5168,bed,9631019.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29095662}]","[{'src': 'hda', 'id': 29094593}]",,"""true""","""true""",32.0,,36902656,1491466832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-04-06 08:20:39.208152,65191.0,4.0
,,2017-04-06 08:21:48.537880,slurm_normal,1491466915.0,0,1.0,802684,bed,main_w3_handler0,2936058,15503832,False,,5168,bed,9631028.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29095662}]","[{'src': 'hda', 'id': 29094593}]",,"""true""","""true""",32.0,,36902656,1491466911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-04-06 08:21:57.782784,65191.0,4.0
,,2017-04-06 08:22:11.716303,slurm_normal,1491466940.0,0,1.0,802684,bed,main_w3_handler0,2936058,15503836,False,,5168,bed,9631033.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29095662}]","[{'src': 'hda', 'id': 29094593}]",,"""true""","""false""",32.0,,36902656,1491466936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-04-06 08:22:20.900357,65191.0,4.0
