chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.input|__identifier__,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-08 17:41:10.964518,slurm_normal,1467999705.0,0,1.0,115341,bed,main_w1_handler1,2134620,13363484,False,,115341,bed,7573341.roundup,slurm,,132112168.0,corral-repl,,1,lr,,100000,100000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52dda731d7e9d2ff9'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52dda731d7e9d2ff9'}]",,"""false""","""false""",32.0,,31349142,1467999701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-08 17:41:47.972052,51539.0,4.0
,,2016-07-09 14:54:45.151741,slurm_normal,1468076166.0,0,1.0,12583,bed,main_w2_handler0,2759380,13366835,False,,498137,bed,7577136.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b572c6d09b4a018400'}]","""corr_GSM353646_hg38.bed""","""false""","""false""",32.0,,31313312,1468076161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:56:08.584953,,5.0
,,2016-07-09 14:54:43.762387,slurm_normal,1468076493.0,0,1.0,12583,bed,main_w2_handler1,2759380,13366833,False,,1128327,bed,7577176.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53e5c9ec82d05ecde'}]","""corr_GSM696842_hg38.bed""","""false""","""false""",32.0,,31313312,1468076487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 15:01:36.210073,,6.0
,,2016-07-09 14:54:44.423895,slurm_normal,1468076140.0,0,1.0,12583,bed,main_w2_handler0,2759380,13366834,False,,252560,bed,7577134.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b18dabf73459f13b'}]","""corr_GSM696840_hg38.bed""","""false""","""false""",32.0,,31313312,1468076136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:55:43.741621,,4.0
,,2016-07-09 14:54:39.582586,slurm_normal,1468076383.0,0,1.0,12583,bed,main_w1_handler1,2759380,13366830,False,,401113,bed,7577164.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51c4f1c5b0de32243'}]","""corr_GSM817347_hg38.bed""","""false""","""false""",32.0,,31313312,1468076377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:59:44.648444,,6.0
,,2016-07-09 14:54:47.605809,slurm_normal,1468076433.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366840,False,,935114,bed,7577170.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd69e686f8b09f4e'}]","""corr_GSE70679_hg38.bed""","""false""","""false""",32.0,,31313312,1468076428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 15:00:35.964968,,5.0
,,2016-07-09 14:54:42.358070,slurm_normal,1468076462.0,0,1.0,12583,bed,main_w2_handler1,2759380,13366831,False,,368812,bed,7577173.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb188b81a7dca234'}]","""corr_GSM759658_hg38.bed""","""false""","""false""",32.0,,31313312,1468076457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 15:01:03.710560,,5.0
,,2016-07-09 14:54:45.626642,slurm_normal,1468076517.0,0,1.0,12583,bed,main_w2_handler1,2759380,13366836,False,,190530,bed,7577177.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1b5de779d71a75d'}]","""corr_GSM353642_hg38.bed""","""false""","""false""",32.0,,31313312,1468076512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 15:02:01.287398,,5.0
,,2016-07-09 14:54:34.532276,slurm_normal,1468076250.0,0,1.0,12583,bed,main_w2_handler1,2759380,13366826,False,,299371,bed,7577145.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5187c5cf88e340293'}]","""corr_GSM1327871_hg38.bed""","""false""","""false""",32.0,,31313312,1468076245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:57:33.665435,,5.0
,,2016-07-09 14:54:36.697931,slurm_normal,1468076276.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366828,False,,78516,bed,7577147.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5db1737a5aaf9091a'}]","""corr_GSM1174488_hg38.bed""","""false""","""false""",32.0,,31313312,1468076271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:58:01.693139,,5.0
,,2016-07-09 14:54:32.453025,slurm_normal,1468076117.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366823,False,,729432,bed,7577133.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e454aa069426a541'}]","""corr_GSM1527034_hg38.bed""","""false""","""false""",32.0,,31313312,1468076111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:55:19.651931,,6.0
,,2016-07-09 14:54:46.473107,slurm_normal,1468076406.0,0,1.0,12583,bed,main_w1_handler1,2759380,13366838,False,,95333,bed,7577167.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d61240c7e58a35fa'}]","""corr_GSM353640_hg38.bed""","""false""","""false""",32.0,,31313312,1468076401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 15:00:09.646555,,5.0
,,2016-07-09 14:54:33.085764,slurm_normal,1468076153.0,0,1.0,12583,bed,main_w1_handler1,2759380,13366824,False,,207190,bed,7577135.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c67bcfde4b0e33c2'}]","""corr_GSM1527029_hg38.bed""","""false""","""false""",32.0,,31313312,1468076148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:55:55.766382,,5.0
,,2016-07-09 14:54:35.858769,slurm_normal,1468076198.0,0,1.0,12583,bed,main_w1_handler1,2759380,13366827,False,,122646,bed,7577140.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed4c502e297f1567'}]","""corr_GSM1246572_hg38.bed""","""false""","""false""",32.0,,31313312,1468076193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:56:42.517181,,5.0
,,2016-07-09 14:54:38.167135,slurm_normal,1468076306.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366829,False,,223076,bed,7577153.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52794e49bc7d5f2f2'}]","""corr_GSM916521_hg38.bed""","""false""","""false""",32.0,,31313312,1468076301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:58:27.629961,,5.0
,,2016-07-09 14:54:43.045157,slurm_normal,1468076332.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366832,False,,333432,bed,7577156.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9a3afa6abb6a159'}]","""corr_GSM759657_hg38.bed""","""false""","""false""",32.0,,31313312,1468076327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:58:53.916428,,5.0
,,2016-07-09 14:54:46.894266,slurm_normal,1468076358.0,0,1.0,12583,bed,main_w1_handler0,2759380,13366839,False,,520443,bed,7577160.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0576bd09f2711a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5037e4f12e12f70c8'}]","""corr_GSE74069_hg38.bed""","""false""","""false""",32.0,,31313312,1468076352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-09 14:59:21.104334,,6.0
,,2016-09-20 16:17:40.377409,slurm_normal,1474388411.0,0,1.0,27941,tabular,main_w4_handler0,2738833,13894706,False,,181099174,vcf,8118333.roundup,slurm,,132112168.0,corral-repl,,0,b,60,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af15a68e85b7d745'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b594a60410bce53df4'}]",,"""false""","""false""",32.0,,32341823,1474388271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-09-20 16:20:14.086226,86111.0,140.0
,,2016-09-20 17:45:32.233475,slurm_normal,1474393651.0,0,1.0,27941,tabular,main_w4_handler0,2738833,13897152,False,,181099174,vcf,8119832.roundup,slurm,,132112168.0,corral-repl,,1,lr,,60,60,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af15a68e85b7d745'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b594a60410bce53df4'}]",,"""true""","""true""",32.0,,32341823,1474393545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-09-20 17:47:34.134016,86111.0,106.0
,,2016-07-17 19:44:19.065961,slurm_normal,1468784698.0,0,1.0,779443,bed,main_w2_handler0,2768217,13426458,False,,779443,bed,7637706.roundup,slurm,,132112168.0,corral-repl,,0,b,1,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51a36276146c0c1e7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51a36276146c0c1e7'}]",,"""false""","""false""",32.0,,31521476,1468784691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-17 19:44:59.860055,,7.0
,,2016-07-18 16:42:14.828923,slurm_normal,1468860180.0,0,1.0,219,bed,main_w2_handler1,2725962,13433922,False,,219,bed,7645194.roundup,slurm,,132112168.0,corral-repl,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f63a3c28b0a7fc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f63a3c28b0a7fc'}]",,"""false""","""false""",32.0,,30589174,1468860177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-18 16:43:04.878506,63217.0,3.0
,,2016-07-18 16:48:41.475922,slurm_normal,1468860554.0,0,1.0,219,bed,main_w2_handler1,2725962,13433972,False,,219,bed,7645226.roundup,slurm,,132112168.0,corral-repl,,1,lr,,5000,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f63a3c28b0a7fc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f63a3c28b0a7fc'}]",,"""false""","""false""",32.0,,30589174,1468860548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-07-18 16:49:18.460942,63217.0,6.0
,,2016-10-20 10:50:39.468576,slurm_normal,1476960653.0,0,1.0,365,gg,main_w3_handler1,2838493,14129102,False,,14546272,bed,8343425.roundup,slurm,,132112168.0,corral-repl,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a04db3f04eb74efb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f98122374814ac64'}]",,"""false""","""false""",32.0,,32713793,1476960643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-10-20 10:50:58.368115,38685.0,10.0
,,2016-08-04 21:01:12.842270,slurm_normal,1470344515.0,0,1.0,739,bed,main_w2_handler1,2785126,13594020,False,,739,bed,7805316.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5355ec7a5fa290e3e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5355ec7a5fa290e3e'}]",,"""false""","""false""",32.0,,31067765,1470344499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-08-04 21:01:57.906744,63217.0,16.0
,,2016-08-04 12:34:39.905719,slurm_normal,1470314113.0,0,1.0,914,bed,main_w1_handler1,2785006,13590147,False,,914,bed,7799871.roundup,slurm,,132112168.0,corral-repl,,0,b,10,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55969cbf1e8b90236'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55969cbf1e8b90236'}]",,"""false""","""false""",32.0,,31954042,1470314107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-08-04 12:35:14.489380,,6.0
,,2016-08-04 12:28:18.576777,slurm_normal,1470313740.0,0,1.0,6216,bed,main_w2_handler1,2785006,13590056,False,,6216,bed,7799822.roundup,slurm,,132112168.0,corral-repl,,0,b,10,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56710a805117e4671'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56710a805117e4671'}]",,"""false""","""false""",32.0,,31954042,1470313737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-08-04 12:29:03.015440,,3.0
,,2016-08-04 20:59:09.273134,slurm_normal,1470344397.0,0,1.0,739,bed,main_w2_handler1,2785126,13594014,False,,739,bed,7805304.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5355ec7a5fa290e3e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5355ec7a5fa290e3e'}]",,"""false""","""false""",32.0,,31067765,1470344381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-08-04 20:59:59.608316,63217.0,16.0
,,2016-09-27 20:09:33.757040,slurm_normal,1475007070.0,0,1.0,15168639,interval,main_w4_handler1,2834152,13960522,False,,281758085,vcf,8179643.roundup,slurm,,132112168.0,corral-repl,,0,b,10,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54965afa91587cdd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b521bf31fc9f51cc11'}]",,"""false""","""false""",32.0,,31676879,1475006983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-09-27 20:11:12.630269,63215.0,87.0
,,2016-09-27 20:14:42.785983,slurm_normal,1475007489.0,0,1.0,15168639,interval,main_w3_handler0,2834152,13960547,False,,281758085,vcf,8179666.roundup,slurm,,132112168.0,corral-repl,,0,b,15,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54965afa91587cdd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b521bf31fc9f51cc11'}]",,"""false""","""false""",32.0,,31676879,1475007301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-09-27 20:18:11.629888,63215.0,188.0
