count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count.values,parameters.count|__identifier__,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.name.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
227553.0,mothur.count_table,2017-12-18 19:58:43.061874,reserved_normal,1513627143.0,0,1101918,fasta,,1.0,main_w3_handler0,3280912,17841263,False,,11915525.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32992810}]",,"""?""","[{'src': 'hda', 'id': 32992809}]",,,32.0,,42691248.0,1513627135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-12-18 19:59:04.829500,5254.0,8.0
,,2017-10-06 10:41:34.077382,slurm_normal,1507286530.0,0,45758248,fasta,,1.0,main_w4_handler0,3277547,17038360,False,,11095452.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31581662}]",,,32.0,,39823809.0,1507286521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-06 10:42:18.665523,29532.0,9.0
,,2017-10-06 12:39:46.058417,slurm_normal,1507293780.0,0,3711010671,fasta,,1.0,main_w3_handler0,3269217,17039148,False,,11096320.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31580470}]",,,32.0,,40906309.0,1507293615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-06 12:43:05.709632,20086.0,165.0
1423667.0,mothur.count_table,2017-10-06 19:35:12.275188,slurm_normal,1507318526.0,0,221283382,mothur.align,,1.0,main_w3_handler1,3278085,17043126,False,,11100416.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31589254}]",,"""?""","[{'src': 'hda', 'id': 31589310}]",,,32.0,,41097146.0,1507318515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-06 19:35:28.644422,112430.0,11.0
,,2017-10-06 19:19:20.980718,slurm_normal,1507317577.0,0,45758248,fasta,,1.0,main_w4_handler1,3278085,17043004,False,,11100283.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31589067}]",,,32.0,,41097146.0,1507317567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-06 19:19:45.355568,112430.0,10.0
,,2017-10-08 03:46:09.870569,slurm_normal,1507434441.0,0,26758209,fasta,,1.0,main_w4_handler1,2620689,17049966,False,,11106188.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600144}]",,,32.0,,41092245.0,1507434432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:21.728882,79773.0,9.0
,,2017-10-08 03:46:04.122522,slurm_normal,1507434462.0,0,15025642,fasta,,1.0,main_w3_handler1,2620689,17049946,False,,11106192.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600122}]",,,32.0,,41092245.0,1507434455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:50.635548,79773.0,7.0
,,2017-10-08 03:46:03.768840,slurm_normal,1507434378.0,0,15467594,fasta,,1.0,main_w4_handler0,2620689,17049945,False,,11106173.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600121}]",,,32.0,,41092245.0,1507434370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:20.972061,79773.0,8.0
,,2017-10-08 03:46:08.316806,slurm_normal,1507434465.0,0,26558588,fasta,,1.0,main_w4_handler0,2620689,17049962,False,,11106191.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600140}]",,,32.0,,41092245.0,1507434455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:46.470220,79773.0,10.0
,,2017-10-08 03:46:09.449335,slurm_normal,1507434531.0,0,26642505,fasta,,1.0,main_w3_handler1,2620689,17049965,False,,11106203.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600143}]",,,32.0,,41092245.0,1507434523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:49:01.120009,79773.0,8.0
,,2017-10-08 03:46:10.182791,slurm_normal,1507434475.0,0,32584587,fasta,,1.0,main_w4_handler1,2620689,17049967,False,,11106194.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600145}]",,,32.0,,41092245.0,1507434466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:58.509223,79773.0,9.0
,,2017-10-08 03:46:03.357683,slurm_normal,1507434378.0,0,18312590,fasta,,1.0,main_w4_handler0,2620689,17049944,False,,11106171.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600120}]",,,32.0,,41092245.0,1507434370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:20.633652,79773.0,8.0
,,2017-10-08 03:46:03.036419,slurm_normal,1507434376.0,0,20127263,fasta,,1.0,main_w4_handler0,2620689,17049943,False,,11106170.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600119}]",,,32.0,,41092245.0,1507434367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:18.192969,79773.0,9.0
,,2017-10-08 03:46:06.025091,slurm_normal,1507434417.0,0,23138914,fasta,,1.0,main_w4_handler0,2620689,17049952,False,,11106183.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600128}]",,,32.0,,41092245.0,1507434409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:59.237886,79773.0,8.0
,,2017-10-08 03:46:06.234484,slurm_normal,1507434379.0,0,27444842,fasta,,1.0,main_w4_handler1,2620689,17049953,False,,11106172.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600131}]",,,32.0,,41092245.0,1507434370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:21.817190,79773.0,9.0
,,2017-10-08 03:46:06.447829,slurm_normal,1507434389.0,0,41926234,fasta,,1.0,main_w4_handler1,2620689,17049954,False,,11106174.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600132}]",,,32.0,,41092245.0,1507434379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:31.042328,79773.0,10.0
,,2017-10-08 03:46:05.084247,slurm_normal,1507434390.0,0,25839504,fasta,,1.0,main_w4_handler0,2620689,17049948,False,,11106175.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600124}]",,,32.0,,41092245.0,1507434383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:33.498981,79773.0,7.0
,,2017-10-08 03:46:06.836324,slurm_normal,1507434395.0,0,26760750,fasta,,1.0,main_w4_handler1,2620689,17049956,False,,11106176.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600134}]",,,32.0,,41092245.0,1507434386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:37.530303,79773.0,9.0
,,2017-10-08 03:46:05.402217,slurm_normal,1507434394.0,0,27384862,fasta,,1.0,main_w4_handler0,2620689,17049949,False,,11106177.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600125}]",,,32.0,,41092245.0,1507434386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:37.927764,79773.0,8.0
,,2017-10-08 03:46:07.015775,slurm_normal,1507434403.0,0,24583669,fasta,,1.0,main_w4_handler1,2620689,17049957,False,,11106179.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600135}]",,,32.0,,41092245.0,1507434395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:46.606256,79773.0,8.0
,,2017-10-08 03:46:08.770647,slurm_normal,1507434429.0,0,21263148,fasta,,1.0,main_w4_handler1,2620689,17049963,False,,11106186.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600141}]",,,32.0,,41092245.0,1507434421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:11.637857,79773.0,8.0
,,2017-10-08 03:46:08.026230,slurm_normal,1507434409.0,0,24376781,fasta,,1.0,main_w4_handler1,2620689,17049961,False,,11106180.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600139}]",,,32.0,,41092245.0,1507434400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:50.699245,79773.0,9.0
,,2017-10-08 03:46:06.651539,slurm_normal,1507434425.0,0,27205975,fasta,,1.0,main_w4_handler0,2620689,17049955,False,,11106184.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600133}]",,,32.0,,41092245.0,1507434415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:06.656277,79773.0,10.0
,,2017-10-08 03:46:05.844799,slurm_normal,1507434412.0,0,22976898,fasta,,1.0,main_w4_handler0,2620689,17049951,False,,11106181.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600127}]",,,32.0,,41092245.0,1507434403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:46:54.656897,79773.0,9.0
,,2017-10-08 03:46:11.159958,slurm_normal,1507434439.0,0,26438475,fasta,,1.0,main_w4_handler0,2620689,17049970,False,,11106187.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600148}]",,,32.0,,41092245.0,1507434429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:20.932835,79773.0,10.0
,,2017-10-08 03:46:07.699380,slurm_normal,1507434426.0,0,31144934,fasta,,1.0,main_w4_handler0,2620689,17049959,False,,11106185.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600137}]",,,32.0,,41092245.0,1507434417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:09.225995,79773.0,9.0
,,2017-10-08 03:46:07.857738,slurm_normal,1507434451.0,0,24630689,fasta,,1.0,main_w4_handler0,2620689,17049960,False,,11106190.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600138}]",,,32.0,,41092245.0,1507434443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:33.027544,79773.0,8.0
,,2017-10-08 03:46:02.687731,slurm_normal,1507434395.0,0,19585810,fasta,,1.0,main_w3_handler1,2620689,17049941,False,,11106178.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600117}]",,,32.0,,41092245.0,1507434389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:39.422135,79773.0,6.0
,,2017-10-08 03:46:02.861892,slurm_normal,1507434449.0,0,26263239,fasta,,1.0,main_w3_handler1,2620689,17049942,False,,11106189.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600118}]",,,32.0,,41092245.0,1507434440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:44.905019,79773.0,9.0
,,2017-10-08 03:46:09.088737,slurm_normal,1507434467.0,0,25157970,fasta,,1.0,main_w3_handler0,2620689,17049964,False,,11106193.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600142}]",,,32.0,,41092245.0,1507434458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:47:51.101317,79773.0,9.0
,,2017-10-08 03:46:10.469665,slurm_normal,1507434479.0,0,24520137,fasta,,1.0,main_w4_handler0,2620689,17049968,False,,11106195.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600146}]",,,32.0,,41092245.0,1507434470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:02.527011,79773.0,9.0
,,2017-10-08 03:46:11.364858,slurm_normal,1507434483.0,0,23116983,fasta,,1.0,main_w4_handler0,2620689,17049971,False,,11106197.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600149}]",,,32.0,,41092245.0,1507434475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:05.199483,79773.0,8.0
,,2017-10-08 03:46:10.819838,slurm_normal,1507434482.0,0,21667448,fasta,,1.0,main_w4_handler1,2620689,17049969,False,,11106196.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600147}]",,,32.0,,41092245.0,1507434475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:05.622741,79773.0,7.0
,,2017-10-08 03:46:11.607478,slurm_normal,1507434488.0,0,23859299,fasta,,1.0,main_w4_handler1,2620689,17049972,False,,11106198.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600150}]",,,32.0,,41092245.0,1507434481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:09.858664,79773.0,7.0
,,2017-10-08 03:46:04.643863,slurm_normal,1507434513.0,0,17190472,fasta,,1.0,main_w3_handler1,2620689,17049947,False,,11106199.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600123}]",,,32.0,,41092245.0,1507434504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:44.566158,79773.0,9.0
,,2017-10-08 03:46:05.652849,slurm_normal,1507434515.0,0,22382477,fasta,,1.0,main_w3_handler1,2620689,17049950,False,,11106200.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600126}]",,,32.0,,41092245.0,1507434507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:45.112062,79773.0,8.0
,,2017-10-08 03:46:07.384290,slurm_normal,1507434523.0,0,27105696,fasta,,1.0,main_w3_handler1,2620689,17049958,False,,11106202.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31600136}]",,,32.0,,41092245.0,1507434514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-08 03:48:52.127386,79773.0,9.0
