beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,names|beds_1|input,names|beds_1|input_filetype,names|beds_2|input,names|beds_2|input_filetype,names|beds_3|input,names|beds_3|input_filetype,names|beds_4|input,names|beds_4|input_filetype,names|beds_5|input,names|beds_5|input_filetype,names|beds_6|input,names|beds_6|input_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
9676071.0,9676071.0,bed,,,,,,,,,,,,,,,bed,2017-10-31 01:34:24.641216,slurm_normal,1509413734.0,0,,1.0,main_w4_handler1,3305011,17271391,False,,7027724,bed,11331545,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 31977077}]",1,,"[{'src': 'hda', 'id': 31977078}]",no,"""""",32.0,,41625541.0,1509413720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-10-31 01:35:41.516351,114774.0,14.0
7027724.0,7027724.0,bed,9676071.0,bed,,,,,,,,,,,,,bed,2017-10-31 12:57:44.806717,slurm_normal,1509454820.0,0,,1.0,main_w3_handler0,3305011,17275304,False,,802049634,gff,11335988,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 31984926}]",1,,"[{'src': 'hda', 'id': 31977077}, {'src': 'hda', 'id': 31977078}]",no,"""""",32.0,,41625541.0,1509454687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-10-31 13:00:22.381994,114774.0,133.0
53930723.0,53930723.0,bed,,,,,,,,,,,,,,,bed,2017-10-31 17:58:44.197700,slurm_normal,1509472861.0,0,,1.0,main_w3_handler0,3305011,17278930,False,,7027724,bed,11339778,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 31977077}]",1,,"[{'src': 'hda', 'id': 31990893}]",no,"""""",32.0,,41625541.0,1509472774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-10-31 18:01:04.271976,114774.0,87.0
20900032.0,20900032.0,bed,,,,,,,,,,,,,,,bed,2018-01-09 03:20:16.509182,slurm_normal,1515468068.0,0,,1.0,main_w3_handler1,3384285,17978107,False,,12058080,bed,12054724,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33209930}]",1,,"[{'src': 'hda', 'id': 33209952}]",no,"""""",32.0,,43028038.0,1515468018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 03:21:10.681013,,50.0
,,,,,,,,,,,,,,,,,,2018-01-09 03:26:17.815303,slurm_normal,1515468711.0,0,,1.0,main_w3_handler1,3384285,17978135,False,,25819022,bed,12054759,slurm,,132112168.0,25819022.0,bed,12058080.0,bed,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33224151}]",0,"[{'__index__': 0, 'inputName': 'main', 'input': {'values': [{'src': 'hda', 'id': 33224151}]}}, {'__index__': 1, 'inputName': 'reference', 'input': {'values': [{'src': 'hda', 'id': 33209930}]}}]",,yes,"""""",32.0,,43028038.0,1515468384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 03:31:52.943410,,327.0
20900032.0,20900032.0,bed,,,,,,,,,,,,,,,bed,2018-01-09 03:15:12.160884,slurm_normal,1515467767.0,0,,1.0,main_w3_handler1,3384285,17978102,False,,12058080,bed,12054718,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33209930}]",1,,"[{'src': 'hda', 'id': 33209952}]",no,"""""",32.0,,43028038.0,1515467715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 03:16:08.869898,,52.0
20900032.0,20900032.0,bed,,,,,,,,,,,,,,,bed,2018-01-09 03:21:15.533579,slurm_normal,1515468090.0,0,,1.0,main_w3_handler0,3384285,17978112,False,,20900032,bed,12054735,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33209952}]",1,,"[{'src': 'hda', 'id': 33209952}]",no,"""""",32.0,,43028038.0,1515468079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 03:21:32.783200,,11.0
12058080.0,12058080.0,bed,,,,,,,,,,,,,,,bed,2018-01-09 03:28:07.354522,slurm_normal,1515469058.0,0,,1.0,main_w3_handler0,3384285,17978143,False,,20900032,bed,12054785,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33209952}]",1,,"[{'src': 'hda', 'id': 33209930}]",no,"""""",32.0,,43028038.0,1515468715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 03:37:40.018072,,343.0
25819022.0,25819022.0,bed,,,,,,,,,,,,,,,bed,2018-01-09 04:06:16.234439,slurm_normal,1515470830.0,0,,1.0,main_w3_handler0,3384285,17978358,False,,12804775,bed,12055072,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33224138}]",1,,"[{'src': 'hda', 'id': 33224151}]",no,"""""",32.0,,43028038.0,1515470779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-09 04:07:11.331507,,51.0
248216274.0,248216274.0,bed,,,,,,,,,,,,,,,bed,2017-11-03 15:57:43.391354,slurm_normal,1509724911.0,0,,1.0,main_w3_handler0,3301110,17319173,False,,635435935,gff3,11379355,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10Patch4.len""","""false""","""mm10Patch4""","[{'src': 'hda', 'id': 31903873}]",1,,"[{'src': 'hda', 'id': 32052814}]",no,"""""",32.0,,40691179.0,1509724808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-03 16:01:53.254688,3290.0,103.0
747.0,747.0,bed,,,,,,,,,,,,,,,bed,2018-01-10 15:36:32.070674,slurm_normal,1515598641.0,0,,1.0,main_w3_handler0,3387706,17994089,False,,747,bed,12070752,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","[{'src': 'hda', 'id': 33248149}]",1,,"[{'src': 'hda', 'id': 33248149}]",no,"""""",32.0,,43116846.0,1515598634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-10 15:37:23.358671,54547.0,7.0
30635.0,30635.0,bed,,,,,,,,,,,,,,,bed,2017-11-10 19:05:50.254107,slurm_normal,1510340768.0,0,,1.0,main_w3_handler1,3043098,17413830,False,,216891,bed,11475818,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 32236987}]",1,,"[{'src': 'hda', 'id': 32237004}]",no,"""""",32.0,,41919514.0,1510340763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-10 19:06:09.990964,102685.0,5.0
3670987.0,3670987.0,bed,,,,,,,,,,,,,,,bed,2017-11-11 11:27:13.967349,slurm_normal,1510399667.0,0,,1.0,main_w3_handler0,3321167,17417884,False,,116963244,gtf,11480018,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""false""","""hg19Patch10""","[{'src': 'hda', 'id': 32246959}]",1,,"[{'src': 'hda', 'id': 32246969}]",no,"""""",32.0,,41810946.0,1510399649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-11 11:27:48.145448,90821.0,18.0
10737605.0,10737605.0,bed,,,,,,,,,,,,,,,bed,2017-11-12 09:03:50.146783,slurm_normal,1510477441.0,0,,1.0,main_w3_handler0,3090418,17425395,False,,235257,bed,11484979,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 32093499}]",1,,"[{'src': 'hda', 'id': 32257498}]",no,"""""",32.0,,40787465.0,1510477432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-12 09:04:03.370049,98715.0,9.0
,,,,,,,,,,,,,,,,,,2017-11-12 09:08:30.626780,slurm_normal,1510477722.0,0,,1.0,main_w3_handler0,3090418,17425429,False,,235257,bed,11485014,slurm,,132112168.0,10737605.0,bed,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 32093499}]",0,"[{'__index__': 0, 'inputName': '', 'input': {'values': [{'src': 'hda', 'id': 32257498}]}}]",,yes,"""""",32.0,,40787465.0,1510477713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-12 09:08:43.956091,98715.0,9.0
10737605.0,10737605.0,bed,,,,,,,,,,,,,,,bed,2017-11-12 09:07:20.511757,slurm_normal,1510477651.0,0,,1.0,main_w4_handler0,3090418,17425423,False,,235257,bed,11485010,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 32093499}]",1,,"[{'src': 'hda', 'id': 32257498}]",no,"""""",32.0,,40787465.0,1510477642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-12 09:07:32.524433,98715.0,9.0
4157625.0,4157625.0,bed,,,,,,,,,,,,,,,bed,2017-11-13 09:15:47.655139,slurm_normal,1510564561.0,0,,1.0,main_w3_handler0,3246625,17435488,False,,4157625,bed,11494082,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch9.len""","""false""","""hg19Patch9""","[{'src': 'hda', 'id': 32278214}]",1,,"[{'src': 'hda', 'id': 32278214}]",no,"""""",32.0,,40351469.0,1510564551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-13 09:16:02.696174,,10.0
1844.0,1844.0,bed,,,,,,,,,,,,,,,bed,2017-11-15 08:16:30.825550,slurm_normal,1510733819.0,0,,1.0,main_w4_handler0,3324774,17464349,False,,17105972,gtf,11522836,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32326079}]",1,,"[{'src': 'hda', 'id': 32326102}]",no,"""""",32.0,,42008460.0,1510733814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-15 08:17:09.060434,112319.0,5.0
383002.0,383002.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 10:42:08.738943,slurm_normal,1510829370.0,0,,1.0,main_w4_handler0,3324774,17479886,False,,17105972,gtf,11537304,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,"""c159e6dacaba11e7af84005056ba55fb""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32326079}]",1,,"[{'src': 'hda', 'id': 32350434}]",no,"""""",32.0,,,1510829365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 10:49:32.292831,112319.0,5.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 11:46:56.264861,slurm_normal,1510832985.0,0,,1.0,main_w3_handler1,3324774,17480477,False,,306347,bed,11538253,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,"""cd06b0a4cac311e79f03005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32351175}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,,1510832979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 11:49:50.188864,112319.0,6.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 11:12:32.357587,slurm_normal,1510830800.0,0,,1.0,main_w3_handler1,3324774,17480079,False,,383002,bed,11537663,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32350434}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,41988599.0,1510830796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 11:13:30.889240,112319.0,4.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 11:12:17.981644,slurm_normal,1510830803.0,0,,1.0,main_w3_handler0,3324774,17480075,False,,1844,bed,11537665,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32326102}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,41988599.0,1510830799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 11:13:27.968232,112319.0,4.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 12:21:23.065287,slurm_normal,1510834907.0,0,,1.0,main_w3_handler1,3324774,17480997,False,,16774549,bed,11538951,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32351875}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,41988599.0,1510834898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 12:21:51.480342,112319.0,9.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 12:26:27.103218,slurm_normal,1510835236.0,0,,1.0,main_w3_handler0,3324774,17481090,False,,16774549,bed,11539037,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32351875}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,41988599.0,1510835227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 12:27:26.788273,112319.0,9.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 12:25:50.505549,slurm_normal,1510835203.0,0,,1.0,main_w3_handler0,3324774,17481086,False,,19047461,bed,11539026,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32351909}]",1,,"[{'src': 'hda', 'id': 32350673}]",no,"""""",32.0,,41988599.0,1510835195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 12:26:50.332898,112319.0,8.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 14:10:54.815033,slurm_normal,1510841526.0,0,,1.0,main_w3_handler0,3267160,17482569,False,,20451189,bed,11540278,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32354068}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1510841499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 14:12:10.488761,112319.0,27.0
