beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,names|beds_1|input,names|beds_1|input_filetype,names|beds_2|input,names|beds_2|input_filetype,names|beds_3|input,names|beds_3|input_filetype,names|beds_4|input,names|beds_4|input_filetype,names|beds_5|input,names|beds_5|input_filetype,names|beds_6|input,names|beds_6|input_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,,,2017-12-01 14:57:39.250077,slurm_normal,1512140301.0,0,,1.0,main_w4_handler0,3079575,17663316,False,,57000497,bed,11723771,slurm,,132112168.0,57000497.0,bed,3670646.0,bed,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""true""","""mm10""","[{'src': 'hda', 'id': 32675031}]",0,"[{'__index__': 0, 'inputName': 'h-c', 'input': {'values': [{'src': 'hda', 'id': 32675031}]}}, {'__index__': 1, 'inputName': 'Rms_mm10', 'input': {'values': [{'src': 'hda', 'id': 32601341}]}}]",,yes,"""""",32.0,,42312811.0,1512140285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-01 14:58:30.624341,104368.0,16.0
1045877.0,1045877.0,bed,,,,,,,,,,,,,,,bed,2017-12-05 21:13:17.595216,slurm_normal,1512508413.0,0,,1.0,main_w4_handler0,3318772,17709721,False,,1045877,bed,11774468,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 32755202}]",1,,"[{'src': 'hda', 'id': 32755202}]",no,"""""",32.0,,41891138.0,1512508407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-05 21:13:35.050858,,6.0
265559.0,265559.0,bed,,,,,,,,,,,,,,,bed,2017-12-06 09:01:07.892694,slurm_normal,1512550893.0,0,,1.0,main_w4_handler1,2910651,17715038,False,,7847590,bed,11780323,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 32677256}]",1,,"[{'src': 'hda', 'id': 32620870}]",no,"""""",32.0,,42100340.0,1512550879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-06 09:01:35.308486,54355.0,14.0
265559.0,265559.0,bed,,,,,,,,,,,,,,,bed,2017-12-06 10:09:19.214535,slurm_normal,1512554994.0,0,,1.0,main_w4_handler0,2910651,17715599,False,,7847590,bed,11781018,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 32677256}]",1,,"[{'src': 'hda', 'id': 32620870}]",no,"""""",32.0,,42100340.0,1512554980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-06 10:09:56.810392,54355.0,14.0
967261.0,967261.0,bed,702573.0,bed,,,,,,,,,,,,,bed,2017-12-09 04:03:50.621466,slurm_normal,1512792260.0,0,,1.0,main_w4_handler0,3359109,17753548,False,,702573,bed,11820973,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 32827961}]",1,,"[{'src': 'hda', 'id': 32827962}, {'src': 'hda', 'id': 32827963}]",no,"""""",32.0,,42545572.0,1512792254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-09 04:04:22.390631,42102.0,6.0
203086.0,203086.0,bed,611042.0,bed,216191.0,bed,,,,,,,,,,,bed,2017-12-09 04:32:42.532165,slurm_normal,1512793977.0,0,,1.0,main_w3_handler0,3359423,17753705,False,,216191,bed,11821082,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","[{'src': 'hda', 'id': 32828233}]",1,,"[{'src': 'hda', 'id': 32828230}, {'src': 'hda', 'id': 32828232}, {'src': 'hda', 'id': 32828233}]",no,"""""",32.0,,42547228.0,1512793972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-09 04:33:00.194050,26773.0,5.0
810682.0,810682.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 07:39:07.472522,slurm_normal,1512977963.0,0,,1.0,main_w4_handler0,3360848,17769607,False,,783726,bed,11838239,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 32853169}]",1,,"[{'src': 'hda', 'id': 32853168}]",no,"""""",32.0,,42571770.0,1512977959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 07:39:25.775664,,4.0
12698.0,12698.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 21:25:20.328343,slurm_normal,1513027552.0,0,,1.0,main_w3_handler0,3338739,17776842,False,,24936474,bed,11845542,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32804391}]",1,,"[{'src': 'hda', 'id': 32778125}]",no,"""""",32.0,,42244089.0,1513027531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 21:25:55.016457,66153.0,21.0
136598.0,136598.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 21:25:10.631327,slurm_normal,1513027539.0,0,,1.0,main_w3_handler0,3338739,17776821,False,,24936474,bed,11845538,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32804391}]",1,,"[{'src': 'hda', 'id': 32778274}]",no,"""""",32.0,,42244089.0,1513027518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 21:25:40.826539,66153.0,21.0
7808.0,7808.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 21:25:36.067382,slurm_normal,1513027568.0,0,,1.0,main_w3_handler0,3338739,17776867,False,,24936474,bed,11845545,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32804391}]",1,,"[{'src': 'hda', 'id': 32777616}]",no,"""""",32.0,,42244089.0,1513027547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 21:26:12.327267,66153.0,21.0
7808.0,7808.0,bed,12698.0,bed,136598.0,bed,155590.0,bed,,,,,,,,,bed,2017-12-11 21:10:42.419676,slurm_normal,1513026706.0,0,,1.0,main_w3_handler0,3338739,17776352,False,,24936474,bed,11845420,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32804391}]",1,,"[{'src': 'hda', 'id': 32777616}, {'src': 'hda', 'id': 32778125}, {'src': 'hda', 'id': 32778274}, {'src': 'hda', 'id': 32778553}]",no,"""""",32.0,,42244089.0,1513026651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 21:11:48.147595,66153.0,55.0
155590.0,155590.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 21:24:57.343641,slurm_normal,1513027529.0,0,,1.0,main_w3_handler1,3338739,17776812,False,,24936474,bed,11845537,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32804391}]",1,,"[{'src': 'hda', 'id': 32778553}]",no,"""""",32.0,,42244089.0,1513027506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 21:25:30.072782,66153.0,23.0
24936474.0,24936474.0,bed,,,,,,,,,,,,,,,bed,2017-12-11 22:20:32.382150,slurm_normal,1513030846.0,0,,1.0,main_w3_handler1,3338739,17777883,False,,155590,bed,11845995,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 32778553}]",1,,"[{'src': 'hda', 'id': 32633400}]",no,"""""",32.0,,42244089.0,1513030841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-11 22:20:47.518478,66153.0,5.0
,,,,,,,,,,,,,,,,,,2018-01-18 11:32:02.235813,slurm_normal,1516275150.0,0,,1.0,main_w3_handler1,3395671,18071061,False,,2886075,bed,12149560,slurm,,132112168.0,2482173.0,bed,3843887.0,bed,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 33368482}]",0,"[{'__index__': 0, 'inputName': 'RAD21', 'input': {'values': [{'src': 'hda', 'id': 33368483}]}}, {'__index__': 1, 'inputName': 'SMC3', 'input': {'values': [{'src': 'hda', 'id': 33368484}]}}]",,yes,"""-s""",32.0,,43252340.0,1516275142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-18 11:32:31.144257,54466.0,8.0
,,,,,,,,,,,,,,,,,,2018-01-18 11:40:19.903921,slurm_normal,1516275630.0,0,,1.0,main_w3_handler1,3395671,18071116,False,,2886075,bed,12149619,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 33368482}]",0,[],,yes,"""-s""",32.0,,43252340.0,1516275623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-18 11:40:31.463160,54466.0,7.0
363507.0,363507.0,bed,,,,,,,,,,,,,,,bed,2017-12-12 15:16:57.799487,slurm_normal,1513091886.0,0,,1.0,main_w3_handler0,3362883,17785523,False,,1072354,bed,11853824,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32879014}]",1,,"[{'src': 'hda', 'id': 32877507}]",no,"""""",32.0,,42303408.0,1513091860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-12 15:18:08.609747,37229.0,26.0
,,,,,,,,,,,,,,,,,,2017-12-12 19:57:40.150891,slurm_normal,1513108678.0,0,,1.0,main_w3_handler1,3362883,17788939,False,,633755,bed,11857563,slurm,,132112168.0,363507.0,bed,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32884543}]",0,"[{'__index__': 0, 'inputName': 'rec_014', 'input': {'values': [{'src': 'hda', 'id': 32877507}]}}]",,yes,"""""",32.0,,42619334.0,1513108667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-12-12 19:58:01.099071,37229.0,11.0
,,,,,,,,,,,,,,,,,,2018-01-19 17:15:03.645964,slurm_normal,1516382119.0,0,,1.0,main_w3_handler0,3397009,18085975,False,,1932,bed,12165312,slurm,,132112168.0,1932.0,bed,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 33372427}]",0,"[{'__index__': 0, 'inputName': '"":&\';', 'input': {'values': [{'src': 'hda', 'id': 33372427}]}}]",,yes,"""""",32.0,,43284259.0,1516382114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-19 17:15:20.312463,,5.0
32255.0,32255.0,bed,,,,,,,,,,,,,,,bed,2018-01-26 02:40:20.036423,slurm_normal,1516934448.0,0,,1.0,main_w4_handler0,2202343,18161133,False,,9895544,bed,12242408,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33498247}]",1,,"[{'src': 'hda', 'id': 33498974}]",no,"""""",32.0,,43440111.0,1516934440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-26 02:40:54.238749,59484.0,8.0
32255.0,32255.0,bed,,,,,,,,,,,,,,,bed,2018-01-26 02:40:21.375604,slurm_normal,1516934461.0,0,,1.0,main_w4_handler0,2202343,18161135,False,,9895540,bed,12242409,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33498838}]",1,,"[{'src': 'hda', 'id': 33498974}]",no,"""""",32.0,,43440111.0,1516934453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-26 02:41:04.978534,59484.0,8.0
32255.0,32255.0,bed,,,,,,,,,,,,,,,bed,2018-01-26 02:40:21.637453,slurm_normal,1516934446.0,0,,1.0,main_w4_handler1,2202343,18161136,False,,9895537,bed,12242406,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33498841}]",1,,"[{'src': 'hda', 'id': 33498974}]",no,"""""",32.0,,43440111.0,1516934437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-26 02:40:50.863095,59484.0,9.0
32255.0,32255.0,bed,,,,,,,,,,,,,,,bed,2018-01-26 02:40:21.030111,slurm_normal,1516934448.0,0,,1.0,main_w3_handler0,2202343,18161134,False,,9895543,bed,12242407,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33498831}]",1,,"[{'src': 'hda', 'id': 33498974}]",no,"""""",32.0,,43440111.0,1516934440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-26 02:40:52.307571,59484.0,8.0
325784.0,325784.0,bed,,,,,,,,,,,,,,,bed,2018-01-30 12:06:18.224362,slurm_normal,1517314003.0,0,,1.0,main_w3_handler1,2885914,18199743,False,,205729,bed,12280521,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 33570071}]",1,,"[{'src': 'hda', 'id': 33481717}]",no,"""""",32.0,,43219239.0,1517313998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-30 12:06:44.691978,93721.0,5.0
5355923.0,5355923.0,bed,,,,,,,,,,,,,,,bed,2018-01-30 04:59:34.229373,slurm_normal,1517288390.0,0,,1.0,main_w4_handler1,3409874,18197199,False,,5355923,bed,12278081,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""false""","""hg19Patch10""","[{'src': 'hda', 'id': 33566295}]",1,,"[{'src': 'hda', 'id': 33566295}]",no,"""""",32.0,,43537309.0,1517288382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-30 04:59:52.226254,,8.0
409097.0,409097.0,bed,,,,,,,,,,,,,,,bed,2018-01-30 04:35:38.688169,slurm_normal,1517286968.0,0,,1.0,main_w3_handler0,3409874,18197074,False,,409097,bed,12277972,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 33566093}]",1,,"[{'src': 'hda', 'id': 33566093}]",no,"""""",32.0,,43537309.0,1517286963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-30 04:36:11.188724,,5.0
3840886.0,3840886.0,bed,,,,,,,,,,,,,,,bed,2018-02-01 13:48:07.452448,slurm_normal,1517493005.0,0,,1.0,main_w4_handler1,3411819,18222700,False,,71108907,bed,12303217,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""true""","""dm6""","[{'src': 'hda', 'id': 33608726}]",1,,"[{'src': 'hda', 'id': 33608712}]",no,"""""",32.0,,43579917.0,1517492893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-01 13:50:07.539157,121024.0,112.0
152796.0,152796.0,bed,,,,,,,,,,,,,,,bed,2018-02-01 21:29:35.056409,slurm_normal,1517520589.0,0,,1.0,main_w3_handler0,3409148,18228673,False,,152796,bed,12308931,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33619208}]",1,,"[{'src': 'hda', 'id': 33619208}]",no,"""""",32.0,,43531606.0,1517520585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-01 21:29:50.497926,105594.0,4.0
60035.0,60035.0,bed,,,,,,,,,,,,,,,bed,2018-02-06 18:07:38.966280,slurm_normal,1517940471.0,0,7680.0,1.0,main_w4_handler1,3419331,18274730,False,,60035,bed,12356949,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 33700164}]",1,,"[{'src': 'hda', 'id': 33700164}]",no,"""""",32.0,,43727276.0,1517940467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-06 18:07:52.847657,,4.0
206780.0,206780.0,bed,,,,,,,,,,,,,,,bed,2018-02-08 11:38:16.784106,slurm_normal,1518090095.0,0,7680.0,1.0,main_w3_handler0,3421967,18312475,False,,206780,bed,12395255,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33749659}]",1,,"[{'src': 'hda', 'id': 33749659}]",no,"""""",32.0,,43777584.0,1518090080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-08 11:41:38.312611,,15.0
206780.0,206780.0,bed,,,,,,,,,,,,,,,bed,2018-02-08 11:51:12.815882,slurm_normal,1518090730.0,0,7680.0,1.0,main_w4_handler0,3421967,18312678,False,,206780,bed,12395670,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10Patch4.len""","""false""","""mm10Patch4""","[{'src': 'hda', 'id': 33749904}]",1,,"[{'src': 'hda', 'id': 33749904}]",no,"""""",32.0,,43777584.0,1518090726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-08 11:52:12.115327,,4.0
12058080.0,12058080.0,bed,10789672.0,bed,,,,,,,,,,,,,bed,2018-02-09 15:37:02.144749,slurm_normal,1518190882.0,0,7680.0,1.0,main_w3_handler0,3385400,18330471,False,,51173833,bed,12414829,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33775386}]",1,,"[{'src': 'hda', 'id': 33773866}, {'src': 'hda', 'id': 33774846}]",no,"""""",32.0,,43057544.0,1518190634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-09 15:41:23.932213,,248.0
260188.0,260188.0,bed,,,,,,,,,,,,,,,bed,2018-02-11 16:08:05.642269,slurm_normal,1518365298.0,0,7680.0,1.0,main_w3_handler1,3250682,18342773,False,,217360,bed,12427066,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 33790307}]",1,,"[{'src': 'hda', 'id': 33795493}]",no,"""""",32.0,,43834363.0,1518365293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-11 16:08:21.856824,111361.0,5.0
217360.0,217360.0,bed,,,,,,,,,,,,,,,bed,2018-02-11 16:00:41.845205,slurm_normal,1518364855.0,0,7680.0,1.0,main_w3_handler0,3250682,18342656,False,,260188,bed,12426990,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 33795493}]",1,,"[{'src': 'hda', 'id': 33790307}]",no,"""""",32.0,,43834363.0,1518364851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-11 16:00:57.589321,111361.0,4.0
609.0,609.0,bed,,,,,,,,,,,,,,,bed,2018-02-13 15:39:33.881388,slurm_normal,1518536417.0,0,7680.0,1.0,main_w3_handler0,1276133,18366383,False,,23385651,bed,12451207,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 33831077}]",1,,"[{'src': 'hda', 'id': 33831044}]",no,"""""",32.0,,43888347.0,1518536385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-13 15:40:20.917735,30359.0,32.0
609.0,609.0,bed,,,,,,,,,,,,,,,bed,2018-02-13 16:09:39.074474,slurm_normal,1518538199.0,0,7680.0,1.0,main_w4_handler0,1276133,18366862,False,,1959717,bed,12451550,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 33831774}]",1,,"[{'src': 'hda', 'id': 33831044}]",no,"""""",32.0,,43888347.0,1518538188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-13 16:10:01.781424,30359.0,11.0
213937.0,213937.0,bed,,,,,,,,,,,,,,,bed,2018-02-14 20:14:58.072645,slurm_normal,1518639309.0,0,7680.0,1.0,main_w4_handler0,3424118,18386944,False,,5542386,gff3,12471958,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 33780304}]",1,,"[{'src': 'hda', 'id': 33841294}]",no,"""""",32.0,,42523237.0,1518639305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-14 20:15:11.295008,107064.0,4.0
877.0,877.0,bed,,,,,,,,,,,,,,,bed,2018-02-15 15:36:03.117455,slurm_normal,1518708984.0,0,7680.0,1.0,main_w3_handler1,1276133,18398166,False,,1959717,bed,12483639,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 33831774}]",1,,"[{'src': 'hda', 'id': 33878331}]",no,"""""",32.0,,43940519.0,1518708974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-15 15:36:27.677382,30359.0,10.0
42897584.0,42897584.0,bed,,,,,,,,,,,,,,,bed,2018-02-21 17:13:30.957818,slurm_normal,1519233282.0,0,7680.0,1.0,main_w3_handler0,3437557,18470198,False,,1161576,gff3,12563088,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 33990305}]",1,,"[{'src': 'hda', 'id': 33988345}]",no,"""""",32.0,,44064718.0,1519233256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-21 17:14:46.391595,,26.0
