BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED6,BED6_filetype,BED7,BED7_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,multibam_conditional|multibam_repeats_4|bamfiles,multibam_conditional|multibam_repeats_4|bamfiles_filetype,multibam_conditional|multibam_repeats_5|bamfiles,multibam_conditional|multibam_repeats_5|bamfiles_filetype,object_store_id,param_filename,parameters.BED.values,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.Offset,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.colors,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.keepExons,parameters.advancedOpt.labels,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numPlotsPerRow,parameters.advancedOpt.perSample,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionLabels,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.variableScales,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.multibam_conditional|multibam_repeats_0|bamfiles|__identifier__,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:21.261851,slurm_normal,1517558961.0,0,,1.0,main_w4_handler1,3403123,18232791,False,,12313366,slurm,,132112168.0,491961034.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475562}]}}]",Yes,"""H5WWMBCX2-3590-07-0-1_S19_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:09:22.605636,114713.0,169.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:19.963859,slurm_normal,1517558774.0,0,,1.0,main_w4_handler1,3403123,18232788,False,,12313348,slurm,,132112168.0,469123236.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475559}]}}]",Yes,"""H5WWMBCX2-3590-10-0-1_S22_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:06:16.673114,114713.0,164.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:18.834857,slurm_normal,1517558602.0,0,,1.0,main_w4_handler0,3403123,18232784,False,,12313326,slurm,,132112168.0,444222013.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475555}]}}]",Yes,"""H5WWMBCX2-3590-14-0-1_S26_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:03:24.157188,114713.0,173.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:18.598417,slurm_normal,1517558664.0,0,,1.0,main_w4_handler0,3403123,18232783,False,,12313327,slurm,,132112168.0,555342250.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475554}]}}]",Yes,"""H5WWMBCX2-3590-15-0-1_S27_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:04:26.296001,114713.0,235.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:18.240088,slurm_normal,1517558593.0,0,,1.0,main_w3_handler0,3403123,18232781,False,,12313328,slurm,,132112168.0,560565220.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475553}]}}]",Yes,"""H5WWMBCX2-3590-16-0-1_S28_L002_R1_001.fastq.gz""","""pdf""","""true""","""""",32.0,,43619214.0,1517558430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:03:15.024417,114713.0,163.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:22.518965,slurm_normal,1517559148.0,0,,1.0,main_w3_handler0,3403123,18232795,False,,12313385,slurm,,132112168.0,551216970.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475566}]}}]",Yes,"""H5WWMBCX2-3590-03-0-1_S15_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:12:29.625148,114713.0,191.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:19.341848,slurm_normal,1517558622.0,0,,1.0,main_w4_handler1,3403123,18232786,False,,12313325,slurm,,132112168.0,518391603.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475557}]}}]",Yes,"""H5WWMBCX2-3590-12-0-1_S24_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:03:45.596908,114713.0,193.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:19.640986,slurm_normal,1517558779.0,0,,1.0,main_w4_handler1,3403123,18232787,False,,12313347,slurm,,132112168.0,578267438.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475558}]}}]",Yes,"""H5WWMBCX2-3590-11-0-1_S23_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:06:21.247337,114713.0,180.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:20.387615,slurm_normal,1517558800.0,0,,1.0,main_w3_handler0,3403123,18232789,False,,12313350,slurm,,132112168.0,484412974.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475560}]}}]",Yes,"""H5WWMBCX2-3590-09-0-1_S21_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:06:42.730720,114713.0,169.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:22.194274,slurm_normal,1517559109.0,0,,1.0,main_w3_handler0,3403123,18232794,False,,12313382,slurm,,132112168.0,510088048.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475565}]}}]",Yes,"""H5WWMBCX2-3590-04-0-1_S16_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:11:52.257072,114713.0,182.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:21.815276,slurm_normal,1517558919.0,0,,1.0,main_w4_handler0,3403123,18232793,False,,12313363,slurm,,132112168.0,428260910.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475564}]}}]",Yes,"""H5WWMBCX2-3590-05-0-1_S17_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:08:40.980712,114713.0,137.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:23.829568,slurm_normal,1517558965.0,0,,1.0,main_w4_handler0,3403123,18232797,False,,12313367,slurm,,132112168.0,451146413.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475568}]}}]",Yes,"""H5WWMBCX2-3590-01-0-1_S13_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:09:27.165670,114713.0,159.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:23.090446,slurm_normal,1517558948.0,0,,1.0,main_w4_handler0,3403123,18232796,False,,12313364,slurm,,132112168.0,426374833.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475567}]}}]",Yes,"""H5WWMBCX2-3590-02-0-1_S14_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:09:09.812848,114713.0,162.0
26477162,26477162,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-02 08:00:21.569038,slurm_normal,1517559099.0,0,,1.0,main_w4_handler1,3403123,18232792,False,,12313386,slurm,,132112168.0,428904022.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33488098}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 33475563}]}}]",Yes,"""H5WWMBCX2-3590-06-0-1_S18_L002_R1_001.fastq""","""pdf""","""true""","""""",32.0,,43619214.0,1517558968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 08:11:41.662109,114713.0,131.0
47686,47686,bed,,,,,,,,,,,,,bed,553814819.0,553814819.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2018-02-02 13:08:21.894420,slurm_normal,1517581727.0,0,,1.0,main_w3_handler1,3387519,18234740,False,,12316106,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33628687}]","""1edff352081a11e89d48005056ba55fb""",,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""",0,"[{'src': 'hda', 'id': 33631095}]",,No,,"""pdf""","""false""","""""",32.0,,,1517581624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-02 14:28:49.137980,116857.0,103.0
5777,5777,bed,,,,,,,,,,,,,bed,2083901673.0,2083901673.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2018-02-06 21:56:01.032360,slurm_normal,1517954346.0,0,7680.0,1.0,main_w3_handler1,3419228,18279747,False,,12362339,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33706446}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33701149}]",,No,,"""png""","""false""","""""",32.0,,43727244.0,1517954179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-06 21:59:07.311477,121442.0,167.0
7945,7945,bed,,,,,,,,,,,,,bed,27087865.0,27087865.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2018-03-09 19:01:07.984512,slurm_normal,1520622121.0,0,7680.0,1.0,main_w4_handler1,3436569,18675581,False,,12771716,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 34326603}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34325847}]",,No,,"""png""","""false""","""""",32.0,,44009609.0,1520622078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-03-09 19:02:02.623864,112879.0,43.0
2183,2183,bed,,,,,,,,,,,,,bed,866731201.0,866731201.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2018-02-13 10:36:12.540393,slurm_normal,1518518384.0,0,7680.0,1.0,main_w3_handler1,3426629,18363724,False,,12448589,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33812788}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 33812525}]",,No,,"""png""","""false""","""""",32.0,,43865292.0,1518518182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-13 10:39:45.975667,49878.0,202.0
2183,2183,bed,,,,,,,,,,,,,bed,866731201.0,866731201.0,,,,,,,,,,,,,,,,,,,,,bam,781367735.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2018-02-13 10:40:46.360756,slurm_normal,1518518785.0,0,7680.0,1.0,main_w4_handler0,3426629,18363742,False,,12448601,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33812788}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 33812525}, {'src': 'hda', 'id': 33812530}]",,No,,"""png""","""false""","""""",32.0,,43865292.0,1518518452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-13 10:46:25.969157,49878.0,333.0
4084,4084,bed,,,,,,,,,,,,,bed,582833905.0,582833905.0,,,,,,,,,,,,,,,,,,,,,bam,888907195.0,,,,,,,,,,,,,,,,,,,,,bam,545485087.0,,,,,,,,,,,,,,,,,,,,,bam,1278618136.0,,,,,,,,,,,,,bam,,,,,,,,,,,bam,,,,,,,2018-02-13 17:22:35.209845,slurm_normal,1518543306.0,0,7680.0,1.0,main_w3_handler1,3421310,18369507,False,,12453940,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33835069}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",0,"[{'src': 'hda', 'id': 33834703}, {'src': 'hda', 'id': 33834704}, {'src': 'hda', 'id': 33834705}, {'src': 'hda', 'id': 33834706}]",,No,,"""png""","""true""","""""",32.0,,43140984.0,1518542599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-13 17:35:10.010815,119747.0,707.0
3911523,3911523,bed,,,,,,,,,,,,,bed,582833905.0,582833905.0,,,,,,,,,,,,,,,,,,,,,bam,888907195.0,,,,,,,,,,,,,,,,,,,,,bam,545485087.0,,,,,,,,,,,,,,,,,,,,,bam,1278618136.0,,,,,,,,,,,,,bam,,,,,,,,,,,bam,,,,,,,2018-02-13 17:37:26.708791,slurm_normal,1518544374.0,0,7680.0,1.0,main_w4_handler1,3421310,18370032,False,,12454355,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 33780678}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",0,"[{'src': 'hda', 'id': 33834703}, {'src': 'hda', 'id': 33834704}, {'src': 'hda', 'id': 33834705}, {'src': 'hda', 'id': 33834706}]",,No,,"""png""","""true""","""""",32.0,,43140984.0,1518543461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-13 17:52:58.914807,119747.0,913.0
