bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2296921,bigwig,2224267,bigwig,,,,,2017-01-10 16:50:42.920962,slurm_multi,1484090213.0,0,6.0,main_w4_handler2,2947732,14729907,False,,8899792,slurm,,132111800.0,corral-repl,,0,no,,"""b729b4a0d36d11e6b6cb005056a51846""",0.0,,,,,,no,,"[{'src': 'hda', 'id': 27876391}]","[{'src': 'hda', 'id': 27876397}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,,1484089207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-01-10 23:16:55.547519,92002,1006.0
0,bigwig,0,bigwig,,,,,2017-01-10 16:50:44.587544,slurm_multi,1484091034.0,0,6.0,main_w3_handler2,2947732,14729912,False,,8900047,slurm,,132112168.0,corral-repl,,0,no,,"""b729b4a0d36d11e6b6cb005056a51846""",0.0,,,,,,no,,"[{'src': 'hda', 'id': 27876387}]","[{'src': 'hda', 'id': 27876407}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,,1484090407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-01-10 23:30:46.186243,92002,627.0
209611258,bigwig,209464676,bigwig,,,,,2017-01-11 15:52:46.636854,slurm_multi,1484150344.0,0,6.0,main_w4_handler2,2804823,14740991,False,,8905935,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 27646860}]","[{'src': 'hda', 'id': 27646903}]","""/galaxy-repl/localdata/chrom/hg19.len""",4,first,,"""hg19""","""bigwig""","""chr10""",32.0,,35319895.0,1484150291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-01-11 15:59:05.924346,89184,53.0
186914861,bigwig,139721744,bigwig,,,,,2017-01-11 20:15:17.934205,slurm_multi,1484165999.0,0,6.0,main_w4_handler2,2951117,14743281,False,,8908047,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 27895935}]","[{'src': 'hda', 'id': 27895832}]","""/galaxy-repl/localdata/chrom/dm3.len""",6,reciprocal_ratio,1.0,"""dm3""","""bigwig""","""""",32.0,,35280771.0,1484165922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-01-11 20:20:01.084561,44999,77.0
120094280,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:02.723791,slurm_multi,1477935108.0,0,6.0,main_w4_handler2,2856422,14219102,False,,8429324,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a8a537e55fc840b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477934691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 17:31:49.573831,67966,417.0
108644693,bigwig,102203373,bigwig,,,,,2016-11-02 10:33:00.808903,slurm_multi,1478083734.0,0,6.0,main_w4_handler2,2835334,14231572,False,,8441403,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591be3679bc0b5c75'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5298c1b708913b28e'}]","""/galaxy-repl/localdata/chrom/danRer7.len""",0,log2,1.0,"""danRer7""","""bigwig""","""""",32.0,,33785434.0,1478083018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-02 10:48:56.425891,90250,716.0
66011993,bigwig,103728964,bigwig,18786.0,18786.0,bed,bed,2016-10-31 18:21:39.805116,slurm_multi,1477940784.0,0,6.0,main_w4_handler2,2855238,14219560,False,Job output deleted by user before job completed.,8429950,slurm,,132112168.0,corral-repl,,0,no,,,1.0,100,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572bab8107469b47a'}]",,1.0,1.0,yes,true,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54038ddbb73ab1b2a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e6bedc5efa0204e'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33465832.0,1477940243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:06:26.360340,50986,541.0
145328302,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:05.298758,slurm_multi,1477944521.0,0,6.0,main_w4_handler2,2856422,14219108,False,,8430402,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59175555ed0021162'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477944088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 20:08:43.286431,67966,433.0
4275293,bigwig,4093438,bigwig,,,,,2016-10-29 07:55:52.927596,slurm_multi,1477728438.0,0,6.0,main_w4_handler2,2852558,14204897,False,,8416529,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a8b015431082cc3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57b6dc200795badf3'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,33975810.0,1477727874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-29 08:07:22.459734,6835,564.0
4230366,bigwig,4156508,bigwig,,,,,2016-10-29 07:56:17.700354,slurm_multi,1477729214.0,0,6.0,main_w3_handler2,2852558,14204898,False,,8416555,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518b9c0e413f895c1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58cd6335bf84856a0'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,33975810.0,1477728622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-29 08:20:15.906797,6835,592.0
169564167,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:03.998393,slurm_multi,1477943116.0,0,6.0,main_w4_handler2,2856422,14219105,False,,8430250,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd7d9daf081652df'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477942613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:45:17.345145,67966,503.0
4275293,bigwig,4093438,bigwig,,,,,2016-10-30 19:56:30.731827,slurm_multi,1477858193.0,0,6.0,main_w3_handler2,2852558,14209776,False,,8420885,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a8b015431082cc3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57b6dc200795badf3'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,33988793.0,1477857558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-30 20:09:55.547713,6835,635.0
4230366,bigwig,4156508,bigwig,,,,,2016-10-30 19:57:22.474740,slurm_multi,1477858941.0,0,6.0,main_w4_handler2,2852558,14209780,False,,8420930,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518b9c0e413f895c1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58cd6335bf84856a0'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,33988793.0,1477858366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-30 20:22:25.049442,6835,575.0
466763272,bigwig,482879175,bigwig,,,,,2016-10-31 10:40:30.994377,slurm_multi,1477912421.0,0,6.0,main_w4_handler2,2863095,14214605,False,,8425195,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eabb371ce0b89ed5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5edd1a579fea54dde'}]","""/galaxy-repl/localdata/chrom/canFam3.len""",0,log2,1.0,"""canFam3""","""bigwig""","""""",32.0,,33869776.0,1477911593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 11:13:43.943785,92724,828.0
476652918,bigwig,482879175,bigwig,,,,,2016-10-31 10:39:36.697094,slurm_multi,1477911372.0,0,6.0,main_w4_handler2,2863095,14214600,False,,8425114,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb4cd2dfe272ffeb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9223e3baf691737'}]","""/galaxy-repl/localdata/chrom/canFam3.len""",0,log2,1.0,"""canFam3""","""bigwig""","""""",32.0,,33869776.0,1477910492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 10:56:15.451716,92724,880.0
1190642738,bigwig,1356707502,bigwig,,,,,2016-10-28 18:05:58.548148,slurm_multi,1477679165.0,0,6.0,main_w4_handler2,2827058,14201908,False,,8413534,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53908a8eb55c8a2d1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56400ee5162a8ad16'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bigwig""","""""",32.0,,33968163.0,1477678072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-28 18:26:07.798249,90658,1093.0
18290154,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:00.954311,slurm_multi,1477938308.0,0,6.0,main_w3_handler2,2856422,14219100,False,,8429663,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584b1149cf1ad3bac'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477937925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 18:25:13.158573,67966,383.0
64774398,bigwig,103728964,bigwig,18786.0,18786.0,bed,bed,2016-10-31 18:18:46.487075,slurm_multi,1477938733.0,0,6.0,main_w4_handler2,2855238,14219539,False,,8429688,slurm,,132112168.0,corral-repl,,0,no,,,1.0,100,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572bab8107469b47a'}]",,1.0,1.0,yes,true,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e60fae0383b9fc1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e6bedc5efa0204e'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33465832.0,1477938203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 18:32:16.249542,50986,530.0
63112833,bigwig,62885141,bigwig,,,,,2017-03-20 18:48:18.408320,slurm_multi,1490044185.0,0,6.0,main_w4_handler2,3038771,15346642,False,,9486664,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 28845956}]","[{'src': 'hda', 'id': 28845960}]","""/galaxy-repl/localdata/chrom/hg19.len""",2,subtract,,"""hg19""","""bigwig""","""""",32.0,,36730336.0,1490040930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-03-20 21:09:54.737318,93861,3255.0
74029841,bigwig,103728964,bigwig,18786.0,18786.0,bed,bed,2016-10-31 18:21:39.133179,slurm_multi,1477939556.0,0,6.0,main_w4_handler2,2855238,14219558,False,,8429785,slurm,,132112168.0,corral-repl,,0,no,,,1.0,100,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572bab8107469b47a'}]",,1.0,1.0,yes,true,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0a2500106c161bd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e6bedc5efa0204e'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33465832.0,1477939043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 18:45:58.947006,50986,513.0
54066168,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:02.167822,slurm_multi,1477939474.0,0,6.0,main_w3_handler2,2856422,14219101,False,,8429781,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c6e33c5e910d3df'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477939034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 18:44:37.245321,67966,440.0
114325323,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:03.527836,slurm_multi,1477942462.0,0,6.0,main_w3_handler2,2856422,14219104,False,,8430162,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce76e6c654e28fa1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477942047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:34:26.994897,67966,415.0
46389114,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:03.060212,slurm_multi,1477940648.0,0,6.0,main_w3_handler2,2856422,14219103,False,,8429948,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbd2d512539416c7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477940243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:04:11.532007,67966,405.0
33142264,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:04.800411,slurm_multi,1477943061.0,0,6.0,main_w3_handler2,2856422,14219107,False,,8430259,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b43df853df766c36'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477942672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:44:23.704762,67966,389.0
53271131,bigwig,126997480,bigwig,,,,,2016-10-31 17:05:04.408058,slurm_multi,1477943634.0,0,6.0,main_w4_handler2,2856422,14219106,False,,8430310,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a6e7ea0e4869bd7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510a1d9b5a452fa9a'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32088976.0,1477943248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-10-31 19:53:57.242968,67966,386.0
