corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3027184,deeptools_coverage_matrix,2017-01-11 14:52:14.224361,slurm_normal,1484146566.0,0,1.0,main_w3_handler0,2947813,14740502,False,,8905442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27891714}]","""?""","""png""","""false""","""PCA""",32.0,,35320258,1484146544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-11 14:56:09.159290,97935,22.0
4297544,deeptools_coverage_matrix,2016-10-28 23:07:20.777462,slurm_normal,1477696823.0,0,1.0,main_w4_handler1,2827058,14203678,False,,8415048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b562819b155325f036'}]","""hg18""","""png""","""false""","""""",32.0,,33969179,1477696792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-10-28 23:20:28.839534,90658,31.0
14566,deeptools_coverage_matrix,2017-03-20 19:35:15.941803,slurm_normal,1490038634.0,0,1.0,main_w3_handler0,2965479,15346946,False,,9486416.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28843078}]","""hg19""","""png""","""false""","""TSS""",32.0,,36470573,1490038610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-03-20 19:37:17.490887,97829,24.0
34623,deeptools_coverage_matrix,2017-03-20 19:35:34.363941,slurm_normal,1490041076.0,0,1.0,main_w4_handler0,2965479,15346947,False,,9486677.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28843081}]","""hg19""","""png""","""false""","""TZ""",32.0,,36470573,1490041057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-03-20 20:18:00.818686,97829,19.0
995226,deeptools_coverage_matrix,2016-10-31 22:42:29.172966,slurm_normal,1477955575.0,0,1.0,main_w4_handler0,2856422,14221054,False,,8431164.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb6b07e8d089ad05'}]","""mm9""","""png""","""false""","""""",32.0,,32088976,1477955458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-10-31 23:12:58.223262,67966,117.0
6674,deeptools_coverage_matrix,2017-03-20 20:25:17.800794,slurm_normal,1490041641.0,0,1.0,main_w3_handler0,2965479,15347225,False,,9486771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28847324}]","""hg19""","""png""","""false""","""TSS""",32.0,,36470573,1490041619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-03-20 20:27:24.345539,97829,22.0
14113,deeptools_coverage_matrix,2017-03-20 20:25:33.838499,slurm_normal,1490041695.0,0,1.0,main_w3_handler1,2965479,15347227,False,,9486773.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28847337}]","""hg19""","""png""","""false""","""TZ""",32.0,,36470573,1490041631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-03-20 20:28:18.734828,97829,64.0
5656650,deeptools_coverage_matrix,2017-01-12 18:20:54.819680,slurm_normal,1484246188.0,0,1.0,main_w3_handler1,2382466,14751650,False,,8916264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27907522}]","""hg19""","""png""","""false""","""""",32.0,,34830420,1484245388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-12 18:36:33.829286,51408,800.0
1008644,deeptools_coverage_matrix,2016-11-03 04:05:16.312511,slurm_normal,1478147076.0,0,1.0,main_w3_handler1,2878991,14238070,False,,8447100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51381e0a08e6d2d81'}]","""mm9""","""png""","""true""","""""",32.0,,34059392,1478146981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-03 04:24:39.825048,92842,95.0
1733488,deeptools_coverage_matrix,2016-11-05 09:59:41.241960,slurm_normal,1478340129.0,0,1.0,main_w4_handler1,2804768,14260071,False,,8468679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57cb0bd9be5d78994'}]","""hg19""","""png""","""true""","""""",32.0,,34080729,1478340108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-05 10:02:12.417881,89181,21.0
7577294,deeptools_coverage_matrix,2016-11-06 01:47:01.784692,slurm_normal,1478398103.0,0,1.0,main_w3_handler0,2882600,14261867,False,,8470498.roundup,slurm,,132112168.0,corral-repl,,"""e87e3024a3c211e6b528005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51ee8023c20eeb6d4'}]","""hg38""","""png""","""false""","""""",32.0,,34098413,1478398079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-06 02:08:24.414212,93884,24.0
5219927,deeptools_coverage_matrix,2016-11-06 16:35:24.789257,slurm_normal,1478450677.0,0,1.0,main_w3_handler1,2883056,14265009,False,,8473460.roundup,slurm,,132112168.0,corral-repl,,"""03493616a43f11e68c0d005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5edd62e77b3bab8b2'}]","""hg38""","""png""","""false""","""""",32.0,,34098413,1478450653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-06 16:44:40.627900,93884,24.0
1545638,deeptools_coverage_matrix,2016-11-04 16:05:16.523107,slurm_normal,1478277167.0,0,1.0,main_w4_handler1,2804768,14253985,False,,8462799.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b501caf2a65f3b8c61'}]","""hg19""","""png""","""true""","""PCA_of_H3K4me3""",32.0,,34080729,1478276816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-04 16:32:53.061483,89181,351.0
87830,deeptools_coverage_matrix,2016-11-04 19:41:30.601455,slurm_normal,1478290535.0,0,1.0,main_w4_handler1,2880205,14255972,False,,8464503.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b553449abbcedda71d'}]","""mm10""","""png""","""false""","""booyakasha!""",32.0,,34069974,1478290437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-04 20:15:57.303368,4519,98.0
2645702,deeptools_coverage_matrix,2016-11-07 16:20:44.093137,slurm_normal,1478537141.0,0,1.0,main_w3_handler1,2884441,14275942,False,,8484261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b517bae2351b1782d5'}]","""hg38""","""png""","""true""","""DIPGXIII KO RNA-seq""",32.0,,34049148,1478537087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-07 16:45:56.643023,93636,54.0
1186521,deeptools_coverage_matrix,2016-11-08 01:54:02.027432,slurm_normal,1478570210.0,0,1.0,main_w4_handler0,2880075,14279043,False,,8487600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57488c94ac5c5969d'}]","""mm10""","""png""","""true""","""RNAseq_mk3_Mllt1""",32.0,,34080280,1478570189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-08 01:56:55.335520,93750,21.0
1733488,deeptools_coverage_matrix,2016-11-08 04:40:58.079084,slurm_normal,1478581351.0,0,1.0,main_w3_handler1,2804768,14279707,False,,8488251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57cb0bd9be5d78994'}]","""hg19""","""png""","""false""","""""",32.0,,34080729,1478581295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-08 05:02:36.130718,89181,56.0
1733343,deeptools_coverage_matrix,2016-11-08 05:03:41.527630,slurm_normal,1478581972.0,0,1.0,main_w3_handler0,2804768,14279765,False,,8488328.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e93e75c674276a04'}]","""hg19""","""png""","""true""","""PCA_of_GC-adjusted_H3K4me3""",32.0,,34080729,1478581836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-08 05:12:55.800190,89181,136.0
6119497,deeptools_coverage_matrix,2016-11-08 14:03:40.140442,slurm_normal,1478614671.0,0,1.0,main_w4_handler1,2884441,14284420,False,,8492776.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5abe2884912d80487'}]","""hg38""","""png""","""false""","""DIPGXIII RNAseq""",32.0,,34049148,1478614424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-08 14:17:55.781460,93636,247.0
753732,deeptools_coverage_matrix,2016-11-12 02:38:04.785078,slurm_normal,1478918401.0,0,1.0,main_w3_handler0,2880075,14322457,False,,8530447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56ddd030376f5fe5c'}]","""mm10""","""png""","""false""","""""",32.0,,34080280,1478918386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-12 02:40:03.326341,93750,15.0
3335844,deeptools_coverage_matrix,2016-11-12 07:24:19.227428,slurm_normal,1478935604.0,0,1.0,main_w4_handler0,2883328,14323148,False,,8531042.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3c8e59b70a2a180'}]","""?""","""png""","""true""","""""",32.0,,34218844,1478935584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-12 07:26:45.876811,86398,20.0
2492805,deeptools_coverage_matrix,2016-11-12 09:17:49.858556,slurm_normal,1478942410.0,0,1.0,main_w4_handler1,2883328,14323479,False,,8531333.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e60f16bb7c5feef'}]","""?""","""png""","""true""","""""",32.0,,34218844,1478942393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-12 09:20:12.136490,86398,17.0
2932,deeptools_coverage_matrix,2017-01-13 19:51:52.475753,slurm_normal,1484337431.0,0,1.0,main_w4_handler0,2955715,14762969,False,,8927410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27924443}]","""?""","""png""","""false""","""""",32.0,,35370314,1484337416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-13 19:57:14.673175,24112,15.0
1442560,deeptools_coverage_matrix,2016-11-13 21:38:57.132866,slurm_normal,1479073292.0,0,1.0,main_w3_handler0,2880075,14331462,False,,8538137.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5740845be9f08e2ca'}]","""mm10""","""png""","""true""","""""",32.0,,34080280,1479073271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-13 21:41:35.359333,93750,21.0
497,deeptools_coverage_matrix,2016-11-16 09:53:25.855824,slurm_normal,1479290577.0,0,1.0,main_w3_handler1,2739523,14352185,False,,8558142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c7e12b575e7cd63c'}]","""mm9""","""png""","""false""","""""",32.0,,32940287,1479290211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-16 10:02:58.826122,36650,366.0
2442272,deeptools_coverage_matrix,2016-11-20 09:37:40.088120,slurm_normal,1479634851.0,0,1.0,main_w3_handler0,2883328,14389258,False,,8595008.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b526f8b13b37c8cecb'}]","""?""","""png""","""false""","""""",32.0,,34360254,1479634836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-20 09:40:54.248572,86398,15.0
2396858,deeptools_coverage_matrix,2016-11-20 16:24:31.763376,slurm_normal,1479659353.0,0,1.0,main_w3_handler0,2883328,14390720,False,,8596314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b538bcd88b19d80815'}]","""?""","""png""","""false""","""""",32.0,,34362852,1479659336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-20 16:29:15.842664,86398,17.0
382811,deeptools_coverage_matrix,2016-11-21 08:45:36.054382,slurm_normal,1479718226.0,0,1.0,main_w4_handler1,2782063,14395776,False,,8600968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e9616f050d9536a'}]","""galGal4""","""png""","""false""","""""",32.0,,34361635,1479718203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-21 08:50:28.262535,19390,23.0
18112109,deeptools_coverage_matrix,2016-11-24 18:30:45.635908,slurm_normal,1480012396.0,0,1.0,main_w3_handler1,2723267,14426592,False,,8629042.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27378049}]","""hg38""","""svg""","""true""","""PCA""",32.0,,34395575,1480012339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-24 18:33:17.152717,44868,57.0
2286529,deeptools_coverage_matrix,2016-11-22 21:59:51.129574,slurm_normal,1479853222.0,0,1.0,main_w3_handler0,2897661,14409245,False,,8614102.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27372621}]","""hg38""","""svg""","""false""","""Breast cancer""",32.0,,34147867,1479852929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-11-22 22:20:37.266698,88412,293.0
63702783,deeptools_coverage_matrix,2017-01-17 06:08:28.568959,slurm_normal,1484633430.0,0,1.0,main_w4_handler1,2751559,14784697,False,,8947302.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 27955938}]","""mm9""","""png""","""false""","""""",32.0,,35204845,1484633402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-17 06:10:32.910921,3720,28.0
2061430,deeptools_coverage_matrix,2017-01-18 11:09:58.669651,slurm_normal,1484737928.0,0,1.0,main_w3_handler1,2955684,14797736,False,,8960529.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27974203}]","""hg19""","""png""","""false""","""""",32.0,,35404619,1484737894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-18 11:12:10.804166,54621,34.0
4593444,deeptools_coverage_matrix,2017-01-18 11:24:37.204260,slurm_normal,1484738794.0,0,1.0,main_w4_handler1,2955684,14797880,False,,8960674.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27974380}]","""hg19""","""png""","""false""","""""",32.0,,35404619,1484738773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-18 11:26:37.596199,54621,21.0
1656406,deeptools_coverage_matrix,2016-12-02 18:54:21.923063,slurm_normal,1480747022.0,0,1.0,main_w4_handler1,2911802,14475220,False,,8670388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27476696}]","""?""","""png""","""false""","""""",32.0,,34579549,1480746980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-03 06:37:04.675746,67921,42.0
54317,deeptools_coverage_matrix,2016-12-08 16:56:00.469589,slurm_normal,1481216479.0,0,1.0,main_w4_handler1,2731876,14518593,False,,8701386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27543970}]","""?""","""png""","""false""","""""",32.0,,34538208,1481216440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-08 17:01:21.948030,85668,39.0
2700768,deeptools_coverage_matrix,2016-12-07 10:10:33.909688,slurm_normal,1481105679.0,0,1.0,main_w3_handler1,2388324,14506324,False,,8688218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 25296213}]","""hg38""","""svg""","""false""","""PCA Blood_Saliva""",32.0,,34695148,1481105609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-07 10:14:42.452793,64160,70.0
