candidate,candidate_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.candidate.values,parameters.chromInfo,parameters.dbkey,parameters.reverse.__current_case__,parameters.reverse.flip,parameters.reverse.threshold,parameters.scoring.__current_case__,parameters.scoring.adjust,parameters.scoring.gapextend,parameters.scoring.gapopen,parameters.scoring.match,parameters.scoring.mismatch,parameters.search.__current_case__,parameters.search.ksize,parameters.search.method,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
12451020,fasta,,,2017-04-04 09:54:52.375857,slurm_normal,1491299782.0,0,1.0,main_w4_handler0,3058516,15480598,False,,9609299.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29059899}]","[{'src': 'hda', 'id': 29060224}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37092648,1491299696.0,ok,1023996.0,2696,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 09:56:40.262464,103439.0,86.0
180258095,fasta,,,2017-04-04 11:23:24.065560,slurm_normal,1491306517.0,0,1.0,main_w3_handler1,3058516,15481133,False,,9609762.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29059899}]","[{'src': 'hda', 'id': 29060216}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37092648,1491305007.0,ok,1023996.0,2696,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 11:53:19.312127,103439.0,1510.0
7294277,fasta,10.0,len,2017-04-04 23:28:22.646474,slurm_normal,1491348516.0,0,1.0,main_w3_handler0,3057752,15489326,False,,9617321.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29072921}]","[{'src': 'hda', 'id': 29071866}]","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37091225,1491348507.0,ok,1023996.0,61,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 23:28:39.454905,103520.0,9.0
5406643,fasta,10.0,len,2017-04-04 23:28:20.754364,slurm_normal,1491348511.0,0,1.0,main_w4_handler1,3057752,15489323,False,,9617319.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29072921}]","[{'src': 'hda', 'id': 29071863}]","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37091225,1491348504.0,ok,1023996.0,61,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 23:28:32.771357,103520.0,7.0
8211955,fasta,10.0,len,2017-04-04 23:28:23.210275,slurm_normal,1491348524.0,0,1.0,main_w4_handler0,3057752,15489327,False,,9617322.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29072921}]","[{'src': 'hda', 'id': 29071867}]","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37091225,1491348515.0,ok,1023996.0,61,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 23:28:46.565655,103520.0,9.0
6407367,fasta,10.0,len,2017-04-04 23:28:21.426458,slurm_normal,1491348511.0,0,1.0,main_w3_handler0,3057752,15489324,False,,9617318.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29072921}]","[{'src': 'hda', 'id': 29071864}]","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37091225,1491348503.0,ok,1023996.0,61,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 23:28:33.994335,103520.0,8.0
6021991,fasta,10.0,len,2017-04-04 23:28:22.087178,slurm_normal,1491348515.0,0,1.0,main_w3_handler1,3057752,15489325,False,,9617320.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29072921}]","[{'src': 'hda', 'id': 29071865}]","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37091225,1491348507.0,ok,1023996.0,61,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-04 23:28:38.084915,103520.0,8.0
623891302,fasta,,,2017-04-05 06:05:43.306519,slurm_normal,1491375470.0,0,1.0,main_w4_handler0,3059395,15491705,False,,9619592.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29076426}]","[{'src': 'hda', 'id': 29076407}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37119212,1491372345.0,ok,1023996.0,2694,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-05 07:27:25.828591,103439.0,3125.0
120528146,fasta,,,2017-04-12 08:35:17.678486,slurm_normal,1491987430.0,0,1.0,main_w3_handler0,3067928,15563527,False,,9687125.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29183772}]","[{'src': 'hda', 'id': 29177511}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37286907,1491986131.0,ok,1023996.0,747991272,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 09:04:26.605977,97888.0,1299.0
519,fasta,,,2017-04-05 13:04:01.313887,slurm_normal,1491397471.0,0,1.0,main_w4_handler0,3060393,15494375,False,,9622043.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29082505}]","[{'src': 'hda', 'id': 29082512}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37125539,1491397460.0,ok,1023996.0,2694,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-05 13:04:36.198638,103439.0,11.0
240286945,fasta,,,2017-04-05 14:05:52.247074,slurm_normal,1491403093.0,0,1.0,main_w4_handler1,3060219,15494877,False,,9622624.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29081081}]","[{'src': 'hda', 'id': 29083543}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37125539,1491401331.0,ok,1023996.0,1788,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-05 14:56:39.598437,103439.0,1762.0
6046423,fasta,,,2017-03-06 20:33:38.572289,slurm_normal,1488832434.0,0,1.0,main_w4_handler1,3009978,15223512,False,,9372064.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28640359}]","[{'src': 'hda', 'id': 28637204}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36465884,1488832423.0,ok,1023996.0,347,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-06 20:33:57.192850,99424.0,11.0
127716505,fasta,,,2017-04-05 15:42:26.779811,slurm_normal,1491409938.0,0,1.0,main_w3_handler0,3060219,15496108,False,,9623476.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29081081}]","[{'src': 'hda', 'id': 29085119}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37130358,1491407120.0,ok,1023996.0,1788,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-05 16:37:27.376506,103439.0,2818.0
352891307,fasta,,,2017-04-06 06:01:07.350064,slurm_normal,1491461796.0,0,1.0,main_w3_handler1,3060447,15502729,False,,9630012.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29083122}]","[{'src': 'hda', 'id': 29094212}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37148684,1491458489.0,ok,1023996.0,2694,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-06 07:03:45.801653,103439.0,3307.0
2540633,fasta,,,2017-03-14 18:34:10.698759,slurm_normal,1489516526.0,0,1.0,main_w3_handler1,743425,15294654,False,,9437526.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756119}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489516458.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 18:35:30.217646,17205.0,68.0
2370564,fasta,,,2017-03-14 18:34:11.632909,slurm_normal,1489516566.0,0,1.0,main_w3_handler1,743425,15294655,False,,9437535.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756120}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489516561.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 18:36:11.553985,17205.0,5.0
2383302,fasta,,,2017-03-14 18:34:12.518384,slurm_normal,1489516539.0,0,1.0,main_w3_handler1,743425,15294656,False,,9437530.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756121}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489516533.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 18:35:42.876130,17205.0,6.0
2245880,fasta,,,2017-03-14 18:34:15.137567,slurm_normal,1489516678.0,0,1.0,main_w3_handler1,743425,15294659,False,,9437537.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756125}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489516577.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 18:38:02.424122,17205.0,101.0
1964839,fasta,,,2017-03-14 18:34:09.370996,slurm_normal,1489516551.0,0,1.0,main_w3_handler0,743425,15294652,False,,9437531.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756117}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489516545.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 18:35:55.516763,17205.0,6.0
2588731,fasta,,,2017-03-14 18:34:10.109765,slurm_normal,1489517180.0,0,1.0,main_w4_handler1,743425,15294653,False,Job output deleted by user before job completed.,9437608.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28756153}]","[{'src': 'hda', 'id': 28756118}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36602102,1489517174.0,ok,1023996.0,158,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-14 19:04:51.319152,17205.0,6.0
305208988,fasta,,,2017-04-06 14:46:45.534917,slurm_normal,1491492171.0,0,1.0,main_w4_handler0,3060219,15508928,False,,9635708.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29081081}]","[{'src': 'hda', 'id': 29102136}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37158778,1491490290.0,ok,1023996.0,1788,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-06 15:47:19.998842,103439.0,1881.0
201538796,fasta,,,2017-04-06 14:46:44.721878,slurm_normal,1491491615.0,0,1.0,main_w4_handler1,3060219,15508927,False,,9635695.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29081081}]","[{'src': 'hda', 'id': 29102135}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37158778,1491490183.0,ok,1023996.0,1788,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-06 15:34:25.666913,103439.0,1432.0
40443965,fasta,,,2017-03-17 01:05:43.964798,slurm_normal,1489712755.0,0,1.0,main_w4_handler1,3035121,15319045,False,,9460285.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28797335}]","[{'src': 'hda', 'id': 28797327}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,36670643,1489712748.0,ok,1023996.0,69406214,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-17 01:05:57.287859,102242.0,7.0
127716505,fasta,,,2017-04-11 20:53:56.227463,slurm_normal,1491945122.0,0,1.0,main_w4_handler0,3060219,15559492,False,,9683222.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29176767}]","[{'src': 'hda', 'id': 29085119}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37276725,1491944053.0,ok,1023996.0,13670,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-11 21:12:45.259130,103439.0,1069.0
305208988,fasta,,,2017-04-11 20:56:26.820213,slurm_normal,1491946553.0,0,1.0,main_w4_handler1,3060219,15559512,False,,9683242.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29176821}]","[{'src': 'hda', 'id': 29102136}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37276725,1491944206.0,ok,1023996.0,13671,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-11 21:46:41.942320,103439.0,2347.0
2529658,fasta,,,2017-04-12 15:59:14.790244,slurm_normal,1492012797.0,0,1.0,main_w3_handler1,3068942,15566658,False,,9690327.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.0,0,no,,,,,0,8,kmer,32.0,,37265510,1492012779.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 16:00:00.714645,103902.0,18.0
2529658,fasta,,,2017-04-12 15:55:10.032563,slurm_normal,1492012556.0,0,1.0,main_w4_handler0,3068942,15566604,False,,9690266.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,37265510,1492012534.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 15:56:00.936360,103902.0,22.0
2529658,fasta,,,2017-04-12 16:05:01.564694,slurm_normal,1492013201.0,0,1.0,main_w4_handler1,3068942,15566729,False,,9690385.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.0,0,no,,,,,1,,suffix,32.0,,37265510,1492013124.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 16:06:46.374586,103902.0,77.0
2529658,fasta,,,2017-04-12 16:05:11.803138,slurm_normal,1492013138.0,0,1.0,main_w3_handler1,3068942,15566730,False,,9690386.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.0,0,no,,,,,2,,blast,32.0,,37265510,1492013132.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 16:05:40.042873,103902.0,6.0
2529658,fasta,,,2017-04-12 16:16:15.143553,slurm_normal,1492013809.0,0,1.0,main_w3_handler1,3068942,15566817,False,,9690451.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,1,,suffix,32.0,,37265510,1492013799.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-12 16:16:52.755771,103902.0,10.0
2529658,fasta,,,2017-04-13 15:29:59.748749,slurm_normal,1492097548.0,0,1.0,main_w3_handler0,3068942,15577466,False,,9700044.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.05,0,no,,,,,2,,blast,32.0,,37265510,1492097463.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-13 15:33:10.406267,103902.0,85.0
