candidate,candidate_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.align,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.candidate.values,parameters.candidate|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.reverse.__current_case__,parameters.reverse.flip,parameters.reverse.threshold,parameters.scoring.__current_case__,parameters.scoring.adjust,parameters.search.__current_case__,parameters.search.ksize,parameters.search.method,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
181425,fasta,2017-10-05 13:48:04.499335,slurm_normal,1507211341.0,0,,1.0,main_w4_handler1,3269248,17031349,False,,11087708.roundup,slurm,,132112168.0,corral-repl,,,"""blast""",1,history,"[{'src': 'hda', 'id': 31557170}]","[{'src': 'hda', 'id': 31567520}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,yes,0.5,1,no,0,12,kmer,32.0,,40904403.0,1507211302.0,ok,1023996.0,200694,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-05 13:49:14.997045,112385.0,39.0
181425,fasta,2017-10-05 18:31:31.049688,slurm_normal,1507228319.0,0,,1.0,main_w3_handler1,3269248,17033762,False,,11090366.roundup,slurm,,132112168.0,corral-repl,,,"""blast""",1,history,"[{'src': 'hda', 'id': 31557170}]","[{'src': 'hda', 'id': 31572298}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,yes,0.5,1,no,1,,suffix,32.0,,40904403.0,1507228306.0,ok,1023996.0,200694,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-05 18:32:13.037469,112385.0,13.0
4929859,fasta,2017-10-06 17:51:38.329114,slurm_normal,1507312396.0,0,,1.0,main_w4_handler0,3268793,17042493,False,,11099717.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31473080}]","[{'src': 'hda', 'id': 31575829}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,40817377.0,1507312326.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-06 17:53:33.535916,52013.0,70.0
55895509,fasta,2017-12-18 09:04:08.701256,slurm_normal,1513614036.0,0,,1.0,main_w4_handler0,3366828,17835296,False,,11909098,slurm,,132112168.0,corral-repl,,,"""blast""",1,history,"[{'src': 'hda', 'id': 32981576}]","[{'src': 'hda', 'id': 32945540}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,yes,0.5,1,no,0,12,kmer,32.0,,42677786.0,1513587857.0,ok,1023996.0,367,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-12-18 16:20:40.222689,118505.0,26179.0
1396229657,fasta,2017-10-09 06:51:29.432792,slurm_normal,1507607736.0,0,,1.0,main_w3_handler0,3235019,17053691,False,,11110648.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31607313}]","[{'src': 'hda', 'id': 31607221}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41153493.0,1507531909.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-10 03:55:39.085368,72172.0,75827.0
96794,fasta,2017-10-10 11:47:25.324642,slurm_normal,1507639411.0,0,,1.0,main_w3_handler1,3274975,17064162,False,,11122250.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31626923}]","[{'src': 'hda', 'id': 31626922}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41185909.0,1507639406.0,ok,1023996.0,6618,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-10 12:43:36.488394,113232.0,5.0
4929859,fasta,2017-10-10 20:50:07.211459,reserved_normal,1507668667.0,0,,1.0,main_w3_handler1,3280912,17070648,False,,11128328.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31618580}]","[{'src': 'hda', 'id': 31636163}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,40570174.0,1507668613.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-10 20:51:10.579871,5254.0,54.0
1396229657,fasta,2017-10-10 05:43:18.379685,slurm_normal,1507691567.0,0,,1.0,main_w4_handler0,3281167,17061173,False,,11118728.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31620996}]","[{'src': 'hda', 'id': 31621002}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41180060.0,1507614200.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-11 03:12:51.178702,72172.0,77367.0
538924243,fasta,2017-10-12 09:20:57.914950,slurm_normal,1507813528.0,0,,1.0,main_w4_handler1,3269217,17085075,False,,11141183.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31660501}]","[{'src': 'hda', 'id': 31583826}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,40906309.0,1507800069.0,ok,1023996.0,473068569,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-12 13:05:36.100734,20086.0,13459.0
288822772,fasta,2017-10-12 10:03:45.964378,slurm_normal,1507819033.0,0,,1.0,main_w3_handler1,3284269,17085416,False,,11141494.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31661083}]","[{'src': 'hda', 'id': 31660414}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41239052.0,1507802629.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-12 14:37:21.199550,113456.0,16404.0
158396874,fasta,2017-12-21 23:53:06.440980,slurm_normal,1513902713.0,0,,1.0,main_w4_handler1,3372510,17875512,False,,11948588,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33043987}]","[{'src': 'hda', 'id': 33045352}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,yes,0.5,1,no,0,8,kmer,32.0,,42809957.0,1513900398.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-12-22 00:32:04.827695,118990.0,2315.0
561650234,fasta,2017-10-13 06:00:57.968531,slurm_normal,1507907268.0,0,,1.0,main_w4_handler1,3285800,17092550,False,,11148836.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31672189}]","[{'src': 'hda', 'id': 31672184}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41261302.0,1507874478.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-13 15:07:59.182091,113456.0,32790.0
675554874,fasta,2017-10-13 07:36:58.883337,slurm_normal,1507919606.0,0,,1.0,main_w3_handler0,3285801,17092895,False,,11149271.roundup,slurm,,132112168.0,corral-repl,,"""48c46614afe911e7896c005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31673196}]","[{'src': 'hda', 'id': 31673212}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1507880630.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-13 18:33:29.240989,113456.0,38976.0
2907853,fasta,2017-10-16 05:43:17.681583,slurm_normal,1508132915.0,0,,1.0,main_w3_handler1,3288284,17107934,False,,11165091.roundup,slurm,,132112168.0,corral-repl,,"""e6a3c0b2b23411e7be9a005056ba55fb""","""needleman""",1,history,"[{'src': 'hda', 'id': 31698249}]","[{'src': 'hda', 'id': 31698284}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508132614.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 05:48:35.910254,113456.0,301.0
129127142,fasta,2017-10-16 08:23:08.059722,slurm_normal,1508143538.0,0,,1.0,main_w4_handler0,3288291,17109179,False,,11166352.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31699810}]","[{'src': 'hda', 'id': 31700431}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41309588.0,1508142193.0,ok,1023996.0,283293396,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 08:45:42.042440,113697.0,1345.0
23851130,fasta,2017-10-16 09:12:21.422257,slurm_normal,1508146915.0,0,,1.0,main_w3_handler1,3117007,17109789,False,,11166871.roundup,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31699813}]","[{'src': 'hda', 'id': 31697945}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41264426.0,1508145144.0,ok,1023996.0,1564812819,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 09:41:59.314345,103903.0,1771.0
36681733,fasta,2017-10-16 10:04:19.861378,slurm_normal,1508150447.0,0,,1.0,main_w4_handler0,3288650,17110595,False,,11167741.roundup,slurm,,132112168.0,corral-repl,,"""4b02ab9eb25911e7a671005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31701679}]","[{'src': 'hda', 'id': 31702638}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508148273.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 10:40:52.566326,113456.0,2174.0
36681733,fasta,2017-10-16 10:05:16.540661,slurm_normal,1508150546.0,0,,1.0,main_w3_handler0,3288650,17110606,False,,11167753.roundup,slurm,,132112168.0,corral-repl,,"""5b878840b25911e780fd005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31701679}]","[{'src': 'hda', 'id': 31702661}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508148336.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 10:42:28.540135,113456.0,2210.0
1269889,fasta,2017-10-16 20:38:18.389160,slurm_normal,1508186327.0,0,,1.0,main_w4_handler0,3281996,17116981,False,,11174319,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31716439}]","[{'src': 'hda', 'id': 31716132}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41193079.0,1508186303.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-16 20:38:49.893599,,24.0
162834133,fasta,2017-10-18 06:57:52.475307,slurm_normal,1508319060.0,0,,1.0,main_w4_handler0,3290359,17126481,False,,11183479,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 31730267}]","[{'src': 'hda', 'id': 31730392}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,41347650.0,1508309888.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 09:31:03.262521,113456.0,9172.0
144326882,fasta,2017-10-18 07:26:24.423347,slurm_normal,1508319705.0,0,,1.0,main_w4_handler1,3290392,17126891,False,,11183732,slurm,,132112168.0,corral-repl,,"""a25b8a8cb3d511e784a4005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31731107}]","[{'src': 'hda', 'id': 31731141}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508311652.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 09:41:52.683171,72172.0,8053.0
162834133,fasta,2017-10-18 09:47:42.684507,slurm_normal,1508329417.0,0,,1.0,main_w4_handler0,3290359,17129298,False,,11185876,slurm,,132112168.0,corral-repl,,"""8a6cb130b3d011e7b471005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31730267}]","[{'src': 'hda', 'id': 31734628}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508320130.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 12:23:53.775404,113456.0,9287.0
84152,fasta,2017-10-18 10:34:32.743119,slurm_normal,1508323098.0,0,,1.0,main_w4_handler0,3290680,17129808,False,,11186295,slurm,,132112168.0,corral-repl,,"""e53f5972b3ef11e7b0d4005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735104}]","[{'src': 'hda', 'id': 31735349}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508322948.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 10:38:28.098647,72172.0,150.0
2907853,fasta,2017-10-18 11:10:49.484797,slurm_normal,1508329511.0,0,,1.0,main_w3_handler1,3290726,17130028,False,,11187257,slurm,,132112168.0,corral-repl,,"""f98160ecb3f411e7a761005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735854}]","[{'src': 'hda', 'id': 31735879}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508329199.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 12:25:26.991742,72172.0,312.0
36681733,fasta,2017-10-18 11:01:51.519961,slurm_normal,1508326793.0,0,,1.0,main_w3_handler0,3290714,17129967,False,,11186537,slurm,,132112168.0,corral-repl,,"""b187f64eb3f311e7a400005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735507}]","[{'src': 'hda', 'id': 31735699}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508324561.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 11:39:56.552657,72172.0,2232.0
43240531,fasta,2017-10-18 11:20:10.654605,slurm_normal,1508329140.0,0,,1.0,main_w3_handler1,3290738,17130139,False,,11186770,slurm,,132112168.0,corral-repl,,"""46a276bcb3f611e79573005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31736119}]","[{'src': 'hda', 'id': 31736131}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508326483.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 12:19:07.982421,72172.0,2657.0
31428891,fasta,2017-10-18 11:00:25.867688,slurm_normal,1508326368.0,0,,1.0,main_w3_handler1,3290713,17129946,False,,11186513,slurm,,132112168.0,corral-repl,,"""84f910aeb3f311e7a7ee005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735515}]","[{'src': 'hda', 'id': 31735648}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508324465.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 11:32:50.875832,72172.0,1903.0
39437659,fasta,2017-10-18 11:09:50.980158,slurm_normal,1508327417.0,0,,1.0,main_w4_handler1,3290727,17130015,False,,11186587,slurm,,132112168.0,corral-repl,,"""d119ac0eb3f411e7b62c005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735837}]","[{'src': 'hda', 'id': 31735845}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508325048.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 11:50:34.261151,72172.0,2369.0
68312817,fasta,2017-10-18 10:53:42.007568,slurm_normal,1508328027.0,0,,1.0,main_w3_handler0,3290715,17129902,False,,11186488,slurm,,132112168.0,corral-repl,,"""8c7db592b3f211e78b96005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31735501}]","[{'src': 'hda', 'id': 31735569}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508324076.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 12:00:46.599074,72172.0,3951.0
42639759,fasta,2017-10-18 11:18:44.032015,slurm_normal,1508329954.0,0,,1.0,main_w3_handler0,3290737,17130120,False,,11186966,slurm,,132112168.0,corral-repl,,"""17c50198b3f611e7a306005056ba2773""","""needleman""",1,history,"[{'src': 'hda', 'id': 31736078}]","[{'src': 'hda', 'id': 31736081}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,,1,no,0,8,kmer,32.0,,,1508327446.0,ok,1023996.0,3658446741,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2017-10-18 12:32:36.964573,72172.0,2508.0
