create_time,destination_id,end_epoch,exit_code,fasta_in,fasta_in_filetype,galaxy_memory_mb,galaxy_slots,group_in,group_in_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.groupnames.__current_case__,parameters.groupnames.groups,parameters.groupnames.shared_in.values,parameters.groupnames.source,processor_count,runner_name,session_id,shared_in,shared_in_filetype,start_epoch,state,swaptotal,taxonomy_in,taxonomy_in_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-08 01:56:20.030779,slurm_normal,1510106239.0,0,35660565.0,fasta,,1.0,4370226.0,mothur.count_table,main_w3_handler0,3308920,17376186,False,,11436886,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,41628482,,,1510106228.0,ok,1023996.0,8004536.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-11-08 01:57:27.167262,110821.0,11.0
2017-11-17 06:26:52.948432,slurm_normal,1510900023.0,0,7323757.0,fasta,,1.0,653433.0,mothur.count_table,main_w4_handler1,3318340,17489126,False,,11547377,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,41242785,,,1510900018.0,ok,1023996.0,2044059.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-11-17 06:27:05.728824,113500.0,5.0
2017-11-18 13:17:24.812247,slurm_normal,1511011063.0,0,1101918.0,fasta,,1.0,227553.0,mothur.count_table,main_w4_handler0,3329759,17502236,False,,11562375,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,42083511,,,1511011058.0,ok,1023996.0,383945.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-11-18 13:17:51.413038,113498.0,5.0
2018-03-06 13:22:14.388795,slurm_normal,1520342548.0,0,1101918.0,fasta,7680.0,1.0,227553.0,mothur.count_table,main_w3_handler1,3443094,18623559,False,,12719907,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44368180,,,1520342544.0,ok,1023996.0,383851.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-03-06 13:22:31.171145,122824.0,4.0
2018-01-12 17:15:17.949757,slurm_normal,1515777334.0,0,1101918.0,fasta,,1.0,227553.0,mothur.count_table,main_w3_handler1,3390534,18019024,False,,12096342,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,43165624,,,1515777323.0,ok,1023996.0,383816.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-01-12 17:15:36.168222,119655.0,11.0
2018-01-12 21:27:29.327901,slurm_normal,1515792462.0,0,6761491.0,fasta,,1.0,1162789.0,mothur.count_table,main_w4_handler0,3390748,18022287,False,,12099598,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,43135597,,,1515792456.0,ok,1023996.0,2011511.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-01-12 21:27:45.233970,113659.0,6.0
2017-11-28 03:34:53.548626,slurm_normal,1511840104.0,0,1101918.0,fasta,,1.0,227833.0,mothur.count_table,main_w4_handler1,3307154,17613382,False,,11674142,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,42295298,,,1511840100.0,ok,1023996.0,383945.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-11-28 03:35:06.977091,114886.0,4.0
2017-12-03 01:34:17.208425,slurm_normal,1512264877.0,0,1101918.0,fasta,,1.0,227553.0,mothur.count_table,main_w4_handler0,3350100,17678646,False,,11741325,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,42410454,,,1512264869.0,ok,1023996.0,383786.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-12-03 01:34:39.418782,117849.0,8.0
2018-01-17 14:39:11.791597,slurm_normal,1516199962.0,0,1101918.0,fasta,,1.0,227553.0,mothur.count_table,main_w3_handler1,3395242,18060757,False,,12138730,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,43244112,,,1516199958.0,ok,1023996.0,383867.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-01-17 14:39:26.429716,120071.0,4.0
2018-03-07 04:20:35.605338,slurm_normal,1520396463.0,0,2885.0,fasta,7680.0,1.0,809.0,mothur.count_table,main_w3_handler1,3454614,18634124,False,,12730549,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44392393,,,1520396448.0,ok,1023996.0,1711.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-03-07 04:21:07.643736,,15.0
2017-12-13 13:46:22.473877,slurm_normal,1513172805.0,0,16710177.0,fasta,,1.0,2139003.0,mothur.count_table,main_w4_handler0,3364120,17796829,False,,11866039,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,42631708,,,1513172796.0,ok,1023996.0,3967022.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2017-12-13 13:46:47.674525,111190.0,9.0
2018-03-07 14:49:57.904491,slurm_normal,1520434256.0,0,1101918.0,fasta,7680.0,1.0,227553.0,mothur.count_table,main_w3_handler0,3454884,18640850,False,,12736613,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44061551,,,1520434249.0,ok,1023996.0,383663.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-03-07 14:51:01.468592,121507.0,7.0
2018-03-08 20:30:11.185182,slurm_normal,1520541034.0,0,1101918.0,fasta,7680.0,1.0,227553.0,mothur.count_table,main_w3_handler0,3456070,18662958,False,,12759077,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44477736,,,1520541028.0,ok,1023996.0,383837.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-03-08 20:30:37.569943,83708.0,6.0
2018-03-10 01:16:58.131530,slurm_normal,1520644631.0,0,1101918.0,fasta,7680.0,1.0,227553.0,mothur.count_table,main_w4_handler1,3456070,18678733,False,,12775108,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44525226,,,1520644627.0,ok,1023996.0,383837.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-03-10 01:17:14.862300,83708.0,4.0
2018-02-22 04:35:52.235077,slurm_normal,1519274168.0,0,6879777.0,fasta,7680.0,1.0,1169170.0,mothur.count_table,main_w4_handler0,3396038,18478153,False,,12572588,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44080380,,,1519274161.0,ok,1023996.0,2023776.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-02-22 04:36:11.173752,119338.0,7.0
2018-02-22 04:32:35.788172,slurm_normal,1519273971.0,0,,,7680.0,1.0,1169170.0,mothur.count_table,main_w3_handler0,3396038,18478121,False,,12572546,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,44080380,,,1519273966.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-02-22 04:32:54.647925,119338.0,5.0
2018-02-22 11:21:13.483968,slurm_normal,1519298494.0,0,1101918.0,fasta,7680.0,1.0,227553.0,mothur.count_table,main_w3_handler0,3437028,18481402,False,,12576312,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,32.0,,43942353,,,1519298490.0,ok,1023996.0,383890.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.36.1.0,1.36.1.0,,2018-02-22 11:21:37.650735,122064.0,4.0
