bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput,parameters.bamInput.values,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
122385598,bam,,,2018-02-05 14:37:17.142457,slurm_multi,1517848209.0,0,,6.0,main_w4_handler2,3339630,18258513,False,,12341099,slurm,,132112168.0,corral-repl,,0.0,no,"""09ac05ec0a8211e8a923005056ba2773""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 33675295}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1517846655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-05 16:30:12.026192,81608.0,1554.0
122385598,bam,,,2018-02-05 14:37:17.779033,slurm_multi,1517850969.0,0,,6.0,main_w3_handler2,3339630,18258514,False,,12341588,slurm,,132112168.0,corral-repl,,0.0,no,"""09ac05ec0a8211e8a923005056ba2773""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 33675295}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1517849604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-05 17:16:21.788602,81608.0,1365.0
8105589,bam,,,2018-02-05 14:37:19.559853,slurm_multi,1517853315.0,0,,6.0,main_w3_handler2,3339630,18258517,False,,12341847,slurm,,132111800.0,corral-repl,,0.0,no,"""09ac05ec0a8211e8a923005056ba2773""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 33675296}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1517852049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-05 17:55:21.696057,81608.0,1266.0
154098829,bam,,,2018-02-27 13:58:58.688820,slurm_multi,1519741870.0,0,30720.0,6.0,main_w4_handler2,3339630,18535371,False,,12631961,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095717}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519740165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 14:31:22.029314,81608.0,1705.0
154098829,bam,,,2018-02-27 13:58:57.948605,slurm_multi,1519741977.0,0,30720.0,6.0,main_w4_handler2,3339630,18535370,False,,12631958,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095717}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519740157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 14:32:58.669161,81608.0,1820.0
203853533,bam,,,2018-02-27 13:59:01.656410,slurm_multi,1519743255.0,0,30720.0,6.0,main_w3_handler2,3339630,18535375,False,,12632320,slurm,,132111800.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095718}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519741981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 14:54:17.369518,81608.0,1274.0
122385989,bam,,,2018-02-27 13:59:03.315394,slurm_multi,1519745561.0,0,30720.0,6.0,main_w3_handler2,3339630,18535378,False,,12632742,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095719}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519744178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 15:32:54.252132,81608.0,1383.0
203853533,bam,,,2018-02-27 13:59:00.980452,slurm_multi,1519742997.0,0,30720.0,6.0,main_w3_handler2,3339630,18535373,False,,12632302,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095718}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519741893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 14:50:08.724464,81608.0,1104.0
8104525,bam,,,2018-02-27 13:59:05.391514,slurm_multi,1519744163.0,0,30720.0,6.0,main_w4_handler2,3339630,18535381,False,,12632493,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095720}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519743022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 15:09:34.472157,81608.0,1141.0
8104525,bam,,,2018-02-27 13:59:06.243049,slurm_multi,1519744325.0,0,30720.0,6.0,main_w4_handler2,3339630,18535382,False,,12632531,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095720}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519743264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 15:12:16.448545,81608.0,1061.0
122385989,bam,,,2018-02-27 13:59:03.877154,slurm_multi,1519745509.0,0,30720.0,6.0,main_w3_handler2,3339630,18535379,False,,12632758,slurm,,132112168.0,corral-repl,,0.0,no,"""547f06821bc611e8ab5a005056ba55fb""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 34095719}]","""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,,1519744342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2018-02-27 15:31:55.940012,81608.0,1167.0
898439093,bam,,,2016-04-26 08:14:31.250534,slurm_normal,1461659101.0,0,,1.0,main_w2_handler0,2532549,12620081,False,,6823155.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575dc6d0014a69b68'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,25.0,1x,32.0,,29625283.0,1461658482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 08:25:04.761627,75014.0,619.0
898439093,bam,,,2016-04-26 08:33:08.559333,slurm_normal,1461660231.0,0,,1.0,main_w1_handler2,2532549,12620171,False,,6823356.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575dc6d0014a69b68'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",0,,,,25.0,rpkm,32.0,,29625283.0,1461659598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 08:43:53.260437,75014.0,633.0
898439093,bam,,,2016-04-26 09:11:17.513675,slurm_normal,1461662766.0,0,,1.0,main_w2_handler0,2532549,12620387,False,,6823722.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575dc6d0014a69b68'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,25.0,1x,32.0,,29625283.0,1461661889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 09:26:09.797053,75014.0,877.0
2019995887,bam,,,2016-04-26 09:59:28.791585,slurm_normal,1461665915.0,0,,1.0,main_w2_handler0,2673643,12621279,False,,6824214.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b969bc3a3359ccd'}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29681263.0,1461664783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 10:18:38.302126,82007.0,1132.0
898439093,bam,,,2016-04-26 09:35:57.107817,slurm_normal,1461664103.0,0,,1.0,main_w1_handler1,2532549,12620752,False,,6824077.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575dc6d0014a69b68'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,,25.0,rpkm,32.0,,29625283.0,1461663374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 09:48:24.021902,75014.0,729.0
1998484582,bam,,,2016-04-26 10:12:18.880586,slurm_normal,1461666724.0,0,,1.0,main_w2_handler0,2673643,12621336,False,,6824329.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b589269a8b975e3f9f'}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29681263.0,1461665554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 10:32:08.188671,82007.0,1170.0
2309926659,bam,,,2016-04-26 09:20:15.896278,slurm_normal,1461667293.0,0,,1.0,main_w1_handler0,2681904,12620446,False,,6823847.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd829d878764dbee'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29565737.0,1461662427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 10:41:36.184231,69385.0,4866.0
1203128118,bam,,,2016-04-26 10:17:10.145599,slurm_normal,1461669832.0,0,,1.0,main_w1_handler1,2683744,12621677,False,,6824414.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580200c0aeabb9dc4'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29565737.0,1461665844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 11:23:55.050904,69385.0,3988.0
1688621285,bam,,,2016-04-26 10:17:26.429440,slurm_normal,1461670308.0,0,,1.0,main_w1_handler2,2683744,12621711,False,,6824421.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5daca23a44ecf126b'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29565737.0,1461665861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 11:31:51.131779,69385.0,4447.0
377020522,bam,,,2016-04-26 18:07:57.164050,slurm_normal,1461694362.0,0,,1.0,main_w2_handler1,2185573,12625941,False,,6829650.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e34febc4f3371e2'}]","""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,0.0,150000000,specific,1.28113,1x,32.0,,29541402.0,1461694093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 18:12:48.535634,28313.0,269.0
929069061,bam,,,2016-04-26 18:07:22.047962,slurm_normal,1461694730.0,0,,1.0,main_w1_handler0,2185573,12625937,False,,6829644.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e95d215bbbc26fe6'}]","""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,0.0,150000000,specific,0.501215,1x,32.0,,29541402.0,1461694056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 18:18:52.662269,28313.0,674.0
