create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.maxrepeat,parameters.out_format1,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-04 16:55:52.476450,rodeo_normal,1415122091.0,0.0,1.0,main_w1_handler1,2107097,8100873,False,,5000001,fasta,123660.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17426147,,,"""600""","""table""","""20""",1.0,,18257610,1415122088.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-11-04 17:28:18.402544,,3.0
2015-01-12 16:37:15.811748,rodeo_normal,1421080665.0,0.0,1.0,main_w2_handler1,2147523,8533540,False,,8870163,fasta,747811.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18187505,,,"""600""","""table""","""20""",2.0,,20036224,1421080661.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-01-12 16:37:48.872486,57405.0,4.0
2014-11-10 21:57:47.891856,rodeo_normal,1415656711.0,0.0,1.0,main_w1_handler0,1908687,8138730,False,,278541,fasta,1976823.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17484839,,,"""600""","""table""","""20""",32.0,,17192791,1415656677.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-11-10 21:58:34.586506,11898.0,34.0
2014-10-15 16:15:34.216832,rodeo_normal,1413389760.0,0.0,1.0,main_w1_handler1,2086663,7986936,False,,86619,fasta,27039.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",17239135,,,"""600""","""table""","""20""",2.0,,17624559,1413389756.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-10-15 16:16:03.273226,,4.0
2014-11-20 13:26:29.667926,rodeo_normal,1416490001.0,0.0,1.0,main_w2_handler1,2078923,8210492,False,,1171154867,fasta,2065548.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17618766,,,"""300""","""table""","""20""",32.0,,17135010,1416489999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-11-20 13:26:45.082251,53343.0,2.0
2015-02-03 19:27:38.414735,rodeo_normal,1422991690.0,0.0,1.0,main_w2_handler1,2193889,8658553,False,,1106977,fasta,2634236.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""gff""","""20""",32.0,,20932200,1422991684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 19:28:12.623150,59065.0,6.0
2014-12-09 13:34:06.883994,rodeo_normal,1418132057.0,0.0,1.0,main_w2_handler0,342188,8380040,False,,507047061,fasta,511837.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17877148,,,"""600""","""table""","""20""",2.0,,19970701,1418132054.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-12-09 13:34:21.077683,4715.0,3.0
2015-02-03 18:35:02.114851,rodeo_normal,1422988521.0,0.0,1.0,main_w2_handler1,2193889,8658084,False,,12310405,fasta,2633404.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18399758,,,"""600""","""motif""","""20""",32.0,,20932200,1422988517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 18:35:24.395095,59065.0,4.0
2015-02-03 00:51:29.645221,rodeo_normal,1422924707.0,0.0,1.0,main_w1_handler0,2192576,8653977,False,,12310405,fasta,2625545.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""",18389441,,,"""600""","""table""","""20""",32.0,,20943037,1422924704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 00:51:49.339874,59065.0,3.0
2015-02-03 00:55:40.953383,rodeo_normal,1422924971.0,0.0,1.0,main_w1_handler0,2192576,8653991,False,,12310405,fasta,2625565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""",18389441,,,"""600""","""gff""","""20""",32.0,,20943037,1422924969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 00:56:14.864169,59065.0,2.0
2015-02-03 00:45:05.862726,rodeo_normal,1422924329.0,0.0,1.0,main_w1_handler1,2192576,8653964,False,,12310405,fasta,2625515.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""",18389441,,,"""600""","""table""","""20""",32.0,,20943037,1422924325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 00:45:31.679356,59065.0,4.0
2015-02-03 19:05:21.067898,rodeo_normal,1422990357.0,0.0,1.0,main_w2_handler0,2193889,8658432,False,,585211,fasta,2633950.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401568,,,"""600""","""regions""","""20""",32.0,,20932200,1422990345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 19:06:01.062882,59065.0,12.0
2015-02-03 19:08:05.184967,rodeo_normal,1422990504.0,0.0,1.0,main_w2_handler1,2193889,8658442,False,,585211,fasta,2633984.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401568,,,"""600""","""motif""","""20""",32.0,,20932200,1422990500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 19:08:27.257084,59065.0,4.0
2015-02-03 19:15:23.148913,rodeo_normal,1422990947.0,0.0,1.0,main_w2_handler1,2193889,8658473,False,,1106977,fasta,2634051.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""motif""","""20""",32.0,,20932200,1422990941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 19:15:51.487352,59065.0,6.0
2015-02-04 18:01:08.484232,rodeo_normal,1423072946.0,0.0,1.0,main_w1_handler0,2195360,8664384,False,,824897,fasta,2645063.roundup,slurm,,132112168.0,corral-repl,,"""cb263702ac9711e48d62005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411763,,,"""600""","""motif""","""20""",32.0,,21012920,1423072942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 18:02:28.980564,59065.0,4.0
2015-02-04 18:00:44.761691,rodeo_normal,1423074151.0,0.0,1.0,main_w1_handler1,2195359,8664380,False,,233602,fasta,2645190.roundup,slurm,,132112168.0,corral-repl,,"""bce8c51aac9711e48908005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411762,,,"""600""","""motif""","""20""",32.0,,21012920,1423074148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 18:22:39.220784,59065.0,3.0
2015-02-04 18:35:05.441534,rodeo_normal,1423074925.0,0.0,1.0,main_w2_handler0,2195422,8664550,False,,321241,fasta,2645391.roundup,slurm,,132112168.0,corral-repl,,"""8931660aac9c11e4b6b3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411764,,,"""600""","""motif""","""20""",32.0,,21012920,1423074922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 18:35:29.392482,59065.0,3.0
2015-02-04 18:35:31.278673,rodeo_normal,1423074958.0,0.0,1.0,main_w2_handler1,2195423,8664557,False,,1553915,fasta,2645397.roundup,slurm,,132112168.0,corral-repl,,"""9888b252ac9c11e4b6b3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411766,,,"""600""","""motif""","""20""",32.0,,21012920,1423074951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 18:35:59.717091,59065.0,7.0
2015-02-04 18:35:59.862822,rodeo_normal,1423075000.0,0.0,1.0,main_w2_handler1,2195425,8664562,False,,585211,fasta,2645409.roundup,slurm,,132112168.0,corral-repl,,"""a982dd12ac9c11e48908005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411770,,,"""600""","""motif""","""20""",32.0,,21012920,1423074995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 18:36:42.567414,59065.0,5.0
2015-02-04 19:01:39.978250,rodeo_normal,1423076522.0,0.0,1.0,main_w1_handler0,2195456,8664729,False,,183044,fasta,2645745.roundup,slurm,,132112168.0,corral-repl,,"""3f8a0058aca011e4ba88005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18414108,,,"""600""","""motif""","""20""",32.0,,21012920,1423076519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 19:02:05.251943,59065.0,3.0
2015-02-03 21:12:58.996304,rodeo_normal,1422998011.0,0.0,1.0,main_w2_handler1,2193889,8659401,False,,1106977,fasta,2635807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""table""","""20""",32.0,,20932200,1422998004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:13:35.993079,59065.0,7.0
2015-02-03 21:12:52.029179,rodeo_normal,1422998016.0,0.0,1.0,main_w2_handler1,2193889,8659397,False,,585211,fasta,2635801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401568,,,"""600""","""table""","""20""",32.0,,20932200,1422997992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:13:39.041406,59065.0,24.0
