create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.outgroup,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-19 15:36:53.019069,slurm_normal,1495208271.0,0,1.0,main_w3_handler1,2083280,15891301,False,,57618919,maf,9991085.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29690567}]","""rheMac3""",32.0,,37712844,1495208241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:37:54.179956,40052,30.0
2017-05-19 15:36:52.508951,slurm_normal,1495208289.0,0,1.0,main_w4_handler0,2083280,15891298,False,,30698924,maf,9991089.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29649256}]","""rheMac3""",32.0,,37712844,1495208271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:38:10.507903,40052,18.0
2017-05-19 15:36:52.876314,slurm_normal,1495208263.0,0,1.0,main_w3_handler1,2083280,15891300,False,,58305343,maf,9991083.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29690565}]","""rheMac3""",32.0,,37712844,1495208232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:37:45.533692,40052,31.0
2017-05-19 15:36:52.136276,slurm_normal,1495208256.0,0,1.0,main_w4_handler0,2083280,15891296,False,,49850168,maf,9991082.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29649253}]","""rheMac3""",32.0,,37712844,1495208229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:37:39.965103,40052,27.0
2017-05-19 15:36:52.312572,slurm_normal,1495208260.0,0,1.0,main_w3_handler0,2083280,15891297,False,,41119552,maf,9991084.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29649255}]","""rheMac3""",32.0,,37712844,1495208235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:37:42.067196,40052,25.0
2017-05-19 15:36:51.934076,slurm_normal,1495208237.0,0,1.0,main_w4_handler0,2083280,15891295,False,,8024346,maf,9991081.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29649252}]","""rheMac3""",32.0,,37712844,1495208229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:37:18.847036,40052,8.0
2017-05-19 15:36:52.677962,slurm_normal,1495208284.0,0,1.0,main_w3_handler0,2083280,15891299,False,,28088719,maf,9991088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29649257}]","""rheMac3""",32.0,,37712844,1495208268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-19 15:38:06.831038,40052,16.0
2017-08-01 23:25:26.752112,slurm_normal,1501630165.0,0,1.0,main_w4_handler1,2083280,16482384,False,,529085750,maf,10551318.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30717910}]","""rheMac3""",32.0,,39642592,1501629935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-01 23:29:28.990113,40052,230.0
2017-08-02 12:29:15.303922,slurm_normal,1501677072.0,0,1.0,main_w3_handler1,2083280,16487479,False,,260559411,maf,10556686.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30721052}]","""rheMac3""",32.0,,39642592,1501676961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-02 12:31:13.983580,40052,111.0
2017-08-02 12:29:15.580044,slurm_normal,1501677080.0,0,1.0,main_w4_handler1,2083280,16487480,False,,268526355,maf,10556687.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30721053}]","""rheMac3""",32.0,,39642592,1501676961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-02 12:31:21.551674,40052,119.0
2017-08-04 03:44:28.618769,slurm_normal,1501818294.0,0,1.0,main_w4_handler1,2083280,16504928,False,,26697419,maf,10574718.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30757529}]","""rheMac3""",32.0,,39642592,1501818279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-04 03:44:55.176583,40052,15.0
2017-08-04 03:44:29.025119,slurm_normal,1501818294.0,0,1.0,main_w4_handler0,2083280,16504929,False,,26375131,maf,10574719.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30757530}]","""rheMac3""",32.0,,39642592,1501818279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-04 03:44:56.009479,40052,15.0
2017-08-04 21:49:32.803018,slurm_normal,1501883662.0,0,1.0,main_w3_handler0,2083280,16507810,False,,657318429,maf,10577738.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30758615}]","""rheMac3""",32.0,,39642592,1501883383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-08-04 21:54:25.360720,40052,279.0
2017-09-17 04:05:27.175675,slurm_normal,1505621175.0,0,1.0,main_w3_handler1,2541041,16846367,False,,854687134,maf,10913231.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31278526}]","""anoCar2""",32.0,,39593583,1505621158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-09-17 04:07:33.365648,64327,17.0
2017-09-17 04:03:14.233431,slurm_normal,1505621018.0,0,1.0,main_w4_handler0,2541041,16846364,False,,854687134,maf,10913226.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31278526}]","""gekJap1""",32.0,,39593583,1505621000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-09-17 04:03:40.814762,64327,18.0
