bams,bams1,bams10,bams10_filetype,bams11,bams11_filetype,bams12,bams12_filetype,bams1_filetype,bams2,bams2_filetype,bams3,bams3_filetype,bams4,bams4_filetype,bams5,bams5_filetype,bams6,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams9,bams9_filetype,bams_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bams,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
543280679,543280679,1035542961.0,bam,986624315.0,bam,630310684.0,bam,bam,343145717.0,bam,606447606.0,bam,734187492.0,bam,735440494.0,bam,769562211.0,bam,797587809.0,bam,894537610.0,bam,953441476.0,bam,bam,2016-03-10 16:58:58.949520,slurm_normal,1457629985.0,0,1.0,main_w1_handler1,1240673,12097603,False,,5670,bed,6321922.roundup,slurm,,132112168.0,corral-repl,,"""23645805,23645806,23645808,23645809,23645810,23645811,23645812,23645813,23645814,23645815,23645816,23645817""",,"""/galaxy-repl/localdata/chrom/baciSubt.len""","""baciSubt""","""False""","""False""",23782302,,"""1e-09""","""False""","""0""","""False""","""False""","""-s""",32.0,,28760051,1457629339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-10 17:13:11.432918,29328,646.0
543280679,543280679,1035542961.0,bam,986624315.0,bam,630310684.0,bam,bam,343145717.0,bam,606447606.0,bam,734187492.0,bam,735440494.0,bam,769562211.0,bam,797587809.0,bam,894537610.0,bam,953441476.0,bam,bam,2016-03-10 16:59:16.790888,slurm_normal,1457630299.0,0,1.0,main_w1_handler1,1240673,12097637,False,,5670,bed,6321950.roundup,slurm,,132112168.0,corral-repl,,"""23645805,23645806,23645808,23645809,23645810,23645811,23645812,23645813,23645814,23645815,23645816,23645817""",,"""/galaxy-repl/localdata/chrom/baciSubt.len""","""baciSubt""","""False""","""False""",23782302,,"""1e-09""","""False""","""0""","""False""","""False""","""-S""",32.0,,28760051,1457629601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-10 17:18:27.985021,29328,698.0
1871664872,1871664872,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:22:02.851538,slurm_normal,1454397799.0,0,1.0,main_w1_handler1,2572523,11669051,False,,94839,bed,5928943.roundup,slurm,,132112168.0,corral-repl,,"""22991918""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129373,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:23:22.587014,58746,27.0
2273413200,2273413200,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:20:21.243903,slurm_normal,1454397691.0,0,1.0,main_w2_handler1,2572523,11669040,False,,363590,bed,5928920.roundup,slurm,,132112168.0,corral-repl,,"""22991915""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129374,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:21:38.052440,58746,57.0
2143311142,2143311142,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:21:09.156018,slurm_normal,1454397772.0,0,1.0,main_w1_handler0,2572523,11669048,False,,363590,bed,5928933.roundup,slurm,,132112168.0,corral-repl,,"""22991919""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129374,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:22:57.244310,58746,60.0
2273413200,2273413200,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:21:29.997145,slurm_normal,1454397772.0,0,1.0,main_w1_handler2,2572523,11669049,False,,94839,bed,5928941.roundup,slurm,,132112168.0,corral-repl,,"""22991915""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129373,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:22:56.043227,58746,20.0
1871664872,1871664872,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:20:56.466708,slurm_normal,1454397737.0,0,1.0,main_w1_handler2,2572523,11669044,False,,363590,bed,5928929.roundup,slurm,,132112168.0,corral-repl,,"""22991918""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129374,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:22:21.613995,58746,54.0
2143311142,2143311142,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:22:28.938689,slurm_normal,1454397808.0,0,1.0,main_w2_handler0,2572523,11669053,False,,94839,bed,5928945.roundup,slurm,,132112168.0,corral-repl,,"""22991919""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129373,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:23:32.770703,58746,17.0
2072793008,2072793008,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:20:43.311916,slurm_normal,1454397719.0,0,1.0,main_w2_handler1,2572523,11669042,False,,363590,bed,5928924.roundup,slurm,,132112168.0,corral-repl,,"""22991917""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129374,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:22:04.305594,58746,54.0
2072793008,2072793008,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-02 07:21:43.762149,slurm_normal,1454397759.0,0,1.0,main_w2_handler0,2572523,11669050,False,,94839,bed,5928938.roundup,slurm,,132112168.0,corral-repl,,"""22991917""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23129373,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27046303,1454397731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-02 07:22:46.031508,58746,28.0
2974502903,2974502903,,,,,,,bam,2870347245.0,bam,3168084976.0,bam,3310838379.0,bam,2151891295.0,bam,,,,,,,,,bam,2016-02-03 17:21:49.569555,slurm_normal,1454536946.0,0,1.0,main_w2_handler0,2538207,11703367,False,,119133440,bed,5958523.roundup,slurm,,132112168.0,corral-repl,,"""22978775,22978776,22978777,22978779,22991679""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23171122,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1454520276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-03 22:02:34.487252,6515,16670.0
2037419510,2037419510,,,,,,,bam,667561807.0,bam,2151891295.0,bam,2231631046.0,bam,,,,,,,,,,,bam,2016-02-03 23:22:02.202817,slurm_normal,1454550431.0,0,1.0,main_w1_handler1,2538207,11705970,False,,119133440,bed,5962600.roundup,slurm,,132112168.0,corral-repl,,"""22986074,22990225,22991679,22995252""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23171122,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1454541750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-04 01:47:13.562179,6515,8681.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-04 18:19:06.637649,slurm_normal,1454625926.0,0,1.0,main_w1_handler2,2538207,11712295,False,,119133440,bed,5970065.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23171122,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1454609982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-04 22:45:34.345909,6515,15944.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-08 18:21:49.366589,slurm_normal,1454957389.0,0,1.0,main_w1_handler0,2538207,11751898,False,,15101098,bed,6006733.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23242641,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,26962990,1454955813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-08 18:49:52.883934,6515,1576.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-08 18:52:09.346447,slurm_normal,1454959482.0,0,1.0,main_w2_handler1,2538207,11752103,False,,13266297,bed,6007107.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23242945,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,26962990,1454957682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-08 19:24:53.653818,6515,1800.0
2974502903,2974502903,,,,,,,bam,2870347245.0,bam,3168084976.0,bam,3310838379.0,bam,,,,,,,,,,,bam,2016-01-19 18:14:44.600372,slurm_normal,1453233122.0,0,1.0,main_w1_handler2,2497258,11551819,False,,51268653,bed,5816317.roundup,slurm,,132112168.0,corral-repl,,"""22873406,22919145,22919147,22919148""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",22963605,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1453227401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-19 19:52:09.645311,6515,5721.0
1457615884,1457615884,,,,,,,bam,1225446897.0,bam,1347359421.0,bam,1440534302.0,bam,,,,,,,,,,,bam,2016-01-20 01:03:39.395227,slurm_normal,1453256967.0,0,1.0,main_w2_handler0,2538207,11554119,False,,63421233,bed,5820691.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966091,22966092,22966098""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",22966089,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1453251832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-20 02:29:30.872534,6515,5135.0
2974502903,2974502903,,,,,,,bam,2870347245.0,bam,3168084976.0,bam,3310838379.0,bam,,,,,,,,,,,bam,2016-01-20 17:52:19.681701,slurm_normal,1453312496.0,0,1.0,main_w1_handler2,2538207,11563946,False,,776,bed,5829387.roundup,slurm,,132112168.0,corral-repl,,"""22978775,22978776,22978777,22978779""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",22980736,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1453312404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-20 17:54:58.154787,6515,92.0
2974502903,2974502903,,,,,,,bam,2870347245.0,bam,3168084976.0,bam,3310838379.0,bam,,,,,,,,,,,bam,2016-01-22 02:00:39.034321,slurm_normal,1453440879.0,0,1.0,main_w1_handler0,2538207,11576746,False,,234337861,bed,5842361.roundup,slurm,,132112168.0,corral-repl,,"""22978775,22978776,22978777,22978779""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23000221,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1453428055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-22 05:34:41.172983,6515,12824.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-01-22 14:45:53.065658,slurm_normal,1453474137.0,0,1.0,main_w2_handler0,2538207,11580994,False,,48941,bed,5846652.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23007398,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1453473966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-22 14:49:04.105537,6515,171.0
2974502903,2974502903,,,,,,,bam,2870347245.0,bam,3168084976.0,bam,3310838379.0,bam,,,,,,,,,,,bam,2016-01-22 15:59:54.693462,slurm_normal,1453497633.0,0,1.0,main_w1_handler1,2538207,11581419,False,,234337861,bed,5847030.roundup,slurm,,132112168.0,corral-repl,,"""22978775,22978776,22978777,22978779""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23000221,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1453479036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-22 21:20:41.871360,6515,18597.0
2037419510,2037419510,,,,,,,bam,667561807.0,bam,2151891295.0,bam,2231631046.0,bam,,,,,,,,,,,bam,2016-01-23 15:37:14.795751,slurm_normal,1453563471.0,0,1.0,main_w2_handler1,2538207,11586064,False,,90989,bed,5851632.roundup,slurm,,132112168.0,corral-repl,,"""22986074,22990225,22991679,22995252""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23012807,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1453563448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-01-23 15:37:58.926521,6515,23.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-11 19:52:32.879167,slurm_normal,1455235017.0,0,1.0,main_w1_handler1,2538207,11794523,False,,119133440,bed,6048120.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23300748,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1455220383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-11 23:57:01.785581,6515,14634.0
957680079,957680079,,,,,,,bam,539328819.0,bam,655512093.0,bam,491132802.0,bam,,,,,,,,,,,bam,2016-02-10 22:31:14.102670,slurm_normal,1455145379.0,0,1.0,main_w1_handler2,2574042,11783039,False,,6305360,bed,6037405.roundup,slurm,,132112168.0,corral-repl,,"""23287748,23287749,23287750,23287752""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",22999095,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,26962990,1455143494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-10 23:03:05.066441,6515,1885.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-11 23:04:09.695945,slurm_normal,1455247239.0,0,1.0,main_w1_handler0,2538207,11796191,False,,162882435,bed,6050973.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23305057,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,26962990,1455232039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-12 03:20:43.581310,6515,15200.0
1813292767,1813292767,,,,,,,bam,3002488383.0,bam,1913371861.0,bam,1735725545.0,bam,,,,,,,,,,,bam,2016-03-12 05:11:16.870999,slurm_normal,1457779765.0,0,1.0,main_w1_handler0,2629533,12112653,False,,119133440,bed,6336121.roundup,slurm,,132112168.0,corral-repl,,"""23788940,23799059,23801929,23804012""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23806352,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,28866982,1457759620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-12 10:49:27.823188,6515,20145.0
27063,27063,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-11 15:13:51.703910,slurm_normal,1455203693.0,0,1.0,main_w2_handler1,2576937,11792499,False,,1604,bed,6044831.roundup,slurm,,132112168.0,corral-repl,,"""23270215""",,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""True""","""False""",23299404,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27719218,1455203688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-11 15:15:18.224334,77378,5.0
2231631046,2231631046,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-11 16:39:23.669967,slurm_normal,1455211854.0,0,1.0,main_w1_handler2,2538207,11793192,False,,119133440,bed,6045915.roundup,slurm,,132112168.0,corral-repl,,"""23300654""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23300748,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,26962990,1455208854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-11 17:31:02.707749,6515,3000.0
