chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 08:27:02.199169,slurm_normal,1519979258.0,0,7680.0,1.0,main_w3_handler1,3447961,18577460,False,,103198903,sam,12671872,slurm,,132112168.0,corral-repl,,1,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34164265}]",,32.0,,44284362.0,1519979246.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 08:27:47.197590,64295.0,12.0
,,2018-03-02 07:20:03.865667,slurm_normal,1519977212.0,0,7680.0,1.0,main_w3_handler1,3448868,18576865,False,,4145696756,bam_native,12671138,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 34163728}]",,32.0,,44283399.0,1519975211.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 07:53:34.359350,47785.0,2001.0
,,2018-03-02 08:34:02.574145,slurm_normal,1519980383.0,0,7680.0,1.0,main_w4_handler1,3447434,18577549,False,,519572140,sam,12672017,slurm,,132112168.0,corral-repl,,,,,,"""6f94628e1df411e8bb52005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34164587}]",,32.0,,,1519980329.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 08:46:28.059531,123062.0,54.0
,,2018-03-02 08:59:08.483178,slurm_normal,1519981268.0,0,7680.0,1.0,main_w3_handler0,3447425,18577806,False,,867359664,sam,12672195,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34164622}]",,32.0,,44258824.0,1519981156.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:01:11.632353,109561.0,112.0
,,2018-03-02 08:55:17.115441,slurm_normal,1519981341.0,0,7680.0,1.0,main_w4_handler1,3448503,18577725,False,,4128339637,sam,12672085,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34156885}]",,32.0,,44026651.0,1519980924.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:02:23.604270,114962.0,417.0
,,2018-03-02 09:51:26.672080,slurm_normal,1519984469.0,0,7680.0,1.0,main_w3_handler1,3449131,18578284,False,,23010515,sam,12672770,slurm,,132112168.0,corral-repl,,,,,,"""41bdfe461dff11e8a274005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34165852}]",,32.0,,,1519984462.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:54:30.691602,78727.0,7.0
,,2018-03-02 08:59:07.286290,slurm_normal,1519981182.0,0,7680.0,1.0,main_w4_handler1,3447425,18577804,False,,187910319,sam,12672198,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34164174}]",,32.0,,44258824.0,1519981159.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 08:59:44.420564,109561.0,23.0
,,2018-03-02 09:04:51.856921,slurm_normal,1519981592.0,0,7680.0,1.0,main_w3_handler1,3449071,18577855,False,,15370844,sam,12672277,slurm,,132112168.0,corral-repl,,,,,,"""c1c084f81df811e8a4ae005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34165164}]",,32.0,,,1519981588.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:06:35.098775,108173.0,4.0
,,2018-03-02 08:59:09.415109,slurm_normal,1519981404.0,0,7680.0,1.0,main_w4_handler1,3447425,18577808,False,,1809068451,sam,12672199,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34164627}]",,32.0,,44258824.0,1519981162.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:03:25.493939,109561.0,242.0
,,2018-03-02 09:03:04.770261,slurm_normal,1519981727.0,0,7680.0,1.0,main_w3_handler1,3448505,18577839,False,,3456171458,sam,12672245,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34156917}]",,32.0,,44026651.0,1519981390.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:08:49.858938,114962.0,337.0
,,2018-03-02 09:08:15.448593,slurm_normal,1519981730.0,0,7680.0,1.0,main_w3_handler0,3423346,18577874,False,,216668650,sam,12672294,slurm,,132112168.0,corral-repl,,1,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33939790}]",,32.0,,43204573.0,1519981706.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:08:54.069993,80775.0,24.0
,,2018-03-02 09:07:39.052609,slurm_normal,1519981919.0,0,7680.0,1.0,main_w4_handler1,3448504,18577872,False,,2670113096,sam,12672288,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34156901}]",,32.0,,44026651.0,1519981667.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:12:00.638385,114962.0,252.0
,,2018-03-02 08:37:23.353161,slurm_normal,1519983478.0,0,7680.0,1.0,main_w4_handler1,3449029,18577569,False,,2215400192,sam,12672519,slurm,,132112168.0,corral-repl,,,,,,"""e9558d821df411e8b688005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34164615}]",,32.0,,,1519983295.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 09:38:01.265147,114962.0,183.0
,,2018-03-02 10:31:44.885966,slurm_normal,1519986774.0,0,7680.0,1.0,main_w4_handler0,3449111,18578643,False,,616807925,sam,12673137,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34166206}]",,32.0,,44285126.0,1519986713.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:32:56.792270,,61.0
,,2018-03-02 09:44:11.524992,slurm_normal,1519985014.0,0,7680.0,1.0,main_w3_handler0,3427421,18578152,False,,11067405888,sam,12672619,slurm,,132112168.0,corral-repl,,,0,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34165339}]",,32.0,,44003584.0,1519983863.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:03:36.999914,116234.0,1151.0
,,2018-03-02 10:37:58.955423,slurm_normal,1519987122.0,0,7680.0,1.0,main_w3_handler0,3449111,18578696,False,,370953320,sam,12673196,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34166344}]",,32.0,,44285126.0,1519987087.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:38:43.970873,,35.0
,,2018-03-02 10:40:54.531604,slurm_normal,1519987358.0,0,7680.0,1.0,main_w3_handler0,3449201,18578713,False,,18613389,sam,12673230,slurm,,132112168.0,corral-repl,,,,,,"""2aa120601e0611e8a4db005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34166816}]",,32.0,,,1519987351.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:42:40.088363,78727.0,7.0
,,2018-03-02 10:41:47.065846,slurm_normal,1519987358.0,0,7680.0,1.0,main_w3_handler1,3449111,18578721,False,,468576434,sam,12673222,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34166238}]",,32.0,,44285126.0,1519987313.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:42:40.233446,,45.0
,,2018-03-02 11:22:54.804119,slurm_normal,1519989804.0,0,7680.0,1.0,main_w3_handler0,3449244,18579061,False,,27154117,sam,12673694,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34167266}]",,32.0,,44286107.0,1519989796.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 11:23:25.521198,107695.0,8.0
,,2018-03-02 09:44:10.673831,slurm_normal,1519987612.0,0,7680.0,1.0,main_w4_handler1,3449127,18578150,False,,2215400192,sam,12673242,slurm,,132112168.0,corral-repl,,,,,,"""3f7f47801dfe11e89067005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34165695}]",,32.0,,,1519987409.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 10:46:55.113391,114962.0,203.0
,,2018-03-02 10:06:35.608380,slurm_normal,1519990712.0,0,7680.0,1.0,main_w3_handler0,3447425,18578414,False,,4599821565,sam,12673725,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34166251}]",,32.0,,44258824.0,1519990049.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 11:38:36.334434,109561.0,663.0
,,2018-03-02 11:49:25.666619,slurm_normal,1519991629.0,0,7680.0,1.0,main_w3_handler0,3329671,18579241,False,,496997485,bam_native,12673879,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34166952}]",,32.0,,44215139.0,1519991375.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 11:53:50.712601,116556.0,254.0
,,2018-03-02 10:06:36.035834,slurm_normal,1519991667.0,0,7680.0,1.0,main_w3_handler0,3447425,18578415,False,,5408295470,sam,12673833,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34166332}]",,32.0,,44258824.0,1519990994.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 11:54:30.172314,109561.0,673.0
,,2018-03-02 14:05:13.755665,slurm_normal,1519999538.0,0,7680.0,1.0,main_w4_handler1,3430680,18580878,False,,47817918,sam,12675609,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34169579}]",,32.0,,44288200.0,1519999525.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 14:05:39.179346,121695.0,13.0
,,2018-03-02 14:05:14.554741,slurm_normal,1519999536.0,0,7680.0,1.0,main_w4_handler1,3430680,18580881,False,,60757494,sam,12675610,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34169580}]",,32.0,,44288200.0,1519999524.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 14:05:38.000690,121695.0,12.0
,,2018-03-02 14:05:12.364995,slurm_normal,1519999529.0,0,7680.0,1.0,main_w4_handler0,3430680,18580876,False,,45495298,sam,12675605,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34169578}]",,32.0,,44288200.0,1519999519.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 14:05:30.847435,121695.0,10.0
,,2018-03-02 15:29:29.140402,slurm_normal,1520004598.0,0,7680.0,1.0,main_w3_handler1,3437666,18582569,False,,234876069,sam,12677141,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34172448}]",,32.0,,44067658.0,1520004576.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 15:30:00.376103,,22.0
,,2018-03-02 15:17:21.228668,slurm_normal,1520003933.0,0,7680.0,1.0,main_w4_handler1,3437666,18582412,False,,400967570,sam,12676924,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34172236}]",,32.0,,44067658.0,1520003875.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 15:18:55.032636,,58.0
,,2018-03-02 17:08:28.939794,slurm_normal,1520010539.0,0,7680.0,1.0,main_w3_handler1,3435847,18583955,False,,960249,qname_sorted.bam,12678661,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174164}]",,32.0,,44294361.0,1520010535.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:09:01.837473,122367.0,4.0
,,2018-03-02 16:29:56.677787,slurm_normal,1520008225.0,0,7680.0,1.0,main_w4_handler1,3437666,18583435,False,,83253630,sam,12678215,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34173826}]",,32.0,,44067658.0,1520008208.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 16:30:27.100116,,17.0
,,2018-03-02 17:08:27.391983,slurm_normal,1520010541.0,0,7680.0,1.0,main_w4_handler1,3435847,18583951,False,,245481,bam_native,12678651,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174152}]",,32.0,,44294361.0,1520010535.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:09:03.440176,122367.0,6.0
,,2018-03-02 17:07:12.782711,slurm_normal,1520010450.0,0,7680.0,1.0,main_w3_handler0,3435847,18583936,False,,633831,qname_sorted.bam,12678624,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174170}]",,32.0,,44294361.0,1520010445.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:07:31.759087,122367.0,5.0
,,2018-03-04 18:55:03.503148,slurm_normal,1520190529.0,0,7680.0,1.0,main_w3_handler0,1022123,18602157,False,,2119805,bam_native,12697514,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194588}]",,32.0,,44312273.0,1520190521.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 19:09:00.374686,22860.0,8.0
,,2018-03-02 13:40:10.684498,slurm_normal,1520013224.0,0,7680.0,1.0,main_w3_handler1,3437020,18580663,False,,35091054137,bam_native,12675378,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34169279}]",,32.0,,44284267.0,1519998020.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:53:46.900930,122457.0,15204.0
,,2018-03-02 17:08:30.200791,slurm_normal,1520010573.0,0,7680.0,1.0,main_w4_handler0,3435847,18583957,False,,540269,qname_sorted.bam,12678664,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174168}]",,32.0,,44294361.0,1520010568.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:09:36.137040,122367.0,5.0
,,2018-03-02 17:08:28.193968,slurm_normal,1520010541.0,0,7680.0,1.0,main_w3_handler1,3435847,18583953,False,,639430,qname_sorted.bam,12678660,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174161}]",,32.0,,44294361.0,1520010535.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:09:04.681135,122367.0,6.0
,,2018-03-02 17:08:32.409788,slurm_normal,1520010582.0,0,7680.0,1.0,main_w3_handler1,3435847,18583960,False,,238350,qname_sorted.bam,12678679,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34174172}]",,32.0,,44294361.0,1520010565.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 17:09:44.560899,122367.0,17.0
,,2018-03-02 17:22:53.135861,slurm_normal,1520014046.0,0,7680.0,1.0,main_w3_handler0,3424028,18584125,False,,21424549333,sam,12678855,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33779639}]",,32.0,,43647343.0,1520011405.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 18:07:30.011005,121226.0,2641.0
,,2018-03-02 18:11:54.071578,slurm_normal,1520014721.0,0,7680.0,1.0,main_w4_handler0,3449744,18584655,False,,93803953,sam,12679533,slurm,,132112168.0,corral-repl,,,,,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","[{'src': 'hda', 'id': 34175579}]",,32.0,,,1520014706.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 18:18:47.851319,119794.0,15.0
,,2018-03-02 18:10:14.463110,slurm_normal,1520014984.0,0,7680.0,1.0,main_w3_handler1,3447425,18584619,False,,4930443827,sam,12679426,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34173737}]",,32.0,,44291329.0,1520014256.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 18:23:07.260169,109561.0,728.0
,,2018-03-02 18:10:15.168341,slurm_normal,1520015031.0,0,7680.0,1.0,main_w3_handler1,3447425,18584620,False,,5468284794,sam,12679427,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34173742}]",,32.0,,44291329.0,1520014256.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 18:24:06.586163,109561.0,775.0
