create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.l,parameters.addition.r,parameters.addition.w,parameters.bed,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.nooverlaps,parameters.number,parameters.original,parameters.strandB,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-17 14:44:02.752931,slurm_normal,1500302655.0,0,,1.0,main_w4_handler0,2996992,16360773,False,,502794,bed,10311,bed,10423784.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30301815}]","[{'src': 'hda', 'id': 30518466}]","""false""","""false""","""false""","""""",32.0,,38688859.0,1500302650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-07-17 14:44:27.272942,75600.0,5.0
2017-05-30 13:09:13.745195,slurm_normal,1496149772.0,0,,1.0,main_w3_handler0,2408954,15968086,False,,32471,bed,305468,bed,10064850.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496149768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:09:35.522958,65481.0,4.0
2017-05-30 13:10:42.990240,slurm_normal,1496149857.0,0,,1.0,main_w3_handler1,2408954,15968109,False,,32471,bed,73509,bed,10064862.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 26671620}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496149853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:11:00.484815,65481.0,4.0
2017-05-30 13:10:11.301328,slurm_normal,1496149828.0,0,,1.0,main_w3_handler1,2408954,15968101,False,,32471,bed,73509,bed,10064858.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 26671620}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496149825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:10:31.486296,65481.0,3.0
2017-05-30 13:14:07.361163,slurm_normal,1496150064.0,0,,1.0,main_w3_handler0,2408954,15968139,False,,32471,bed,86101,bed,10064888.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387044}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:14:28.226684,65481.0,4.0
2017-05-30 13:09:40.927614,slurm_normal,1496149890.0,0,,1.0,main_w4_handler0,2408954,15968091,False,,32471,bed,305468,bed,10064867.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496149886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:14:26.602343,65481.0,4.0
2017-05-30 13:12:39.074384,slurm_normal,1496150069.0,0,,1.0,main_w4_handler1,2408954,15968125,False,Job output deleted by user before job completed.,32471,bed,86101,bed,10064889.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387044}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:16:25.881573,65481.0,4.0
2017-05-30 13:12:16.095363,slurm_normal,1496150099.0,0,,1.0,main_w4_handler0,2408954,15968121,False,,32471,bed,29401,bed,10064893.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387043}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:16:56.113960,65481.0,3.0
2017-05-30 13:16:45.003651,slurm_normal,1496150337.0,0,,1.0,main_w4_handler0,2408954,15968163,False,,32471,bed,156916,bed,10064956.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:21:58.916961,65481.0,4.0
2017-05-30 13:15:48.581530,slurm_normal,1496150267.0,0,,1.0,main_w4_handler1,2408954,15968155,False,,32471,bed,86101,bed,10064920.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387044}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:19:35.696865,65481.0,5.0
2017-05-30 13:17:46.925260,slurm_normal,1496150581.0,0,,1.0,main_w4_handler0,2408954,15968208,False,,32471,bed,25819,bed,10065014.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387046}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:26:38.614203,65481.0,9.0
2017-05-30 13:16:22.164143,slurm_normal,1496150329.0,0,,1.0,main_w4_handler0,2408954,15968161,False,,32471,bed,156916,bed,10064951.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:20:46.976892,65481.0,8.0
2017-05-30 13:17:23.922519,slurm_normal,1496150370.0,0,,1.0,main_w4_handler1,2408954,15968189,False,,32471,bed,25819,bed,10064971.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387046}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496150366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:22:22.813976,65481.0,4.0
2017-05-30 13:11:45.360444,slurm_normal,1496149919.0,0,,1.0,main_w3_handler0,2408954,15968116,False,,32471,bed,29401,bed,10064871.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29816353}]","[{'src': 'hda', 'id': 29387043}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496149915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-30 13:12:02.784545,65481.0,4.0
2017-05-31 10:49:54.563371,slurm_normal,1496227817.0,0,,1.0,main_w3_handler0,3085886,15977009,False,,12778,bed,15605615,bed,10072979.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29830116}]","[{'src': 'hda', 'id': 29830130}]","""false""","""false""","""false""","""""",32.0,,37542433.0,1496227808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 10:50:24.556027,,9.0
2017-06-26 07:49:28.077889,slurm_normal,1498463383.0,0,,1.0,main_w4_handler0,3034456,16186506,False,,36674,bed,44801,bed,10262178.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,200,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 30141654}]","[{'src': 'hda', 'id': 28800689}]","""true""","""false""","""false""","""""",32.0,,38547701.0,1498463379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-26 07:49:45.323578,8352.0,4.0
2017-05-31 13:36:13.416454,slurm_normal,1496238324.0,0,,1.0,main_w3_handler0,3085886,15978703,False,,12778,bed,11979093,bed,10074459.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29830116}]","[{'src': 'hda', 'id': 29832525}]","""false""","""false""","""false""","""""",32.0,,37542433.0,1496238315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 13:45:31.516757,,9.0
2017-05-31 13:20:37.839731,slurm_normal,1496237062.0,0,,1.0,main_w4_handler0,2408954,15978527,False,,266426,bed,2294522,bed,10074255.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29974,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 28768477}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496237057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 13:24:26.757840,65481.0,5.0
2017-05-31 13:21:42.203824,slurm_normal,1496237082.0,0,,1.0,main_w4_handler1,2408954,15978531,False,,266426,bed,2294522,bed,10074260.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4974,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 28768477}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496237072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 13:24:43.866846,65481.0,10.0
2017-04-18 15:05:19.306866,slurm_normal,1492528022.0,0,,1.0,main_w4_handler0,3071749,15614908,False,,3758124,bed,612162,bed,9733206.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""false""","[{'src': 'hda', 'id': 29201694}]","[{'src': 'hda', 'id': 29259598}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492527956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 15:07:10.024232,104221.0,66.0
2017-06-19 11:11:36.763388,slurm_normal,1497870719.0,0,,1.0,main_w3_handler0,2999814,16131005,False,,1255,bed,32339,bed,10211227.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,100,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 30038894}]","[{'src': 'hda', 'id': 30077950}]","""false""","""false""","""false""","""""",32.0,,38685056.0,1497870715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-19 11:12:00.199714,49881.0,4.0
2017-05-31 21:44:36.877831,slurm_normal,1496268405.0,0,,1.0,main_w4_handler0,3132878,15983100,False,,456,bed,3049677,bed,10078499.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,2000,"""false""","""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""","""false""","[{'src': 'hda', 'id': 29829560}]","[{'src': 'hda', 'id': 29831181}]","""false""","""false""","""false""","""""",32.0,,37914862.0,1496268401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 22:06:52.034071,105460.0,4.0
2017-05-31 21:55:31.896921,slurm_normal,1496268401.0,0,,1.0,main_w4_handler1,2855809,15983237,False,,134757,bed,9784883,bed,10078494.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29837857}]","[{'src': 'hda', 'id': 29838355}]","""false""","""false""","""true""","""""",32.0,,36565278.0,1496268396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-31 22:06:47.315538,68537.0,5.0
2017-05-03 17:13:16.992946,slurm_normal,1493831609.0,0,,1.0,main_w4_handler0,2408954,15737947,False,,33305,bed,156916,bed,9847669.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 29451738}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1493831602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-05-03 17:13:30.239451,65481.0,7.0
2017-06-24 13:30:57.953666,slurm_normal,1498311072.0,0,,1.0,main_w3_handler0,3034456,16174709,False,,36674,bed,44801,bed,10251365.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,200,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 30141654}]","[{'src': 'hda', 'id': 28800689}]","""false""","""false""","""false""","""""",32.0,,38891577.0,1498311067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-24 13:31:15.196552,8352.0,5.0
2017-06-01 09:27:44.290774,slurm_normal,1496310848.0,0,,1.0,main_w3_handler0,3085886,15987358,False,,12091,bed,12004274,bed,10082474.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29847111}]","[{'src': 'hda', 'id': 29847113}]","""false""","""false""","""false""","""""",32.0,,37542433.0,1496310840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 09:54:14.501670,,8.0
2017-06-01 12:37:45.279769,slurm_normal,1496322054.0,0,,1.0,main_w4_handler0,2408954,15988612,False,,18046,bed,29401,bed,10083502.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387043}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496322049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:01:00.391622,65481.0,5.0
2017-06-01 12:35:12.435471,slurm_normal,1496321994.0,0,,1.0,main_w3_handler0,2408954,15988604,False,,18046,bed,29401,bed,10083496.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387043}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496321989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:00:00.948974,65481.0,5.0
2017-06-01 15:12:35.257984,slurm_normal,1496330251.0,0,,1.0,main_w4_handler1,2408954,15989736,False,,576817,bed,156916,bed,10084602.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27272789}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496330247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 15:17:42.091913,65481.0,4.0
2017-06-01 12:39:18.845249,slurm_normal,1496322104.0,0,,1.0,main_w3_handler1,2408954,15988617,False,,18046,bed,86101,bed,10083510.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387044}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496322100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:01:48.936969,65481.0,4.0
2017-06-01 12:39:40.331216,slurm_normal,1496322134.0,0,,1.0,main_w3_handler0,2408954,15988625,False,,18046,bed,86101,bed,10083516.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387044}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496322130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:02:23.903197,65481.0,4.0
2017-06-01 12:41:15.976508,slurm_normal,1496323465.0,0,,1.0,main_w4_handler0,2408954,15988630,False,,18046,bed,156916,bed,10083604.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496323460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:24:32.582305,65481.0,5.0
2017-06-01 12:41:39.980320,slurm_normal,1496323553.0,0,,1.0,main_w4_handler0,2408954,15988635,False,,18046,bed,156916,bed,10083612.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27172240}]","[{'src': 'hda', 'id': 29387045}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496323549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-01 13:25:55.861321,65481.0,4.0
