create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filter_score.__current_case__,parameters.filter_score.bitscore,parameters.filter_score.evalue,parameters.filter_score.filter_score_select,parameters.hit_filter.__current_case__,parameters.hit_filter.hit_filter_select,parameters.hit_filter.max,parameters.hit_filter.percentage,parameters.identity,parameters.matrix,parameters.method.__current_case__,parameters.method.gapextend,parameters.method.gapopen,parameters.method.method_select,parameters.query,parameters.query.values,parameters.query|__identifier__,parameters.ref_db_source.__current_case__,parameters.ref_db_source.db_source,parameters.ref_db_source.reference_database,parameters.ref_db_source.reference_database.values,parameters.salltitles,parameters.seg,parameters.sensitive,processor_count,query,query_filetype,reference_database,reference_database_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-24 20:21:35.587468,slurm_normal,1466799746.0,0,1.0,main_w2_handler1,2717090,13256840,False,,7443804.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f138009d926be06c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,428489949,fasta,1571796429,diamond_database,,31012430,1466799742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:22:29.162226,51794.0,4.0
2016-06-24 20:48:57.068681,slurm_normal,1466801386.0,0,1.0,main_w2_handler0,2717090,13256993,False,,7443929.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-05,evalue,0,max,5,,"""40""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5477a5ac2c941567d'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,512755965,fasta,1571796429,diamond_database,,31012430,1466801383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:49:48.760658,51794.0,3.0
2016-06-24 20:45:12.725548,slurm_normal,1466801157.0,0,1.0,main_w2_handler0,2717090,13256962,False,,7443906.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57395206908937f1c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,373354330,fasta,1571796429,diamond_database,,31012430,1466801153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:46:00.598127,51794.0,4.0
2016-06-24 20:48:57.396704,slurm_normal,1466801410.0,0,1.0,main_w2_handler0,2717090,13256994,False,,7443930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-05,evalue,0,max,5,,"""40""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f138009d926be06c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,428489949,fasta,1571796429,diamond_database,,31012430,1466801403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:50:11.139003,51794.0,7.0
2016-06-24 20:44:35.886679,slurm_normal,1466801131.0,0,1.0,main_w2_handler0,2717090,13256959,False,,7443904.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c383551745a73b2'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,510100747,fasta,1571796429,diamond_database,,31012430,1466801128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:45:33.735637,51794.0,3.0
2016-06-24 20:40:44.432170,slurm_normal,1466800918.0,0,1.0,main_w1_handler0,2717090,13256946,False,,7443883.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5caccf9acca9153a6'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,368674029,fasta,1571796429,diamond_database,,31012430,1466800915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:42:00.738532,51794.0,3.0
2016-06-24 20:45:12.266419,slurm_normal,1466801153.0,0,1.0,main_w2_handler0,2717090,13256961,False,,7443905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b17cc4ed38718137'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,436006392,fasta,1571796429,diamond_database,,31012430,1466801151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:45:58.183193,51794.0,2.0
2016-06-24 20:40:44.076784,slurm_normal,1466800879.0,0,1.0,main_w2_handler0,2717090,13256945,False,,7443878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f138009d926be06c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,428489949,fasta,1571796429,diamond_database,,31012430,1466800874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:41:21.238505,51794.0,5.0
2016-06-24 20:40:43.714115,slurm_normal,1466800921.0,0,1.0,main_w1_handler1,2717090,13256944,False,,7443887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5477a5ac2c941567d'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,512755965,fasta,1571796429,diamond_database,,31012430,1466800918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:42:03.829740,51794.0,3.0
2016-06-24 20:48:57.810973,slurm_normal,1466801383.0,0,1.0,main_w2_handler1,2717090,13256995,False,,7443927.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-05,evalue,0,max,5,,"""40""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5caccf9acca9153a6'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bad104fde2c0c582'}]","""false""","""true""","""false""",32.0,368674029,fasta,1571796429,diamond_database,,31012430,1466801380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-24 20:49:44.896009,51794.0,3.0
2016-06-25 05:35:17.923454,slurm_normal,1466832975.0,0,1.0,main_w2_handler1,2581199,13258409,False,,7445481.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""30""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c3290c116a0e20c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543df714694e965b0'}]","""false""","""true""","""false""",32.0,133830977,fasta,1766613054,diamond_database,,30347586,1466832970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-25 05:36:17.339278,77693.0,5.0
2016-06-25 05:34:49.235721,slurm_normal,1466832933.0,0,1.0,main_w2_handler0,2581199,13258408,False,,7445480.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""30""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b826461370d02558'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543df714694e965b0'}]","""false""","""true""","""false""",32.0,43025616,fasta,1766613054,diamond_database,,30347586,1466832928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-25 05:35:36.277993,77693.0,5.0
2017-04-11 10:06:47.154306,slurm_normal,1491905315.0,0,1.0,main_w3_handler0,3068587,15551487,False,,9675913.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.1,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 29165544}]",,1,history,,"[{'src': 'hda', 'id': 29165503}]","""false""","""false""","""false""",32.0,4274893,fasta,67123501,diamond_database,,37102438,1491905227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2017-04-11 10:08:35.928752,102541.0,88.0
2016-10-14 08:39:58.027254,slurm_normal,1476434422.0,0,1.0,main_w4_handler0,2851898,14080280,False,,8296754.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ae862644529cd84'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54aec2cd7838df026'}]","""false""","""true""","""false""",32.0,724641,fasta,67325532,diamond_database,,33624921,1476434419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-10-14 08:40:23.260285,53160.0,3.0
2016-10-14 10:11:28.555642,slurm_normal,1476439913.0,0,1.0,main_w4_handler1,2851898,14080891,False,,8297347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ae862644529cd84'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2265395e86f55c'}]","""false""","""true""","""false""",32.0,724641,fasta,67325532,diamond_database,,33624921,1476439908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-10-14 10:11:55.661623,53160.0,5.0
2017-04-11 10:11:07.496366,slurm_normal,1491905486.0,0,1.0,main_w4_handler0,3068587,15551565,False,,9675981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,10.0,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 29165544}]",,1,history,,"[{'src': 'hda', 'id': 29165503}]","""false""","""false""","""false""",32.0,4274893,fasta,67123501,diamond_database,,37102438,1491905481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2017-04-11 10:11:29.978181,102541.0,5.0
2016-09-13 14:47:42.106649,slurm_normal,1473778106.0,0,1.0,main_w3_handler1,2612232,13842122,False,,8065007.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5404781a591cd24bf'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52da29c5df18ad886'}]","""false""","""true""","""false""",32.0,325189946,fasta,67207141,diamond_database,,32063298,1473778092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-09-13 14:48:27.916950,78487.0,14.0
2016-07-01 10:34:42.028158,slurm_normal,1467369319.0,0,1.0,main_w1_handler1,2739390,13304866,False,,7506601.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-11,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c42c1c39bee0a4b'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f381cbd2c753fdb'}]","""false""","""true""","""false""",32.0,25884013,fasta,67259776,diamond_database,,30877103,1467369316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 10:35:20.825482,11105.0,3.0
2016-07-01 10:31:58.344407,slurm_normal,1467369177.0,0,1.0,main_w1_handler0,2739390,13304857,False,,7506590.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-11,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c42c1c39bee0a4b'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f381cbd2c753fdb'}]","""false""","""true""","""false""",32.0,25884013,fasta,67259776,diamond_database,,30877103,1467369174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 10:32:59.554155,11105.0,3.0
2016-07-01 10:35:41.708037,slurm_normal,1467369383.0,0,1.0,main_w2_handler1,2739390,13304872,False,,7506606.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-10,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c42c1c39bee0a4b'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f381cbd2c753fdb'}]","""false""","""true""","""false""",32.0,25884013,fasta,67259776,diamond_database,,30877103,1467369378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 10:36:27.998738,11105.0,5.0
2016-07-01 10:56:47.025146,slurm_normal,1467370661.0,0,1.0,main_w2_handler0,2739390,13304924,False,,7506668.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c42c1c39bee0a4b'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f381cbd2c753fdb'}]","""false""","""true""","""false""",32.0,25884013,fasta,67259776,diamond_database,,30877103,1467370658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 10:57:42.257541,11105.0,3.0
2016-07-01 11:17:27.163567,slurm_normal,1467371910.0,0,1.0,main_w2_handler1,2739390,13305004,False,,7506750.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587c12478f6e70ea1'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f381cbd2c753fdb'}]","""false""","""true""","""false""",32.0,183260522,fasta,67259776,diamond_database,,30877103,1467371907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 11:18:31.851463,11105.0,3.0
2016-07-01 11:27:40.356041,slurm_normal,1467372498.0,0,1.0,main_w1_handler0,2739390,13305059,False,,7506813.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587c12478f6e70ea1'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fcc0c3a0bcd9025'}]","""false""","""true""","""false""",32.0,183260522,fasta,67259776,diamond_database,,30877103,1467372496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-01 11:28:20.773204,11105.0,2.0
2016-07-06 06:36:57.222499,slurm_normal,1467787066.0,0,1.0,main_w2_handler1,674631,13341413,False,,7549953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b578f11e0a6c1ef9c7'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b8f8156f32d5e7b'}]","""false""","""true""","""false""",32.0,60341615,fasta,2171988237,diamond_database,,30484562,1467787063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-06 06:37:47.909011,15035.0,3.0
