bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
80004879,bigwig,95405611,bigwig,,,2016-06-20 14:06:51.583029,slurm_multi,1466432552.0,0,6.0,main_w2_handler2,2633775,13210906,False,,7395425,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519176d40be861310'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5894e5a0055c00e78'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30965635,1466431796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 14:22:52.219900,46988,756.0
345966694,bigwig,108467696,bigwig,,,2016-06-20 14:28:46.424896,slurm_multi,1466433999.0,0,6.0,main_w1_handler2,2726385,13211237,False,,7395749,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fdd088facb2e8d5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50239176214e950ee'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30598208,1466432937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 14:46:41.783382,38685,1062.0
80004879,bigwig,82486879,bigwig,,,2016-06-20 18:31:24.932411,slurm_multi,1466448212.0,0,6.0,main_w2_handler2,2633775,13213876,False,,7398448,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519176d40be861310'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5191619abd84ccb27'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30965635,1466447499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 18:43:33.856204,46988,713.0
391136458,bigwig,225734698,bigwig,,,2016-06-20 15:13:02.489646,slurm_multi,1466436609.0,0,6.0,main_w1_handler2,2726385,13211812,False,,7396364,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dce3a56d95aa5e1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51b5a62f96b9e6420'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30598208,1466435592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 15:30:13.683086,38685,1017.0
18520135,bigwig,18627981,bigwig,,,2016-09-09 02:59:20.031231,slurm_multi,1473390022.0,0,6.0,main_w4_handler2,2421705,13812764,False,,8034017,slurm,,132112168.0,corral-repl,,0,no,,1,5,,0.66,0.54,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5285d33fa6b96e624'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5482955fd2c66ff2b'}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""chr2R""",32.0,,32857497,1473389974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-09 03:00:22.879444,36845,48.0
80004879,bigwig,95405611,bigwig,,,2016-06-20 16:10:55.186592,slurm_multi,1466439767.0,0,6.0,main_w1_handler2,2633775,13212299,False,,7396949,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519176d40be861310'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5894e5a0055c00e78'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bedgraph""","""""",32.0,,30965635,1466439220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 16:22:50.362038,46988,547.0
18520135,bigwig,18627981,bigwig,,,2016-09-09 03:42:52.048499,slurm_multi,1473392674.0,0,6.0,main_w4_handler2,2421705,13812826,False,,8034108,slurm,,132112168.0,corral-repl,,0,no,,1,100,,0.66,0.54,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5285d33fa6b96e624'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5482955fd2c66ff2b'}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,32857497,1473392601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-09 03:44:46.440698,36845,73.0
44418376,bigwig,41921947,bigwig,,,2016-06-20 23:13:08.769014,slurm_multi,1466464924.0,0,6.0,main_w2_handler2,2744697,13217069,False,,7401556,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a63cd30956e5cf0e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5de4e8087cc82ba7f'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bigwig""","""""",32.0,,30970557,1466464403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-20 23:22:04.814701,86397,521.0
321638938,bigwig,108467696,bigwig,,,2016-06-21 08:34:01.707091,slurm_multi,1466498894.0,0,6.0,main_w1_handler2,2726385,13221567,False,,7405916,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598e5a0e8f2639632'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee99cf456db0a5d0'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30598208,1466498050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-21 08:48:17.150063,38685,844.0
60508433,bigwig,232717774,bigwig,,,2016-06-22 06:21:15.613537,slurm_multi,1466577395.0,0,6.0,main_w1_handler2,2733332,13232504,False,,7417602,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7fcddced27ad1e2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270e361d4a0b4e06'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466576488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 06:37:26.927878,86325,907.0
130533995,bigwig,232717774,bigwig,,,2016-06-22 06:22:09.175838,slurm_multi,1466578383.0,0,6.0,main_w2_handler2,2733332,13232509,False,,7417707,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df3bbbb04c2af067'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270e361d4a0b4e06'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466577452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 06:53:05.264798,86325,931.0
72266028,bigwig,232717774,bigwig,,,2016-06-22 06:21:47.533965,slurm_multi,1466579340.0,0,6.0,main_w1_handler2,2733332,13232508,False,,7417811,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dc0b4f229769fee'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270e361d4a0b4e06'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466578390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 07:09:01.650133,86325,950.0
43959544,bigwig,166713037,bigwig,,,2016-06-22 06:23:08.726976,slurm_multi,1466580203.0,0,6.0,main_w1_handler2,2733332,13232511,False,,7417951,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e349c70b6ab55269'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdca3c66c40a0557'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466579348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 07:23:25.042918,86325,855.0
57144037,bigwig,166713037,bigwig,,,2016-06-22 06:23:31.007291,slurm_multi,1466581062.0,0,6.0,main_w1_handler2,2733332,13232512,False,,7418047,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513775c16f18e86cb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdca3c66c40a0557'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466580214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 07:38:19.003981,86325,848.0
127416798,bigwig,232717774,bigwig,,,2016-06-22 06:22:31.275296,slurm_multi,1466582043.0,0,6.0,main_w2_handler2,2733332,13232510,False,,7418168,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e78544979fa56d4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270e361d4a0b4e06'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466581105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 07:54:06.151704,86325,938.0
60566776,bigwig,166713037,bigwig,,,2016-06-22 06:23:47.713985,slurm_multi,1466583773.0,0,6.0,main_w1_handler2,2733332,13232513,False,,7418426,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597860e2adfc2bfad'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdca3c66c40a0557'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466582919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 08:22:54.980989,86325,854.0
71068397,bigwig,166713037,bigwig,,,2016-06-22 06:24:03.827235,slurm_multi,1466582904.0,0,6.0,main_w2_handler2,2733332,13232515,False,,7418285,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f24f4c6042a74fc6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdca3c66c40a0557'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30957989,1466582051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-22 08:08:27.555687,86325,853.0
125338674,bigwig,99141846,bigwig,,,2016-06-21 14:42:35.148645,slurm_multi,1466520693.0,0,6.0,main_w2_handler2,2185573,13225657,False,,7410437,slurm,,132112168.0,corral-repl,,0,no,,1,5,,1.0,1.09641137,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d433af11317359f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b552bd77da1f84c6d7'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,1.0,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,30772075,1466520247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-21 14:51:36.723836,28313,446.0
