bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
5038,bigwig,57388,bigwig,,,2016-09-22 14:52:59.787237,slurm_multi,1474556347.0,0,6.0,main_w3_handler2,2683154,13917728,False,,8140020,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f24902dd4bd384c3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50c1d2d51b7f9ef31'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474556233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 14:59:10.038622,54621,114.0
8552549,bigwig,8487910,bigwig,,,2016-09-22 14:05:09.907067,slurm_multi,1474553313.0,0,6.0,main_w4_handler2,2829047,13917241,False,,8139613,slurm,,132112168.0,corral-repl,,0,no,,1,10,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570aaaaacce172d64'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1e9f18219e0eb83'}]","""/galaxy-repl/main/files/016/481/dataset_16481201.dat""",4,reciprocal_ratio,1.0,"""SC5314_A19""","""bedgraph""","""""",32.0,,33025732,1474553248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 14:08:36.936447,77683,65.0
735744425,bigwig,877827774,bigwig,,,2016-07-18 02:05:23.099326,slurm_multi,1468808359.0,0,6.0,main_w1_handler2,2652459,13427856,False,,7639353,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581a36e3e8a111329'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b537f7a4950041c0a3'}]","""/galaxy-repl/localdata/chrom/mm9.len""",2,subtract,,"""mm9""","""bigwig""","""""",32.0,,31500332,1468807567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 02:19:20.849728,81710,792.0
86791644,bigwig,204076327,bigwig,,,2016-07-18 03:59:59.588179,slurm_multi,1468814517.0,0,6.0,main_w2_handler2,2762041,13428392,False,,7639886,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54bb14a8ac5c721ae'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f92dea5a7de041d5'}]","""/galaxy-repl/localdata/chrom/dm6.len""",0,log2,1.0,"""dm6""","""bigwig""","""""",32.0,,31075343,1468814424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 04:01:59.034364,86595,93.0
145256962,bigwig,204076327,bigwig,,,2016-07-18 04:27:25.059113,slurm_multi,1468816177.0,0,6.0,main_w2_handler2,2762041,13428572,False,,7640044,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585a6cd69ae6769db'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f92dea5a7de041d5'}]","""/galaxy-repl/localdata/chrom/dm6.len""",0,log2,1.0,"""dm6""","""bigwig""","""""",32.0,,31075343,1468816086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 04:29:39.451034,86595,91.0
195802846,bigwig,86791644,bigwig,,,2016-07-18 04:21:28.853784,slurm_multi,1468815809.0,0,6.0,main_w1_handler2,2762041,13428534,False,,7639994,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b845204c21e7b5e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54bb14a8ac5c721ae'}]","""/galaxy-repl/localdata/chrom/dm6.len""",0,log2,1.0,"""dm6""","""bigwig""","""""",32.0,,31075343,1468815718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 04:23:32.374890,86595,91.0
2192377,bigwig,2137033,bigwig,,,2016-07-18 06:53:04.216140,slurm_multi,1468824840.0,0,6.0,main_w2_handler2,2549611,13429145,False,,7640637,slurm,,132112168.0,corral-repl,,0,no,,1,10,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a5282221f6f4fe0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5153e7e1e525ae006'}]","""/galaxy-repl/localdata/chrom/caulCres.len""",2,subtract,,"""caulCres""","""bigwig""","""""",32.0,,31124690,1468824807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 06:54:02.409490,75857,33.0
459920,bigwig,34510,bigwig,,,2016-09-22 14:22:41.273839,slurm_multi,1474554402.0,0,6.0,main_w4_handler2,2683154,13917402,False,,8139772,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51edd1bbea125ae4d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b510451bd51498452d'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474554296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 14:27:11.999680,54621,106.0
5038,bigwig,5356,bigwig,,,2016-09-22 14:52:04.965601,slurm_multi,1474556075.0,0,6.0,main_w4_handler2,2683154,13917725,False,,8139987,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f24902dd4bd384c3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53718ed87bb15e67a'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474555992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 14:54:39.480022,54621,83.0
17818506,bigwig,13786896,bigwig,,,2016-05-31 12:27:13.051699,slurm_multi,1464708121.0,0,6.0,main_w2_handler2,2722937,13029534,False,,7210070,slurm,,132112168.0,corral-repl,,0,no,,1,1,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d25ee943eace4b72'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b504171319243c21d3'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.5,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,30507845,1464707135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-31 15:22:03.766495,64516,986.0
5038,bigwig,56604,bigwig,,,2016-09-22 14:52:26.211014,slurm_multi,1474556200.0,0,6.0,main_w4_handler2,2683154,13917726,False,,8139996,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f24902dd4bd384c3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb1ce576beea980'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474556112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 14:56:44.297227,54621,88.0
139507218,bigwig,80338028,bigwig,,,2016-07-18 15:50:10.426552,slurm_multi,1468862600.0,0,6.0,main_w1_handler2,605821,13433246,False,,7645281,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d250faf564629c6c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bbcbf3b2c91ccc55'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30186712,1468861611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 17:23:23.549365,12956,989.0
219257769,bigwig,291007744,bigwig,,,2016-07-18 10:55:29.192646,slurm_multi,1468863559.0,0,6.0,main_w1_handler2,2767074,13430559,False,Job output deleted by user before job completed.,7642557,slurm,,132112168.0,corral-repl,,0,no,,1,1,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59da73c2da2022f52'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c130a40c440ae4bb'}]","""/galaxy-repl/localdata/chrom/mm9.len""",2,subtract,,"""mm9""","""bigwig""","""""",32.0,,31499285,1468844114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 17:39:22.645043,10553,19445.0
520216484,bigwig,701470364,bigwig,,,2016-06-01 16:05:11.048068,slurm_multi,1464804989.0,0,6.0,main_w2_handler2,2724495,13042191,False,,7221710,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d8846bac6f5e46b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9cbd4cf05b51876'}]","""/galaxy-repl/localdata/chrom/?.len""",3,add,,"""?""","""bigwig""","""""",32.0,,30544648,1464804163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-01 18:16:32.937002,76755,826.0
568314666,bigwig,407976333,bigwig,,,2016-06-01 16:08:00.563266,slurm_multi,1464814082.0,0,6.0,main_w2_handler2,2724495,13042225,False,,7222691,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3f67fe6d2bfd110'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58b79ca75610aecf9'}]","""/galaxy-repl/localdata/chrom/?.len""",3,add,,"""?""","""bigwig""","""""",32.0,,30544648,1464813075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-01 20:48:04.453318,76755,1007.0
2203,bigwig,2221,bigwig,,,2016-09-22 17:22:21.433546,slurm_multi,1474566866.0,0,6.0,main_w3_handler2,2683154,13918783,False,,8141199,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576b63fbaca0ad195'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56fb8e5c62e6d3723'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474566748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 17:55:05.572358,54621,118.0
48297220,bigwig,138510096,bigwig,,,2016-05-31 22:25:14.110431,slurm_multi,1464734413.0,0,6.0,main_w2_handler2,2723531,13034496,False,,7214011,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574bb8b4124a39677'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5410f6ce922deba24'}]","""/galaxy-repl/localdata/chrom/hg19.len""",4,reciprocal_ratio,1.0,"""hg19""","""bigwig""","""""",32.0,,30501742,1464733548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-31 22:40:15.704086,83277,865.0
48297220,bigwig,138510096,bigwig,,,2016-05-31 22:42:52.248444,slurm_multi,1464735215.0,0,6.0,main_w2_handler2,2723531,13034552,False,,7214085,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574bb8b4124a39677'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5410f6ce922deba24'}]","""/galaxy-repl/localdata/chrom/hg19.len""",4,reciprocal_ratio,1.0,"""hg19""","""bedgraph""","""""",32.0,,30501742,1464734600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-31 22:53:36.858464,83277,615.0
2203,bigwig,21948,bigwig,,,2016-09-22 18:44:01.336526,slurm_multi,1474570045.0,0,6.0,main_w3_handler2,2683154,13919635,False,,8141751,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576b63fbaca0ad195'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57cbca1c895094293'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474569978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 18:47:33.300444,54621,67.0
2203,bigwig,21902,bigwig,,,2016-09-22 18:27:39.355699,slurm_multi,1474569802.0,0,6.0,main_w3_handler2,2683154,13919432,False,,8141687,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576b63fbaca0ad195'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5874581c443f91025'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474569718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 18:43:27.074042,54621,84.0
2203,bigwig,21905,bigwig,,,2016-09-22 18:43:11.040297,slurm_multi,1474569930.0,0,6.0,main_w4_handler2,2683154,13919585,False,,8141730,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576b63fbaca0ad195'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59317e9f671d70bea'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474569869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 18:45:32.728957,54621,61.0
315900191,bigwig,134825520,bigwig,,,2016-07-18 22:28:13.521511,slurm_multi,1468882170.0,0,6.0,main_w1_handler2,2738336,13437802,False,,7649146,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9160dd606d48f2f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b561610a3c535ebb52'}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,31516860,1468881004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-18 22:49:33.016234,85504,1166.0
258538978,bigwig,323706778,bigwig,,,2016-06-01 16:08:34.681012,slurm_multi,1464817694.0,0,6.0,main_w2_handler2,2724495,13042232,False,,7224675,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b85e1278fc7219c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5282bfc05623d8c56'}]","""/galaxy-repl/localdata/chrom/?.len""",2,subtract,,"""?""","""bigwig""","""""",32.0,,30544648,1464816647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-01 21:53:12.480751,76755,1047.0
154070554,bigwig,137544454,bigwig,,,2016-09-23 07:44:39.944643,slurm_multi,1474625269.0,0,6.0,main_w4_handler2,2722937,13923096,False,,8145959,slurm,,132112168.0,corral-repl,,0,no,,1,1,,0.729370997672,0.788797952142,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5035b81d27187448c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef70cb26d21ac247'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.5,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,32660858,1474623108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 10:07:50.834554,64516,2161.0
326158806,bigwig,493566067,bigwig,,,2016-06-05 10:52:07.284961,slurm_multi,1465124504.0,0,6.0,main_w2_handler2,2427190,13072993,False,,7258490,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58285b23d6185f418'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52746b1eddd8f351b'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bedgraph""","""""",32.0,,30592499,1465123952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-05 11:01:46.564959,62141,552.0
1426,bigwig,1442,bigwig,,,2016-09-22 21:26:37.197148,slurm_multi,1474580821.0,0,6.0,main_w4_handler2,2683154,13920838,False,,8143175,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ed80f3746554473'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b541a32c65ba5e5d15'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474580750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 21:47:04.598053,54621,71.0
1426,bigwig,12445,bigwig,,,2016-09-22 22:09:49.606629,slurm_multi,1474582344.0,0,6.0,main_w3_handler2,2683154,13921066,False,,8143333,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ed80f3746554473'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5823709a035d9e763'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474582273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 22:12:31.554245,54621,71.0
1426,bigwig,12458,bigwig,,,2016-09-22 22:11:26.504506,slurm_multi,1474582471.0,0,6.0,main_w3_handler2,2683154,13921075,False,,8143340,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ed80f3746554473'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b549e6a6e36ef1c623'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474582384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 22:14:34.643815,54621,87.0
1426,bigwig,12415,bigwig,,,2016-09-22 22:10:30.738777,slurm_multi,1474582592.0,0,6.0,main_w4_handler2,2683154,13921071,False,,8143351,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ed80f3746554473'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a17d230c046d839e'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474582496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-22 22:16:42.526126,54621,96.0
140301795,bigwig,137544454,bigwig,,,2016-09-23 07:42:21.023566,slurm_multi,1474618636.0,0,6.0,main_w4_handler2,2722937,13923083,False,,8145470,slurm,,132112168.0,corral-repl,,0,no,,1,1,,0.828935437095,0.788797952142,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f4e4a34db6a31a67'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef70cb26d21ac247'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.5,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,32660858,1474616635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 08:17:20.467280,64516,2001.0
18333,bigwig,18406,bigwig,,,2016-09-23 07:58:23.315763,slurm_multi,1474617673.0,0,6.0,main_w3_handler2,2830186,13923151,False,,8145529,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5477baae7972f3a57'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac1d829e0e9180b0'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,32952641,1474617631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 08:01:17.036634,54621,42.0
152333703,bigwig,137544454,bigwig,,,2016-09-23 07:43:32.770894,slurm_multi,1474620839.0,0,6.0,main_w3_handler2,2722937,13923089,False,,8145595,slurm,,132112168.0,corral-repl,,0,no,,1,1,,0.762383149344,0.788797952142,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd65ff16d9031e58'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef70cb26d21ac247'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.5,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,32660858,1474618649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 08:54:07.657327,64516,2190.0
154792992,bigwig,154299401,bigwig,,,2016-09-23 07:45:40.801859,slurm_multi,1474623058.0,0,6.0,main_w3_handler2,2722937,13923102,False,,8145812,slurm,,132112168.0,corral-repl,,0,no,,1,1,,0.798994628255,0.761232789098,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e2e35e9c309e9bf'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b591c4b77fba021633'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.5,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,32660858,1474620890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 09:31:01.102890,64516,2168.0
18520414,bigwig,10308796,bigwig,,,2016-06-03 19:23:18.248050,slurm_multi,1464982431.0,0,6.0,main_w2_handler2,2636626,13063905,False,,7249791,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b10af7858634a927'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aad9bf1da6ec2844'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,29035692,1464981835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-06-03 19:33:54.171523,59004,596.0
30937105,bigwig,26561923,bigwig,,,2016-07-19 16:27:05.548761,slurm_multi,1468993845.0,0,6.0,main_w1_handler2,2766384,13445365,False,,7663231,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5850ea1bdcfc7bbc5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b514771e784ba44d12'}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,31486278,1468993060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-20 05:50:47.661687,17286,785.0
176921940,bigwig,158606504,bigwig,,,2016-09-23 11:13:02.636973,slurm_multi,1474632073.0,0,6.0,main_w4_handler2,2722937,13924015,False,,8146480,slurm,,132112168.0,corral-repl,,0,no,,1,1,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f4eb9b85a231844'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b513246061339191de'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,log2,0.4832562935,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",32.0,,32660858,1474629895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-23 12:01:16.652969,64516,2178.0
