chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input10,input10_filetype,input11,input11_filetype,input12,input12_filetype,input13,input13_filetype,input14,input14_filetype,input15,input15_filetype,input16,input16_filetype,input17,input17_filetype,input18,input18_filetype,input19,input19_filetype,input1_filetype,input2,input20,input20_filetype,input21,input21_filetype,input22,input22_filetype,input23,input23_filetype,input24,input24_filetype,input25,input25_filetype,input26,input26_filetype,input27,input27_filetype,input28,input28_filetype,input29,input29_filetype,input2_filetype,input3,input30,input30_filetype,input31,input31_filetype,input32,input32_filetype,input33,input33_filetype,input34,input34_filetype,input35,input35_filetype,input36,input36_filetype,input37,input37_filetype,input38,input38_filetype,input39,input39_filetype,input3_filetype,input4,input40,input40_filetype,input41,input41_filetype,input42,input42_filetype,input43,input43_filetype,input44,input44_filetype,input45,input45_filetype,input46,input46_filetype,input47,input47_filetype,input48,input48_filetype,input49,input49_filetype,input4_filetype,input5,input50,input50_filetype,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.rgid,parameters.readGroup.rglb,parameters.readGroup.rgpl,parameters.readGroup.rgsm,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.index.__class__,parameters.refGenomeSource.index.value,parameters.refGenomeSource.ownFile,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input,parameters.singlePaired.input.values,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,processor_count,raw_juncs,raw_juncs_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-04 19:03:31.684270,slurm_multi_dynamic_walltime,1430770355.0,0,6.0,,,main_w2_handler2,2293108,9390128,False,,5057702104,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722909,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,ce2,,,,,0,,,19565087.0,,,,,,,single,,,32.0,,,,22739785.0,1430766240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 20:12:43.024016,61730.0,4115.0
,,2015-05-04 19:17:18.798319,slurm_multi_dynamic_walltime,1430770052.0,0,6.0,,,main_w2_handler2,2250313,9390211,False,,7262623973,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722990,slurm,,132112168.0,corral-repl,75201077.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,50000,20,50000,No,25,25,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,1,history,,,,19127186.0,,0,,,19562116.0,,,,,,,single,,,32.0,,,,22766877.0,1430767069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 20:07:40.596877,61523.0,2983.0
,,2015-05-04 20:04:45.115923,slurm_multi_dynamic_walltime,1430770662.0,0,6.0,,,main_w2_handler2,2292856,9390517,False,,5371132,,,,,,,,,,,,,,,,,,,,,fastqsanger,5924089.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723261,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19565957.0,,19566041.0,,110,20,Yes,paired,,,32.0,,,,22869128.0,1430769912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 20:17:51.047204,63074.0,750.0
,,2015-05-04 21:46:30.981820,slurm_multi_dynamic_walltime,1430776549.0,0,6.0,,,main_w2_handler2,2292856,9391038,False,,8202597,,,,,,,,,,,,,,,,,,,,,fastqsanger,7887426.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723712,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19560928.0,,19565922.0,,110,20,Yes,paired,,,32.0,,,,22869128.0,1430776023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 21:55:59.878088,63074.0,526.0
,,2015-05-04 20:14:35.808791,slurm_multi_dynamic_walltime,1430774325.0,0,6.0,52437654.0,gtf,main_w2_handler2,2289371,9390545,False,,2524127285,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723291,slurm,,132112168.0,corral-repl,132276613.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,8,0.0,No,,,,Yes,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,100000,20,100000,No,20,20,0.0,1.0,19528598.0,,Yes,Yes,0.0,,No,Yes,2,2,0,25,2,full,0,0,3.3D,,,3.3D,yes,1,history,,,,19528597.0,,0,,,19537587.0,,,,,,,single,,,32.0,,,,22811955.0,1430770499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 21:18:55.118659,51952.0,3826.0
,,2015-05-04 13:00:38.282927,slurm_multi_dynamic_walltime,1430753374.0,0,6.0,65942650.0,gtf,main_w2_handler2,1762951,9387553,False,,15815389474,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720922,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,0.0,20000,50,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-secondstrand,500000,20,500000,No,70,50,0.0,1.0,19512246.0,,Yes,Yes,0.0,,No,Yes,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,0,,,13713281.0,,,,,,,single,,,32.0,,,,21646873.0,1430744461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 15:29:41.175273,40405.0,8913.0
,,2015-09-15 00:06:44.747057,slurm_multi_dynamic_walltime,1442307855.0,0,6.0,,,main_w2_handler2,2439042,10319510,False,,4788012367,,,,,,,,,,,,,,,,,,,,,fastqsanger,4788012367.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604697,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""9f2ec5385b3d11e5aa21005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,21110976.0,,21110977.0,,300,20,Yes,paired,,,32.0,,,,25177143.0,1442294858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-09-15 09:04:20.900575,48193.0,12997.0
,,2015-05-04 14:23:09.101240,slurm_multi_dynamic_walltime,1430755042.0,0,6.0,,,main_w2_handler2,2292903,9388017,False,,3649521466,,,,,,,,,,,,,,,,,,,,,fastqsanger,3649521466.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721286,slurm,,132112168.0,corral-repl,12745930.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19561274.0,,1,,,19561220.0,,19561272.0,,300,20,Yes,paired,,,32.0,,,,22606270.0,1430749420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 15:57:29.915221,60198.0,5622.0
,,2015-05-04 16:03:21.699782,slurm_multi_dynamic_walltime,1430756311.0,0,6.0,,,main_w2_handler2,2289171,9389019,False,,36605634,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721909,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,50,50,1.0,,,,,,,,,No,4,4,0,25,2,full,1,1,,,,,no,0,indexed,panTro4,,,,,0,,,19528264.0,,,,,,,single,,,32.0,,,,21201270.0,1430755436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 16:18:55.437046,59511.0,875.0
,,2015-05-04 16:06:27.994271,slurm_multi_dynamic_walltime,1430756419.0,0,6.0,,,main_w2_handler2,2289171,9389029,False,,36612529,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721928,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,50,50,1.0,,,,,,,,,No,4,4,0,25,2,full,1,1,,,,,no,0,indexed,panTro4,,,,,0,,,19528265.0,,,,,,,single,,,32.0,,,,21201270.0,1430755619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 16:20:34.773673,59511.0,800.0
,,2015-05-04 15:57:24.098491,slurm_multi_dynamic_walltime,1430757214.0,0,6.0,,,main_w2_handler2,2293021,9388978,False,,379730710,,,,,,,,,,,,,,,,,,,,,fastqsanger,379748132.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721948,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19562588.0,,19562598.0,,300,20,Yes,paired,,,32.0,,,,21483654.0,1430755832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 16:33:48.043517,48193.0,1382.0
,,2015-05-04 20:13:22.603458,slurm_multi_dynamic_walltime,1430773271.0,0,6.0,52437654.0,gtf,main_w2_handler2,2289371,9390538,False,,1762330127,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723287,slurm,,132112168.0,corral-repl,132276613.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,8,0.0,No,,,,Yes,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,100000,20,100000,No,20,20,0.0,1.0,19528598.0,,Yes,Yes,0.0,,No,Yes,2,2,0,25,2,full,0,0,3.2D,,,3.2D,yes,1,history,,,,19528597.0,,0,,,19537445.0,,,,,,,single,,,32.0,,,,22811955.0,1430770434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 21:01:18.979256,51952.0,2837.0
,,2015-05-04 17:07:31.893345,slurm_multi_dynamic_walltime,1430759926.0,0,6.0,,,main_w2_handler2,2231627,9389445,False,,5247601,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722266,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,papHam1,,,,,0,,,19024539.0,,,,,,,single,,,32.0,,,,21901072.0,1430759286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 17:20:09.116798,60684.0,640.0
,,2015-05-04 15:11:10.180619,slurm_multi_dynamic_walltime,1430760456.0,0,6.0,,,main_w2_handler2,2250313,9388662,False,Job output deleted by user before job completed.,10549090742,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721544,slurm,,132112168.0,corral-repl,480843178.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,50000,20,50000,No,25,25,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,1,history,,,,19208203.0,,0,,,19197270.0,,,,,,,single,,,32.0,,,,22766877.0,1430752289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 17:27:44.272693,61523.0,8167.0
,,2015-05-04 17:04:36.371487,slurm_multi_dynamic_walltime,1430761098.0,0,6.0,,,main_w2_handler2,2293026,9389434,False,,437930659,,,,,,,,,,,,,,,,,,,,,fastqsanger,437960573.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722301,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19563352.0,,19563353.0,,300,20,Yes,paired,,,32.0,,,,21483654.0,1430759634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-04 17:38:30.456508,48193.0,1464.0
,,2015-03-21 16:23:58.202098,roundup_multi,1427012399.0,0,6.0,,,main_w2_handler2,2227049,9003160,False,,640591306,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274326,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934750.0,,,,,,,single,,,32.0,,,,21322821.0,1427010108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 08:20:05.650681,59547.0,2291.0
,,2015-03-22 08:59:53.749367,roundup_multi,1427017148.0,0,6.0,,,main_w2_handler2,2245021,9005754,False,,1790727662,,,,,,,,,,,,,,,,,,,,,fastqsanger,1790727662.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274445,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,18948243.0,,18948244.0,,110,20,Yes,paired,,,32.0,,,,21467620.0,1427014811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 09:39:14.368872,60177.0,2337.0
,,2015-03-22 09:17:43.803626,roundup_multi,1427020182.0,0,6.0,,,main_w2_handler2,2245021,9005783,False,,3527077838,,,,,,,,,,,,,,,,,,,,,fastqsanger,3527077838.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274490,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,18948268.0,,18948269.0,,110,20,Yes,paired,,,32.0,,,,21467620.0,1427015882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 10:29:46.787412,60177.0,4300.0
,,2015-03-22 08:03:55.264788,roundup_multi,1427013028.0,0,6.0,,,main_w2_handler2,2245021,9005695,False,,860260530,,,,,,,,,,,,,,,,,,,,,fastqsanger,860260530.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274375,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,18948014.0,,18948015.0,,110,20,Yes,paired,,,32.0,,,,21467620.0,1427011454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 08:30:31.278213,60177.0,1574.0
,,2015-03-21 16:24:09.927531,roundup_multi,1427017759.0,0,6.0,,,main_w2_handler2,2227049,9003163,False,,716013337,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274519,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934794.0,,,,,,,single,,,32.0,,,,21322821.0,1427016497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 09:49:23.628114,59547.0,1262.0
,,2015-03-21 16:24:03.808382,roundup_multi,1427014872.0,0,6.0,,,main_w2_handler2,2227049,9003161,False,,653331694,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274380,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934754.0,,,,,,,single,,,32.0,,,,21322821.0,1427012421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 09:01:16.887131,59547.0,2451.0
,,2015-03-21 16:24:06.491968,roundup_multi,1427016479.0,0,6.0,,,main_w2_handler2,2227049,9003162,False,,1182507366,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274448,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934793.0,,,,,,,single,,,32.0,,,,21322821.0,1427014889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 09:28:06.415759,59547.0,1590.0
,,2015-03-22 10:22:09.082643,roundup_multi,1427024759.0,0,6.0,,,main_w2_handler2,2245021,9005899,False,,4436083278,,,,,,,,,,,,,,,,,,,,,fastqsanger,4436083278.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274663,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,18948337.0,,18948338.0,,110,20,Yes,paired,,,32.0,,,,21467620.0,1427019745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 11:46:04.655379,60177.0,5014.0
,,2015-03-21 16:24:13.410593,roundup_multi,1427019057.0,0,6.0,,,main_w2_handler2,2227049,9003164,False,,694302429,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274556,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934817.0,,,,,,,single,,,32.0,,,,21322821.0,1427017778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 10:11:04.910957,59547.0,1279.0
,,2015-03-21 16:24:16.829029,roundup_multi,1427019260.0,0,6.0,,,main_w2_handler2,2227049,9003165,False,,695771342,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274560,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,18934838.0,,,,,,,single,,,32.0,,,,21322821.0,1427018017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 10:14:28.794486,59547.0,1243.0
,,2015-03-22 10:01:11.738517,roundup_multi,1427019836.0,0,6.0,,,main_w2_handler2,2236379,9005851,False,,1166832951,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274589,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,18863193.0,,,,,,,single,,,32.0,,,,21806403.0,1427018485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-03-22 10:24:02.929431,60853.0,1351.0
