chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,ffastq,ffastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,oligos,oligos_filetype,param_filename,parameters.align,parameters.chromInfo,parameters.dbkey,parameters.ffastq.values,parameters.ffastq|__identifier__,parameters.gapextend,parameters.gapopen,parameters.match,parameters.mismatch,parameters.oligo.__current_case__,parameters.oligo.add,parameters.rfastq.values,parameters.rfastq|__identifier__,processor_count,rfastq,rfastq_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-02 06:06:09.928495,slurm_normal,1493705176.0,0,4370800,fastq,1.0,main_w3_handler0,3094169,15721824,False,,9832836.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426539}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426538}]",,32.0,4375560,fastq,,37699099,1493705172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:19.387943,104978.0,4.0
,,2017-05-02 06:06:17.893459,slurm_normal,1493705228.0,0,7336241,fastq,1.0,main_w3_handler0,3094169,15721841,False,,9832857.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426584}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426583}]",,32.0,7345819,fastq,,37699099,1493705223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:07:09.646887,104978.0,5.0
,,2017-05-02 06:06:16.969754,slurm_normal,1493705217.0,0,9570396,fastq,1.0,main_w4_handler0,3094169,15721839,False,,9832854.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426579}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426578}]",,32.0,9584828,fastq,,37699099,1493705213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:07:01.107196,104978.0,4.0
,,2017-05-02 06:06:12.827634,slurm_normal,1493705193.0,0,2969711,fastq,1.0,main_w3_handler1,3094169,15721831,False,,9832843.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426555}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426553}]",,32.0,2972569,fastq,,37699099,1493705189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:35.315662,104978.0,4.0
,,2017-05-02 06:06:15.070536,slurm_normal,1493705194.0,0,1782200,fastq,1.0,main_w4_handler1,3094169,15721835,False,,9832844.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426568}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426567}]",,32.0,1784360,fastq,,37699099,1493705189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:36.746851,104978.0,5.0
,,2017-05-02 06:06:11.044854,slurm_normal,1493705180.0,0,3789320,fastq,1.0,main_w3_handler1,3094169,15721827,False,,9832839.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426545}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426544}]",,32.0,3794704,fastq,,37699099,1493705175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:22.116358,104978.0,5.0
,,2017-05-02 06:06:10.736185,slurm_normal,1493705180.0,0,11003081,fastq,1.0,main_w3_handler1,3094169,15721826,False,,9832838.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426543}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426542}]",,32.0,11016599,fastq,,37699099,1493705175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:21.929056,104978.0,5.0
,,2017-05-02 06:06:10.358922,slurm_normal,1493705183.0,0,3292547,fastq,1.0,main_w3_handler0,3094169,15721825,False,,9832837.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426541}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426540}]",,32.0,3295299,fastq,,37699099,1493705175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:25.058314,104978.0,8.0
,,2017-05-02 06:06:18.775762,slurm_normal,1493705193.0,0,2679931,fastq,1.0,main_w4_handler1,3094169,15721843,False,,9832842.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426593}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426592}]",,32.0,2682565,fastq,,37699099,1493705187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:36.464542,104978.0,6.0
,,2017-05-02 06:06:15.702876,slurm_normal,1493705203.0,0,2706259,fastq,1.0,main_w4_handler1,3094169,15721836,False,,9832848.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426570}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426569}]",,32.0,2710311,fastq,,37699099,1493705199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:48.159671,104978.0,4.0
,,2017-05-02 06:06:11.993652,slurm_normal,1493705189.0,0,4480600,fastq,1.0,main_w3_handler1,3094169,15721829,False,,9832840.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426549}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426548}]",,32.0,4485826,fastq,,37699099,1493705184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:32.558717,104978.0,5.0
,,2017-05-02 06:06:12.430535,slurm_normal,1493705189.0,0,2876027,fastq,1.0,main_w4_handler1,3094169,15721830,False,,9832841.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426551}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426550}]",,32.0,2879975,fastq,,37699099,1493705184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:31.415351,104978.0,5.0
,,2017-05-02 06:06:16.157018,slurm_normal,1493705205.0,0,4135947,fastq,1.0,main_w4_handler1,3094169,15721837,False,,9832850.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426574}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426572}]",,32.0,4142241,fastq,,37699099,1493705201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:48.286925,104978.0,4.0
,,2017-05-02 06:06:14.337980,slurm_normal,1493705206.0,0,1784740,fastq,1.0,main_w4_handler0,3094169,15721834,False,,9832849.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426566}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426565}]",,32.0,1787268,fastq,,37699099,1493705201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:48.348435,104978.0,5.0
,,2017-05-02 06:06:13.252356,slurm_normal,1493705217.0,0,3965889,fastq,1.0,main_w3_handler0,3094169,15721832,False,,9832853.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426559}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426557}]",,32.0,3969819,fastq,,37699099,1493705213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:07:00.419518,104978.0,4.0
,,2017-05-02 06:06:18.271456,slurm_normal,1493705209.0,0,3089382,fastq,1.0,main_w4_handler1,3094169,15721842,False,,9832851.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426590}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426586}]",,32.0,3093194,fastq,,37699099,1493705205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:54.156820,104978.0,4.0
,,2017-05-02 06:06:11.585250,slurm_normal,1493705215.0,0,2494737,fastq,1.0,main_w3_handler0,3094169,15721828,False,,9832852.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426547}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426546}]",,32.0,2497527,fastq,,37699099,1493705210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:06:56.454290,104978.0,5.0
,,2017-05-02 06:06:16.596771,slurm_normal,1493705224.0,0,2816029,fastq,1.0,main_w3_handler0,3094169,15721838,False,,9832856.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426576}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426575}]",,32.0,2819293,fastq,,37699099,1493705220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:07:06.311664,104978.0,4.0
,,2017-05-02 06:06:17.377845,slurm_normal,1493705221.0,0,6956060,fastq,1.0,main_w3_handler1,3094169,15721840,False,,9832855.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29426581}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29426580}]",,32.0,6965412,fastq,,37699099,1493705217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-02 06:07:03.901719,104978.0,4.0
,,2017-06-09 07:51:09.865018,slurm_normal,1496994693.0,0,396628091,fastqsanger,1.0,main_w4_handler1,3146175,16061348,False,,10150354.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29963542}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29963544}]",,32.0,379995419,fastqsanger,,38539814,1496994683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 07:51:35.205597,103426.0,10.0
,,2017-06-09 14:07:17.565160,slurm_normal,1497017257.0,0,3093194,fastq,1.0,main_w3_handler0,3143341,16064931,False,,10153619.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967109}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967110}]",,32.0,3089382,fastq,,38499182,1497017251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 14:07:40.381237,106930.0,6.0
,,2017-06-09 11:40:22.680042,slurm_normal,1497008484.0,0,4142241,fastq,1.0,main_w4_handler1,3143341,16063614,False,,10152463.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967095}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967097}]",,32.0,4135947,fastq,,38499182,1497008481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:41:27.880075,106930.0,3.0
,,2017-06-09 11:40:13.691408,slurm_normal,1497008442.0,0,2497527,fastq,1.0,main_w4_handler1,3143341,16063602,False,,10152444.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967074}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967076}]",,32.0,2494737,fastq,,38499182,1497008438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:43.278485,106930.0,4.0
,,2017-06-09 11:40:09.972940,slurm_normal,1497008430.0,0,4375560,fastq,1.0,main_w4_handler1,3143341,16063597,False,,10152439.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967061}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967062}]",,32.0,4370800,fastq,,38499182,1497008426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:35.920700,106930.0,4.0
,,2017-06-09 11:40:10.655692,slurm_normal,1497008436.0,0,3295299,fastq,1.0,main_w3_handler1,3143341,16063599,False,,10152440.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967064}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967065}]",,32.0,3292547,fastq,,38499182,1497008432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:42.010983,106930.0,4.0
,,2017-06-09 11:40:12.556852,slurm_normal,1497008439.0,0,3794704,fastq,1.0,main_w4_handler0,3143341,16063601,False,,10152443.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967072}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967073}]",,32.0,3789320,fastq,,38499182,1497008435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:42.815686,106930.0,4.0
,,2017-06-09 11:40:22.062664,slurm_normal,1497008467.0,0,2710311,fastq,1.0,main_w3_handler0,3143341,16063612,False,,10152454.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967093}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967094}]",,32.0,2706259,fastq,,38499182,1497008463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:41:12.195155,106930.0,4.0
,,2017-06-09 11:40:18.729039,slurm_normal,1497008467.0,0,3969819,fastq,1.0,main_w3_handler1,3143341,16063608,False,,10152456.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967084}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967085}]",,32.0,3965889,fastq,,38499182,1497008463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:41:11.318882,106930.0,4.0
,,2017-06-09 11:40:26.887514,slurm_normal,1497008510.0,0,3093194,fastq,1.0,main_w3_handler1,3143341,16063620,False,,10152472.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967109}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967110}]",,32.0,3089382,fastq,,38499182,1497008506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:41:54.504670,106930.0,4.0
,,2017-06-09 11:40:17.753974,slurm_normal,1497008452.0,0,2972569,fastq,1.0,main_w3_handler1,3143341,16063607,False,,10152449.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967082}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967083}]",,32.0,2969711,fastq,,38499182,1497008449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:55.717341,106930.0,3.0
,,2017-06-09 11:40:11.592968,slurm_normal,1497008447.0,0,11016599,fastq,1.0,main_w3_handler1,3143341,16063600,False,,10152445.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967067}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967070}]",,32.0,11003081,fastq,,38499182,1497008443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:53.177137,106930.0,4.0
,,2017-06-09 11:40:16.079411,slurm_normal,1497008452.0,0,4485826,fastq,1.0,main_w4_handler0,3143341,16063604,False,,10152448.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29967077}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29967079}]",,32.0,4480600,fastq,,38499182,1497008449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-09 11:40:58.642175,106930.0,3.0
